字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
1727,插,105 ,"1,908,088 ",,96.36%
1728,鹽,105 ,"1,908,193 ",,96.36%
1729,虎,105 ,"1,908,298 ",,96.37%
1730,碳,105 ,"1,908,403 ",,96.37%
1731,頁,105 ,"1,908,508 ",,96.38%
1732,銅,105 ,"1,908,613 ",,96.38%
1733,縱,105 ,"1,908,718 ",,96.39%
1734,迴,104 ,"1,908,822 ",,96.39%
1735,旺,104 ,"1,908,926 ",,96.40%
1736,譽,104 ,"1,909,030 ",,96.41%
1737,垂,104 ,"1,909,134 ",,96.41%
1738,疊,104 ,"1,909,238 ",,96.42%
1739,傅,104 ,"1,909,342 ",,96.42%
1740,逛,103 ,"1,909,445 ",,96.43%
1741,氏,103 ,"1,909,548 ",,96.43%
1742,袖,103 ,"1,909,651 ",,96.44%
1743,緻,103 ,"1,909,754 ",,96.44%
1744,搬,103 ,"1,909,857 ",,96.45%
1745,膩,103 ,"1,909,960 ",,96.45%
1746,抬,103 ,"1,910,063 ",,96.46%
1747,逆,103 ,"1,910,166 ",,96.46%
1748,繳,102 ,"1,910,268 ",,96.47%
1749,蠻,102 ,"1,910,370 ",,96.47%
1750,甘,102 ,"1,910,472 ",,96.48%
1751,褲,102 ,"1,910,574 ",,96.48%
1752,貧,102 ,"1,910,676 ",,96.49%
1753,爽,102 ,"1,910,778 ",,96.49%
1754,潤,102 ,"1,910,880 ",,96.50%
1755,鉛,102 ,"1,910,982 ",,96.50%
1756,斑,102 ,"1,911,084 ",,96.51%
1757,肝,102 ,"1,911,186 ",,96.51%
1758,沾,101 ,"1,911,287 ",,96.52%
1759,臥,101 ,"1,911,388 ",,96.52%
1760,滋,101 ,"1,911,489 ",,96.53%
1761,殖,101 ,"1,911,590 ",,96.53%
1762,稿,100 ,"1,911,690 ",,96.54%
1763,罵,100 ,"1,911,790 ",,96.54%
1764,胖,100 ,"1,911,890 ",,96.55%
1765,駛,100 ,"1,911,990 ",,96.55%
1766,爐,100 ,"1,912,090 ",,96.56%
1767,蜜,100 ,"1,912,190 ",,96.56%
1768,址,100 ,"1,912,290 ",,96.57%
1769,撤,100 ,"1,912,390 ",,96.57%
1770,籌,100 ,"1,912,490 ",,96.58%
1771,邁,99 ,"1,912,589 ",,96.58%
1772,耗,99 ,"1,912,688 ",,96.59%
1773,粒,99 ,"1,912,787 ",,96.59%
1774,寄,99 ,"1,912,886 ",,96.60%
1775,漏,99 ,"1,912,985 ",,96.60%
1776,鋁,99 ,"1,913,084 ",,96.61%
1777,截,99 ,"1,913,183 ",,96.61%
1778,涵,99 ,"1,913,282 ",,96.62%
1779,佑,99 ,"1,913,381 ",,96.62%
1780,趁,98 ,"1,913,479 ",,96.63%
1781,迅,98 ,"1,913,577 ",,96.63%
1782,泌,98 ,"1,913,675 ",,96.64%
1783,朵,98 ,"1,913,773 ",,96.64%
1784,枝,98 ,"1,913,871 ",,96.65%
1785,頗,98 ,"1,913,969 ",,96.65%
1786,拋,98 ,"1,914,067 ",,96.66%
1787,瓶,97 ,"1,914,164 ",,96.66%
1788,攀,97 ,"1,914,261 ",,96.67%
1789,彷,97 ,"1,914,358 ",,96.67%
1790,廷,97 ,"1,914,455 ",,96.68%
1791,哦,96 ,"1,914,551 ",,96.68%
1792,擋,96 ,"1,914,647 ",,96.69%
1793,誕,96 ,"1,914,743 ",,96.69%
1794,貸,96 ,"1,914,839 ",,96.70%
1795,猜,95 ,"1,914,934 ",,96.70%
1796,檯,95 ,"1,915,029 ",,96.71%
1797,壯,95 ,"1,915,124 ",,96.71%
1798,揭,95 ,"1,915,219 ",,96.72%
1799,遵,95 ,"1,915,314 ",,96.72%
1800,祕,95 ,"1,915,409 ",,96.73%
1801,稀,95 ,"1,915,504 ",,96.73%
1802,墨,95 ,"1,915,599 ",,96.74%
1803,謀,95 ,"1,915,694 ",,96.74%
1804,猶,94 ,"1,915,788 ",,96.75%
1805,堪,94 ,"1,915,882 ",,96.75%
1806,柯,94 ,"1,915,976 ",,96.76%
1807,蹈,94 ,"1,916,070 ",,96.76%
1808,拚,94 ,"1,916,164 ",,96.77%
1809,惑,94 ,"1,916,258 ",,96.77%
1810,蔬,93 ,"1,916,351 ",,96.77%
1811,唐,93 ,"1,916,444 ",,96.78%
1812,刮,93 ,"1,916,537 ",,96.78%
1813,琳,93 ,"1,916,630 ",,96.79%
1814,毅,93 ,"1,916,723 ",,96.79%
1815,盈,93 ,"1,916,816 ",,96.80%
1816,洪,93 ,"1,916,909 ",,96.80%
1817,邱,93 ,"1,917,002 ",,96.81%
1818,詳,92 ,"1,917,094 ",,96.81%
1819,橘,92 ,"1,917,186 ",,96.82%
1820,鹹,92 ,"1,917,278 ",,96.82%
1821,巷,92 ,"1,917,370 ",,96.83%
1822,貞,92 ,"1,917,462 ",,96.83%
1823,喵,92 ,"1,917,554 ",,96.84%
1824,糊,91 ,"1,917,645 ",,96.84%
1825,貢,91 ,"1,917,736 ",,96.84%
1826,妨,91 ,"1,917,827 ",,96.85%
1827,蒸,91 ,"1,917,918 ",,96.85%
1828,玄,91 ,"1,918,009 ",,96.86%
1829,屏,91 ,"1,918,100 ",,96.86%
1830,鴨,91 ,"1,918,191 ",,96.87%
1831,翁,91 ,"1,918,282 ",,96.87%
1832,渡,90 ,"1,918,372 ",,96.88%
1833,涼,90 ,"1,918,462 ",,96.88%
1834,辨,90 ,"1,918,552 ",,96.89%
1835,搜,90 ,"1,918,642 ",,96.89%
1836,綁,90 ,"1,918,732 ",,96.89%
1837,菸,89 ,"1,918,821 ",,96.90%
1838,嫩,89 ,"1,918,910 ",,96.90%
1839,飄,89 ,"1,918,999 ",,96.91%
1840,割,89 ,"1,919,088 ",,96.91%
1841,采,89 ,"1,919,177 ",,96.92%
1842,糾,89 ,"1,919,266 ",,96.92%
1843,艦,89 ,"1,919,355 ",,96.93%
1844,倉,88 ,"1,919,443 ",,96.93%
1845,慰,88 ,"1,919,531 ",,96.94%
1846,淺,88 ,"1,919,619 ",,96.94%
1847,軸,88 ,"1,919,707 ",,96.94%
1848,龜,88 ,"1,919,795 ",,96.95%
1849,貪,87 ,"1,919,882 ",,96.95%
1850,遞,87 ,"1,919,969 ",,96.96%
1851,孟,87 ,"1,920,056 ",,96.96%
1852,籠,87 ,"1,920,143 ",,96.97%
1853,吊,86 ,"1,920,229 ",,96.97%
1854,滴,86 ,"1,920,315 ",,96.97%
1855,孫,86 ,"1,920,401 ",,96.98%
1856,彿,86 ,"1,920,487 ",,96.98%
1857,盒,86 ,"1,920,573 ",,96.99%
1858,肺,86 ,"1,920,659 ",,96.99%
1859,孤,86 ,"1,920,745 ",,97.00%
1860,榜,85 ,"1,920,830 ",,97.00%
1861,徹,85 ,"1,920,915 ",,97.01%
1862,塵,85 ,"1,921,000 ",,97.01%
1863,疲,85 ,"1,921,085 ",,97.01%
1864,颱,85 ,"1,921,170 ",,97.02%
1865,崩,85 ,"1,921,255 ",,97.02%
1866,贊,85 ,"1,921,340 ",,97.03%
1867,杏,84 ,"1,921,424 ",,97.03%
1868,欠,84 ,"1,921,508 ",,97.04%
1869,井,84 ,"1,921,592 ",,97.04%
1870,綜,84 ,"1,921,676 ",,97.04%
1871,傻,84 ,"1,921,760 ",,97.05%
1872,獵,84 ,"1,921,844 ",,97.05%
1873,俊,84 ,"1,921,928 ",,97.06%
1874,繫,84 ,"1,922,012 ",,97.06%
1875,膀,84 ,"1,922,096 ",,97.06%
1876,頸,83 ,"1,922,179 ",,97.07%
1877,湧,83 ,"1,922,262 ",,97.07%
1878,舍,83 ,"1,922,345 ",,97.08%
1879,叔,83 ,"1,922,428 ",,97.08%
1880,鍊,83 ,"1,922,511 ",,97.09%
1881,鄭,83 ,"1,922,594 ",,97.09%
1882,臭,82 ,"1,922,676 ",,97.09%
1883,糟,82 ,"1,922,758 ",,97.10%
1884,葡,82 ,"1,922,840 ",,97.10%
1885,躺,82 ,"1,922,922 ",,97.11%
1886,斜,82 ,"1,923,004 ",,97.11%
1887,霸,82 ,"1,923,086 ",,97.11%
1888,姻,82 ,"1,923,168 ",,97.12%
1889,炮,82 ,"1,923,250 ",,97.12%
1890,娘,82 ,"1,923,332 ",,97.13%
1891,趴,82 ,"1,923,414 ",,97.13%
1892,裏,82 ,"1,923,496 ",,97.14%
1893,羽,81 ,"1,923,577 ",,97.14%
1894,襲,81 ,"1,923,658 ",,97.14%
1895,儲,81 ,"1,923,739 ",,97.15%
1896,疏,81 ,"1,923,820 ",,97.15%
1897,芳,81 ,"1,923,901 ",,97.16%
1898,翔,81 ,"1,923,982 ",,97.16%
1899,臂,80 ,"1,924,062 ",,97.16%
1900,佩,80 ,"1,924,142 ",,97.17%
1901,允,80 ,"1,924,222 ",,97.17%
1902,猛,80 ,"1,924,302 ",,97.18%
1903,餓,80 ,"1,924,382 ",,97.18%
1904,蘿,80 ,"1,924,462 ",,97.18%
1905,牲,80 ,"1,924,542 ",,97.19%
1906,髒,80 ,"1,924,622 ",,97.19%
1907,催,80 ,"1,924,702 ",,97.20%
1908,酬,80 ,"1,924,782 ",,97.20%
1909,埔,80 ,"1,924,862 ",,97.20%
1910,蕭,80 ,"1,924,942 ",,97.21%
1911,幽,79 ,"1,925,021 ",,97.21%
1912,俄,79 ,"1,925,100 ",,97.22%
1913,斥,79 ,"1,925,179 ",,97.22%
1914,欺,79 ,"1,925,258 ",,97.22%
1915,肪,79 ,"1,925,337 ",,97.23%
1916,餵,79 ,"1,925,416 ",,97.23%
1917,汙,79 ,"1,925,495 ",,97.24%
1918,謹,79 ,"1,925,574 ",,97.24%
1919,莎,79 ,"1,925,653 ",,97.24%
1920,韋,78 ,"1,925,731 ",,97.25%
1921,厭,78 ,"1,925,809 ",,97.25%
1922,酵,78 ,"1,925,887 ",,97.26%
1923,齒,78 ,"1,925,965 ",,97.26%
1924,懸,78 ,"1,926,043 ",,97.26%
1925,垃,78 ,"1,926,121 ",,97.27%
1926,恰,78 ,"1,926,199 ",,97.27%
1927,薩,78 ,"1,926,277 ",,97.28%
1928,嶼,78 ,"1,926,355 ",,97.28%
1929,憑,77 ,"1,926,432 ",,97.28%
1930,紗,77 ,"1,926,509 ",,97.29%
1931,盆,77 ,"1,926,586 ",,97.29%
1932,嘆,77 ,"1,926,663 ",,97.30%
1933,圾,77 ,"1,926,740 ",,97.30%
1934,闖,77 ,"1,926,817 ",,97.30%
1935,贈,76 ,"1,926,893 ",,97.31%
1936,昂,76 ,"1,926,969 ",,97.31%
1937,勾,76 ,"1,927,045 ",,97.31%
1938,捨,76 ,"1,927,121 ",,97.32%
1939,蝙,76 ,"1,927,197 ",,97.32%
1940,蝠,76 ,"1,927,273 ",,97.33%
1941,恆,76 ,"1,927,349 ",,97.33%
1942,罷,76 ,"1,927,425 ",,97.33%
1943,遮,75 ,"1,927,500 ",,97.34%
1944,堡,75 ,"1,927,575 ",,97.34%
1945,巡,75 ,"1,927,650 ",,97.35%
1946,募,75 ,"1,927,725 ",,97.35%
1947,蒜,75 ,"1,927,800 ",,97.35%
1948,胺,75 ,"1,927,875 ",,97.36%
1949,鹿,75 ,"1,927,950 ",,97.36%
1950,徐,75 ,"1,928,025 ",,97.36%
1951,犧,75 ,"1,928,100 ",,97.37%
1952,墊,75 ,"1,928,175 ",,97.37%
1953,孝,75 ,"1,928,250 ",,97.38%
1954,吐,75 ,"1,928,325 ",,97.38%
1955,君,75 ,"1,928,400 ",,97.38%
1956,俠,75 ,"1,928,475 ",,97.39%
1957,魅,74 ,"1,928,549 ",,97.39%
1958,誇,74 ,"1,928,623 ",,97.39%
1959,恨,74 ,"1,928,697 ",,97.40%
1960,綿,74 ,"1,928,771 ",,97.40%
1961,卵,74 ,"1,928,845 ",,97.41%
1962,肢,74 ,"1,928,919 ",,97.41%
1963,宴,74 ,"1,928,993 ",,97.41%
1964,帥,74 ,"1,929,067 ",,97.42%
1965,憤,74 ,"1,929,141 ",,97.42%
1966,挖,73 ,"1,929,214 ",,97.42%
1967,崇,73 ,"1,929,287 ",,97.43%
1968,挫,73 ,"1,929,360 ",,97.43%
1969,妥,73 ,"1,929,433 ",,97.44%
1970,萄,73 ,"1,929,506 ",,97.44%
1971,脹,73 ,"1,929,579 ",,97.44%
1972,虧,73 ,"1,929,652 ",,97.45%
1973,桿,73 ,"1,929,725 ",,97.45%
1974,雕,73 ,"1,929,798 ",,97.45%
1975,籲,73 ,"1,929,871 ",,97.46%
1976,壇,73 ,"1,929,944 ",,97.46%
1977,趟,73 ,"1,930,017 ",,97.46%
1978,罐,72 ,"1,930,089 ",,97.47%
1979,懶,72 ,"1,930,161 ",,97.47%
1980,凸,72 ,"1,930,233 ",,97.48%
1981,蹤,72 ,"1,930,305 ",,97.48%
1982,赤,72 ,"1,930,377 ",,97.48%
1983,薯,72 ,"1,930,449 ",,97.49%
1984,灑,72 ,"1,930,521 ",,97.49%
1985,譯,72 ,"1,930,593 ",,97.49%
1986,暑,72 ,"1,930,665 ",,97.50%
1987,蟹,72 ,"1,930,737 ",,97.50%
1988,艇,72 ,"1,930,809 ",,97.50%
1989,囊,72 ,"1,930,881 ",,97.51%
1990,騰,71 ,"1,930,952 ",,97.51%
1991,燙,71 ,"1,931,023 ",,97.52%
1992,攜,71 ,"1,931,094 ",,97.52%
1993,剝,71 ,"1,931,165 ",,97.52%
1994,帽,71 ,"1,931,236 ",,97.53%
1995,頒,71 ,"1,931,307 ",,97.53%
1996,拳,71 ,"1,931,378 ",,97.53%
1997,沈,71 ,"1,931,449 ",,97.54%
1998,吵,71 ,"1,931,520 ",,97.54%
1999,敲,70 ,"1,931,590 ",,97.54%
2000,躲,70 ,"1,931,660 ",,97.55%
2001,瞬,70 ,"1,931,730 ",,97.55%
2002,撥,70 ,"1,931,800 ",,97.55%
2003,鳴,70 ,"1,931,870 ",,97.56%
2004,撫,70 ,"1,931,940 ",,97.56%
2005,梁,70 ,"1,932,010 ",,97.57%
2006,獅,70 ,"1,932,080 ",,97.57%
2007,踩,69 ,"1,932,149 ",,97.57%
2008,昏,69 ,"1,932,218 ",,97.58%
2009,踐,69 ,"1,932,287 ",,97.58%
2010,櫻,69 ,"1,932,356 ",,97.58%
2011,桑,69 ,"1,932,425 ",,97.59%
2012,芬,68 ,"1,932,493 ",,97.59%
2013,椒,68 ,"1,932,561 ",,97.59%
2014,悶,68 ,"1,932,629 ",,97.60%
2015,俱,68 ,"1,932,697 ",,97.60%
2016,卷,68 ,"1,932,765 ",,97.60%
2017,轟,68 ,"1,932,833 ",,97.61%
2018,哩,68 ,"1,932,901 ",,97.61%
2019,喚,67 ,"1,932,968 ",,97.61%
2020,乙,67 ,"1,933,035 ",,97.62%
2021,痕,67 ,"1,933,102 ",,97.62%
2022,吋,67 ,"1,933,169 ",,97.62%
2023,扭,67 ,"1,933,236 ",,97.63%
2024,呂,67 ,"1,933,303 ",,97.63%
2025,仇,66 ,"1,933,369 ",,97.63%
2026,吞,66 ,"1,933,435 ",,97.64%
2027,灌,66 ,"1,933,501 ",,97.64%
2028,芒,66 ,"1,933,567 ",,97.64%
2029,扯,66 ,"1,933,633 ",,97.65%
2030,牢,66 ,"1,933,699 ",,97.65%
2031,椎,66 ,"1,933,765 ",,97.65%
2032,津,66 ,"1,933,831 ",,97.66%
2033,魂,66 ,"1,933,897 ",,97.66%
2034,函,66 ,"1,933,963 ",,97.66%
2035,浩,66 ,"1,934,029 ",,97.67%
2036,嶺,66 ,"1,934,095 ",,97.67%
2037,驟,65 ,"1,934,160 ",,97.67%
2038,踢,65 ,"1,934,225 ",,97.68%
2039,兆,65 ,"1,934,290 ",,97.68%
2040,衫,65 ,"1,934,355 ",,97.68%
2041,筋,65 ,"1,934,420 ",,97.69%
2042,蝶,65 ,"1,934,485 ",,97.69%
2043,漿,65 ,"1,934,550 ",,97.69%
2044,瓷,65 ,"1,934,615 ",,97.70%
2045,祥,65 ,"1,934,680 ",,97.70%
2046,后,65 ,"1,934,745 ",,97.70%
2047,叛,65 ,"1,934,810 ",,97.71%
2048,彭,65 ,"1,934,875 ",,97.71%
2049,姑,65 ,"1,934,940 ",,97.71%
2050,岳,65 ,"1,935,005 ",,97.72%
2051,傲,64 ,"1,935,069 ",,97.72%
2052,襯,64 ,"1,935,133 ",,97.72%
2053,菇,64 ,"1,935,197 ",,97.73%
2054,拭,64 ,"1,935,261 ",,97.73%
2055,撿,64 ,"1,935,325 ",,97.73%
2056,懲,64 ,"1,935,389 ",,97.74%
2057,蹟,64 ,"1,935,453 ",,97.74%
2058,潘,63 ,"1,935,516 ",,97.74%
2059,飆,63 ,"1,935,579 ",,97.75%
2060,燥,63 ,"1,935,642 ",,97.75%
2061,晃,63 ,"1,935,705 ",,97.75%
2062,隙,63 ,"1,935,768 ",,97.76%
2063,凍,63 ,"1,935,831 ",,97.76%
2064,埋,63 ,"1,935,894 ",,97.76%
2065,闊,63 ,"1,935,957 ",,97.76%
2066,逾,63 ,"1,936,020 ",,97.77%
2067,倆,63 ,"1,936,083 ",,97.77%
2068,欄,63 ,"1,936,146 ",,97.77%
2069,翰,63 ,"1,936,209 ",,97.78%
2070,汰,63 ,"1,936,272 ",,97.78%
2071,獸,63 ,"1,936,335 ",,97.78%
2072,惱,63 ,"1,936,398 ",,97.79%
2073,鬱,63 ,"1,936,461 ",,97.79%
2074,賭,63 ,"1,936,524 ",,97.79%
2075,秩,63 ,"1,936,587 ",,97.80%
2076,嗯,63 ,"1,936,650 ",,97.80%
2077,冊,63 ,"1,936,713 ",,97.80%
2078,屈,62 ,"1,936,775 ",,97.81%
2079,簾,62 ,"1,936,837 ",,97.81%
2080,悅,62 ,"1,936,899 ",,97.81%
2081,滲,62 ,"1,936,961 ",,97.82%
2082,癮,62 ,"1,937,023 ",,97.82%
2083,栗,62 ,"1,937,085 ",,97.82%
2084,椰,62 ,"1,937,147 ",,97.82%
2085,綱,62 ,"1,937,209 ",,97.83%
2086,鑽,62 ,"1,937,271 ",,97.83%
2087,蒐,62 ,"1,937,333 ",,97.83%
2088,帆,62 ,"1,937,395 ",,97.84%
2089,邏,62 ,"1,937,457 ",,97.84%
2090,呎,62 ,"1,937,519 ",,97.84%
2091,粹,61 ,"1,937,580 ",,97.85%
2092,牧,61 ,"1,937,641 ",,97.85%
2093,曬,61 ,"1,937,702 ",,97.85%
2094,坊,61 ,"1,937,763 ",,97.86%
2095,偽,61 ,"1,937,824 ",,97.86%
2096,膝,61 ,"1,937,885 ",,97.86%
2097,禍,61 ,"1,937,946 ",,97.87%
2098,歧,61 ,"1,938,007 ",,97.87%
2099,稚,61 ,"1,938,068 ",,97.87%
2100,祇,61 ,"1,938,129 ",,97.87%
2101,盾,60 ,"1,938,189 ",,97.88%
2102,夕,60 ,"1,938,249 ",,97.88%
2103,巾,60 ,"1,938,309 ",,97.88%
2104,衍,60 ,"1,938,369 ",,97.89%
2105,悠,60 ,"1,938,429 ",,97.89%
2106,罩,60 ,"1,938,489 ",,97.89%
2107,郎,60 ,"1,938,549 ",,97.90%
2108,仙,60 ,"1,938,609 ",,97.90%
2109,砲,60 ,"1,938,669 ",,97.90%
2110,碩,60 ,"1,938,729 ",,97.90%
2111,槓,60 ,"1,938,789 ",,97.91%
2112,芽,59 ,"1,938,848 ",,97.91%
2113,貫,59 ,"1,938,907 ",,97.91%
2114,溶,59 ,"1,938,966 ",,97.92%
2115,芋,59 ,"1,939,025 ",,97.92%
2116,寓,59 ,"1,939,084 ",,97.92%
2117,榻,59 ,"1,939,143 ",,97.93%
2118,丘,59 ,"1,939,202 ",,97.93%
2119,逢,59 ,"1,939,261 ",,97.93%
2120,霖,59 ,"1,939,320 ",,97.93%
2121,矽,58 ,"1,939,378 ",,97.94%
2122,摔,58 ,"1,939,436 ",,97.94%
2123,狹,58 ,"1,939,494 ",,97.94%
2124,廂,58 ,"1,939,552 ",,97.95%
2125,遙,58 ,"1,939,610 ",,97.95%
2126,粽,58 ,"1,939,668 ",,97.95%
2127,夥,57 ,"1,939,725 ",,97.96%
2128,葛,57 ,"1,939,782 ",,97.96%
2129,犬,57 ,"1,939,839 ",,97.96%
2130,滯,57 ,"1,939,896 ",,97.96%
2131,鈣,57 ,"1,939,953 ",,97.97%
2132,凹,57 ,"1,940,010 ",,97.97%
2133,杉,57 ,"1,940,067 ",,97.97%
2134,彌,57 ,"1,940,124 ",,97.98%
2135,棉,57 ,"1,940,181 ",,97.98%
2136,訝,57 ,"1,940,238 ",,97.98%
2137,猩,57 ,"1,940,295 ",,97.98%
2138,斗,56 ,"1,940,351 ",,97.99%
2139,僚,56 ,"1,940,407 ",,97.99%
2140,遜,56 ,"1,940,463 ",,97.99%
2141,茄,56 ,"1,940,519 ",,98.00%
2142,勸,56 ,"1,940,575 ",,98.00%
2143,唸,56 ,"1,940,631 ",,98.00%
2144,註,56 ,"1,940,687 ",,98.00%
2145,廁,56 ,"1,940,743 ",,98.01%
2146,窩,56 ,"1,940,799 ",,98.01%
2147,娃,56 ,"1,940,855 ",,98.01%
2148,旨,56 ,"1,940,911 ",,98.02%
2149,剖,56 ,"1,940,967 ",,98.02%
2150,撲,56 ,"1,941,023 ",,98.02%
2151,赴,56 ,"1,941,079 ",,98.02%
2152,哀,56 ,"1,941,135 ",,98.03%
2153,傢,55 ,"1,941,190 ",,98.03%
2154,雇,55 ,"1,941,245 ",,98.03%
2155,糧,55 ,"1,941,300 ",,98.03%
2156,蝕,55 ,"1,941,355 ",,98.04%
2157,崗,55 ,"1,941,410 ",,98.04%
2158,刪,55 ,"1,941,465 ",,98.04%
2159,晉,55 ,"1,941,520 ",,98.05%
2160,宙,55 ,"1,941,575 ",,98.05%
2161,嬤,55 ,"1,941,630 ",,98.05%
2162,壘,55 ,"1,941,685 ",,98.05%
2163,盪,54 ,"1,941,739 ",,98.06%
2164,溜,54 ,"1,941,793 ",,98.06%
2165,裙,54 ,"1,941,847 ",,98.06%
2166,劣,54 ,"1,941,901 ",,98.07%
2167,諷,54 ,"1,941,955 ",,98.07%
2168,腔,54 ,"1,942,009 ",,98.07%
2169,珊,54 ,"1,942,063 ",,98.07%
2170,藤,54 ,"1,942,117 ",,98.08%
2171,煎,54 ,"1,942,171 ",,98.08%
2172,澡,54 ,"1,942,225 ",,98.08%
2173,釐,54 ,"1,942,279 ",,98.08%
2174,膨,54 ,"1,942,333 ",,98.09%
2175,淘,54 ,"1,942,387 ",,98.09%
2176,慌,54 ,"1,942,441 ",,98.09%
2177,繃,54 ,"1,942,495 ",,98.10%
2178,盲,54 ,"1,942,549 ",,98.10%
2179,艱,54 ,"1,942,603 ",,98.10%
2180,盼,54 ,"1,942,657 ",,98.10%
2181,狠,54 ,"1,942,711 ",,98.11%
2182,拓,54 ,"1,942,765 ",,98.11%
2183,矛,53 ,"1,942,818 ",,98.11%
2184,渴,53 ,"1,942,871 ",,98.11%
2185,脾,53 ,"1,942,924 ",,98.12%
2186,奉,53 ,"1,942,977 ",,98.12%
2187,怡,53 ,"1,943,030 ",,98.12%
2188,械,53 ,"1,943,083 ",,98.12%
2189,賦,53 ,"1,943,136 ",,98.13%
2190,窄,53 ,"1,943,189 ",,98.13%
2191,押,53 ,"1,943,242 ",,98.13%
2192,羞,53 ,"1,943,295 ",,98.14%
2193,醉,53 ,"1,943,348 ",,98.14%
2194,鈔,53 ,"1,943,401 ",,98.14%
2195,髓,52 ,"1,943,453 ",,98.14%
2196,掩,52 ,"1,943,505 ",,98.15%
2197,蕾,52 ,"1,943,557 ",,98.15%
2198,撈,52 ,"1,943,609 ",,98.15%
2199,洩,52 ,"1,943,661 ",,98.15%
2200,樺,52 ,"1,943,713 ",,98.16%
2201,潑,52 ,"1,943,765 ",,98.16%
2202,譜,52 ,"1,943,817 ",,98.16%
2203,伏,52 ,"1,943,869 ",,98.16%
2204,詮,52 ,"1,943,921 ",,98.17%
2205,嫁,52 ,"1,943,973 ",,98.17%
2206,澎,52 ,"1,944,025 ",,98.17%
2207,豔,51 ,"1,944,076 ",,98.17%
2208,銳,51 ,"1,944,127 ",,98.18%
2209,柳,51 ,"1,944,178 ",,98.18%
2210,諮,51 ,"1,944,229 ",,98.18%
2211,舌,51 ,"1,944,280 ",,98.19%
2212,漠,51 ,"1,944,331 ",,98.19%
2213,畏,51 ,"1,944,382 ",,98.19%
2214,驅,51 ,"1,944,433 ",,98.19%
2215,卓,51 ,"1,944,484 ",,98.20%
2216,昭,51 ,"1,944,535 ",,98.20%
2217,奢,51 ,"1,944,586 ",,98.20%
2218,盯,51 ,"1,944,637 ",,98.20%
2219,桐,51 ,"1,944,688 ",,98.21%
2220,喻,51 ,"1,944,739 ",,98.21%
2221,菁,51 ,"1,944,790 ",,98.21%
2222,哇,51 ,"1,944,841 ",,98.21%
2223,卅,51 ,"1,944,892 ",,98.22%
2224,扇,50 ,"1,944,942 ",,98.22%
2225,饋,50 ,"1,944,992 ",,98.22%
2226,肅,50 ,"1,945,042 ",,98.22%
2227,聘,50 ,"1,945,092 ",,98.23%
2228,穴,50 ,"1,945,142 ",,98.23%
2229,蕉,50 ,"1,945,192 ",,98.23%
2230,嗆,50 ,"1,945,242 ",,98.23%
2231,唇,50 ,"1,945,292 ",,98.24%
2232,馨,50 ,"1,945,342 ",,98.24%
2233,烘,50 ,"1,945,392 ",,98.24%
2234,丈,50 ,"1,945,442 ",,98.24%
2235,呆,50 ,"1,945,492 ",,98.25%
2236,伐,50 ,"1,945,542 ",,98.25%
2237,胚,50 ,"1,945,592 ",,98.25%
2238,寺,50 ,"1,945,642 ",,98.25%
2239,裕,50 ,"1,945,692 ",,98.26%
2240,襪,50 ,"1,945,742 ",,98.26%
2241,辱,50 ,"1,945,792 ",,98.26%
2242,彙,50 ,"1,945,842 ",,98.26%
2243,殷,50 ,"1,945,892 ",,98.27%
2244,逝,50 ,"1,945,942 ",,98.27%
2245,祈,50 ,"1,945,992 ",,98.27%
2246,鍾,50 ,"1,946,042 ",,98.27%
2247,姨,50 ,"1,946,092 ",,98.28%
2248,迦,50 ,"1,946,142 ",,98.28%
2249,丶,50 ,"1,946,192 ",,98.28%
2250,淵,49 ,"1,946,241 ",,98.28%
2251,鏈,49 ,"1,946,290 ",,98.29%
2252,拾,49 ,"1,946,339 ",,98.29%
2253,憾,49 ,"1,946,388 ",,98.29%
2254,柚,49 ,"1,946,437 ",,98.29%
2255,酥,49 ,"1,946,486 ",,98.30%
2256,栽,49 ,"1,946,535 ",,98.30%
2257,叉,49 ,"1,946,584 ",,98.30%
2258,陌,49 ,"1,946,633 ",,98.30%
2259,筒,49 ,"1,946,682 ",,98.31%
2260,嗅,49 ,"1,946,731 ",,98.31%
2261,惟,49 ,"1,946,780 ",,98.31%
2262,峽,49 ,"1,946,829 ",,98.31%
2263,屁,49 ,"1,946,878 ",,98.32%
2264,廖,49 ,"1,946,927 ",,98.32%
2265,溥,49 ,"1,946,976 ",,98.32%
2266,伙,48 ,"1,947,024 ",,98.32%
2267,蠢,48 ,"1,947,072 ",,98.33%
2268,竊,48 ,"1,947,120 ",,98.33%
2269,嚐,48 ,"1,947,168 ",,98.33%
2270,浸,48 ,"1,947,216 ",,98.33%
2271,撒,48 ,"1,947,264 ",,98.34%
2272,詐,48 ,"1,947,312 ",,98.34%
2273,歪,48 ,"1,947,360 ",,98.34%
2274,仗,48 ,"1,947,408 ",,98.34%
2275,娛,48 ,"1,947,456 ",,98.35%
2276,昇,48 ,"1,947,504 ",,98.35%
2277,貶,47 ,"1,947,551 ",,98.35%
2278,悔,47 ,"1,947,598 ",,98.35%
2279,醇,47 ,"1,947,645 ",,98.36%
2280,蔥,47 ,"1,947,692 ",,98.36%
2281,檻,47 ,"1,947,739 ",,98.36%
2282,坑,47 ,"1,947,786 ",,98.36%
