字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
2283,眉,47 ,"1,947,833 ",,98.36%
2284,劍,47 ,"1,947,880 ",,98.37%
2285,潰,47 ,"1,947,927 ",,98.37%
2286,弗,47 ,"1,947,974 ",,98.37%
2287,沃,47 ,"1,948,021 ",,98.37%
2288,桂,47 ,"1,948,068 ",,98.38%
2289,擅,46 ,"1,948,114 ",,98.38%
2290,鞭,46 ,"1,948,160 ",,98.38%
2291,罕,46 ,"1,948,206 ",,98.38%
2292,謎,46 ,"1,948,252 ",,98.39%
2293,烹,46 ,"1,948,298 ",,98.39%
2294,佐,46 ,"1,948,344 ",,98.39%
2295,削,46 ,"1,948,390 ",,98.39%
2296,寵,46 ,"1,948,436 ",,98.40%
2297,墜,46 ,"1,948,482 ",,98.40%
2298,詹,46 ,"1,948,528 ",,98.40%
2299,撰,46 ,"1,948,574 ",,98.40%
2300,屍,46 ,"1,948,620 ",,98.40%
2301,掀,46 ,"1,948,666 ",,98.41%
2302,恭,46 ,"1,948,712 ",,98.41%
2303,汪,46 ,"1,948,758 ",,98.41%
2304,驕,46 ,"1,948,804 ",,98.41%
2305,玲,46 ,"1,948,850 ",,98.42%
2306,慕,46 ,"1,948,896 ",,98.42%
2307,埃,46 ,"1,948,942 ",,98.42%
2308,蘆,46 ,"1,948,988 ",,98.42%
2309,巢,45 ,"1,949,033 ",,98.43%
2310,瞧,45 ,"1,949,078 ",,98.43%
2311,惹,45 ,"1,949,123 ",,98.43%
2312,螺,45 ,"1,949,168 ",,98.43%
2313,亭,45 ,"1,949,213 ",,98.43%
2314,溢,45 ,"1,949,258 ",,98.44%
2315,邪,45 ,"1,949,303 ",,98.44%
2316,赫,45 ,"1,949,348 ",,98.44%
2317,諒,45 ,"1,949,393 ",,98.44%
2318,眷,45 ,"1,949,438 ",,98.45%
2319,濤,45 ,"1,949,483 ",,98.45%
2320,灘,45 ,"1,949,528 ",,98.45%
2321,熬,45 ,"1,949,573 ",,98.45%
2322,鷹,45 ,"1,949,618 ",,98.45%
2323,譬,45 ,"1,949,663 ",,98.46%
2324,霞,45 ,"1,949,708 ",,98.46%
2325,妤,45 ,"1,949,753 ",,98.46%
2326,礁,44 ,"1,949,797 ",,98.46%
2327,冤,44 ,"1,949,841 ",,98.47%
2328,樑,44 ,"1,949,885 ",,98.47%
2329,絨,44 ,"1,949,929 ",,98.47%
2330,虐,44 ,"1,949,973 ",,98.47%
2331,潢,44 ,"1,950,017 ",,98.47%
2332,湊,44 ,"1,950,061 ",,98.48%
2333,勿,44 ,"1,950,105 ",,98.48%
2334,臣,44 ,"1,950,149 ",,98.48%
2335,淇,44 ,"1,950,193 ",,98.48%
2336,茂,44 ,"1,950,237 ",,98.49%
2337,洽,44 ,"1,950,281 ",,98.49%
2338,勉,44 ,"1,950,325 ",,98.49%
2339,殿,44 ,"1,950,369 ",,98.49%
2340,翼,44 ,"1,950,413 ",,98.49%
2341,錫,44 ,"1,950,457 ",,98.50%
2342,抖,44 ,"1,950,501 ",,98.50%
2343,悄,44 ,"1,950,545 ",,98.50%
2344,嘯,44 ,"1,950,589 ",,98.50%
2345,擲,44 ,"1,950,633 ",,98.51%
2346,撇,44 ,"1,950,677 ",,98.51%
2347,萁,44 ,"1,950,721 ",,98.51%
2348,璇,44 ,"1,950,765 ",,98.51%
2349,崑,44 ,"1,950,809 ",,98.51%
2350,棵,43 ,"1,950,852 ",,98.52%
2351,舅,43 ,"1,950,895 ",,98.52%
2352,芝,43 ,"1,950,938 ",,98.52%
2353,滷,43 ,"1,950,981 ",,98.52%
2354,碌,43 ,"1,951,024 ",,98.53%
2355,溼,43 ,"1,951,067 ",,98.53%
2356,槽,43 ,"1,951,110 ",,98.53%
2357,棚,43 ,"1,951,153 ",,98.53%
2358,昆,43 ,"1,951,196 ",,98.53%
2359,濫,43 ,"1,951,239 ",,98.54%
2360,卸,43 ,"1,951,282 ",,98.54%
2361,掘,43 ,"1,951,325 ",,98.54%
2362,裸,43 ,"1,951,368 ",,98.54%
2363,瀏,43 ,"1,951,411 ",,98.55%
2364,煌,43 ,"1,951,454 ",,98.55%
2365,喂,43 ,"1,951,497 ",,98.55%
2366,俘,43 ,"1,951,540 ",,98.55%
2367,腥,42 ,"1,951,582 ",,98.55%
2368,醛,42 ,"1,951,624 ",,98.56%
2369,蓄,42 ,"1,951,666 ",,98.56%
2370,鵝,42 ,"1,951,708 ",,98.56%
2371,曝,42 ,"1,951,750 ",,98.56%
2372,脊,42 ,"1,951,792 ",,98.56%
2373,虹,42 ,"1,951,834 ",,98.57%
2374,矚,42 ,"1,951,876 ",,98.57%
2375,挽,42 ,"1,951,918 ",,98.57%
2376,敷,42 ,"1,951,960 ",,98.57%
2377,吻,42 ,"1,952,002 ",,98.58%
2378,鼎,42 ,"1,952,044 ",,98.58%
2379,仲,42 ,"1,952,086 ",,98.58%
2380,謠,42 ,"1,952,128 ",,98.58%
2381,賄,42 ,"1,952,170 ",,98.58%
2382,舟,42 ,"1,952,212 ",,98.59%
2383,薇,42 ,"1,952,254 ",,98.59%
2384,顥,42 ,"1,952,296 ",,98.59%
2385,敞,41 ,"1,952,337 ",,98.59%
2386,蔔,41 ,"1,952,378 ",,98.59%
2387,壤,41 ,"1,952,419 ",,98.60%
2388,矮,41 ,"1,952,460 ",,98.60%
2389,霉,41 ,"1,952,501 ",,98.60%
2390,旬,41 ,"1,952,542 ",,98.60%
2391,釘,41 ,"1,952,583 ",,98.60%
2392,梭,41 ,"1,952,624 ",,98.61%
2393,履,41 ,"1,952,665 ",,98.61%
2394,匹,41 ,"1,952,706 ",,98.61%
2395,蝴,41 ,"1,952,747 ",,98.61%
2396,窺,41 ,"1,952,788 ",,98.61%
2397,紓,41 ,"1,952,829 ",,98.62%
2398,憐,41 ,"1,952,870 ",,98.62%
2399,啤,41 ,"1,952,911 ",,98.62%
2400,纏,40 ,"1,952,951 ",,98.62%
2401,勃,40 ,"1,952,991 ",,98.63%
2402,抄,40 ,"1,953,031 ",,98.63%
2403,籤,40 ,"1,953,071 ",,98.63%
2404,悟,40 ,"1,953,111 ",,98.63%
2405,糙,40 ,"1,953,151 ",,98.63%
2406,拌,40 ,"1,953,191 ",,98.64%
2407,胰,40 ,"1,953,231 ",,98.64%
2408,弧,40 ,"1,953,271 ",,98.64%
2409,弘,40 ,"1,953,311 ",,98.64%
2410,韌,40 ,"1,953,351 ",,98.64%
2411,締,40 ,"1,953,391 ",,98.65%
2412,喘,40 ,"1,953,431 ",,98.65%
2413,堵,40 ,"1,953,471 ",,98.65%
2414,毯,40 ,"1,953,511 ",,98.65%
2415,盜,40 ,"1,953,551 ",,98.65%
2416,缸,40 ,"1,953,591 ",,98.66%
2417,炫,40 ,"1,953,631 ",,98.66%
2418,茫,40 ,"1,953,671 ",,98.66%
2419,靴,40 ,"1,953,711 ",,98.66%
2420,莓,40 ,"1,953,751 ",,98.66%
2421,曆,40 ,"1,953,791 ",,98.67%
2422,鯊,40 ,"1,953,831 ",,98.67%
2423,郝,40 ,"1,953,871 ",,98.67%
2424,嘿,39 ,"1,953,910 ",,98.67%
2425,砸,39 ,"1,953,949 ",,98.67%
2426,甸,39 ,"1,953,988 ",,98.68%
2427,檸,39 ,"1,954,027 ",,98.68%
2428,膏,39 ,"1,954,066 ",,98.68%
2429,琉,39 ,"1,954,105 ",,98.68%
2430,屠,39 ,"1,954,144 ",,98.68%
2431,岡,39 ,"1,954,183 ",,98.69%
2432,寂,39 ,"1,954,222 ",,98.69%
2433,僵,39 ,"1,954,261 ",,98.69%
2434,愉,39 ,"1,954,300 ",,98.69%
2435,逮,39 ,"1,954,339 ",,98.69%
2436,辜,39 ,"1,954,378 ",,98.70%
2437,霍,39 ,"1,954,417 ",,98.70%
2438,兇,39 ,"1,954,456 ",,98.70%
2439,嬸,39 ,"1,954,495 ",,98.70%
2440,擎,38 ,"1,954,533 ",,98.70%
2441,征,38 ,"1,954,571 ",,98.70%
2442,摘,38 ,"1,954,609 ",,98.71%
2443,櫥,38 ,"1,954,647 ",,98.71%
2444,腕,38 ,"1,954,685 ",,98.71%
2445,笨,38 ,"1,954,723 ",,98.71%
2446,禽,38 ,"1,954,761 ",,98.71%
2447,鏽,38 ,"1,954,799 ",,98.72%
2448,宛,38 ,"1,954,837 ",,98.72%
2449,紮,38 ,"1,954,875 ",,98.72%
2450,忌,38 ,"1,954,913 ",,98.72%
2451,碑,38 ,"1,954,951 ",,98.72%
2452,賢,38 ,"1,954,989 ",,98.73%
2453,拘,38 ,"1,955,027 ",,98.73%
2454,潭,38 ,"1,955,065 ",,98.73%
2455,賀,38 ,"1,955,103 ",,98.73%
2456,甄,38 ,"1,955,141 ",,98.73%
2457,圳,38 ,"1,955,179 ",,98.74%
2458,喉,38 ,"1,955,217 ",,98.74%
2459,盧,38 ,"1,955,255 ",,98.74%
2460,蜂,37 ,"1,955,292 ",,98.74%
2461,誓,37 ,"1,955,329 ",,98.74%
2462,掏,37 ,"1,955,366 ",,98.74%
2463,樸,37 ,"1,955,403 ",,98.75%
2464,檬,37 ,"1,955,440 ",,98.75%
2465,諧,37 ,"1,955,477 ",,98.75%
2466,禦,37 ,"1,955,514 ",,98.75%
2467,訣,37 ,"1,955,551 ",,98.75%
2468,鴉,37 ,"1,955,588 ",,98.76%
2469,誼,37 ,"1,955,625 ",,98.76%
2470,屢,37 ,"1,955,662 ",,98.76%
2471,裔,37 ,"1,955,699 ",,98.76%
2472,艘,37 ,"1,955,736 ",,98.76%
2473,枚,37 ,"1,955,773 ",,98.77%
2474,傘,37 ,"1,955,810 ",,98.77%
2475,妖,37 ,"1,955,847 ",,98.77%
2476,兌,37 ,"1,955,884 ",,98.77%
2477,丸,36 ,"1,955,920 ",,98.77%
2478,卑,36 ,"1,955,956 ",,98.77%
2479,緬,36 ,"1,955,992 ",,98.78%
2480,披,36 ,"1,956,028 ",,98.78%
2481,肖,36 ,"1,956,064 ",,98.78%
2482,蠟,36 ,"1,956,100 ",,98.78%
2483,撕,36 ,"1,956,136 ",,98.78%
2484,溯,36 ,"1,956,172 ",,98.79%
2485,郁,36 ,"1,956,208 ",,98.79%
2486,阪,36 ,"1,956,244 ",,98.79%
2487,彪,36 ,"1,956,280 ",,98.79%
2488,侯,36 ,"1,956,316 ",,98.79%
2489,淹,36 ,"1,956,352 ",,98.79%
2490,睜,36 ,"1,956,388 ",,98.80%
2491,揆,36 ,"1,956,424 ",,98.80%
2492,饅,36 ,"1,956,460 ",,98.80%
2493,奎,35 ,"1,956,495 ",,98.80%
2494,癢,35 ,"1,956,530 ",,98.80%
2495,篩,35 ,"1,956,565 ",,98.81%
2496,捏,35 ,"1,956,600 ",,98.81%
2497,橡,35 ,"1,956,635 ",,98.81%
2498,寮,35 ,"1,956,670 ",,98.81%
2499,濾,35 ,"1,956,705 ",,98.81%
2500,划,35 ,"1,956,740 ",,98.81%
2501,戈,35 ,"1,956,775 ",,98.82%
2502,芥,35 ,"1,956,810 ",,98.82%
2503,竭,35 ,"1,956,845 ",,98.82%
2504,哺,35 ,"1,956,880 ",,98.82%
2505,撼,35 ,"1,956,915 ",,98.82%
2506,勳,35 ,"1,956,950 ",,98.82%
2507,穆,35 ,"1,956,985 ",,98.83%
2508,叢,35 ,"1,957,020 ",,98.83%
2509,纜,35 ,"1,957,055 ",,98.83%
2510,逸,34 ,"1,957,089 ",,98.83%
2511,倘,34 ,"1,957,123 ",,98.83%
2512,暨,34 ,"1,957,157 ",,98.84%
2513,奴,34 ,"1,957,191 ",,98.84%
2514,勻,34 ,"1,957,225 ",,98.84%
2515,飼,34 ,"1,957,259 ",,98.84%
2516,癒,34 ,"1,957,293 ",,98.84%
2517,傍,34 ,"1,957,327 ",,98.84%
2518,炭,34 ,"1,957,361 ",,98.85%
2519,晰,34 ,"1,957,395 ",,98.85%
2520,矯,34 ,"1,957,429 ",,98.85%
2521,帖,34 ,"1,957,463 ",,98.85%
2522,遂,34 ,"1,957,497 ",,98.85%
2523,砍,34 ,"1,957,531 ",,98.85%
2524,蓬,34 ,"1,957,565 ",,98.86%
2525,侶,34 ,"1,957,599 ",,98.86%
2526,睹,34 ,"1,957,633 ",,98.86%
2527,吼,34 ,"1,957,667 ",,98.86%
2528,霜,33 ,"1,957,700 ",,98.86%
2529,澀,33 ,"1,957,733 ",,98.86%
2530,慾,33 ,"1,957,766 ",,98.87%
2531,狼,33 ,"1,957,799 ",,98.87%
2532,蚵,33 ,"1,957,832 ",,98.87%
2533,磅,33 ,"1,957,865 ",,98.87%
2534,扎,33 ,"1,957,898 ",,98.87%
2535,甩,33 ,"1,957,931 ",,98.87%
2536,倡,33 ,"1,957,964 ",,98.88%
2537,尬,33 ,"1,957,997 ",,98.88%
2538,顫,33 ,"1,958,030 ",,98.88%
2539,恤,33 ,"1,958,063 ",,98.88%
2540,艙,33 ,"1,958,096 ",,98.88%
2541,轎,33 ,"1,958,129 ",,98.88%
2542,姬,33 ,"1,958,162 ",,98.89%
2543,捉,33 ,"1,958,195 ",,98.89%
2544,屑,32 ,"1,958,227 ",,98.89%
2545,蔓,32 ,"1,958,259 ",,98.89%
2546,謙,32 ,"1,958,291 ",,98.89%
2547,樞,32 ,"1,958,323 ",,98.89%
2548,鹼,32 ,"1,958,355 ",,98.90%
2549,顛,32 ,"1,958,387 ",,98.90%
2550,稻,32 ,"1,958,419 ",,98.90%
2551,棋,32 ,"1,958,451 ",,98.90%
2552,肇,32 ,"1,958,483 ",,98.90%
2553,夯,32 ,"1,958,515 ",,98.90%
2554,蹲,32 ,"1,958,547 ",,98.91%
2555,瑰,32 ,"1,958,579 ",,98.91%
2556,衷,32 ,"1,958,611 ",,98.91%
2557,冥,32 ,"1,958,643 ",,98.91%
2558,樁,32 ,"1,958,675 ",,98.91%
2559,勘,32 ,"1,958,707 ",,98.91%
2560,羈,32 ,"1,958,739 ",,98.92%
2561,崛,32 ,"1,958,771 ",,98.92%
2562,煉,32 ,"1,958,803 ",,98.92%
2563,燦,32 ,"1,958,835 ",,98.92%
2564,胱,32 ,"1,958,867 ",,98.92%
2565,淪,31 ,"1,958,898 ",,98.92%
2566,蕩,31 ,"1,958,929 ",,98.92%
2567,澱,31 ,"1,958,960 ",,98.93%
2568,匙,31 ,"1,958,991 ",,98.93%
2569,轄,31 ,"1,959,022 ",,98.93%
2570,垢,31 ,"1,959,053 ",,98.93%
2571,銜,31 ,"1,959,084 ",,98.93%
2572,廈,31 ,"1,959,115 ",,98.93%
2573,穎,31 ,"1,959,146 ",,98.94%
2574,堤,31 ,"1,959,177 ",,98.94%
2575,騁,31 ,"1,959,208 ",,98.94%
2576,玫,31 ,"1,959,239 ",,98.94%
2577,余,31 ,"1,959,270 ",,98.94%
2578,醜,31 ,"1,959,301 ",,98.94%
2579,垮,31 ,"1,959,332 ",,98.95%
2580,蛇,31 ,"1,959,363 ",,98.95%
2581,耕,31 ,"1,959,394 ",,98.95%
2582,唉,31 ,"1,959,425 ",,98.95%
2583,甦,31 ,"1,959,456 ",,98.95%
2584,酌,31 ,"1,959,487 ",,98.95%
2585,碟,31 ,"1,959,518 ",,98.95%
2586,噸,31 ,"1,959,549 ",,98.96%
2587,猴,31 ,"1,959,580 ",,98.96%
2588,麴,31 ,"1,959,611 ",,98.96%
2589,稽,30 ,"1,959,641 ",,98.96%
2590,橙,30 ,"1,959,671 ",,98.96%
2591,凈,30 ,"1,959,701 ",,98.96%
2592,楓,30 ,"1,959,731 ",,98.97%
2593,枯,30 ,"1,959,761 ",,98.97%
2594,氯,30 ,"1,959,791 ",,98.97%
2595,艷,30 ,"1,959,821 ",,98.97%
2596,嗚,30 ,"1,959,851 ",,98.97%
2597,摺,30 ,"1,959,881 ",,98.97%
2598,嵌,30 ,"1,959,911 ",,98.97%
2599,沸,30 ,"1,959,941 ",,98.98%
2600,翅,30 ,"1,959,971 ",,98.98%
2601,翹,30 ,"1,960,001 ",,98.98%
2602,竄,30 ,"1,960,031 ",,98.98%
2603,裹,30 ,"1,960,061 ",,98.98%
2604,崎,30 ,"1,960,091 ",,98.98%
2605,跪,30 ,"1,960,121 ",,98.99%
2606,譚,30 ,"1,960,151 ",,98.99%
2607,喇,30 ,"1,960,181 ",,98.99%
2608,戚,30 ,"1,960,211 ",,98.99%
2609,捧,30 ,"1,960,241 ",,98.99%
2610,嫂,30 ,"1,960,271 ",,98.99%
2611,崙,30 ,"1,960,301 ",,98.99%
2612,眶,30 ,"1,960,331 ",,99.00%
2613,婷,30 ,"1,960,361 ",,99.00%
2614,墾,30 ,"1,960,391 ",,99.00%
2615,壹,30 ,"1,960,421 ",,99.00%
2616,愚,29 ,"1,960,450 ",,99.00%
2617,闢,29 ,"1,960,479 ",,99.00%
2618,覓,29 ,"1,960,508 ",,99.00%
2619,崔,29 ,"1,960,537 ",,99.01%
2620,鎂,29 ,"1,960,566 ",,99.01%
2621,筍,29 ,"1,960,595 ",,99.01%
2622,奕,29 ,"1,960,624 ",,99.01%
2623,耍,29 ,"1,960,653 ",,99.01%
2624,鍛,29 ,"1,960,682 ",,99.01%
2625,宵,29 ,"1,960,711 ",,99.01%
2626,雀,29 ,"1,960,740 ",,99.02%
2627,蒼,29 ,"1,960,769 ",,99.02%
2628,慨,29 ,"1,960,798 ",,99.02%
2629,拱,29 ,"1,960,827 ",,99.02%
2630,櫟,29 ,"1,960,856 ",,99.02%
2631,欽,29 ,"1,960,885 ",,99.02%
2632,娶,29 ,"1,960,914 ",,99.03%
2633,葬,29 ,"1,960,943 ",,99.03%
2634,塘,29 ,"1,960,972 ",,99.03%
2635,爵,29 ,"1,961,001 ",,99.03%
2636,賊,29 ,"1,961,030 ",,99.03%
2637,詠,29 ,"1,961,059 ",,99.03%
2638,鈾,29 ,"1,961,088 ",,99.03%
2639,叮,28 ,"1,961,116 ",,99.04%
2640,翠,28 ,"1,961,144 ",,99.04%
2641,扛,28 ,"1,961,172 ",,99.04%
2642,豫,28 ,"1,961,200 ",,99.04%
2643,搏,28 ,"1,961,228 ",,99.04%
2644,棕,28 ,"1,961,256 ",,99.04%
2645,浦,28 ,"1,961,284 ",,99.04%
2646,恥,28 ,"1,961,312 ",,99.05%
2647,疹,28 ,"1,961,340 ",,99.05%
2648,丙,28 ,"1,961,368 ",,99.05%
2649,磯,28 ,"1,961,396 ",,99.05%
2650,咽,28 ,"1,961,424 ",,99.05%
2651,匆,28 ,"1,961,452 ",,99.05%
2652,尷,28 ,"1,961,480 ",,99.05%
2653,馮,28 ,"1,961,508 ",,99.06%
2654,掙,28 ,"1,961,536 ",,99.06%
2655,舔,28 ,"1,961,564 ",,99.06%
2656,蛙,28 ,"1,961,592 ",,99.06%
2657,玟,28 ,"1,961,620 ",,99.06%
2658,枕,27 ,"1,961,647 ",,99.06%
2659,秉,27 ,"1,961,674 ",,99.06%
2660,澄,27 ,"1,961,701 ",,99.06%
2661,酪,27 ,"1,961,728 ",,99.07%
2662,莖,27 ,"1,961,755 ",,99.07%
2663,萎,27 ,"1,961,782 ",,99.07%
2664,砌,27 ,"1,961,809 ",,99.07%
2665,疵,27 ,"1,961,836 ",,99.07%
2666,芙,27 ,"1,961,863 ",,99.07%
2667,歇,27 ,"1,961,890 ",,99.07%
2668,禪,27 ,"1,961,917 ",,99.08%
2669,檜,27 ,"1,961,944 ",,99.08%
2670,趾,27 ,"1,961,971 ",,99.08%
2671,濱,27 ,"1,961,998 ",,99.08%
2672,魏,27 ,"1,962,025 ",,99.08%
2673,劫,27 ,"1,962,052 ",,99.08%
2674,娟,27 ,"1,962,079 ",,99.08%
2675,昧,27 ,"1,962,106 ",,99.09%
2676,汶,27 ,"1,962,133 ",,99.09%
2677,庇,27 ,"1,962,160 ",,99.09%
2678,齣,27 ,"1,962,187 ",,99.09%
2679,煽,27 ,"1,962,214 ",,99.09%
2680,詭,27 ,"1,962,241 ",,99.09%
2681,噗,27 ,"1,962,268 ",,99.09%
2682,碧,27 ,"1,962,295 ",,99.09%
2683,鶯,27 ,"1,962,322 ",,99.10%
2684,攔,26 ,"1,962,348 ",,99.10%
2685,鉤,26 ,"1,962,374 ",,99.10%
2686,郊,26 ,"1,962,400 ",,99.10%
2687,穀,26 ,"1,962,426 ",,99.10%
2688,梗,26 ,"1,962,452 ",,99.10%
2689,雌,26 ,"1,962,478 ",,99.10%
2690,澈,26 ,"1,962,504 ",,99.11%
2691,迄,26 ,"1,962,530 ",,99.11%
2692,陡,26 ,"1,962,556 ",,99.11%
2693,株,26 ,"1,962,582 ",,99.11%
2694,幟,26 ,"1,962,608 ",,99.11%
2695,躁,26 ,"1,962,634 ",,99.11%
2696,伺,26 ,"1,962,660 ",,99.11%
2697,捍,26 ,"1,962,686 ",,99.11%
2698,軒,26 ,"1,962,712 ",,99.12%
2699,輻,26 ,"1,962,738 ",,99.12%
2700,泊,26 ,"1,962,764 ",,99.12%
2701,嬌,26 ,"1,962,790 ",,99.12%
2702,燕,26 ,"1,962,816 ",,99.12%
2703,顱,26 ,"1,962,842 ",,99.12%
2704,畔,26 ,"1,962,868 ",,99.12%
2705,嘲,26 ,"1,962,894 ",,99.13%
2706,夷,26 ,"1,962,920 ",,99.13%
2707,弓,26 ,"1,962,946 ",,99.13%
2708,沫,26 ,"1,962,972 ",,99.13%
2709,咒,26 ,"1,962,998 ",,99.13%
2710,瓊,26 ,"1,963,024 ",,99.13%
2711,拐,26 ,"1,963,050 ",,99.13%
2712,庸,26 ,"1,963,076 ",,99.13%
2713,皺,26 ,"1,963,102 ",,99.14%
2714,鈞,26 ,"1,963,128 ",,99.14%
2715,侈,26 ,"1,963,154 ",,99.14%
2716,榴,26 ,"1,963,180 ",,99.14%
2717,羹,26 ,"1,963,206 ",,99.14%
2718,銓,26 ,"1,963,232 ",,99.14%
2719,窘,25 ,"1,963,257 ",,99.14%
2720,匿,25 ,"1,963,282 ",,99.14%
2721,醋,25 ,"1,963,307 ",,99.15%
2722,倦,25 ,"1,963,332 ",,99.15%
2723,瓣,25 ,"1,963,357 ",,99.15%
2724,舖,25 ,"1,963,382 ",,99.15%
2725,逗,25 ,"1,963,407 ",,99.15%
2726,瑕,25 ,"1,963,432 ",,99.15%
2727,騷,25 ,"1,963,457 ",,99.15%
2728,沐,25 ,"1,963,482 ",,99.15%
2729,怠,25 ,"1,963,507 ",,99.16%
2730,碘,25 ,"1,963,532 ",,99.16%
2731,豎,25 ,"1,963,557 ",,99.16%
2732,誦,25 ,"1,963,582 ",,99.16%
2733,軀,25 ,"1,963,607 ",,99.16%
2734,鑰,25 ,"1,963,632 ",,99.16%
2735,狄,25 ,"1,963,657 ",,99.16%
2736,姚,25 ,"1,963,682 ",,99.16%
2737,墓,25 ,"1,963,707 ",,99.17%
2738,鵬,25 ,"1,963,732 ",,99.17%
2739,婿,25 ,"1,963,757 ",,99.17%
2740,愧,25 ,"1,963,782 ",,99.17%
2741,棲,25 ,"1,963,807 ",,99.17%
2742,稜,25 ,"1,963,832 ",,99.17%
2743,麟,25 ,"1,963,857 ",,99.17%
2744,斌,25 ,"1,963,882 ",,99.18%
2745,籬,24 ,"1,963,906 ",,99.18%
2746,攬,24 ,"1,963,930 ",,99.18%
2747,攪,24 ,"1,963,954 ",,99.18%
2748,兔,24 ,"1,963,978 ",,99.18%
2749,汀,24 ,"1,964,002 ",,99.18%
2750,蛀,24 ,"1,964,026 ",,99.18%
2751,暈,24 ,"1,964,050 ",,99.18%
2752,熄,24 ,"1,964,074 ",,99.18%
2753,瑚,24 ,"1,964,098 ",,99.19%
2754,攏,24 ,"1,964,122 ",,99.19%
2755,摧,24 ,"1,964,146 ",,99.19%
2756,肆,24 ,"1,964,170 ",,99.19%
2757,婉,24 ,"1,964,194 ",,99.19%
2758,謊,24 ,"1,964,218 ",,99.19%
2759,渾,24 ,"1,964,242 ",,99.19%
2760,拇,24 ,"1,964,266 ",,99.19%
2761,淮,24 ,"1,964,290 ",,99.20%
2762,鞏,24 ,"1,964,314 ",,99.20%
2763,睿,24 ,"1,964,338 ",,99.20%
2764,遼,24 ,"1,964,362 ",,99.20%
2765,睞,24 ,"1,964,386 ",,99.20%
2766,躬,24 ,"1,964,410 ",,99.20%
2767,彬,24 ,"1,964,434 ",,99.20%
2768,謬,24 ,"1,964,458 ",,99.20%
2769,輿,24 ,"1,964,482 ",,99.21%
2770,泣,24 ,"1,964,506 ",,99.21%
2771,隸,24 ,"1,964,530 ",,99.21%
2772,眨,24 ,"1,964,554 ",,99.21%
2773,蓓,24 ,"1,964,578 ",,99.21%
2774,釩,24 ,"1,964,602 ",,99.21%
2775,杰,24 ,"1,964,626 ",,99.21%
2776,煞,23 ,"1,964,649 ",,99.21%
2777,挪,23 ,"1,964,672 ",,99.21%
2778,匪,23 ,"1,964,695 ",,99.22%
2779,竿,23 ,"1,964,718 ",,99.22%
2780,癱,23 ,"1,964,741 ",,99.22%
2781,硫,23 ,"1,964,764 ",,99.22%
2782,餡,23 ,"1,964,787 ",,99.22%
2783,牡,23 ,"1,964,810 ",,99.22%
2784,棧,23 ,"1,964,833 ",,99.22%
2785,俐,23 ,"1,964,856 ",,99.22%
2786,鬍,23 ,"1,964,879 ",,99.23%
2787,袍,23 ,"1,964,902 ",,99.23%
2788,氫,23 ,"1,964,925 ",,99.23%
2789,焰,23 ,"1,964,948 ",,99.23%
2790,塌,23 ,"1,964,971 ",,99.23%
2791,鍍,23 ,"1,964,994 ",,99.23%
2792,宰,23 ,"1,965,017 ",,99.23%
2793,銹,23 ,"1,965,040 ",,99.23%
2794,臀,23 ,"1,965,063 ",,99.23%
2795,靶,23 ,"1,965,086 ",,99.24%
2796,咳,23 ,"1,965,109 ",,99.24%
2797,螃,23 ,"1,965,132 ",,99.24%
2798,奠,23 ,"1,965,155 ",,99.24%
2799,挨,23 ,"1,965,178 ",,99.24%
2800,瑛,23 ,"1,965,201 ",,99.24%
2801,鶴,23 ,"1,965,224 ",,99.24%
2802,僑,23 ,"1,965,247 ",,99.24%
2803,掠,23 ,"1,965,270 ",,99.25%
2804,旭,23 ,"1,965,293 ",,99.25%
2805,仕,23 ,"1,965,316 ",,99.25%
2806,儒,23 ,"1,965,339 ",,99.25%
2807,蘊,23 ,"1,965,362 ",,99.25%
2808,坤,23 ,"1,965,385 ",,99.25%
2809,鬣,23 ,"1,965,408 ",,99.25%
2810,嘻,23 ,"1,965,431 ",,99.25%
2811,溺,23 ,"1,965,454 ",,99.25%
2812,焙,23 ,"1,965,477 ",,99.26%
2813,朔,23 ,"1,965,500 ",,99.26%
2814,嚼,22 ,"1,965,522 ",,99.26%
2815,虞,22 ,"1,965,544 ",,99.26%
2816,聳,22 ,"1,965,566 ",,99.26%
2817,寡,22 ,"1,965,588 ",,99.26%
2818,啞,22 ,"1,965,610 ",,99.26%
2819,鮑,22 ,"1,965,632 ",,99.26%
2820,蚊,22 ,"1,965,654 ",,99.26%
2821,柵,22 ,"1,965,676 ",,99.27%
2822,灶,22 ,"1,965,698 ",,99.27%
2823,芭,22 ,"1,965,720 ",,99.27%
2824,漬,22 ,"1,965,742 ",,99.27%
2825,瑯,22 ,"1,965,764 ",,99.27%
2826,噁,22 ,"1,965,786 ",,99.27%
2827,韻,22 ,"1,965,808 ",,99.27%
2828,凰,22 ,"1,965,830 ",,99.27%
2829,頑,22 ,"1,965,852 ",,99.27%
2830,肋,22 ,"1,965,874 ",,99.28%
2831,輒,22 ,"1,965,896 ",,99.28%
2832,虔,22 ,"1,965,918 ",,99.28%
2833,眺,22 ,"1,965,940 ",,99.28%
2834,榕,22 ,"1,965,962 ",,99.28%
2835,頌,22 ,"1,965,984 ",,99.28%
2836,秦,22 ,"1,966,006 ",,99.28%
2837,棘,22 ,"1,966,028 ",,99.28%
2838,陵,22 ,"1,966,050 ",,99.28%
