序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
1,的,"67,421 ","67,421 ",16.44%,5.93%
2,是,"21,506 ","88,927 ",21.69%,7.82%
3,在,"13,373 ","102,300 ",24.95%,9.00%
4,一,"12,874 ","115,174 ",28.09%,10.13%
5,有,"11,159 ","126,333 ",30.81%,11.11%
6,個,"10,322 ","136,655 ",33.33%,12.02%
7,我,"10,211 ","146,866 ",35.82%,12.92%
8,就,"9,676 ","156,542 ",38.18%,13.77%
9,了,"9,577 ","166,119 ",40.51%,14.61%
10,這,"9,351 ","175,470 ",42.79%,15.43%
11,不,"9,023 ","184,493 ",45.00%,16.22%
12,也,"7,962 ","192,455 ",46.94%,16.92%
13,都,"6,074 ","198,529 ",48.42%,17.46%
14,會,"5,918 ","204,447 ",49.86%,17.98%
15,他,"5,617 ","210,064 ",51.23%,18.47%
16,人,"5,402 ","215,466 ",52.55%,18.95%
17,與,"5,112 ","220,578 ",53.80%,19.40%
18,要,"4,922 ","225,500 ",55.00%,19.83%
19,你,"4,831 ","230,331 ",56.17%,20.26%
20,上,"4,468 ","234,799 ",57.26%,20.65%
21,說,"4,306 ","239,105 ",58.31%,21.03%
22,和,"4,158 ","243,263 ",59.33%,21.39%
23,我們,"4,073 ","247,336 ",60.32%,21.75%
24,很,"4,071 ","251,407 ",61.31%,22.11%
25,讓,"3,576 ","254,983 ",62.19%,22.42%
26,但,"3,510 ","258,493 ",63.04%,22.73%
27,來,"3,439 ","261,932 ",63.88%,23.03%
28,還,"3,438 ","265,370 ",64.72%,23.34%
29,可以,"3,365 ","268,735 ",65.54%,23.63%
30,中,"3,329 ","272,064 ",66.35%,23.93%
31,對,"3,262 ","275,326 ",67.15%,24.21%
32,能,"3,060 ","278,386 ",67.89%,24.48%
33,那,"3,050 ","281,436 ",68.64%,24.75%
34,年,"3,000 ","284,436 ",69.37%,25.01%
35,為,"2,946 ","287,382 ",70.09%,25.27%
36,到,"2,881 ","290,263 ",70.79%,25.53%
37,最,"2,791 ","293,054 ",71.47%,25.77%
38,而,"2,765 ","295,819 ",72.15%,26.01%
39,自己,"2,733 ","298,552 ",72.81%,26.25%
40,種,"2,673 ","301,225 ",73.46%,26.49%
41,大,"2,662 ","303,887 ",74.11%,26.72%
42,以,"2,633 ","306,520 ",74.76%,26.96%
43,因為,"2,615 ","309,135 ",75.39%,27.19%
44,著,"2,583 ","311,718 ",76.02%,27.41%
45,沒有,"2,499 ","314,217 ",76.63%,27.63%
46,時,"2,497 ","316,714 ",77.24%,27.85%
47,將,"2,396 ","319,110 ",77.83%,28.06%
48,好,"2,345 ","321,455 ",78.40%,28.27%
49,被,"2,307 ","323,762 ",78.96%,28.47%
50,她,"2,303 ","326,065 ",79.52%,28.67%
51,後,"2,233 ","328,298 ",80.07%,28.87%
52,更,"2,220 ","330,518 ",80.61%,29.07%
53,或,"2,179 ","332,697 ",81.14%,29.26%
54,他們,"2,067 ","334,764 ",81.64%,29.44%
55,從,"2,060 ","336,824 ",82.15%,29.62%
56,之,"2,050 ","338,874 ",82.65%,29.80%
57,看,"2,043 ","340,917 ",83.15%,29.98%
58,等,"2,018 ","342,935 ",83.64%,30.16%
59,台灣,"1,989 ","344,924 ",84.12%,30.33%
60,去,"1,975 ","346,899 ",84.60%,30.51%
61,跟,"1,963 ","348,862 ",85.08%,30.68%
62,兩,"1,953 ","350,815 ",85.56%,30.85%
63,多,"1,921 ","352,736 ",86.03%,31.02%
64,把,"1,899 ","354,635 ",86.49%,31.19%
65,才,"1,875 ","356,510 ",86.95%,31.35%
66,每,"1,867 ","358,377 ",87.40%,31.52%
67,只,"1,827 ","360,204 ",87.85%,31.68%
68,用,"1,817 ","362,021 ",88.29%,31.84%
69,並,"1,816 ","363,837 ",88.73%,32.00%
70,做,"1,793 ","365,630 ",89.17%,32.15%
71,次,"1,791 ","367,421 ",89.61%,32.31%
72,想,"1,711 ","369,132 ",90.03%,32.46%
73,所以,"1,676 ","370,808 ",90.44%,32.61%
74,如果,"1,663 ","372,471 ",90.84%,32.76%
75,再,"1,661 ","374,132 ",91.25%,32.90%
76,又,"1,648 ","375,780 ",91.65%,33.05%
77,得,"1,637 ","377,417 ",92.05%,33.19%
78,地,"1,612 ","379,029 ",92.44%,33.33%
79,可,"1,584 ","380,613 ",92.83%,33.47%
80,者,"1,534 ","382,147 ",93.20%,33.61%
81,可能,"1,517 ","383,664 ",93.57%,33.74%
82,及,"1,515 ","385,179 ",93.94%,33.87%
83,什麼,"1,512 ","386,691 ",94.31%,34.01%
84,裡,"1,500 ","388,191 ",94.67%,34.14%
85,過,"1,453 ","389,644 ",95.03%,34.27%
86,所,"1,444 ","391,088 ",95.38%,34.39%
87,新,"1,440 ","392,528 ",95.73%,34.52%
88,下,"1,434 ","393,962 ",96.08%,34.65%
89,前,"1,433 ","395,395 ",96.43%,34.77%
90,問題,"1,422 ","396,817 ",96.78%,34.90%
91,沒,"1,407 ","398,224 ",97.12%,35.02%
92,天,"1,366 ","399,590 ",97.45%,35.14%
93,小,"1,348 ","400,938 ",97.78%,35.26%
94,各,"1,344 ","402,282 ",98.11%,35.38%
95,這樣,"1,339 ","403,621 ",98.44%,35.49%
96,卻,"1,309 ","404,930 ",98.76%,35.61%
97,這些,"1,289 ","406,219 ",99.07%,35.72%
98,它,"1,282 ","407,501 ",99.38%,35.84%
99,現在,"1,267 ","408,768 ",99.69%,35.95%
100,知道,"1,259 ","410,027 ",100.00%,36.06%
101,三,"1,258 ","411,285 ",,36.17%
102,其實,"1,243 ","412,528 ",,36.28%
103,開始,"1,237 ","413,765 ",,36.39%
104,當,"1,225 ","414,990 ",,36.49%
105,時間,"1,214 ","416,204 ",,36.60%
106,覺得,"1,160 ","417,364 ",,36.70%
107,已經,"1,126 ","418,490 ",,36.80%
108,時候,"1,120 ","419,610 ",,36.90%
109,內,"1,077 ","420,687 ",,37.00%
110,則,"1,072 ","421,759 ",,37.09%
111,於,"1,072 ","422,831 ",,37.18%
112,全,"1,067 ","423,898 ",,37.28%
113,月,"1,047 ","424,945 ",,37.37%
114,孩子,"1,040 ","425,985 ",,37.46%
115,公司,"1,038 ","427,023 ",,37.55%
116,但是,"1,033 ","428,056 ",,37.64%
117,嗎,"1,030 ","429,086 ",,37.73%
118,高,"1,026 ","430,112 ",,37.82%
119,事,995 ,"431,107 ",,37.91%
120,學生,986 ,"432,093 ",,38.00%
121,大家,984 ,"433,077 ",,38.09%
122,家,977 ,"434,054 ",,38.17%
123,第一,968 ,"435,022 ",,38.26%
124,比較,968 ,"435,990 ",,38.34%
125,像,959 ,"436,949 ",,38.43%
126,不會,951 ,"437,900 ",,38.51%
127,美國,951 ,"438,851 ",,38.59%
128,真的,943 ,"439,794 ",,38.68%
129,已,941 ,"440,735 ",,38.76%
130,由,939 ,"441,674 ",,38.84%
131,工作,936 ,"442,610 ",,38.92%
132,給,934 ,"443,544 ",,39.01%
133,非常,925 ,"444,469 ",,39.09%
134,還是,910 ,"445,379 ",,39.17%
135,很多,896 ,"446,275 ",,39.25%
136,吃,894 ,"447,169 ",,39.32%
137,發現,891 ,"448,060 ",,39.40%
138,應該,891 ,"448,951 ",,39.48%
139,位,886 ,"449,837 ",,39.56%
140,幾,880 ,"450,717 ",,39.64%
141,表示,871 ,"451,588 ",,39.71%
142,認為,868 ,"452,456 ",,39.79%
143,需要,864 ,"453,320 ",,39.87%
144,因此,862 ,"454,182 ",,39.94%
145,不過,862 ,"455,044 ",,40.02%
146,太,860 ,"455,904 ",,40.09%
147,世界,855 ,"456,759 ",,40.17%
148,使用,854 ,"457,613 ",,40.24%
149,重要,847 ,"458,460 ",,40.32%
150,不同,833 ,"459,293 ",,40.39%
151,生活,832 ,"460,125 ",,40.46%
152,中國,828 ,"460,953 ",,40.54%
153,以及,814 ,"461,767 ",,40.61%
154,比,804 ,"462,571 ",,40.68%
155,其他,804 ,"463,375 ",,40.75%
156,國家,803 ,"464,178 ",,40.82%
157,政府,790 ,"464,968 ",,40.89%
158,點,789 ,"465,757 ",,40.96%
159,看到,785 ,"466,542 ",,41.03%
160,而且,783 ,"467,325 ",,41.10%
161,之後,781 ,"468,106 ",,41.17%
162,許多,770 ,"468,876 ",,41.23%
163,此,766 ,"469,642 ",,41.30%
164,必須,763 ,"470,405 ",,41.37%
165,一樣,758 ,"471,163 ",,41.43%
166,甚至,749 ,"471,912 ",,41.50%
167,然後,748 ,"472,660 ",,41.57%
168,雖然,748 ,"473,408 ",,41.63%
169,希望,730 ,"474,138 ",,41.70%
170,方式,730 ,"474,868 ",,41.76%
171,先,722 ,"475,590 ",,41.82%
172,元,718 ,"476,308 ",,41.89%
173,無法,713 ,"477,021 ",,41.95%
174,呢,710 ,"477,731 ",,42.01%
175,社會,709 ,"478,440 ",,42.07%
176,啊,705 ,"479,145 ",,42.14%
177,關係,694 ,"479,839 ",,42.20%
178,成為,694 ,"480,533 ",,42.26%
179,該,687 ,"481,220 ",,42.32%
180,最後,685 ,"481,905 ",,42.38%
181,影響,680 ,"482,585 ",,42.44%
182,地方,675 ,"483,260 ",,42.50%
183,今年,674 ,"483,934 ",,42.56%
184,件,666 ,"484,600 ",,42.62%
185,除了,663 ,"485,263 ",,42.67%
186,名,661 ,"485,924 ",,42.73%
187,怎麼,654 ,"486,578 ",,42.79%
188,研究,653 ,"487,231 ",,42.85%
189,其,647 ,"487,878 ",,42.90%
190,一些,645 ,"488,523 ",,42.96%
191,出現,641 ,"489,164 ",,43.02%
192,二,641 ,"489,805 ",,43.07%
193,或是,640 ,"490,445 ",,43.13%
194,只要,640 ,"491,085 ",,43.19%
195,向,636 ,"491,721 ",,43.24%
196,選擇,629 ,"492,350 ",,43.30%
197,對於,620 ,"492,970 ",,43.35%
198,所有,619 ,"493,589 ",,43.41%
199,經濟,619 ,"494,208 ",,43.46%
200,一定,615 ,"494,823 ",,43.52%
201,本,615 ,"495,438 ",,43.57%
202,透過,609 ,"496,047 ",,43.62%
203,日本,608 ,"496,655 ",,43.68%
204,進行,606 ,"497,261 ",,43.73%
205,整,603 ,"497,864 ",,43.78%
206,發生,599 ,"498,463 ",,43.84%
207,民眾,599 ,"499,062 ",,43.89%
208,大學,591 ,"499,653 ",,43.94%
209,講,590 ,"500,243 ",,43.99%
210,喜歡,586 ,"500,829 ",,44.04%
211,提供,583 ,"501,412 ",,44.09%
212,一直,583 ,"501,995 ",,44.15%
213,因,575 ,"502,570 ",,44.20%
214,企業,573 ,"503,143 ",,44.25%
215,外,567 ,"503,710 ",,44.30%
216,吧,566 ,"504,276 ",,44.35%
217,活動,565 ,"504,841 ",,44.40%
218,四,559 ,"505,400 ",,44.45%
219,發展,559 ,"505,959 ",,44.49%
220,間,558 ,"506,517 ",,44.54%
221,文化,558 ,"507,075 ",,44.59%
222,造成,557 ,"507,632 ",,44.64%
223,結果,551 ,"508,183 ",,44.69%
224,目前,551 ,"508,734 ",,44.74%
225,如何,550 ,"509,284 ",,44.79%
226,們,550 ,"509,834 ",,44.84%
227,教育,547 ,"510,381 ",,44.88%
228,帶,546 ,"510,927 ",,44.93%
229,些,544 ,"511,471 ",,44.98%
230,不要,541 ,"512,012 ",,45.03%
231,當然,540 ,"512,552 ",,45.07%
232,歲,537 ,"513,089 ",,45.12%
233,老師,537 ,"513,626 ",,45.17%
234,特別,536 ,"514,162 ",,45.22%
235,市場,536 ,"514,698 ",,45.26%
236,買,532 ,"515,230 ",,45.31%
237,同時,530 ,"515,760 ",,45.36%
238,能力,528 ,"516,288 ",,45.40%
239,未來,526 ,"516,814 ",,45.45%
240,部分,522 ,"517,336 ",,45.49%
241,如,520 ,"517,856 ",,45.54%
242,昨天,513 ,"518,369 ",,45.59%
243,事情,512 ,"518,881 ",,45.63%
244,設計,512 ,"519,393 ",,45.68%
245,容易,512 ,"519,905 ",,45.72%
246,學校,512 ,"520,417 ",,45.77%
247,受,510 ,"520,927 ",,45.81%
248,臺灣,509 ,"521,436 ",,45.86%
249,應,507 ,"521,943 ",,45.90%
250,學習,506 ,"522,449 ",,45.94%
251,話,506 ,"522,955 ",,45.99%
252,包括,503 ,"523,458 ",,46.03%
253,不能,502 ,"523,960 ",,46.08%
254,較,501 ,"524,461 ",,46.12%
255,快,500 ,"524,961 ",,46.17%
256,完全,497 ,"525,458 ",,46.21%
257,連,494 ,"525,952 ",,46.25%
258,曾,494 ,"526,446 ",,46.30%
259,國,493 ,"526,939 ",,46.34%
260,至,493 ,"527,432 ",,46.38%
261,東西,491 ,"527,923 ",,46.43%
262,愛,490 ,"528,413 ",,46.47%
263,網路,490 ,"528,903 ",,46.51%
264,電影,488 ,"529,391 ",,46.56%
265,項,488 ,"529,879 ",,46.60%
266,過去,486 ,"530,365 ",,46.64%
267,無,486 ,"530,851 ",,46.68%
268,國際,485 ,"531,336 ",,46.73%
269,若,484 ,"531,820 ",,46.77%
270,機會,483 ,"532,303 ",,46.81%
271,任何,480 ,"532,783 ",,46.85%
272,為什麼,479 ,"533,262 ",,46.90%
273,場,478 ,"533,740 ",,46.94%
274,決定,476 ,"534,216 ",,46.98%
275,感覺,475 ,"534,691 ",,47.02%
276,手,474 ,"535,165 ",,47.06%
277,環境,472 ,"535,637 ",,47.10%
278,且,472 ,"536,109 ",,47.15%
279,朋友,468 ,"536,577 ",,47.19%
280,五,468 ,"537,045 ",,47.23%
281,仍,467 ,"537,512 ",,47.27%
282,另,466 ,"537,978 ",,47.31%
283,運動,466 ,"538,444 ",,47.35%
284,這麼,465 ,"538,909 ",,47.39%
285,能夠,465 ,"539,374 ",,47.43%
286,其中,463 ,"539,837 ",,47.47%
287,例如,461 ,"540,298 ",,47.51%
288,今天,457 ,"540,755 ",,47.55%
289,一起,453 ,"541,208 ",,47.59%
290,主要,451 ,"541,659 ",,47.63%
291,水,448 ,"542,107 ",,47.67%
292,那麼,447 ,"542,554 ",,47.71%
293,藝術,446 ,"543,000 ",,47.75%
294,是否,445 ,"543,445 ",,47.79%
295,直接,442 ,"543,887 ",,47.83%
296,當時,441 ,"544,328 ",,47.87%
297,寫,441 ,"544,769 ",,47.91%
298,問,435 ,"545,204 ",,47.95%
299,投資,433 ,"545,637 ",,47.98%
300,台,432 ,"546,069 ",,48.02%
301,花,430 ,"546,499 ",,48.06%
302,故事,426 ,"546,925 ",,48.10%
303,走,426 ,"547,351 ",,48.13%
304,妳,424 ,"547,775 ",,48.17%
305,健康,422 ,"548,197 ",,48.21%
306,搭配,421 ,"548,618 ",,48.25%
307,台北,420 ,"549,038 ",,48.28%
308,這裡,419 ,"549,457 ",,48.32%
309,非,417 ,"549,874 ",,48.36%
310,過程,416 ,"550,290 ",,48.39%
311,未,416 ,"550,706 ",,48.43%
312,請,415 ,"551,121 ",,48.47%
313,條,415 ,"551,536 ",,48.50%
314,代表,415 ,"551,951 ",,48.54%
315,想要,414 ,"552,365 ",,48.58%
316,起,414 ,"552,779 ",,48.61%
317,第二,413 ,"553,192 ",,48.65%
318,總統,412 ,"553,604 ",,48.68%
319,一般,411 ,"554,015 ",,48.72%
320,裡面,411 ,"554,426 ",,48.76%
321,行為,408 ,"554,834 ",,48.79%
322,變成,407 ,"555,241 ",,48.83%
323,改變,405 ,"555,646 ",,48.86%
324,心,405 ,"556,051 ",,48.90%
325,日,405 ,"556,456 ",,48.94%
326,長,404 ,"556,860 ",,48.97%
327,作品,404 ,"557,264 ",,49.01%
328,只是,403 ,"557,667 ",,49.04%
329,約,402 ,"558,069 ",,49.08%
330,簡單,400 ,"558,469 ",,49.11%
331,要求,400 ,"558,869 ",,49.15%
332,找,399 ,"559,268 ",,49.18%
333,之前,397 ,"559,665 ",,49.22%
334,方法,397 ,"560,062 ",,49.25%
335,增加,395 ,"560,457 ",,49.29%
336,大陸,392 ,"560,849 ",,49.32%
337,行動,390 ,"561,239 ",,49.36%
338,書,390 ,"561,629 ",,49.39%
339,政治,390 ,"562,019 ",,49.42%
340,指出,388 ,"562,407 ",,49.46%
341,某,387 ,"562,794 ",,49.49%
342,系統,387 ,"563,181 ",,49.53%
343,正,386 ,"563,567 ",,49.56%
344,難,386 ,"563,953 ",,49.59%
345,產生,386 ,"564,339 ",,49.63%
346,身體,385 ,"564,724 ",,49.66%
347,之間,382 ,"565,106 ",,49.70%
348,情況,381 ,"565,487 ",,49.73%
349,幾乎,379 ,"565,866 ",,49.76%
350,媽媽,377 ,"566,243 ",,49.80%
351,聽,377 ,"566,620 ",,49.83%
352,歷史,377 ,"566,997 ",,49.86%
353,錢,376 ,"567,373 ",,49.90%
354,加上,373 ,"567,746 ",,49.93%
355,服務,372 ,"568,118 ",,49.96%
356,自然,372 ,"568,490 ",,49.99%
357,半,372 ,"568,862 ",,50.03%
358,相關,369 ,"569,231 ",,50.06%
359,邊,367 ,"569,598 ",,50.09%
360,完成,367 ,"569,965 ",,50.12%
361,變,366 ,"570,331 ",,50.16%
362,分,366 ,"570,697 ",,50.19%
363,可是,365 ,"571,062 ",,50.22%
364,真,364 ,"571,426 ",,50.25%
365,建議,363 ,"571,789 ",,50.28%
366,空間,363 ,"572,152 ",,50.32%
367,穿,360 ,"572,512 ",,50.35%
368,全球,360 ,"572,872 ",,50.38%
369,基本,358 ,"573,230 ",,50.41%
370,像是,358 ,"573,588 ",,50.44%
371,狀況,356 ,"573,944 ",,50.47%
372,令,355 ,"574,299 ",,50.50%
373,內容,354 ,"574,653 ",,50.54%
374,張,353 ,"575,006 ",,50.57%
375,利用,352 ,"575,358 ",,50.60%
376,常,352 ,"575,710 ",,50.63%
377,傳統,352 ,"576,062 ",,50.66%
378,擁有,351 ,"576,413 ",,50.69%
379,分鐘,351 ,"576,764 ",,50.72%
380,幫,350 ,"577,114 ",,50.75%
381,另外,349 ,"577,463 ",,50.78%
382,一點,349 ,"577,812 ",,50.81%
383,超過,348 ,"578,160 ",,50.84%
384,處理,348 ,"578,508 ",,50.87%
385,去年,348 ,"578,856 ",,50.90%
386,事實,346 ,"579,202 ",,50.94%
387,同,346 ,"579,548 ",,50.97%
388,相當,345 ,"579,893 ",,51.00%
389,後來,345 ,"580,238 ",,51.03%
390,別人,344 ,"580,582 ",,51.06%
391,資訊,344 ,"580,926 ",,51.09%
392,接受,343 ,"581,269 ",,51.12%
393,小時,342 ,"581,611 ",,51.15%
394,人員,342 ,"581,953 ",,51.18%
395,便,341 ,"582,294 ",,51.21%
396,媒體,340 ,"582,634 ",,51.24%
397,不斷,337 ,"582,971 ",,51.27%
398,一下,337 ,"583,308 ",,51.30%
399,臉,337 ,"583,645 ",,51.33%
400,產品,337 ,"583,982 ",,51.36%
401,了解,336 ,"584,318 ",,51.39%
402,地區,335 ,"584,653 ",,51.41%
403,如此,335 ,"584,988 ",,51.44%
404,由於,335 ,"585,323 ",,51.47%
405,技術,335 ,"585,658 ",,51.50%
406,國民黨,334 ,"585,992 ",,51.53%
407,持續,333 ,"586,325 ",,51.56%
408,往,332 ,"586,657 ",,51.59%
409,個人,331 ,"586,988 ",,51.62%
410,經驗,330 ,"587,318 ",,51.65%
411,身,329 ,"587,647 ",,51.68%
412,適合,329 ,"587,976 ",,51.71%
413,真正,328 ,"588,304 ",,51.74%
414,進入,328 ,"588,632 ",,51.76%
415,準備,327 ,"588,959 ",,51.79%
416,中心,327 ,"589,286 ",,51.82%
417,使,325 ,"589,611 ",,51.85%
418,原因,323 ,"589,934 ",,51.88%
419,打,322 ,"590,256 ",,51.91%
420,誰,322 ,"590,578 ",,51.94%
421,近,321 ,"590,899 ",,51.96%
422,拿,321 ,"591,220 ",,51.99%
423,安全,320 ,"591,540 ",,52.02%
424,段,320 ,"591,860 ",,52.05%
425,提出,318 ,"592,178 ",,52.08%
426,更多,317 ,"592,495 ",,52.10%
427,事件,317 ,"592,812 ",,52.13%
428,管理,317 ,"593,129 ",,52.16%
429,根本,316 ,"593,445 ",,52.19%
430,首,316 ,"593,761 ",,52.22%
431,成功,315 ,"594,076 ",,52.24%
432,組織,315 ,"594,391 ",,52.27%
433,人生,314 ,"594,705 ",,52.30%
434,或者,314 ,"595,019 ",,52.33%
435,啦,313 ,"595,332 ",,52.35%
436,計畫,312 ,"595,644 ",,52.38%
437,面對,310 ,"595,954 ",,52.41%
438,家庭,310 ,"596,264 ",,52.44%
439,告訴,309 ,"596,573 ",,52.46%
440,十,309 ,"596,882 ",,52.49%
441,放,309 ,"597,191 ",,52.52%
442,底,308 ,"597,499 ",,52.54%
443,原本,308 ,"597,807 ",,52.57%
444,那些,308 ,"598,115 ",,52.60%
445,昨,308 ,"598,423 ",,52.63%
446,價值,307 ,"598,730 ",,52.65%
447,六,306 ,"599,036 ",,52.68%
448,出,306 ,"599,342 ",,52.71%
449,資料,306 ,"599,648 ",,52.73%
450,成,305 ,"599,953 ",,52.76%
451,而是,303 ,"600,256 ",,52.79%
452,油,303 ,"600,559 ",,52.81%
453,開,302 ,"600,861 ",,52.84%
454,繼續,302 ,"601,163 ",,52.87%
455,獲得,301 ,"601,464 ",,52.89%
456,美,301 ,"601,765 ",,52.92%
457,合作,301 ,"602,066 ",,52.95%
458,效果,300 ,"602,366 ",,52.97%
459,表現,299 ,"602,665 ",,53.00%
460,受到,299 ,"602,964 ",,53.03%
461,幫助,298 ,"603,262 ",,53.05%
462,相信,298 ,"603,560 ",,53.08%
463,加入,298 ,"603,858 ",,53.10%
464,清楚,297 ,"604,155 ",,53.13%
465,根據,297 ,"604,452 ",,53.16%
466,夠,296 ,"604,748 ",,53.18%
467,音樂,296 ,"605,044 ",,53.21%
468,～,296 ,"605,340 ",,53.23%
469,討論,295 ,"605,635 ",,53.26%
470,起來,294 ,"605,929 ",,53.29%
471,見,294 ,"606,223 ",,53.31%
472,喔,294 ,"606,517 ",,53.34%
473,參與,293 ,"606,810 ",,53.36%
474,支持,293 ,"607,103 ",,53.39%
475,久,292 ,"607,395 ",,53.41%
476,早,291 ,"607,686 ",,53.44%
477,成長,290 ,"607,976 ",,53.47%
478,創作,290 ,"608,266 ",,53.49%
479,人民,289 ,"608,555 ",,53.52%
480,咖啡,288 ,"608,843 ",,53.54%
481,以上,288 ,"609,131 ",,53.57%
482,經過,288 ,"609,419 ",,53.59%
483,得到,287 ,"609,706 ",,53.62%
484,少,287 ,"609,993 ",,53.64%
485,產業,287 ,"610,280 ",,53.67%
486,通常,286 ,"610,566 ",,53.69%
487,政策,286 ,"610,852 ",,53.72%
488,喝,285 ,"611,137 ",,53.74%
489,思考,285 ,"611,422 ",,53.77%
490,來自,284 ,"611,706 ",,53.79%
491,第,281 ,"611,987 ",,53.82%
492,或許,280 ,"612,267 ",,53.84%
493,片,280 ,"612,547 ",,53.87%
494,小孩,279 ,"612,826 ",,53.89%
495,規定,279 ,"613,105 ",,53.92%
496,到底,279 ,"613,384 ",,53.94%
497,英國,279 ,"613,663 ",,53.97%
498,低,278 ,"613,941 ",,53.99%
499,頭,276 ,"614,217 ",,54.01%
500,解決,276 ,"614,493 ",,54.04%
501,不少,276 ,"614,769 ",,54.06%
502,美元,276 ,"615,045 ",,54.09%
503,哪,275 ,"615,320 ",,54.11%
504,自由,275 ,"615,595 ",,54.14%
505,功能,275 ,"615,870 ",,54.16%
506,柯文哲,275 ,"616,145 ",,54.18%
507,民進黨,275 ,"616,420 ",,54.21%
508,資源,274 ,"616,694 ",,54.23%
509,以前,274 ,"616,968 ",,54.26%
510,的話,273 ,"617,241 ",,54.28%
511,靠,273 ,"617,514 ",,54.30%
512,選舉,272 ,"617,786 ",,54.33%
513,最近,271 ,"618,057 ",,54.35%
514,具有,271 ,"618,328 ",,54.38%
515,然而,270 ,"618,598 ",,54.40%
516,導致,270 ,"618,868 ",,54.42%
517,處,270 ,"619,138 ",,54.45%
518,即使,270 ,"619,408 ",,54.47%
519,家長,270 ,"619,678 ",,54.49%
520,長期,268 ,"619,946 ",,54.52%
521,對方,267 ,"620,213 ",,54.54%
522,避免,267 ,"620,480 ",,54.57%
523,團體,267 ,"620,747 ",,54.59%
524,電腦,267 ,"621,014 ",,54.61%
525,數據,267 ,"621,281 ",,54.64%
526,有點,266 ,"621,547 ",,54.66%
527,注意,266 ,"621,813 ",,54.68%
528,尤其,264 ,"622,077 ",,54.71%
529,人類,264 ,"622,341 ",,54.73%
530,以後,262 ,"622,603 ",,54.75%
531,帶來,261 ,"622,864 ",,54.78%
532,團隊,260 ,"623,124 ",,54.80%
533,站,260 ,"623,384 ",,54.82%
534,搭,260 ,"623,644 ",,54.84%
535,找到,259 ,"623,903 ",,54.87%
536,絕對,259 ,"624,162 ",,54.89%
537,越,259 ,"624,421 ",,54.91%
538,業者,259 ,"624,680 ",,54.93%
539,你們,258 ,"624,938 ",,54.96%
540,別,257 ,"625,195 ",,54.98%
541,即,257 ,"625,452 ",,55.00%
542,參加,255 ,"625,707 ",,55.03%
543,所謂,255 ,"625,962 ",,55.05%
544,時代,254 ,"626,216 ",,55.07%
545,專業,253 ,"626,469 ",,55.09%
546,作為,253 ,"626,722 ",,55.11%
547,嚴重,252 ,"626,974 ",,55.14%
548,看起來,252 ,"627,226 ",,55.16%
549,玩,252 ,"627,478 ",,55.18%
550,目標,250 ,"627,728 ",,55.20%
551,本身,250 ,"627,978 ",,55.22%
552,強調,250 ,"628,228 ",,55.25%
553,父母,248 ,"628,476 ",,55.27%
554,存在,247 ,"628,723 ",,55.29%
555,努力,246 ,"628,969 ",,55.31%
556,動作,246 ,"629,215 ",,55.33%
557,女性,245 ,"629,460 ",,55.36%
558,共同,245 ,"629,705 ",,55.38%
559,觀察,244 ,"629,949 ",,55.40%
560,不僅,244 ,"630,193 ",,55.42%
561,手機,244 ,"630,437 ",,55.44%
562,科技,243 ,"630,680 ",,55.46%
563,道,242 ,"630,922 ",,55.48%
564,共,241 ,"631,163 ",,55.50%
565,消費者,241 ,"631,404 ",,55.53%
566,生命,241 ,"631,645 ",,55.55%
567,針對,241 ,"631,886 ",,55.57%
568,醫院,241 ,"632,127 ",,55.59%
569,實際,240 ,"632,367 ",,55.61%
570,字,240 ,"632,607 ",,55.63%
571,滿,240 ,"632,847 ",,55.65%
572,反而,240 ,"633,087 ",,55.67%
573,同樣,239 ,"633,326 ",,55.70%
574,力量,239 ,"633,565 ",,55.72%
575,重新,239 ,"633,804 ",,55.74%
576,句,239 ,"634,043 ",,55.76%
577,於是,238 ,"634,281 ",,55.78%
578,運用,238 ,"634,519 ",,55.80%
579,寶寶,237 ,"634,756 ",,55.82%
580,調查,237 ,"634,993 ",,55.84%
581,類,236 ,"635,229 ",,55.86%
582,回,236 ,"635,465 ",,55.88%
583,就算,236 ,"635,701 ",,55.90%
584,口,236 ,"635,937 ",,55.92%
585,角色,236 ,"636,173 ",,55.95%
586,愈,236 ,"636,409 ",,55.97%
587,市長,235 ,"636,644 ",,55.99%
588,商品,234 ,"636,878 ",,56.01%
589,至少,234 ,"637,112 ",,56.03%
590,好像,233 ,"637,345 ",,56.05%
591,聲音,233 ,"637,578 ",,56.07%
592,風格,233 ,"637,811 ",,56.09%
593,老,232 ,"638,043 ",,56.11%
594,情緒,232 ,"638,275 ",,56.13%
595,隻,232 ,"638,507 ",,56.15%
596,現場,231 ,"638,738 ",,56.17%
597,成本,231 ,"638,969 ",,56.19%
598,指,231 ,"639,200 ",,56.21%
599,學,230 ,"639,430 ",,56.23%
600,部,230 ,"639,660 ",,56.25%
601,光,229 ,"639,889 ",,56.27%
602,照片,229 ,"640,118 ",,56.29%
603,塊,229 ,"640,347 ",,56.31%
604,顯示,228 ,"640,575 ",,56.33%
605,壓力,228 ,"640,803 ",,56.35%
606,大概,227 ,"641,030 ",,56.37%
607,剛,227 ,"641,257 ",,56.39%
608,報告,227 ,"641,484 ",,56.41%
609,多少,225 ,"641,709 ",,56.43%
610,並且,225 ,"641,934 ",,56.45%
