序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
87,卻,"1,605 ","421,829 ",95.71%,33.85%
88,三,"1,577 ","423,406 ",96.07%,33.98%
89,所,"1,533 ","424,939 ",96.42%,34.10%
90,什麼,"1,522 ","426,461 ",96.76%,34.22%
91,新,"1,515 ","427,976 ",97.11%,34.35%
92,月,"1,478 ","429,454 ",97.44%,34.46%
93,者,"1,474 ","430,928 ",97.78%,34.58%
94,家,"1,441 ","432,369 ",98.10%,34.70%
95,可能,"1,435 ","433,804 ",98.43%,34.81%
96,問題,"1,413 ","435,217 ",98.75%,34.93%
97,開始,"1,398 ","436,615 ",99.07%,35.04%
98,吃,"1,379 ","437,994 ",99.38%,35.15%
99,知道,"1,367 ","439,361 ",99.69%,35.26%
100,這樣,"1,365 ","440,726 ",100.00%,35.37%
101,所以,"1,360 ","442,086 ",,35.48%
102,現在,"1,343 ","443,429 ",,35.59%
103,當,"1,319 ","444,748 ",,35.69%
104,各,"1,313 ","446,061 ",,35.80%
105,內,"1,267 ","447,328 ",,35.90%
106,已經,"1,252 ","448,580 ",,36.00%
107,全,"1,243 ","449,823 ",,36.10%
108,元,"1,224 ","451,047 ",,36.20%
109,時間,"1,222 ","452,269 ",,36.29%
110,第一,"1,220 ","453,489 ",,36.39%
111,則,"1,215 ","454,704 ",,36.49%
112,位,"1,181 ","455,885 ",,36.58%
113,像,"1,177 ","457,062 ",,36.68%
114,這些,"1,173 ","458,235 ",,36.77%
115,嗎,"1,173 ","459,408 ",,36.87%
116,妳,"1,138 ","460,546 ",,36.96%
117,事,"1,134 ","461,680 ",,37.05%
118,由,"1,115 ","462,795 ",,37.14%
119,給,"1,109 ","463,904 ",,37.23%
120,不過,"1,102 ","465,006 ",,37.32%
121,它,"1,084 ","466,090 ",,37.40%
122,大家,"1,073 ","467,163 ",,37.49%
123,於,"1,062 ","468,225 ",,37.58%
124,但是,"1,046 ","469,271 ",,37.66%
125,政府,"1,045 ","470,316 ",,37.74%
126,已,"1,045 ","471,361 ",,37.83%
127,發現,"1,031 ","472,392 ",,37.91%
128,美國,"1,012 ","473,404 ",,37.99%
129,之後,988 ,"474,392 ",,38.07%
130,還是,986 ,"475,378 ",,38.15%
131,比,974 ,"476,352 ",,38.23%
132,真的,972 ,"477,324 ",,38.31%
133,高,972 ,"478,296 ",,38.38%
134,太,965 ,"479,261 ",,38.46%
135,工作,950 ,"480,211 ",,38.54%
136,覺得,937 ,"481,148 ",,38.61%
137,此,936 ,"482,084 ",,38.69%
138,應該,936 ,"483,020 ",,38.76%
139,日本,933 ,"483,953 ",,38.84%
140,其,929 ,"484,882 ",,38.91%
141,先,926 ,"485,808 ",,38.99%
142,幾,925 ,"486,733 ",,39.06%
143,不會,925 ,"487,658 ",,39.13%
144,表示,923 ,"488,581 ",,39.21%
145,國家,920 ,"489,501 ",,39.28%
146,因此,914 ,"490,415 ",,39.36%
147,時候,904 ,"491,319 ",,39.43%
148,一樣,901 ,"492,220 ",,39.50%
149,公司,893 ,"493,113 ",,39.57%
150,點,891 ,"494,004 ",,39.64%
151,認為,887 ,"494,891 ",,39.72%
152,希望,876 ,"495,767 ",,39.79%
153,學生,874 ,"496,641 ",,39.86%
154,向,872 ,"497,513 ",,39.93%
155,名,870 ,"498,383 ",,40.00%
156,而且,862 ,"499,245 ",,40.06%
157,其實,856 ,"500,101 ",,40.13%
158,雖然,852 ,"500,953 ",,40.20%
159,看到,844 ,"501,797 ",,40.27%
160,生活,840 ,"502,637 ",,40.34%
161,外,839 ,"503,476 ",,40.40%
162,必須,836 ,"504,312 ",,40.47%
163,社會,833 ,"505,145 ",,40.54%
164,該,831 ,"505,976 ",,40.60%
165,最後,824 ,"506,800 ",,40.67%
166,其他,814 ,"507,614 ",,40.74%
167,世界,807 ,"508,421 ",,40.80%
168,很多,806 ,"509,227 ",,40.87%
169,非常,801 ,"510,028 ",,40.93%
170,比較,799 ,"510,827 ",,40.99%
171,成為,794 ,"511,621 ",,41.06%
172,運動,788 ,"512,409 ",,41.12%
173,二,785 ,"513,194 ",,41.18%
174,孩子,777 ,"513,971 ",,41.25%
175,不同,775 ,"514,746 ",,41.31%
176,吧,775 ,"515,521 ",,41.37%
177,進行,774 ,"516,295 ",,41.43%
178,中國,763 ,"517,058 ",,41.49%
179,以及,762 ,"517,820 ",,41.56%
180,總統,756 ,"518,576 ",,41.62%
181,歲,752 ,"519,328 ",,41.68%
182,今天,748 ,"520,076 ",,41.74%
183,無法,747 ,"520,823 ",,41.80%
184,許多,740 ,"521,563 ",,41.86%
185,怎麼,739 ,"522,302 ",,41.91%
186,經濟,732 ,"523,034 ",,41.97%
187,呢,732 ,"523,766 ",,42.03%
188,啊,730 ,"524,496 ",,42.09%
189,重要,727 ,"525,223 ",,42.15%
190,使用,726 ,"525,949 ",,42.21%
191,需要,724 ,"526,673 ",,42.27%
192,甚至,723 ,"527,396 ",,42.32%
193,如,718 ,"528,114 ",,42.38%
194,整,716 ,"528,830 ",,42.44%
195,四,702 ,"529,532 ",,42.49%
196,發生,698 ,"530,230 ",,42.55%
197,除了,679 ,"530,909 ",,42.61%
198,發展,659 ,"531,568 ",,42.66%
199,結果,659 ,"532,227 ",,42.71%
200,因,656 ,"532,883 ",,42.76%
201,活動,654 ,"533,537 ",,42.82%
202,本,651 ,"534,188 ",,42.87%
203,台,649 ,"534,837 ",,42.92%
204,方式,645 ,"535,482 ",,42.97%
205,請,644 ,"536,126 ",,43.02%
206,然後,641 ,"536,767 ",,43.08%
207,日,635 ,"537,402 ",,43.13%
208,間,632 ,"538,034 ",,43.18%
209,民眾,632 ,"538,666 ",,43.23%
210,連,632 ,"539,298 ",,43.28%
211,出現,631 ,"539,929 ",,43.33%
212,只要,627 ,"540,556 ",,43.38%
213,今年,621 ,"541,177 ",,43.43%
214,大學,619 ,"541,796 ",,43.48%
215,無,617 ,"542,413 ",,43.53%
216,們,617 ,"543,030 ",,43.58%
217,喜歡,614 ,"543,644 ",,43.63%
218,當時,614 ,"544,258 ",,43.68%
219,未來,613 ,"544,871 ",,43.73%
220,這麼,613 ,"545,484 ",,43.78%
221,透過,611 ,"546,095 ",,43.82%
222,快,611 ,"546,706 ",,43.87%
223,啦,611 ,"547,317 ",,43.92%
224,一定,610 ,"547,927 ",,43.97%
225,地方,609 ,"548,536 ",,44.02%
226,場,609 ,"549,145 ",,44.07%
227,特別,605 ,"549,750 ",,44.12%
228,對於,598 ,"550,348 ",,44.17%
229,帶,597 ,"550,945 ",,44.21%
230,政治,596 ,"551,541 ",,44.26%
231,一些,594 ,"552,135 ",,44.31%
232,影響,591 ,"552,726 ",,44.36%
233,目前,585 ,"553,311 ",,44.40%
234,曾,582 ,"553,893 ",,44.45%
235,機會,582 ,"554,475 ",,44.50%
236,買,573 ,"555,048 ",,44.54%
237,一直,573 ,"555,621 ",,44.59%
238,手,572 ,"556,193 ",,44.63%
239,所有,571 ,"556,764 ",,44.68%
240,走,571 ,"557,335 ",,44.73%
241,五,570 ,"557,905 ",,44.77%
242,研究,569 ,"558,474 ",,44.82%
243,黨,569 ,"559,043 ",,44.86%
244,決定,565 ,"559,608 ",,44.91%
245,完全,565 ,"560,173 ",,44.95%
246,設計,564 ,"560,737 ",,45.00%
247,找,562 ,"561,299 ",,45.04%
248,如何,562 ,"561,861 ",,45.09%
249,老師,561 ,"562,422 ",,45.13%
250,國際,560 ,"562,982 ",,45.18%
251,不要,552 ,"563,534 ",,45.22%
252,應,552 ,"564,086 ",,45.27%
253,一起,552 ,"564,638 ",,45.31%
254,受,547 ,"565,185 ",,45.36%
255,不能,547 ,"565,732 ",,45.40%
256,同時,547 ,"566,279 ",,45.44%
257,另,547 ,"566,826 ",,45.49%
258,正,546 ,"567,372 ",,45.53%
259,項,545 ,"567,917 ",,45.58%
260,若,543 ,"568,460 ",,45.62%
261,些,540 ,"569,000 ",,45.66%
262,身體,540 ,"569,540 ",,45.71%
263,愛,540 ,"570,080 ",,45.75%
264,關係,538 ,"570,618 ",,45.79%
265,包括,538 ,"571,156 ",,45.84%
266,至,536 ,"571,692 ",,45.88%
267,國民黨,534 ,"572,226 ",,45.92%
268,較,531 ,"572,757 ",,45.96%
269,件,530 ,"573,287 ",,46.01%
270,錢,529 ,"573,816 ",,46.05%
271,或是,527 ,"574,343 ",,46.09%
272,過去,527 ,"574,870 ",,46.13%
273,未,522 ,"575,392 ",,46.18%
274,幫,519 ,"575,911 ",,46.22%
275,真,519 ,"576,430 ",,46.26%
276,心,519 ,"576,949 ",,46.30%
277,起,518 ,"577,467 ",,46.34%
278,東西,517 ,"577,984 ",,46.38%
279,國,516 ,"578,500 ",,46.42%
280,學校,514 ,"579,014 ",,46.47%
281,之前,513 ,"579,527 ",,46.51%
282,選擇,511 ,"580,038 ",,46.55%
283,朋友,507 ,"580,545 ",,46.59%
284,馬,505 ,"581,050 ",,46.63%
285,過程,503 ,"581,553 ",,46.67%
286,是否,501 ,"582,054 ",,46.71%
287,人員,500 ,"582,554 ",,46.75%
288,水,499 ,"583,053 ",,46.79%
289,打,499 ,"583,552 ",,46.83%
290,造成,498 ,"584,050 ",,46.87%
291,約,498 ,"584,548 ",,46.91%
292,能夠,496 ,"585,044 ",,46.95%
293,第二,496 ,"585,540 ",,46.99%
294,仍,495 ,"586,035 ",,47.03%
295,昨天,494 ,"586,529 ",,47.07%
296,媽媽,493 ,"587,022 ",,47.11%
297,一下,481 ,"587,503 ",,47.15%
298,立委,480 ,"587,983 ",,47.19%
299,當然,476 ,"588,459 ",,47.22%
300,問,476 ,"588,935 ",,47.26%
301,條,475 ,"589,410 ",,47.30%
302,半,475 ,"589,885 ",,47.34%
303,文化,470 ,"590,355 ",,47.38%
304,市場,469 ,"590,824 ",,47.41%
305,後來,462 ,"591,286 ",,47.45%
306,開,462 ,"591,748 ",,47.49%
307,環境,461 ,"592,209 ",,47.52%
308,能力,461 ,"592,670 ",,47.56%
309,身,459 ,"593,129 ",,47.60%
310,且,458 ,"593,587 ",,47.64%
311,其中,458 ,"594,045 ",,47.67%
312,～,455 ,"594,500 ",,47.71%
313,任何,454 ,"594,954 ",,47.75%
314,感覺,453 ,"595,407 ",,47.78%
315,只是,452 ,"595,859 ",,47.82%
316,由於,450 ,"596,309 ",,47.85%
317,部分,450 ,"596,759 ",,47.89%
318,使,449 ,"597,208 ",,47.93%
319,非,443 ,"597,651 ",,47.96%
320,拿,443 ,"598,094 ",,48.00%
321,計畫,442 ,"598,536 ",,48.03%
322,分,442 ,"598,978 ",,48.07%
323,見,439 ,"599,417 ",,48.10%
324,台北,439 ,"599,856 ",,48.14%
325,相當,439 ,"600,295 ",,48.17%
326,增加,437 ,"600,732 ",,48.21%
327,變成,436 ,"601,168 ",,48.24%
328,一點,432 ,"601,600 ",,48.28%
329,提供,430 ,"602,030 ",,48.31%
330,書,429 ,"602,459 ",,48.35%
331,誰,428 ,"602,887 ",,48.38%
332,想要,427 ,"603,314 ",,48.42%
333,容易,427 ,"603,741 ",,48.45%
334,常,426 ,"604,167 ",,48.48%
335,改變,423 ,"604,590 ",,48.52%
336,為什麼,423 ,"605,013 ",,48.55%
337,資料,417 ,"605,430 ",,48.59%
338,主要,415 ,"605,845 ",,48.62%
339,加上,414 ,"606,259 ",,48.65%
340,要求,413 ,"606,672 ",,48.69%
341,情況,411 ,"607,083 ",,48.72%
342,話,410 ,"607,493 ",,48.75%
343,小時,410 ,"607,903 ",,48.78%
344,幾乎,409 ,"608,312 ",,48.82%
345,服務,408 ,"608,720 ",,48.85%
346,超過,407 ,"609,127 ",,48.88%
347,變,407 ,"609,534 ",,48.92%
348,長,407 ,"609,941 ",,48.95%
349,學習,407 ,"610,348 ",,48.98%
350,十,407 ,"610,755 ",,49.01%
351,難,406 ,"611,161 ",,49.05%
352,電影,405 ,"611,566 ",,49.08%
353,去年,404 ,"611,970 ",,49.11%
354,例如,403 ,"612,373 ",,49.14%
355,獲得,401 ,"612,774 ",,49.18%
356,產生,401 ,"613,175 ",,49.21%
357,進入,398 ,"613,573 ",,49.24%
358,制度,398 ,"613,971 ",,49.27%
359,自由,397 ,"614,368 ",,49.30%
360,你們,397 ,"614,765 ",,49.33%
361,喝,396 ,"615,161 ",,49.37%
362,邊,395 ,"615,556 ",,49.40%
363,一般,394 ,"615,950 ",,49.43%
364,喔,391 ,"616,341 ",,49.46%
365,提出,390 ,"616,731 ",,49.49%
366,空間,390 ,"617,121 ",,49.52%
367,花,390 ,"617,511 ",,49.56%
368,如此,389 ,"617,900 ",,49.59%
369,表現,389 ,"618,289 ",,49.62%
370,個人,389 ,"618,678 ",,49.65%
371,令,389 ,"619,067 ",,49.68%
372,接受,388 ,"619,455 ",,49.71%
373,企業,388 ,"619,843 ",,49.74%
374,張,386 ,"620,229 ",,49.77%
375,教育,384 ,"620,613 ",,49.80%
376,成功,383 ,"620,996 ",,49.83%
377,成,383 ,"621,379 ",,49.87%
378,自然,382 ,"621,761 ",,49.90%
379,中心,382 ,"622,143 ",,49.93%
380,那麼,381 ,"622,524 ",,49.96%
381,安全,380 ,"622,904 ",,49.99%
382,同,380 ,"623,284 ",,50.02%
383,指出,379 ,"623,663 ",,50.05%
384,根本,379 ,"624,042 ",,50.08%
385,政策,378 ,"624,420 ",,50.11%
386,代表,377 ,"624,797 ",,50.14%
387,這裡,376 ,"625,173 ",,50.17%
388,直接,375 ,"625,548 ",,50.20%
389,訓練,373 ,"625,921 ",,50.23%
390,先生,372 ,"626,293 ",,50.26%
391,處理,372 ,"626,665 ",,50.29%
392,完成,370 ,"627,035 ",,50.32%
393,出,366 ,"627,401 ",,50.35%
394,事情,366 ,"627,767 ",,50.38%
395,系統,365 ,"628,132 ",,50.41%
396,準備,364 ,"628,496 ",,50.44%
397,美,364 ,"628,860 ",,50.47%
398,經驗,362 ,"629,222 ",,50.50%
399,故事,362 ,"629,584 ",,50.52%
400,醫師,361 ,"629,945 ",,50.55%
401,利用,360 ,"630,305 ",,50.58%
402,即,360 ,"630,665 ",,50.61%
403,起來,360 ,"631,025 ",,50.64%
404,歷史,360 ,"631,385 ",,50.67%
405,行動,359 ,"631,744 ",,50.70%
406,參加,359 ,"632,103 ",,50.73%
407,地區,358 ,"632,461 ",,50.76%
408,經過,358 ,"632,819 ",,50.78%
409,六,357 ,"633,176 ",,50.81%
410,目標,356 ,"633,532 ",,50.84%
411,產品,356 ,"633,888 ",,50.87%
412,放,355 ,"634,243 ",,50.90%
413,回,355 ,"634,598 ",,50.93%
414,手機,355 ,"634,953 ",,50.96%
415,投資,355 ,"635,308 ",,50.98%
416,塊,352 ,"635,660 ",,51.01%
417,支持,352 ,"636,012 ",,51.04%
418,比賽,351 ,"636,363 ",,51.07%
419,不少,350 ,"636,713 ",,51.10%
420,久,350 ,"637,063 ",,51.12%
421,那些,349 ,"637,412 ",,51.15%
422,寫,349 ,"637,761 ",,51.18%
423,大陸,349 ,"638,110 ",,51.21%
424,口,348 ,"638,458 ",,51.24%
425,網路,347 ,"638,805 ",,51.26%
426,原本,347 ,"639,152 ",,51.29%
427,狀況,346 ,"639,498 ",,51.32%
428,方法,346 ,"639,844 ",,51.35%
429,某,346 ,"640,190 ",,51.38%
430,成長,346 ,"640,536 ",,51.40%
431,早,345 ,"640,881 ",,51.43%
432,靠,345 ,"641,226 ",,51.46%
433,以上,344 ,"641,570 ",,51.49%
434,聽,344 ,"641,914 ",,51.51%
435,受到,343 ,"642,257 ",,51.54%
436,處,342 ,"642,599 ",,51.57%
437,往,340 ,"642,939 ",,51.60%
438,繼續,340 ,"643,279 ",,51.62%
439,簡單,338 ,"643,617 ",,51.65%
440,站,337 ,"643,954 ",,51.68%
441,於是,337 ,"644,291 ",,51.70%
442,路,337 ,"644,628 ",,51.73%
443,告訴,337 ,"644,965 ",,51.76%
444,剛,334 ,"645,299 ",,51.79%
445,媒體,334 ,"645,633 ",,51.81%
446,健康,333 ,"645,966 ",,51.84%
447,然而,332 ,"646,298 ",,51.87%
448,之間,332 ,"646,630 ",,51.89%
449,民進黨,332 ,"646,962 ",,51.92%
450,馬英九,331 ,"647,293 ",,51.95%
451,另外,330 ,"647,623 ",,51.97%
452,人類,330 ,"647,953 ",,52.00%
453,頭,329 ,"648,282 ",,52.02%
454,食物,329 ,"648,611 ",,52.05%
455,事實,328 ,"648,939 ",,52.08%
456,相信,328 ,"649,267 ",,52.10%
457,哪,328 ,"649,595 ",,52.13%
458,家庭,327 ,"649,922 ",,52.16%
459,產業,327 ,"650,249 ",,52.18%
460,臺灣,327 ,"650,576 ",,52.21%
461,事件,326 ,"650,902 ",,52.23%
462,參與,325 ,"651,227 ",,52.26%
463,別人,324 ,"651,551 ",,52.29%
464,面對,323 ,"651,874 ",,52.31%
465,努力,323 ,"652,197 ",,52.34%
466,段,322 ,"652,519 ",,52.36%
467,便,322 ,"652,841 ",,52.39%
468,建議,321 ,"653,162 ",,52.42%
469,人民,320 ,"653,482 ",,52.44%
470,分鐘,319 ,"653,801 ",,52.47%
471,找到,318 ,"654,119 ",,52.49%
472,了解,316 ,"654,435 ",,52.52%
473,人生,316 ,"654,751 ",,52.54%
474,第,315 ,"655,066 ",,52.57%
475,相關,314 ,"655,380 ",,52.59%
476,藝術,314 ,"655,694 ",,52.62%
477,終於,314 ,"656,008 ",,52.64%
478,片,314 ,"656,322 ",,52.67%
479,行為,314 ,"656,636 ",,52.70%
480,講,313 ,"656,949 ",,52.72%
481,技術,313 ,"657,262 ",,52.75%
482,臉,312 ,"657,574 ",,52.77%
483,更多,311 ,"657,885 ",,52.80%
484,原因,310 ,"658,195 ",,52.82%
485,像是,309 ,"658,504 ",,52.84%
486,傳統,309 ,"658,813 ",,52.87%
487,價值,309 ,"659,122 ",,52.89%
488,而是,308 ,"659,430 ",,52.92%
489,可是,308 ,"659,738 ",,52.94%
490,不斷,308 ,"660,046 ",,52.97%
491,以後,307 ,"660,353 ",,52.99%
492,別,306 ,"660,659 ",,53.02%
493,老,305 ,"660,964 ",,53.04%
494,爸爸,305 ,"661,269 ",,53.07%
495,少,304 ,"661,573 ",,53.09%
496,城市,304 ,"661,877 ",,53.12%
497,生命,304 ,"662,181 ",,53.14%
498,改革,303 ,"662,484 ",,53.16%
499,叫,303 ,"662,787 ",,53.19%
500,越,302 ,"663,089 ",,53.21%
501,壓力,301 ,"663,390 ",,53.24%
502,功能,301 ,"663,691 ",,53.26%
503,玩,300 ,"663,991 ",,53.29%
504,動作,299 ,"664,290 ",,53.31%
505,最近,298 ,"664,588 ",,53.33%
506,嚴重,297 ,"664,885 ",,53.36%
507,裡面,297 ,"665,182 ",,53.38%
508,坐,297 ,"665,479 ",,53.40%
509,根據,297 ,"665,776 ",,53.43%
510,近,296 ,"666,072 ",,53.45%
511,持續,295 ,"666,367 ",,53.48%
512,解決,294 ,"666,661 ",,53.50%
513,有點,293 ,"666,954 ",,53.52%
514,規定,292 ,"667,246 ",,53.55%
515,隻,292 ,"667,538 ",,53.57%
516,討論,291 ,"667,829 ",,53.59%
517,到底,289 ,"668,118 ",,53.62%
518,擁有,289 ,"668,407 ",,53.64%
519,來自,289 ,"668,696 ",,53.66%
520,清楚,289 ,"668,985 ",,53.69%
521,球員,288 ,"669,273 ",,53.71%
522,寶寶,287 ,"669,560 ",,53.73%
523,立法院,287 ,"669,847 ",,53.76%
524,死,286 ,"670,133 ",,53.78%
525,以前,285 ,"670,418 ",,53.80%
526,看看,285 ,"670,703 ",,53.82%
527,作品,283 ,"670,986 ",,53.85%
528,基本,283 ,"671,269 ",,53.87%
529,土地,282 ,"671,551 ",,53.89%
530,尤其,282 ,"671,833 ",,53.91%
531,好像,282 ,"672,115 ",,53.94%
532,精神,282 ,"672,397 ",,53.96%
533,穿,282 ,"672,679 ",,53.98%
534,球,282 ,"672,961 ",,54.01%
535,具有,281 ,"673,242 ",,54.03%
536,度,280 ,"673,522 ",,54.05%
537,舉辦,279 ,"673,801 ",,54.07%
538,強調,279 ,"674,080 ",,54.09%
539,八,278 ,"674,358 ",,54.12%
540,建築,277 ,"674,635 ",,54.14%
541,管理,277 ,"674,912 ",,54.16%
542,同樣,277 ,"675,189 ",,54.18%
543,首,277 ,"675,466 ",,54.21%
544,回到,276 ,"675,742 ",,54.23%
545,醫院,276 ,"676,018 ",,54.25%
546,夠,275 ,"676,293 ",,54.27%
547,似乎,275 ,"676,568 ",,54.29%
548,得到,275 ,"676,843 ",,54.32%
549,員工,275 ,"677,118 ",,54.34%
550,光,274 ,"677,392 ",,54.36%
551,導致,274 ,"677,666 ",,54.38%
552,組織,274 ,"677,940 ",,54.40%
553,調查,273 ,"678,213 ",,54.43%
554,幫助,273 ,"678,486 ",,54.45%
555,全球,273 ,"678,759 ",,54.47%
556,加入,272 ,"679,031 ",,54.49%
557,中央,272 ,"679,303 ",,54.51%
558,第三,271 ,"679,574 ",,54.54%
559,銀行,271 ,"679,845 ",,54.56%
560,餐廳,269 ,"680,114 ",,54.58%
561,核四,269 ,"680,383 ",,54.60%
562,即使,266 ,"680,649 ",,54.62%
563,合作,266 ,"680,915 ",,54.64%
564,電腦,266 ,"681,181 ",,54.66%
565,昨,266 ,"681,447 ",,54.69%
566,社區,265 ,"681,712 ",,54.71%
567,長期,265 ,"681,977 ",,54.73%
568,內容,264 ,"682,241 ",,54.75%
569,車,264 ,"682,505 ",,54.77%
570,人士,262 ,"682,767 ",,54.79%
571,擔心,261 ,"683,028 ",,54.81%
572,遠,261 ,"683,289 ",,54.83%
573,或許,261 ,"683,550 ",,54.85%
574,通過,260 ,"683,810 ",,54.88%
575,期間,260 ,"684,070 ",,54.90%
576,避免,259 ,"684,329 ",,54.92%
577,反而,259 ,"684,588 ",,54.94%
578,之外,258 ,"684,846 ",,54.96%
579,實在,258 ,"685,104 ",,54.98%
580,現場,257 ,"685,361 ",,55.00%
581,存在,257 ,"685,618 ",,55.02%
582,曾經,257 ,"685,875 ",,55.04%
583,依,256 ,"686,131 ",,55.06%
584,出來,256 ,"686,387 ",,55.08%
585,滿,256 ,"686,643 ",,55.10%
586,國小,256 ,"686,899 ",,55.12%
587,習慣,255 ,"687,154 ",,55.14%
588,思考,255 ,"687,409 ",,55.16%
589,民主,255 ,"687,664 ",,55.19%
590,推出,255 ,"687,919 ",,55.21%
591,僅,252 ,"688,171 ",,55.23%
592,住,252 ,"688,423 ",,55.25%
593,部,251 ,"688,674 ",,55.27%
594,七,251 ,"688,925 ",,55.29%
595,份,250 ,"689,175 ",,55.31%
596,共,250 ,"689,425 ",,55.33%
597,女,250 ,"689,675 ",,55.35%
598,時代,250 ,"689,925 ",,55.37%
599,算,250 ,"690,175 ",,55.39%
600,推動,250 ,"690,425 ",,55.41%
601,至少,249 ,"690,674 ",,55.43%
602,敢,249 ,"690,923 ",,55.45%
603,重新,248 ,"691,171 ",,55.47%
604,建立,248 ,"691,419 ",,55.49%
605,並且,247 ,"691,666 ",,55.51%
606,顆,247 ,"691,913 ",,55.53%
607,選,246 ,"692,159 ",,55.55%
