序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
30177,負擔得起,2 ,"1,201,897 ",,96.45%
30178,兔役費,2 ,"1,201,899 ",,96.45%
30179,審團,2 ,"1,201,901 ",,96.45%
30180,陪審員,2 ,"1,201,903 ",,96.45%
30181,累積出來,2 ,"1,201,905 ",,96.45%
30182,傭兵,2 ,"1,201,907 ",,96.45%
30183,痛癢,2 ,"1,201,909 ",,96.45%
30184,國難,2 ,"1,201,911 ",,96.45%
30185,自選,2 ,"1,201,913 ",,96.45%
30186,禁不住,2 ,"1,201,915 ",,96.45%
30187,拼錯,2 ,"1,201,917 ",,96.45%
30188,如是,2 ,"1,201,919 ",,96.45%
30189,擲地,2 ,"1,201,921 ",,96.45%
30190,嘉許,2 ,"1,201,923 ",,96.45%
30191,道德律,2 ,"1,201,925 ",,96.45%
30192,措辭,2 ,"1,201,927 ",,96.45%
30193,陸下,2 ,"1,201,929 ",,96.45%
30194,西山,2 ,"1,201,931 ",,96.46%
30195,搪塞,2 ,"1,201,933 ",,96.46%
30196,信條,2 ,"1,201,935 ",,96.46%
30197,人海,2 ,"1,201,937 ",,96.46%
30198,互利,2 ,"1,201,939 ",,96.46%
30199,領略到,2 ,"1,201,941 ",,96.46%
30200,任意性,2 ,"1,201,943 ",,96.46%
30201,孔武有力,2 ,"1,201,945 ",,96.46%
30202,飛人,2 ,"1,201,947 ",,96.46%
30203,邁可,2 ,"1,201,949 ",,96.46%
30204,佔比,2 ,"1,201,951 ",,96.46%
30205,引爆點,2 ,"1,201,953 ",,96.46%
30206,星城,2 ,"1,201,955 ",,96.46%
30207,遷入,2 ,"1,201,957 ",,96.46%
30208,配樓,2 ,"1,201,959 ",,96.46%
30209,榮,2 ,"1,201,961 ",,96.46%
30210,分配物,2 ,"1,201,963 ",,96.46%
30211,史格里亞,2 ,"1,201,965 ",,96.46%
30212,球迷會,2 ,"1,201,967 ",,96.46%
30213,實值,2 ,"1,201,969 ",,96.46%
30214,餘興,2 ,"1,201,971 ",,96.46%
30215,美技,2 ,"1,201,973 ",,96.46%
30216,代打,2 ,"1,201,975 ",,96.46%
30217,同不同意,2 ,"1,201,977 ",,96.46%
30218,弦外之音,2 ,"1,201,979 ",,96.46%
30219,戮力,2 ,"1,201,981 ",,96.46%
30220,印第安納州,2 ,"1,201,983 ",,96.46%
30221,良善觀,2 ,"1,201,985 ",,96.46%
30222,消遣,2 ,"1,201,987 ",,96.46%
30223,心坎,2 ,"1,201,989 ",,96.46%
30224,轉入,2 ,"1,201,991 ",,96.46%
30225,搖下,2 ,"1,201,993 ",,96.46%
30226,行照,2 ,"1,201,995 ",,96.46%
30227,譏諷,2 ,"1,201,997 ",,96.46%
30228,暗色,2 ,"1,201,999 ",,96.46%
30229,儀容,2 ,"1,202,001 ",,96.46%
30230,走回去,2 ,"1,202,003 ",,96.46%
30231,撥弄,2 ,"1,202,005 ",,96.46%
30232,嘻皮笑臉,2 ,"1,202,007 ",,96.46%
30233,抱頭,2 ,"1,202,009 ",,96.46%
30234,簽名書,2 ,"1,202,011 ",,96.46%
30235,脫逃,2 ,"1,202,013 ",,96.46%
30236,附和,2 ,"1,202,015 ",,96.46%
30237,心悅誠服,2 ,"1,202,017 ",,96.46%
30238,拍拍手,2 ,"1,202,019 ",,96.46%
30239,賭金,2 ,"1,202,021 ",,96.46%
30240,興致勃勃,2 ,"1,202,023 ",,96.46%
30241,盡心,2 ,"1,202,025 ",,96.46%
30242,忐忑不安,2 ,"1,202,027 ",,96.46%
30243,白熱化,2 ,"1,202,029 ",,96.46%
30244,彌漫,2 ,"1,202,031 ",,96.46%
30245,理解到,2 ,"1,202,033 ",,96.46%
30246,口子,2 ,"1,202,035 ",,96.46%
30247,轍,2 ,"1,202,037 ",,96.46%
30248,藥效,2 ,"1,202,039 ",,96.46%
30249,三趾樹懶,2 ,"1,202,041 ",,96.46%
30250,畢伯,2 ,"1,202,043 ",,96.46%
30251,睡眼,2 ,"1,202,045 ",,96.46%
30252,茫茫然,2 ,"1,202,047 ",,96.46%
30253,鵰,2 ,"1,202,049 ",,96.46%
30254,捕獵,2 ,"1,202,051 ",,96.46%
30255,投射到,2 ,"1,202,053 ",,96.46%
30256,空靈,2 ,"1,202,055 ",,96.46%
30257,朋迪榭里,2 ,"1,202,057 ",,96.47%
30258,艾菲爾,2 ,"1,202,059 ",,96.47%
30259,塞納河,2 ,"1,202,061 ",,96.47%
30260,流過,2 ,"1,202,063 ",,96.47%
30261,咬定,2 ,"1,202,065 ",,96.47%
30262,澡堂,2 ,"1,202,067 ",,96.47%
30263,寵溺,2 ,"1,202,069 ",,96.47%
30264,污水,2 ,"1,202,071 ",,96.47%
30265,池水,2 ,"1,202,073 ",,96.47%
30266,病徵,2 ,"1,202,075 ",,96.47%
30267,快活,2 ,"1,202,077 ",,96.47%
30268,手舞足蹈,2 ,"1,202,079 ",,96.47%
30269,曼素,2 ,"1,202,081 ",,96.47%
30270,阿哈瑪德,2 ,"1,202,083 ",,96.47%
30271,高森,2 ,"1,202,085 ",,96.47%
30272,阿潤,2 ,"1,202,087 ",,96.47%
30273,阿拿濟,2 ,"1,202,089 ",,96.47%
30274,弄出,2 ,"1,202,091 ",,96.47%
30275,吱吱聲,2 ,"1,202,093 ",,96.47%
30276,腸炎,2 ,"1,202,095 ",,96.47%
30277,胃炎,2 ,"1,202,097 ",,96.47%
30278,出血性,2 ,"1,202,099 ",,96.47%
30279,善事,2 ,"1,202,101 ",,96.47%
30280,亭,2 ,"1,202,103 ",,96.47%
30281,扯開,2 ,"1,202,105 ",,96.47%
30282,可敬,2 ,"1,202,107 ",,96.47%
30283,可畏,2 ,"1,202,109 ",,96.47%
30284,玩具店,2 ,"1,202,111 ",,96.47%
30285,禍根,2 ,"1,202,113 ",,96.47%
30286,鬆垮垮,2 ,"1,202,115 ",,96.47%
30287,咬成,2 ,"1,202,117 ",,96.47%
30288,怯,2 ,"1,202,119 ",,96.47%
30289,斷氣,2 ,"1,202,121 ",,96.47%
30290,枯萎,2 ,"1,202,123 ",,96.47%
30291,扭絞,2 ,"1,202,125 ",,96.47%
30292,跺腳,2 ,"1,202,127 ",,96.47%
30293,鐵圈,2 ,"1,202,129 ",,96.47%
30294,打盹,2 ,"1,202,131 ",,96.47%
30295,棕熊,2 ,"1,202,133 ",,96.47%
30296,節拍,2 ,"1,202,135 ",,96.47%
30297,雨露,2 ,"1,202,137 ",,96.47%
30298,霑,2 ,"1,202,139 ",,96.47%
30299,佔有慾,2 ,"1,202,141 ",,96.47%
30300,賓,2 ,"1,202,143 ",,96.47%
30301,蓄鬍,2 ,"1,202,145 ",,96.47%
30302,爾後,2 ,"1,202,147 ",,96.47%
30303,印度教,2 ,"1,202,149 ",,96.47%
30304,涼鞋,2 ,"1,202,151 ",,96.47%
30305,驢子,2 ,"1,202,153 ",,96.47%
30306,哀嘆,2 ,"1,202,155 ",,96.47%
30307,嗣,2 ,"1,202,157 ",,96.47%
30308,顯靈,2 ,"1,202,159 ",,96.47%
30309,咒,2 ,"1,202,161 ",,96.47%
30310,病榻,2 ,"1,202,163 ",,96.47%
30311,實事求是,2 ,"1,202,165 ",,96.47%
30312,晝,2 ,"1,202,167 ",,96.47%
30313,閃動,2 ,"1,202,169 ",,96.47%
30314,記事,2 ,"1,202,171 ",,96.47%
30315,拉維,2 ,"1,202,173 ",,96.47%
30316,加冕,2 ,"1,202,175 ",,96.47%
30317,拼出,2 ,"1,202,177 ",,96.47%
30318,會堂,2 ,"1,202,179 ",,96.47%
30319,禮拜天,2 ,"1,202,181 ",,96.48%
30320,阻止不了,2 ,"1,202,183 ",,96.48%
30321,鼓聲,2 ,"1,202,185 ",,96.48%
30322,傳教士,2 ,"1,202,187 ",,96.48%
30323,庫瑪,2 ,"1,202,189 ",,96.48%
30324,麼多,2 ,"1,202,191 ",,96.48%
30325,瞎掰,2 ,"1,202,193 ",,96.48%
30326,草食性,2 ,"1,202,195 ",,96.48%
30327,山羊,2 ,"1,202,197 ",,96.48%
30328,粗鄙,2 ,"1,202,199 ",,96.48%
30329,彎出,2 ,"1,202,201 ",,96.48%
30330,毛色,2 ,"1,202,203 ",,96.48%
30331,嗅,2 ,"1,202,205 ",,96.48%
30332,塔塔,2 ,"1,202,207 ",,96.48%
30333,一忽兒,2 ,"1,202,209 ",,96.48%
30334,照舊,2 ,"1,202,211 ",,96.48%
30335,黑螂蛛,2 ,"1,202,213 ",,96.48%
30336,毛骨悚然,2 ,"1,202,215 ",,96.48%
30337,吵鬧,2 ,"1,202,217 ",,96.48%
30338,幹活,2 ,"1,202,219 ",,96.48%
30339,半路,2 ,"1,202,221 ",,96.48%
30340,繫住,2 ,"1,202,223 ",,96.48%
30341,勾子,2 ,"1,202,225 ",,96.48%
30342,拉出來,2 ,"1,202,227 ",,96.48%
30343,猛虎,2 ,"1,202,229 ",,96.48%
30344,冀望,2 ,"1,202,231 ",,96.48%
30345,猛撲過來,2 ,"1,202,233 ",,96.48%
30346,轉舵,2 ,"1,202,235 ",,96.48%
30347,援救,2 ,"1,202,237 ",,96.48%
30348,翁,2 ,"1,202,239 ",,96.48%
30349,路障,2 ,"1,202,241 ",,96.48%
30350,哀鳴,2 ,"1,202,243 ",,96.48%
30351,躍過,2 ,"1,202,245 ",,96.48%
30352,侷促,2 ,"1,202,247 ",,96.48%
30353,布下,2 ,"1,202,249 ",,96.48%
30354,諾亞,2 ,"1,202,251 ",,96.48%
30355,滴滴答答,2 ,"1,202,253 ",,96.48%
30356,一時半,2 ,"1,202,255 ",,96.48%
30357,凌遲,2 ,"1,202,257 ",,96.48%
30358,船體,2 ,"1,202,259 ",,96.48%
30359,尾鰭,2 ,"1,202,261 ",,96.48%
30360,昂,2 ,"1,202,263 ",,96.48%
30361,嗓門,2 ,"1,202,265 ",,96.48%
30362,吁吁,2 ,"1,202,267 ",,96.48%
30363,嘴皮,2 ,"1,202,269 ",,96.48%
30364,白日,2 ,"1,202,271 ",,96.48%
30365,嫂子,2 ,"1,202,273 ",,96.48%
30366,姪女,2 ,"1,202,275 ",,96.48%
30367,癱倒,2 ,"1,202,277 ",,96.48%
30368,赤手空拳,2 ,"1,202,279 ",,96.48%
30369,貨運,2 ,"1,202,281 ",,96.48%
30370,抽出來,2 ,"1,202,283 ",,96.48%
30371,勾住,2 ,"1,202,285 ",,96.48%
30372,鎖釦,2 ,"1,202,287 ",,96.48%
30373,閃閃發光,2 ,"1,202,289 ",,96.48%
30374,黃褐色,2 ,"1,202,291 ",,96.48%
30375,細語,2 ,"1,202,293 ",,96.48%
30376,靜悄悄,2 ,"1,202,295 ",,96.48%
30377,接雨器,2 ,"1,202,297 ",,96.48%
30378,刀柄,2 ,"1,202,299 ",,96.48%
30379,刀鋒,2 ,"1,202,301 ",,96.48%
30380,白線,2 ,"1,202,303 ",,96.48%
30381,羅盤,2 ,"1,202,305 ",,96.49%
30382,胸膛,2 ,"1,202,307 ",,96.49%
30383,鬍,2 ,"1,202,309 ",,96.49%
30384,拱形,2 ,"1,202,311 ",,96.49%
30385,鼻頭,2 ,"1,202,313 ",,96.49%
30386,波浪狀,2 ,"1,202,315 ",,96.49%
30387,畏縮,2 ,"1,202,317 ",,96.49%
30388,豎,2 ,"1,202,319 ",,96.49%
30389,慘叫,2 ,"1,202,321 ",,96.49%
30390,耗子,2 ,"1,202,323 ",,96.49%
30391,緊張兮兮,2 ,"1,202,325 ",,96.49%
30392,驚愕,2 ,"1,202,327 ",,96.49%
30393,跌進,2 ,"1,202,329 ",,96.49%
30394,模模糊糊,2 ,"1,202,331 ",,96.49%
30395,切下來,2 ,"1,202,333 ",,96.49%
30396,小不點,2 ,"1,202,335 ",,96.49%
30397,咬住,2 ,"1,202,337 ",,96.49%
30398,勒死,2 ,"1,202,339 ",,96.49%
30399,套住,2 ,"1,202,341 ",,96.49%
30400,燒死,2 ,"1,202,343 ",,96.49%
30401,田地,2 ,"1,202,345 ",,96.49%
30402,境遇,2 ,"1,202,347 ",,96.49%
30403,鞭子,2 ,"1,202,349 ",,96.49%
30404,園長,2 ,"1,202,351 ",,96.49%
30405,號角,2 ,"1,202,353 ",,96.49%
30406,深呼吸,2 ,"1,202,355 ",,96.49%
30407,盯住,2 ,"1,202,357 ",,96.49%
30408,滅跡,2 ,"1,202,359 ",,96.49%
30409,麝香,2 ,"1,202,361 ",,96.49%
30410,尿騷味,2 ,"1,202,363 ",,96.49%
30411,偷看,2 ,"1,202,365 ",,96.49%
30412,濺,2 ,"1,202,367 ",,96.49%
30413,船板,2 ,"1,202,369 ",,96.49%
30414,魚餌,2 ,"1,202,371 ",,96.49%
30415,鞋皮,2 ,"1,202,373 ",,96.49%
30416,風聞,2 ,"1,202,375 ",,96.49%
30417,喊道,2 ,"1,202,377 ",,96.49%
30418,殺掉,2 ,"1,202,379 ",,96.49%
30419,疔,2 ,"1,202,381 ",,96.49%
30420,疔瘡,2 ,"1,202,383 ",,96.49%
30421,六分儀,2 ,"1,202,385 ",,96.49%
30422,風平浪靜,2 ,"1,202,387 ",,96.49%
30423,茴香,2 ,"1,202,389 ",,96.49%
30424,吼聲,2 ,"1,202,391 ",,96.49%
30425,自尋,2 ,"1,202,393 ",,96.49%
30426,沖掉,2 ,"1,202,395 ",,96.49%
30427,肉乾,2 ,"1,202,397 ",,96.49%
30428,比得上,2 ,"1,202,399 ",,96.49%
30429,餘光,2 ,"1,202,401 ",,96.49%
30430,伸進,2 ,"1,202,403 ",,96.49%
30431,四濺,2 ,"1,202,405 ",,96.49%
30432,跌入,2 ,"1,202,407 ",,96.49%
30433,甩動,2 ,"1,202,409 ",,96.49%
30434,猛擊,2 ,"1,202,411 ",,96.49%
30435,登山客,2 ,"1,202,413 ",,96.49%
30436,捲走,2 ,"1,202,415 ",,96.49%
30437,伸出來,2 ,"1,202,417 ",,96.49%
30438,迅捷,2 ,"1,202,419 ",,96.49%
30439,乾掉,2 ,"1,202,421 ",,96.49%
30440,露骨,2 ,"1,202,423 ",,96.49%
30441,反射出,2 ,"1,202,425 ",,96.49%
30442,熱到,2 ,"1,202,427 ",,96.49%
30443,椰子山,2 ,"1,202,429 ",,96.49%
30444,酸辣醬,2 ,"1,202,431 ",,96.50%
30445,煎餅,2 ,"1,202,433 ",,96.50%
30446,巧克力醬,2 ,"1,202,435 ",,96.50%
30447,椰子油,2 ,"1,202,437 ",,96.50%
30448,唸成,2 ,"1,202,439 ",,96.50%
30449,常客,2 ,"1,202,441 ",,96.50%
30450,坨,2 ,"1,202,443 ",,96.50%
30451,後語,2 ,"1,202,445 ",,96.50%
30452,虎視眈眈,2 ,"1,202,447 ",,96.50%
30453,步態,2 ,"1,202,449 ",,96.50%
30454,笨拙,2 ,"1,202,451 ",,96.50%
30455,淡水魚,2 ,"1,202,453 ",,96.50%
30456,寄生,2 ,"1,202,455 ",,96.50%
30457,一塊兒,2 ,"1,202,457 ",,96.50%
30458,深綠色,2 ,"1,202,459 ",,96.50%
30459,池壁,2 ,"1,202,461 ",,96.50%
30460,刮痕,2 ,"1,202,463 ",,96.50%
30461,望塵莫及,2 ,"1,202,465 ",,96.50%
30462,正中央,2 ,"1,202,467 ",,96.50%
30463,你我,2 ,"1,202,469 ",,96.50%
30464,痛楚,2 ,"1,202,471 ",,96.50%
30465,波濤,2 ,"1,202,473 ",,96.50%
30466,收錨,2 ,"1,202,475 ",,96.50%
30467,推送,2 ,"1,202,477 ",,96.50%
30468,逃開,2 ,"1,202,479 ",,96.50%
30469,日田市,2 ,"1,202,481 ",,96.50%
30470,生吞活剝,2 ,"1,202,483 ",,96.50%
30471,拋給,2 ,"1,202,485 ",,96.50%
30472,無垠,2 ,"1,202,487 ",,96.50%
30473,無影無蹤,2 ,"1,202,489 ",,96.50%
30474,載貨,2 ,"1,202,491 ",,96.50%
30475,美醜,2 ,"1,202,493 ",,96.50%
30476,一丁點,2 ,"1,202,495 ",,96.50%
30477,陰森,2 ,"1,202,497 ",,96.50%
30478,印第安舞,2 ,"1,202,499 ",,96.50%
30479,捧腹大笑,2 ,"1,202,501 ",,96.50%
30480,包巾,2 ,"1,202,503 ",,96.50%
30481,老小,2 ,"1,202,505 ",,96.50%
30482,如數家珍,2 ,"1,202,507 ",,96.50%
30483,一本正經,2 ,"1,202,509 ",,96.50%
30484,洋洋,2 ,"1,202,511 ",,96.50%
30485,彷如,2 ,"1,202,513 ",,96.50%
30486,吃不了,2 ,"1,202,515 ",,96.50%
30487,莫測,2 ,"1,202,517 ",,96.50%
30488,鄰座,2 ,"1,202,519 ",,96.50%
30489,僅只,2 ,"1,202,521 ",,96.50%
30490,輕浮,2 ,"1,202,523 ",,96.50%
30491,偽裝,2 ,"1,202,525 ",,96.50%
30492,煙幕,2 ,"1,202,527 ",,96.50%
30493,自暴自棄,2 ,"1,202,529 ",,96.50%
30494,無益,2 ,"1,202,531 ",,96.50%
30495,淡薄,2 ,"1,202,533 ",,96.50%
30496,恩惠,2 ,"1,202,535 ",,96.50%
30497,落空,2 ,"1,202,537 ",,96.50%
30498,殉情,2 ,"1,202,539 ",,96.50%
30499,變臉,2 ,"1,202,541 ",,96.50%
30500,靜子,2 ,"1,202,543 ",,96.50%
30501,大悲,2 ,"1,202,545 ",,96.50%
30502,放縱,2 ,"1,202,547 ",,96.50%
30503,無謂,2 ,"1,202,549 ",,96.50%
30504,低級,2 ,"1,202,551 ",,96.50%
30505,處心積慮,2 ,"1,202,553 ",,96.50%
30506,茶店,2 ,"1,202,555 ",,96.51%
30507,幾百里,2 ,"1,202,557 ",,96.51%
30508,飄降,2 ,"1,202,559 ",,96.51%
30509,俊美,2 ,"1,202,561 ",,96.51%
30510,橋市,2 ,"1,202,563 ",,96.51%
30511,泥海,2 ,"1,202,565 ",,96.51%
30512,肺病,2 ,"1,202,567 ",,96.51%
30513,卡爾莫欽,2 ,"1,202,569 ",,96.51%
30514,誤服,2 ,"1,202,571 ",,96.51%
30515,斷捨,2 ,"1,202,573 ",,96.51%
30516,儲藏室,2 ,"1,202,575 ",,96.51%
30517,次元,2 ,"1,202,577 ",,96.51%
30518,改稱為,2 ,"1,202,579 ",,96.51%
30519,沒有用,2 ,"1,202,581 ",,96.51%
30520,收納術,2 ,"1,202,583 ",,96.51%
30521,物欲,2 ,"1,202,585 ",,96.51%
30522,清心,2 ,"1,202,587 ",,96.51%
