序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
60138,度假感,1 ,"1,222,754 ",,99.52%
60139,玄關櫃,1 ,"1,222,755 ",,99.52%
60140,端景,1 ,"1,222,756 ",,99.52%
60141,休閒感,1 ,"1,222,757 ",,99.52%
60142,鉚,1 ,"1,222,758 ",,99.52%
60143,復古感,1 ,"1,222,759 ",,99.52%
60144,鹿角燈,1 ,"1,222,760 ",,99.52%
60145,搬過來,1 ,"1,222,761 ",,99.52%
60146,盪漾,1 ,"1,222,762 ",,99.52%
60147,情韻,1 ,"1,222,763 ",,99.52%
60148,盆甕,1 ,"1,222,764 ",,99.52%
60149,窗花鏡,1 ,"1,222,765 ",,99.52%
60150,桌邊,1 ,"1,222,766 ",,99.52%
60151,繁複感,1 ,"1,222,767 ",,99.52%
60152,組構,1 ,"1,222,768 ",,99.52%
60153,砌出,1 ,"1,222,769 ",,99.52%
60154,規劃出來,1 ,"1,222,770 ",,99.52%
60155,迎風處,1 ,"1,222,771 ",,99.52%
60156,西南處,1 ,"1,222,772 ",,99.52%
60157,法將,1 ,"1,222,773 ",,99.52%
60158,戶外光,1 ,"1,222,774 ",,99.52%
60159,長條型,1 ,"1,222,775 ",,99.52%
60160,天井底端,1 ,"1,222,776 ",,99.52%
60161,裝飾出,1 ,"1,222,777 ",,99.52%
60162,發推,1 ,"1,222,778 ",,99.52%
60163,青光眼,1 ,"1,222,779 ",,99.52%
60164,偷用,1 ,"1,222,780 ",,99.52%
60165,塗有,1 ,"1,222,781 ",,99.52%
60166,大面,1 ,"1,222,782 ",,99.52%
60167,色背,1 ,"1,222,783 ",,99.52%
60168,暖色系,1 ,"1,222,784 ",,99.52%
60169,側方,1 ,"1,222,785 ",,99.52%
60170,韻澤,1 ,"1,222,786 ",,99.52%
60171,隱形式,1 ,"1,222,787 ",,99.52%
60172,規畫出來,1 ,"1,222,788 ",,99.52%
60173,收納室,1 ,"1,222,789 ",,99.52%
60174,藕紫色,1 ,"1,222,790 ",,99.52%
60175,藝家,1 ,"1,222,791 ",,99.52%
60176,作品展,1 ,"1,222,792 ",,99.52%
60177,首開,1 ,"1,222,793 ",,99.52%
60178,官辦,1 ,"1,222,794 ",,99.52%
60179,陶藝展,1 ,"1,222,795 ",,99.52%
60180,先聲,1 ,"1,222,796 ",,99.52%
60181,雙年展,1 ,"1,222,797 ",,99.52%
60182,前衛性,1 ,"1,222,798 ",,99.52%
60183,台籍,1 ,"1,222,799 ",,99.52%
60184,謝德慶,1 ,"1,222,800 ",,99.52%
60185,遽變,1 ,"1,222,801 ",,99.52%
60186,張建富,1 ,"1,222,802 ",,99.52%
60187,推李銘盛,1 ,"1,222,803 ",,99.52%
60188,野草,1 ,"1,222,804 ",,99.53%
60189,枯木,1 ,"1,222,805 ",,99.53%
60190,蔡漢,1 ,"1,222,806 ",,99.53%
60191,觀視,1 ,"1,222,807 ",,99.53%
60192,諾克林,1 ,"1,222,808 ",,99.53%
60193,史畢娃克,1 ,"1,222,809 ",,99.53%
60194,游婷敬所,1 ,"1,222,810 ",,99.53%
60195,相切,1 ,"1,222,811 ",,99.53%
60196,視面,1 ,"1,222,812 ",,99.53%
60197,塑料面,1 ,"1,222,813 ",,99.53%
60198,扣牢,1 ,"1,222,814 ",,99.53%
60199,白鋼環,1 ,"1,222,815 ",,99.53%
60200,緑,1 ,"1,222,816 ",,99.53%
60201,相尾相隨,1 ,"1,222,817 ",,99.53%
60202,圓鏡,1 ,"1,222,818 ",,99.53%
60203,小高台,1 ,"1,222,819 ",,99.53%
60204,玻璃鏡,1 ,"1,222,820 ",,99.53%
60205,色片,1 ,"1,222,821 ",,99.53%
60206,孤面,1 ,"1,222,822 ",,99.53%
60207,圓池鏡,1 ,"1,222,823 ",,99.53%
60208,鏡緣,1 ,"1,222,824 ",,99.53%
60209,俯首,1 ,"1,222,825 ",,99.53%
60210,感映,1 ,"1,222,826 ",,99.53%
60211,分割面,1 ,"1,222,827 ",,99.53%
60212,方形管,1 ,"1,222,828 ",,99.53%
60213,顔色,1 ,"1,222,829 ",,99.53%
60214,光度,1 ,"1,222,830 ",,99.53%
60215,色影,1 ,"1,222,831 ",,99.53%
60216,參差,1 ,"1,222,832 ",,99.53%
60217,形影,1 ,"1,222,833 ",,99.53%
60218,自正殿,1 ,"1,222,834 ",,99.53%
60219,幾何形,1 ,"1,222,835 ",,99.53%
60220,現代藝街,1 ,"1,222,836 ",,99.53%
60221,禮拜堂,1 ,"1,222,837 ",,99.53%
60222,穿射,1 ,"1,222,838 ",,99.53%
60223,擒住,1 ,"1,222,839 ",,99.53%
60224,片雲,1 ,"1,222,840 ",,99.53%
60225,隱沒,1 ,"1,222,841 ",,99.53%
60226,彩盤,1 ,"1,222,842 ",,99.53%
60227,高廣,1 ,"1,222,843 ",,99.53%
60228,寬長,1 ,"1,222,844 ",,99.53%
60229,圓規,1 ,"1,222,845 ",,99.53%
60230,幻化,1 ,"1,222,846 ",,99.53%
60231,展覽場,1 ,"1,222,847 ",,99.53%
60232,布罕自早,1 ,"1,222,848 ",,99.53%
60233,李維菁,1 ,"1,222,849 ",,99.53%
60234,大牢,1 ,"1,222,850 ",,99.53%
60235,淫婦,1 ,"1,222,851 ",,99.53%
60236,膺品,1 ,"1,222,852 ",,99.53%
60237,戈林假畫,1 ,"1,222,853 ",,99.53%
60238,失志,1 ,"1,222,854 ",,99.53%
60239,戰前,1 ,"1,222,855 ",,99.53%
60240,羅培茲,1 ,"1,222,856 ",,99.53%
60241,法德,1 ,"1,222,857 ",,99.53%
60242,艾倫坡,1 ,"1,222,858 ",,99.53%
60243,實錄獎,1 ,"1,222,859 ",,99.53%
60244,名畫,1 ,"1,222,860 ",,99.53%
60245,領會到,1 ,"1,222,861 ",,99.53%
60246,成爲,1 ,"1,222,862 ",,99.53%
60247,藝評人,1 ,"1,222,863 ",,99.53%
60248,讚為,1 ,"1,222,864 ",,99.53%
60249,牟利,1 ,"1,222,865 ",,99.53%
60250,鹿特丹,1 ,"1,222,866 ",,99.53%
60251,畫進館,1 ,"1,222,867 ",,99.53%
60252,真跡,1 ,"1,222,868 ",,99.53%
60253,陳雅雯,1 ,"1,222,869 ",,99.53%
60254,智性,1 ,"1,222,870 ",,99.53%
60255,畫師,1 ,"1,222,871 ",,99.53%
60256,相映出來,1 ,"1,222,872 ",,99.53%
60257,織進,1 ,"1,222,873 ",,99.53%
60258,反映出來,1 ,"1,222,874 ",,99.53%
60259,統率,1 ,"1,222,875 ",,99.53%
60260,阿加曼儂,1 ,"1,222,876 ",,99.53%
60261,金飾,1 ,"1,222,877 ",,99.53%
60262,陪葬品,1 ,"1,222,878 ",,99.53%
60263,勘察,1 ,"1,222,879 ",,99.53%
60264,前所未知,1 ,"1,222,880 ",,99.53%
60265,牛頭,1 ,"1,222,881 ",,99.53%
60266,李素貞,1 ,"1,222,882 ",,99.53%
60267,李素,1 ,"1,222,883 ",,99.53%
60268,萬象,1 ,"1,222,884 ",,99.53%
60269,多媒材,1 ,"1,222,885 ",,99.53%
60270,貞心素語,1 ,"1,222,886 ",,99.53%
60271,廢核,1 ,"1,222,887 ",,99.53%
60272,豬有口蹄疫,1 ,"1,222,888 ",,99.53%
60273,印記為,1 ,"1,222,889 ",,99.53%
60274,流中,1 ,"1,222,890 ",,99.53%
60275,併吞,1 ,"1,222,891 ",,99.53%
60276,道上,1 ,"1,222,892 ",,99.53%
60277,含冤,1 ,"1,222,893 ",,99.53%
60278,軍車,1 ,"1,222,894 ",,99.53%
60279,載走,1 ,"1,222,895 ",,99.53%
60280,冤死,1 ,"1,222,896 ",,99.53%
60281,人間道,1 ,"1,222,897 ",,99.53%
60282,穀,1 ,"1,222,898 ",,99.53%
60283,張曉剛,1 ,"1,222,899 ",,99.53%
60284,方力鈞,1 ,"1,222,900 ",,99.53%
60285,岳敏君,1 ,"1,222,901 ",,99.53%
60286,曾梵志,1 ,"1,222,902 ",,99.53%
60287,劣根,1 ,"1,222,903 ",,99.53%
60288,五味雜陳,1 ,"1,222,904 ",,99.53%
60289,王沂東,1 ,"1,222,905 ",,99.53%
60290,李貴君,1 ,"1,222,906 ",,99.53%
60291,卡通化,1 ,"1,222,907 ",,99.53%
60292,武妝,1 ,"1,222,908 ",,99.53%
60293,起過去,1 ,"1,222,909 ",,99.53%
60294,姣好,1 ,"1,222,910 ",,99.53%
60295,轉形,1 ,"1,222,911 ",,99.53%
60296,藝文館,1 ,"1,222,912 ",,99.53%
60297,逃兵,1 ,"1,222,913 ",,99.53%
60298,畫材,1 ,"1,222,914 ",,99.53%
60299,粉性,1 ,"1,222,915 ",,99.53%
60300,粉臘筆,1 ,"1,222,916 ",,99.53%
60301,無異味,1 ,"1,222,917 ",,99.53%
60302,變變,1 ,"1,222,918 ",,99.53%
60303,不輟,1 ,"1,222,919 ",,99.53%
60304,日展,1 ,"1,222,920 ",,99.53%
60305,迎祥,1 ,"1,222,921 ",,99.53%
60306,平等院,1 ,"1,222,922 ",,99.53%
60307,林忠良,1 ,"1,222,923 ",,99.53%
60308,白日會,1 ,"1,222,924 ",,99.53%
60309,中山忠彥,1 ,"1,222,925 ",,99.53%
60310,善演,1 ,"1,222,926 ",,99.53%
60311,古雅,1 ,"1,222,927 ",,99.54%
60312,休養期,1 ,"1,222,928 ",,99.54%
60313,浮木,1 ,"1,222,929 ",,99.54%
60314,版畫展,1 ,"1,222,930 ",,99.54%
60315,茶花,1 ,"1,222,931 ",,99.54%
60316,力度,1 ,"1,222,932 ",,99.54%
60317,不遠千里,1 ,"1,222,933 ",,99.54%
60318,木刻,1 ,"1,222,934 ",,99.54%
60319,金潤玉,1 ,"1,222,935 ",,99.54%
60320,韓食,1 ,"1,222,936 ",,99.54%
60321,羅鍾一,1 ,"1,222,937 ",,99.54%
60322,世界化,1 ,"1,222,938 ",,99.54%
60323,銳不可擋,1 ,"1,222,939 ",,99.54%
60324,策略式,1 ,"1,222,940 ",,99.54%
60325,娓娓,1 ,"1,222,941 ",,99.54%
60326,信州,1 ,"1,222,942 ",,99.54%
60327,絹,1 ,"1,222,943 ",,99.54%
60328,圓光寺,1 ,"1,222,944 ",,99.54%
60329,真宗寺,1 ,"1,222,945 ",,99.54%
60330,本光寺,1 ,"1,222,946 ",,99.54%
60331,良緣,1 ,"1,222,947 ",,99.54%
60332,飛驒,1 ,"1,222,948 ",,99.54%
60333,古川祭,1 ,"1,222,949 ",,99.54%
60334,大鼓,1 ,"1,222,950 ",,99.54%
60335,商議,1 ,"1,222,951 ",,99.54%
60336,有利基,1 ,"1,222,952 ",,99.54%
60337,僧多粥少,1 ,"1,222,953 ",,99.54%
60338,大中華,1 ,"1,222,954 ",,99.54%
60339,文創法,1 ,"1,222,955 ",,99.54%
60340,利基點,1 ,"1,222,956 ",,99.54%
60341,襎,1 ,"1,222,957 ",,99.54%
60342,王確,1 ,"1,222,958 ",,99.54%
60343,廿八篇,1 ,"1,222,959 ",,99.54%
60344,矛盾性,1 ,"1,222,960 ",,99.54%
60345,通譯為,1 ,"1,222,961 ",,99.54%
60346,譯為,1 ,"1,222,962 ",,99.54%
60347,凝縮為,1 ,"1,222,963 ",,99.54%
60348,浴於,1 ,"1,222,964 ",,99.54%
60349,蔡元培,1 ,"1,222,965 ",,99.54%
60350,實無,1 ,"1,222,966 ",,99.54%
60351,禮義廉恥,1 ,"1,222,967 ",,99.54%
60352,四維,1 ,"1,222,968 ",,99.54%
60353,三化,1 ,"1,222,969 ",,99.54%
60354,藝術化,1 ,"1,222,970 ",,99.54%
60355,生產化,1 ,"1,222,971 ",,99.54%
60356,相對比,1 ,"1,222,972 ",,99.54%
60357,陳其南,1 ,"1,222,973 ",,99.54%
60358,審美,1 ,"1,222,974 ",,99.54%
60359,廿餘,1 ,"1,222,975 ",,99.54%
60360,魯迅,1 ,"1,222,976 ",,99.54%
60361,黃土色,1 ,"1,222,977 ",,99.54%
60362,穿透力,1 ,"1,222,978 ",,99.54%
60363,異域,1 ,"1,222,979 ",,99.54%
60364,銀盤丶,1 ,"1,222,980 ",,99.54%
60365,白馬丶書,1 ,"1,222,981 ",,99.54%
60366,博爾赫斯晩年,1 ,"1,222,982 ",,99.54%
60367,丶葉慈丶博爾赫斯丶草,1 ,"1,222,983 ",,99.54%
60368,削去,1 ,"1,222,984 ",,99.54%
60369,毛毛蟲,1 ,"1,222,985 ",,99.54%
60370,雕塑系,1 ,"1,222,986 ",,99.54%
60371,木丶石丶銅,1 ,"1,222,987 ",,99.54%
60372,魔幻感,1 ,"1,222,988 ",,99.54%
60373,展廳,1 ,"1,222,989 ",,99.54%
60374,灌進,1 ,"1,222,990 ",,99.54%
60375,空船,1 ,"1,222,991 ",,99.54%
60376,渲,1 ,"1,222,992 ",,99.54%
60377,藍白,1 ,"1,222,993 ",,99.54%
60378,遺世獨立,1 ,"1,222,994 ",,99.54%
60379,稚趣,1 ,"1,222,995 ",,99.54%
60380,基特勒,1 ,"1,222,996 ",,99.54%
60381,摹記,1 ,"1,222,997 ",,99.54%
60382,留聲機丶,1 ,"1,222,998 ",,99.54%
60383,主導性,1 ,"1,222,999 ",,99.54%
60384,布雷德坎,1 ,"1,223,000 ",,99.54%
60385,哲學史,1 ,"1,223,001 ",,99.54%
60386,涅爾茲,1 ,"1,223,002 ",,99.54%
60387,維爾克,1 ,"1,223,003 ",,99.54%
60388,黃世,1 ,"1,223,004 ",,99.54%
60389,林世昌,1 ,"1,223,005 ",,99.54%
60390,匍匍匐,1 ,"1,223,006 ",,99.54%
60391,王連晟,1 ,"1,223,007 ",,99.54%
60392,黃安妮,1 ,"1,223,008 ",,99.54%
60393,機械物,1 ,"1,223,009 ",,99.54%
60394,自動機,1 ,"1,223,010 ",,99.54%
60395,黃致傑,1 ,"1,223,011 ",,99.54%
60396,李明道,1 ,"1,223,012 ",,99.54%
60397,史蒂格勒,1 ,"1,223,013 ",,99.54%
60398,達致,1 ,"1,223,014 ",,99.54%
60399,記錄性,1 ,"1,223,015 ",,99.54%
60400,白南準,1 ,"1,223,016 ",,99.54%
60401,生理學,1 ,"1,223,017 ",,99.54%
60402,聯覺,1 ,"1,223,018 ",,99.54%
60403,攝影丶,1 ,"1,223,019 ",,99.54%
60404,丶錄,1 ,"1,223,020 ",,99.54%
60405,跨域,1 ,"1,223,021 ",,99.54%
60406,媒介史,1 ,"1,223,022 ",,99.54%
60407,總的來說,1 ,"1,223,023 ",,99.54%
60408,王俊傑,1 ,"1,223,024 ",,99.54%
60409,王嘉明,1 ,"1,223,025 ",,99.54%
60410,超響,1 ,"1,223,026 ",,99.54%
60411,光怪,1 ,"1,223,027 ",,99.54%
60412,周書毅,1 ,"1,223,028 ",,99.54%
60413,周東彥,1 ,"1,223,029 ",,99.54%
60414,黃翊,1 ,"1,223,030 ",,99.54%
60415,朗機,1 ,"1,223,031 ",,99.54%
60416,工合作,1 ,"1,223,032 ",,99.54%
60417,維度,1 ,"1,223,033 ",,99.54%
60418,永齡,1 ,"1,223,034 ",,99.54%
60419,拓展出,1 ,"1,223,035 ",,99.54%
60420,化丶,1 ,"1,223,036 ",,99.54%
60421,傅抱石,1 ,"1,223,037 ",,99.54%
60422,丶程,1 ,"1,223,038 ",,99.54%
60423,關山,1 ,"1,223,039 ",,99.54%
60424,月丶,1 ,"1,223,040 ",,99.54%
60425,林風眠,1 ,"1,223,041 ",,99.54%
60426,拍場,1 ,"1,223,042 ",,99.54%
60427,工藝史,1 ,"1,223,043 ",,99.54%
60428,玉雕,1 ,"1,223,044 ",,99.54%
60429,鎏,1 ,"1,223,045 ",,99.54%
60430,稱奇,1 ,"1,223,046 ",,99.54%
60431,粉彩瓷,1 ,"1,223,047 ",,99.54%
60432,軟彩瓷,1 ,"1,223,048 ",,99.54%
60433,景德鎮,1 ,"1,223,049 ",,99.54%
60434,延口,1 ,"1,223,050 ",,99.55%
60435,蝙蝠紋,1 ,"1,223,051 ",,99.55%
60436,篆體,1 ,"1,223,052 ",,99.55%
60437,年製,1 ,"1,223,053 ",,99.55%
60438,蒞臨,1 ,"1,223,054 ",,99.55%
60439,預展,1 ,"1,223,055 ",,99.55%
60440,丶貼,1 ,"1,223,056 ",,99.55%
60441,畫報,1 ,"1,223,057 ",,99.55%
60442,雕紋,1 ,"1,223,058 ",,99.55%
60443,編演,1 ,"1,223,059 ",,99.55%
60444,平乏,1 ,"1,223,060 ",,99.55%
60445,創意性,1 ,"1,223,061 ",,99.55%
60446,匠氣,1 ,"1,223,062 ",,99.55%
60447,犧性,1 ,"1,223,063 ",,99.55%
60448,份演,1 ,"1,223,064 ",,99.55%
60449,邱安忱,1 ,"1,223,065 ",,99.55%
60450,獨角戲,1 ,"1,223,066 ",,99.55%
60451,傳史,1 ,"1,223,067 ",,99.55%
60452,馬思朵夫,1 ,"1,223,068 ",,99.55%
60453,狹發,1 ,"1,223,069 ",,99.55%
60454,巨輪,1 ,"1,223,070 ",,99.55%
60455,炫技,1 ,"1,223,071 ",,99.55%
60456,練功,1 ,"1,223,072 ",,99.55%
60457,閒始稟信,1 ,"1,223,073 ",,99.55%
60458,近身,1 ,"1,223,074 ",,99.55%
60459,練會,1 ,"1,223,075 ",,99.55%
60460,正工調,1 ,"1,223,076 ",,99.55%
60461,震據,1 ,"1,223,077 ",,99.55%
60462,唱戲,1 ,"1,223,078 ",,99.55%
60463,音質,1 ,"1,223,079 ",,99.55%
60464,林兆華,1 ,"1,223,080 ",,99.55%
60465,裟艷玲,1 ,"1,223,081 ",,99.55%
60466,綢,1 ,"1,223,082 ",,99.55%
60467,俊志,1 ,"1,223,083 ",,99.55%
60468,黎煥雄,1 ,"1,223,084 ",,99.55%
60469,弒,1 ,"1,223,085 ",,99.55%
60470,求出,1 ,"1,223,086 ",,99.55%
60471,黎,1 ,"1,223,087 ",,99.55%
60472,虛構化,1 ,"1,223,088 ",,99.55%
60473,老羅,1 ,"1,223,089 ",,99.55%
60474,虛構出,1 ,"1,223,090 ",,99.55%
60475,說書,1 ,"1,223,091 ",,99.55%
60476,國藝會力,1 ,"1,223,092 ",,99.55%
60477,陳文化,1 ,"1,223,093 ",,99.55%
60478,邀請人,1 ,"1,223,094 ",,99.55%
60479,井底之蛙,1 ,"1,223,095 ",,99.55%
60480,兼課費,1 ,"1,223,096 ",,99.55%
60481,閩語,1 ,"1,223,097 ",,99.55%
60482,意近於,1 ,"1,223,098 ",,99.55%
60483,算長,1 ,"1,223,099 ",,99.55%
60484,奢談,1 ,"1,223,100 ",,99.55%
60485,姚尚德,1 ,"1,223,101 ",,99.55%
60486,靈魂體,1 ,"1,223,102 ",,99.55%
60487,寸寸解離,1 ,"1,223,103 ",,99.55%
60488,崎嶇不平,1 ,"1,223,104 ",,99.55%
60489,奔逃,1 ,"1,223,105 ",,99.55%
60490,疾駛,1 ,"1,223,106 ",,99.55%
60491,無懈可擊,1 ,"1,223,107 ",,99.55%
60492,空有,1 ,"1,223,108 ",,99.55%
60493,無形化,1 ,"1,223,109 ",,99.55%
60494,質詰點,1 ,"1,223,110 ",,99.55%
60495,孔洞洩,1 ,"1,223,111 ",,99.55%
60496,牆垣,1 ,"1,223,112 ",,99.55%
60497,裸裎,1 ,"1,223,113 ",,99.55%
60498,窸窣,1 ,"1,223,114 ",,99.55%
60499,悚然,1 ,"1,223,115 ",,99.55%
60500,長流,1 ,"1,223,116 ",,99.55%
60501,林宜瑾,1 ,"1,223,117 ",,99.55%
60502,馮,1 ,"1,223,118 ",,99.55%
60503,蕭艾,1 ,"1,223,119 ",,99.55%
60504,郎祖筠,1 ,"1,223,120 ",,99.55%
60505,陳湘琪,1 ,"1,223,121 ",,99.55%
60506,洪瑞襄,1 ,"1,223,122 ",,99.55%
60507,莎上比亞,1 ,"1,223,123 ",,99.55%
60508,阮文萍,1 ,"1,223,124 ",,99.55%
60509,周蓉詩,1 ,"1,223,125 ",,99.55%
60510,劇象錄,1 ,"1,223,126 ",,99.55%
60511,詹慧玲,1 ,"1,223,127 ",,99.55%
60512,吳文翠,1 ,"1,223,128 ",,99.55%
60513,肢櫃,1 ,"1,223,129 ",,99.55%
60514,徐堰鈴,1 ,"1,223,130 ",,99.55%
60515,自法,1 ,"1,223,131 ",,99.55%
60516,馬照琪,1 ,"1,223,132 ",,99.55%
60517,默劇,1 ,"1,223,133 ",,99.55%
60518,旱期,1 ,"1,223,134 ",,99.55%
