字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
226,又,"2,047 ","1,140,888 ",,56.89%
227,計,"2,045 ","1,142,933 ",,56.99%
228,元,"2,040 ","1,144,973 ",,57.10%
229,至,"2,027 ","1,147,000 ",,57.20%
230,院,"2,007 ","1,149,007 ",,57.30%
231,給,"2,004 ","1,151,011 ",,57.40%
232,結,"1,988 ","1,152,999 ",,57.50%
233,程,"1,981 ","1,154,980 ",,57.60%
234,什,"1,981 ","1,156,961 ",,57.69%
235,五,"1,971 ","1,158,932 ",,57.79%
236,區,"1,965 ","1,160,897 ",,57.89%
237,務,"1,951 ","1,162,848 ",,57.99%
238,北,"1,944 ","1,164,792 ",,58.08%
239,萬,"1,942 ","1,166,734 ",,58.18%
240,太,"1,939 ","1,168,673 ",,58.28%
241,車,"1,935 ","1,170,608 ",,58.37%
242,今,"1,931 ","1,172,539 ",,58.47%
243,隊,"1,915 ","1,174,454 ",,58.57%
244,覺,"1,914 ","1,176,368 ",,58.66%
245,通,"1,910 ","1,178,278 ",,58.76%
246,口,"1,896 ","1,180,174 ",,58.85%
247,數,"1,893 ","1,182,067 ",,58.95%
248,別,"1,885 ","1,183,952 ",,59.04%
249,案,"1,885 ","1,185,837 ",,59.13%
250,平,"1,878 ","1,187,715 ",,59.23%
251,使,"1,869 ","1,189,584 ",,59.32%
252,女,"1,868 ","1,191,452 ",,59.41%
253,議,"1,834 ","1,193,286 ",,59.51%
254,處,"1,830 ","1,195,116 ",,59.60%
255,完,"1,822 ","1,196,938 ",,59.69%
256,該,"1,803 ","1,198,741 ",,59.78%
257,整,"1,782 ","1,200,523 ",,59.87%
258,反,"1,780 ","1,202,303 ",,59.96%
259,東,"1,778 ","1,204,081 ",,60.04%
260,直,"1,773 ","1,205,854 ",,60.13%
261,解,"1,772 ","1,207,626 ",,60.22%
262,影,"1,771 ","1,209,397 ",,60.31%
263,制,"1,770 ","1,211,167 ",,60.40%
264,軍,"1,766 ","1,212,933 ",,60.49%
265,幾,"1,760 ","1,214,693 ",,60.57%
266,則,"1,757 ","1,216,450 ",,60.66%
267,見,"1,748 ","1,218,198 ",,60.75%
268,放,"1,741 ","1,219,939 ",,60.83%
269,目,"1,724 ","1,221,663 ",,60.92%
270,包,"1,703 ","1,223,366 ",,61.01%
271,世,"1,696 ","1,225,062 ",,61.09%
272,安,"1,682 ","1,226,744 ",,61.17%
273,海,"1,678 ","1,228,422 ",,61.26%
274,話,"1,677 ","1,230,099 ",,61.34%
275,連,"1,673 ","1,231,772 ",,61.42%
276,色,"1,673 ","1,233,445 ",,61.51%
277,卻,"1,670 ","1,235,115 ",,61.59%
278,調,"1,660 ","1,236,775 ",,61.67%
279,光,"1,659 ","1,238,434 ",,61.76%
280,向,"1,649 ","1,240,083 ",,61.84%
281,造,"1,646 ","1,241,729 ",,61.92%
282,非,"1,628 ","1,243,357 ",,62.00%
283,交,"1,626 ","1,244,983 ",,62.08%
284,改,"1,615 ","1,246,598 ",,62.16%
285,強,"1,614 ","1,248,212 ",,62.24%
286,九,"1,614 ","1,249,826 ",,62.33%
287,管,"1,608 ","1,251,434 ",,62.41%
288,設,"1,606 ","1,253,040 ",,62.49%
289,展,"1,601 ","1,254,641 ",,62.57%
290,社,"1,601 ","1,256,242 ",,62.65%
291,何,"1,598 ","1,257,840 ",,62.72%
292,許,"1,594 ","1,259,434 ",,62.80%
293,且,"1,592 ","1,261,026 ",,62.88%
294,近,"1,591 ","1,262,617 ",,62.96%
295,始,"1,586 ","1,264,203 ",,63.04%
296,持,"1,585 ","1,265,788 ",,63.12%
297,帶,"1,579 ","1,267,367 ",,63.20%
298,百,"1,576 ","1,268,943 ",,63.28%
299,基,"1,573 ","1,270,516 ",,63.36%
300,戰,"1,568 ","1,272,084 ",,63.44%
301,較,"1,550 ","1,273,634 ",,63.51%
302,府,"1,548 ","1,275,182 ",,63.59%
303,西,"1,547 ","1,276,729 ",,63.67%
304,投,"1,540 ","1,278,269 ",,63.74%
305,價,"1,538 ","1,279,807 ",,63.82%
306,治,"1,530 ","1,281,337 ",,63.90%
307,畫,"1,520 ","1,282,857 ",,63.97%
308,示,"1,517 ","1,284,374 ",,64.05%
309,單,"1,516 ","1,285,890 ",,64.12%
310,傳,"1,516 ","1,287,406 ",,64.20%
311,各,"1,509 ","1,288,915 ",,64.27%
312,走,"1,506 ","1,290,421 ",,64.35%
313,林,"1,504 ","1,291,925 ",,64.42%
314,指,"1,493 ","1,293,418 ",,64.50%
315,達,"1,477 ","1,294,895 ",,64.57%
316,必,"1,475 ","1,296,370 ",,64.65%
317,難,"1,472 ","1,297,842 ",,64.72%
318,司,"1,472 ","1,299,314 ",,64.79%
319,信,"1,470 ","1,300,784 ",,64.87%
320,共,"1,463 ","1,302,247 ",,64.94%
321,件,"1,462 ","1,303,709 ",,65.01%
322,團,"1,450 ","1,305,159 ",,65.08%
323,食,"1,450 ","1,306,609 ",,65.16%
324,費,"1,449 ","1,308,058 ",,65.23%
325,權,"1,448 ","1,309,506 ",,65.30%
326,愛,"1,448 ","1,310,954 ",,65.37%
327,友,"1,445 ","1,312,399 ",,65.45%
328,未,"1,444 ","1,313,843 ",,65.52%
329,觀,"1,442 ","1,315,285 ",,65.59%
330,空,"1,441 ","1,316,726 ",,65.66%
331,質,"1,438 ","1,318,164 ",,65.73%
332,辦,"1,435 ","1,319,599 ",,65.80%
333,論,"1,430 ","1,321,029 ",,65.88%
334,收,"1,428 ","1,322,457 ",,65.95%
335,書,"1,425 ","1,323,882 ",,66.02%
336,門,"1,420 ","1,325,302 ",,66.09%
337,決,"1,415 ","1,326,717 ",,66.16%
338,望,"1,415 ","1,328,132 ",,66.23%
339,快,"1,398 ","1,329,530 ",,66.30%
340,醫,"1,398 ","1,330,928 ",,66.37%
341,風,"1,392 ","1,332,320 ",,66.44%
342,張,"1,368 ","1,333,688 ",,66.51%
343,候,"1,368 ","1,335,056 ",,66.58%
344,服,"1,364 ","1,336,420 ",,66.64%
345,媽,"1,364 ","1,337,784 ",,66.71%
346,約,"1,363 ","1,339,147 ",,66.78%
347,花,"1,358 ","1,340,505 ",,66.85%
348,界,"1,356 ","1,341,861 ",,66.91%
349,義,"1,350 ","1,343,211 ",,66.98%
350,請,"1,345 ","1,344,556 ",,67.05%
351,除,"1,335 ","1,345,891 ",,67.12%
352,算,"1,334 ","1,347,225 ",,67.18%
353,它,"1,331 ","1,348,556 ",,67.25%
354,樂,"1,327 ","1,349,883 ",,67.31%
355,取,"1,310 ","1,351,193 ",,67.38%
356,推,"1,309 ","1,352,502 ",,67.45%
357,考,"1,308 ","1,353,810 ",,67.51%
358,流,"1,307 ","1,355,117 ",,67.58%
359,孩,"1,302 ","1,356,419 ",,67.64%
360,術,"1,301 ","1,357,720 ",,67.71%
361,求,"1,297 ","1,359,017 ",,67.77%
362,導,"1,288 ","1,360,305 ",,67.83%
363,商,"1,287 ","1,361,592 ",,67.90%
364,委,"1,285 ","1,362,877 ",,67.96%
365,山,"1,284 ","1,364,161 ",,68.03%
366,創,"1,284 ","1,365,445 ",,68.09%
367,往,"1,277 ","1,366,722 ",,68.15%
368,報,"1,275 ","1,367,997 ",,68.22%
369,清,"1,258 ","1,369,255 ",,68.28%
370,類,"1,254 ","1,370,509 ",,68.34%
371,六,"1,244 ","1,371,753 ",,68.41%
372,滿,"1,235 ","1,372,988 ",,68.47%
373,失,"1,233 ","1,374,221 ",,68.53%
374,視,"1,230 ","1,375,451 ",,68.59%
375,規,"1,225 ","1,376,676 ",,68.65%
376,料,"1,219 ","1,377,895 ",,68.71%
377,神,"1,218 ","1,379,113 ",,68.77%
378,轉,"1,217 ","1,380,330 ",,68.83%
379,續,"1,217 ","1,381,547 ",,68.89%
380,超,"1,214 ","1,382,761 ",,68.95%
381,即,"1,211 ","1,383,972 ",,69.01%
382,需,"1,208 ","1,385,180 ",,69.07%
383,找,"1,208 ","1,386,388 ",,69.14%
384,熱,"1,206 ","1,387,594 ",,69.20%
385,步,"1,198 ","1,388,792 ",,69.25%
386,邊,"1,198 ","1,389,990 ",,69.31%
387,參,"1,196 ","1,391,186 ",,69.37%
388,校,"1,189 ","1,392,375 ",,69.43%
389,營,"1,188 ","1,393,563 ",,69.49%
390,八,"1,186 ","1,394,749 ",,69.55%
391,病,"1,186 ","1,395,935 ",,69.61%
392,賽,"1,182 ","1,397,117 ",,69.67%
393,容,"1,181 ","1,398,298 ",,69.73%
394,眾,"1,179 ","1,399,477 ",,69.79%
395,嗎,"1,177 ","1,400,654 ",,69.85%
396,白,"1,169 ","1,401,823 ",,69.90%
397,妳,"1,169 ","1,402,992 ",,69.96%
398,早,"1,164 ","1,404,156 ",,70.02%
399,專,"1,163 ","1,405,319 ",,70.08%
400,形,"1,163 ","1,406,482 ",,70.14%
401,告,"1,162 ","1,407,644 ",,70.20%
402,華,"1,158 ","1,408,802 ",,70.25%
403,線,"1,157 ","1,409,959 ",,70.31%
404,片,"1,150 ","1,411,109 ",,70.37%
405,餐,"1,148 ","1,412,257 ",,70.43%
406,助,"1,146 ","1,413,403 ",,70.48%
407,英,"1,146 ","1,414,549 ",,70.54%
408,演,"1,146 ","1,415,695 ",,70.60%
409,住,"1,144 ","1,416,839 ",,70.65%
410,兒,"1,142 ","1,417,981 ",,70.71%
411,南,"1,141 ","1,419,122 ",,70.77%
412,記,"1,136 ","1,420,258 ",,70.82%
413,組,"1,135 ","1,421,393 ",,70.88%
414,照,"1,134 ","1,422,527 ",,70.94%
415,命,"1,131 ","1,423,658 ",,70.99%
416,習,"1,126 ","1,424,784 ",,71.05%
417,確,"1,119 ","1,425,903 ",,71.11%
418,格,"1,117 ","1,427,020 ",,71.16%
419,便,"1,114 ","1,428,134 ",,71.22%
420,舉,"1,107 ","1,429,241 ",,71.27%
421,言,"1,106 ","1,430,347 ",,71.33%
422,例,"1,101 ","1,431,448 ",,71.38%
423,客,"1,100 ","1,432,548 ",,71.44%
424,標,"1,098 ","1,433,646 ",,71.49%
425,功,"1,096 ","1,434,742 ",,71.55%
426,親,"1,093 ","1,435,835 ",,71.60%
427,科,"1,093 ","1,436,928 ",,71.66%
428,希,"1,089 ","1,438,017 ",,71.71%
429,消,"1,078 ","1,439,095 ",,71.76%
430,拉,"1,076 ","1,440,171 ",,71.82%
431,網,"1,074 ","1,441,245 ",,71.87%
432,具,"1,073 ","1,442,318 ",,71.92%
433,聽,"1,066 ","1,443,384 ",,71.98%
434,寶,"1,060 ","1,444,444 ",,72.03%
435,練,"1,055 ","1,445,499 ",,72.08%
436,雖,"1,047 ","1,446,546 ",,72.13%
437,育,"1,046 ","1,447,592 ",,72.19%
438,驗,"1,044 ","1,448,636 ",,72.24%
439,效,"1,044 ","1,449,680 ",,72.29%
440,幫,"1,043 ","1,450,723 ",,72.34%
441,七,"1,043 ","1,451,766 ",,72.40%
442,味,"1,039 ","1,452,805 ",,72.45%
443,店,"1,039 ","1,453,844 ",,72.50%
444,拿,"1,039 ","1,454,883 ",,72.55%
445,引,"1,036 ","1,455,919 ",,72.60%
446,須,"1,031 ","1,456,950 ",,72.65%
447,房,"1,030 ","1,457,980 ",,72.71%
448,局,"1,030 ","1,459,010 ",,72.76%
449,濟,"1,029 ","1,460,039 ",,72.81%
450,買,"1,028 ","1,461,067 ",,72.86%
451,預,"1,028 ","1,462,095 ",,72.91%
452,際,"1,026 ","1,463,121 ",,72.96%
453,離,"1,021 ","1,464,142 ",,73.01%
454,條,"1,020 ","1,465,162 ",,73.06%
455,怎,"1,017 ","1,466,179 ",,73.11%
456,易,"1,016 ","1,467,195 ",,73.16%
457,根,"1,015 ","1,468,210 ",,73.22%
458,聲,"1,010 ","1,469,220 ",,73.27%
459,備,"1,009 ","1,470,229 ",,73.32%
460,輕,"1,008 ","1,471,237 ",,73.37%
461,試,"1,008 ","1,472,245 ",,73.42%
462,防,"1,007 ","1,473,252 ",,73.47%
463,錢,"1,007 ","1,474,259 ",,73.52%
464,眼,"1,006 ","1,475,265 ",,73.57%
465,喜,"1,003 ","1,476,268 ",,73.62%
466,領,"1,002 ","1,477,270 ",,73.67%
467,查,"1,001 ","1,478,271 ",,73.72%
468,率,995 ,"1,479,266 ",,73.77%
469,半,990 ,"1,480,256 ",,73.82%
470,集,990 ,"1,481,246 ",,73.87%
471,千,987 ,"1,482,233 ",,73.91%
472,聯,986 ,"1,483,219 ",,73.96%
473,陳,985 ,"1,484,204 ",,74.01%
474,研,985 ,"1,485,189 ",,74.06%
475,精,982 ,"1,486,171 ",,74.11%
476,型,980 ,"1,487,151 ",,74.16%
477,素,978 ,"1,488,129 ",,74.21%
478,技,977 ,"1,489,106 ",,74.26%
479,火,977 ,"1,490,083 ",,74.31%
480,士,974 ,"1,491,057 ",,74.35%
481,男,971 ,"1,492,028 ",,74.40%
482,首,969 ,"1,492,997 ",,74.45%
483,站,967 ,"1,493,964 ",,74.50%
484,落,967 ,"1,494,931 ",,74.55%
485,曾,959 ,"1,495,890 ",,74.60%
486,象,956 ,"1,496,846 ",,74.64%
487,職,956 ,"1,497,802 ",,74.69%
488,準,954 ,"1,498,756 ",,74.74%
489,星,952 ,"1,499,708 ",,74.79%
490,核,951 ,"1,500,659 ",,74.83%
491,另,949 ,"1,501,608 ",,74.88%
492,排,949 ,"1,502,557 ",,74.93%
493,系,945 ,"1,503,502 ",,74.98%
494,低,942 ,"1,504,444 ",,75.02%
495,斷,937 ,"1,505,381 ",,75.07%
496,底,937 ,"1,506,318 ",,75.12%
497,爭,931 ,"1,507,249 ",,75.16%
498,狀,929 ,"1,508,178 ",,75.21%
499,思,928 ,"1,509,106 ",,75.25%
500,股,927 ,"1,510,033 ",,75.30%
501,黃,920 ,"1,510,953 ",,75.35%
502,級,916 ,"1,511,869 ",,75.39%
503,增,911 ,"1,512,780 ",,75.44%
504,遊,910 ,"1,513,690 ",,75.48%
505,害,910 ,"1,514,600 ",,75.53%
506,歡,908 ,"1,515,508 ",,75.57%
507,證,908 ,"1,516,416 ",,75.62%
508,節,907 ,"1,517,323 ",,75.66%
509,園,905 ,"1,518,228 ",,75.71%
510,錯,904 ,"1,519,132 ",,75.75%
511,油,904 ,"1,520,036 ",,75.80%
512,肉,903 ,"1,520,939 ",,75.84%
513,究,902 ,"1,521,841 ",,75.89%
514,念,901 ,"1,522,742 ",,75.93%
515,腦,896 ,"1,523,638 ",,75.98%
516,況,895 ,"1,524,533 ",,76.02%
517,圖,893 ,"1,525,426 ",,76.07%
518,環,892 ,"1,526,318 ",,76.11%
519,透,891 ,"1,527,209 ",,76.16%
520,夠,891 ,"1,528,100 ",,76.20%
521,死,890 ,"1,528,990 ",,76.25%
522,跑,888 ,"1,529,878 ",,76.29%
523,爸,888 ,"1,530,766 ",,76.33%
524,存,887 ,"1,531,653 ",,76.38%
525,識,887 ,"1,532,540 ",,76.42%
526,境,885 ,"1,533,425 ",,76.47%
527,昨,882 ,"1,534,307 ",,76.51%
528,勢,878 ,"1,535,185 ",,76.56%
529,克,875 ,"1,536,060 ",,76.60%
530,阿,875 ,"1,536,935 ",,76.64%
531,官,873 ,"1,537,808 ",,76.69%
532,班,871 ,"1,538,679 ",,76.73%
533,王,870 ,"1,539,549 ",,76.77%
534,深,870 ,"1,540,419 ",,76.82%
535,興,866 ,"1,541,285 ",,76.86%
536,甚,865 ,"1,542,150 ",,76.90%
537,布,863 ,"1,543,013 ",,76.95%
538,音,863 ,"1,543,876 ",,76.99%
539,德,860 ,"1,544,736 ",,77.03%
540,依,859 ,"1,545,595 ",,77.07%
541,字,854 ,"1,546,449 ",,77.12%
542,否,853 ,"1,547,302 ",,77.16%
543,越,853 ,"1,548,155 ",,77.20%
544,支,849 ,"1,549,004 ",,77.24%
545,製,847 ,"1,549,851 ",,77.29%
546,角,846 ,"1,550,697 ",,77.33%
547,稱,843 ,"1,551,540 ",,77.37%
548,段,839 ,"1,552,379 ",,77.41%
549,配,835 ,"1,553,214 ",,77.45%
550,隨,829 ,"1,554,043 ",,77.50%
551,態,829 ,"1,554,872 ",,77.54%
552,乎,828 ,"1,555,700 ",,77.58%
553,農,827 ,"1,556,527 ",,77.62%
554,值,825 ,"1,557,352 ",,77.66%
555,斯,824 ,"1,558,176 ",,77.70%
556,響,823 ,"1,558,999 ",,77.74%
557,項,823 ,"1,559,822 ",,77.78%
