字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
558,票,823 ,"1,560,645 ",,77.82%
559,吧,822 ,"1,561,467 ",,77.87%
560,歲,821 ,"1,562,288 ",,77.91%
561,亞,820 ,"1,563,108 ",,77.95%
562,朋,812 ,"1,563,920 ",,77.99%
563,謝,811 ,"1,564,731 ",,78.03%
564,歷,810 ,"1,565,541 ",,78.07%
565,遠,810 ,"1,566,351 ",,78.11%
566,足,806 ,"1,567,157 ",,78.15%
567,假,803 ,"1,567,960 ",,78.19%
568,晚,803 ,"1,568,763 ",,78.23%
569,號,799 ,"1,569,562 ",,78.27%
570,護,797 ,"1,570,359 ",,78.31%
571,送,797 ,"1,571,156 ",,78.35%
572,裝,796 ,"1,571,952 ",,78.39%
573,景,796 ,"1,572,748 ",,78.43%
574,據,795 ,"1,573,543 ",,78.47%
575,土,794 ,"1,574,337 ",,78.51%
576,修,794 ,"1,575,131 ",,78.55%
577,顯,791 ,"1,575,922 ",,78.59%
578,香,790 ,"1,576,712 ",,78.63%
579,養,786 ,"1,577,498 ",,78.67%
580,旅,784 ,"1,578,282 ",,78.70%
581,剛,781 ,"1,579,063 ",,78.74%
582,速,775 ,"1,579,838 ",,78.78%
583,極,773 ,"1,580,611 ",,78.82%
584,史,773 ,"1,581,384 ",,78.86%
585,終,772 ,"1,582,156 ",,78.90%
586,檢,771 ,"1,582,927 ",,78.94%
587,菜,770 ,"1,583,697 ",,78.97%
588,擔,770 ,"1,584,467 ",,79.01%
589,免,763 ,"1,585,230 ",,79.05%
590,紀,762 ,"1,585,992 ",,79.09%
591,雙,762 ,"1,586,754 ",,79.13%
592,致,760 ,"1,587,514 ",,79.16%
593,血,758 ,"1,588,272 ",,79.20%
594,施,755 ,"1,589,027 ",,79.24%
595,換,753 ,"1,589,780 ",,79.28%
596,源,752 ,"1,590,532 ",,79.32%
597,藝,752 ,"1,591,284 ",,79.35%
598,若,751 ,"1,592,035 ",,79.39%
599,獲,749 ,"1,592,784 ",,79.43%
600,擊,749 ,"1,593,533 ",,79.46%
601,課,747 ,"1,594,280 ",,79.50%
602,室,747 ,"1,595,027 ",,79.54%
603,母,745 ,"1,595,772 ",,79.58%
604,切,742 ,"1,596,514 ",,79.61%
605,傷,742 ,"1,597,256 ",,79.65%
606,呢,741 ,"1,597,997 ",,79.69%
607,維,739 ,"1,598,736 ",,79.72%
608,啊,736 ,"1,599,472 ",,79.76%
609,陸,735 ,"1,600,207 ",,79.80%
610,適,734 ,"1,600,941 ",,79.83%
611,供,734 ,"1,601,675 ",,79.87%
612,差,734 ,"1,602,409 ",,79.91%
613,似,726 ,"1,603,135 ",,79.94%
614,壓,725 ,"1,603,860 ",,79.98%
615,留,721 ,"1,604,581 ",,80.02%
616,策,721 ,"1,605,302 ",,80.05%
617,周,719 ,"1,606,021 ",,80.09%
618,注,718 ,"1,606,739 ",,80.12%
619,協,717 ,"1,607,456 ",,80.16%
620,升,715 ,"1,608,171 ",,80.19%
621,簡,712 ,"1,608,883 ",,80.23%
622,勞,709 ,"1,609,592 ",,80.27%
623,啦,704 ,"1,610,296 ",,80.30%
624,細,703 ,"1,610,999 ",,80.34%
625,寫,699 ,"1,611,698 ",,80.37%
626,爾,698 ,"1,612,396 ",,80.41%
627,石,697 ,"1,613,093 ",,80.44%
628,紅,694 ,"1,613,787 ",,80.47%
629,層,692 ,"1,614,479 ",,80.51%
630,係,689 ,"1,615,168 ",,80.54%
631,器,689 ,"1,615,857 ",,80.58%
632,臺,688 ,"1,616,545 ",,80.61%
633,講,687 ,"1,617,232 ",,80.65%
634,警,686 ,"1,617,918 ",,80.68%
635,語,683 ,"1,618,601 ",,80.71%
636,洲,680 ,"1,619,281 ",,80.75%
637,益,677 ,"1,619,958 ",,80.78%
638,待,676 ,"1,620,634 ",,80.82%
639,黑,676 ,"1,621,310 ",,80.85%
640,廣,675 ,"1,621,985 ",,80.88%
641,李,675 ,"1,622,660 ",,80.92%
642,破,675 ,"1,623,335 ",,80.95%
643,嚴,673 ,"1,624,008 ",,80.98%
644,退,672 ,"1,624,680 ",,81.02%
645,哪,671 ,"1,625,351 ",,81.05%
646,絕,671 ,"1,626,022 ",,81.08%
647,亮,671 ,"1,626,693 ",,81.12%
648,屬,670 ,"1,627,363 ",,81.15%
649,負,670 ,"1,628,033 ",,81.19%
650,願,670 ,"1,628,703 ",,81.22%
651,訊,668 ,"1,629,371 ",,81.25%
652,居,668 ,"1,630,039 ",,81.29%
653,玩,668 ,"1,630,707 ",,81.32%
654,採,666 ,"1,631,373 ",,81.35%
655,故,662 ,"1,632,035 ",,81.38%
656,讀,662 ,"1,632,697 ",,81.42%
657,廠,661 ,"1,633,358 ",,81.45%
658,初,660 ,"1,634,018 ",,81.48%
659,模,659 ,"1,634,677 ",,81.52%
660,令,659 ,"1,635,336 ",,81.55%
661,吸,656 ,"1,635,992 ",,81.58%
662,午,655 ,"1,636,647 ",,81.61%
663,酒,655 ,"1,637,302 ",,81.65%
664,般,654 ,"1,637,956 ",,81.68%
665,棒,654 ,"1,638,610 ",,81.71%
666,刻,653 ,"1,639,263 ",,81.75%
667,城,649 ,"1,639,912 ",,81.78%
668,責,646 ,"1,640,558 ",,81.81%
669,仍,645 ,"1,641,203 ",,81.84%
670,族,643 ,"1,641,846 ",,81.87%
671,獨,642 ,"1,642,488 ",,81.91%
672,款,633 ,"1,643,121 ",,81.94%
673,僅,632 ,"1,643,753 ",,81.97%
674,父,630 ,"1,644,383 ",,82.00%
675,富,629 ,"1,645,012 ",,82.03%
676,群,629 ,"1,645,641 ",,82.06%
677,縣,627 ,"1,646,268 ",,82.09%
678,久,624 ,"1,646,892 ",,82.13%
679,里,624 ,"1,647,516 ",,82.16%
680,限,621 ,"1,648,137 ",,82.19%
681,察,617 ,"1,648,754 ",,82.22%
682,談,616 ,"1,649,370 ",,82.25%
683,青,616 ,"1,649,986 ",,82.28%
684,魚,616 ,"1,650,602 ",,82.31%
685,訴,614 ,"1,651,216 ",,82.34%
686,判,613 ,"1,651,829 ",,82.37%
687,息,610 ,"1,652,439 ",,82.40%
688,補,609 ,"1,653,048 ",,82.43%
689,突,609 ,"1,653,657 ",,82.46%
690,福,609 ,"1,654,266 ",,82.49%
691,優,606 ,"1,654,872 ",,82.52%
692,笑,605 ,"1,655,477 ",,82.55%
693,討,605 ,"1,656,082 ",,82.58%
694,痛,604 ,"1,656,686 ",,82.61%
695,戶,603 ,"1,657,289 ",,82.64%
696,置,603 ,"1,657,892 ",,82.67%
697,劇,602 ,"1,658,494 ",,82.70%
698,險,601 ,"1,659,095 ",,82.73%
699,份,601 ,"1,659,696 ",,82.76%
700,評,600 ,"1,660,296 ",,82.79%
701,測,600 ,"1,660,896 ",,82.82%
702,控,600 ,"1,661,496 ",,82.85%
703,拍,599 ,"1,662,095 ",,82.88%
704,巴,599 ,"1,662,694 ",,82.91%
705,構,598 ,"1,663,292 ",,82.94%
706,律,595 ,"1,663,887 ",,82.97%
707,米,594 ,"1,664,481 ",,83.00%
708,健,593 ,"1,665,074 ",,83.03%
709,舞,593 ,"1,665,667 ",,83.06%
710,購,592 ,"1,666,259 ",,83.09%
711,溫,591 ,"1,666,850 ",,83.12%
712,企,589 ,"1,667,439 ",,83.15%
713,鄉,588 ,"1,668,027 ",,83.18%
714,列,588 ,"1,668,615 ",,83.21%
715,掉,586 ,"1,669,201 ",,83.24%
716,緊,584 ,"1,669,785 ",,83.27%
717,財,584 ,"1,670,369 ",,83.30%
718,慢,584 ,"1,670,953 ",,83.33%
719,獎,583 ,"1,671,536 ",,83.35%
720,館,582 ,"1,672,118 ",,83.38%
721,腳,581 ,"1,672,699 ",,83.41%
722,休,580 ,"1,673,279 ",,83.44%
723,疑,578 ,"1,673,857 ",,83.47%
724,鐵,578 ,"1,674,435 ",,83.50%
725,背,578 ,"1,675,013 ",,83.53%
726,賣,576 ,"1,675,589 ",,83.56%
727,擇,575 ,"1,676,164 ",,83.59%
728,復,575 ,"1,676,739 ",,83.61%
729,康,573 ,"1,677,312 ",,83.64%
730,停,572 ,"1,677,884 ",,83.67%
731,飯,572 ,"1,678,456 ",,83.70%
732,充,568 ,"1,679,024 ",,83.73%
733,麵,568 ,"1,679,592 ",,83.76%
734,穿,566 ,"1,680,158 ",,83.78%
735,飛,566 ,"1,680,724 ",,83.81%
736,派,565 ,"1,681,289 ",,83.84%
737,戲,564 ,"1,681,853 ",,83.87%
738,減,564 ,"1,682,417 ",,83.90%
739,印,562 ,"1,682,979 ",,83.93%
740,牛,560 ,"1,683,539 ",,83.95%
741,牌,557 ,"1,684,096 ",,83.98%
742,陽,555 ,"1,684,651 ",,84.01%
743,喝,555 ,"1,685,206 ",,84.04%
744,括,554 ,"1,685,760 ",,84.06%
745,版,553 ,"1,686,313 ",,84.09%
746,積,552 ,"1,686,865 ",,84.12%
747,奇,552 ,"1,687,417 ",,84.15%
748,竟,552 ,"1,687,969 ",,84.17%
749,志,552 ,"1,688,521 ",,84.20%
750,哥,545 ,"1,689,066 ",,84.23%
751,庭,545 ,"1,689,611 ",,84.26%
752,雄,545 ,"1,690,156 ",,84.28%
753,順,544 ,"1,690,700 ",,84.31%
754,叫,544 ,"1,691,244 ",,84.34%
755,卡,541 ,"1,691,785 ",,84.36%
756,攻,541 ,"1,692,326 ",,84.39%
757,龍,541 ,"1,692,867 ",,84.42%
758,殺,540 ,"1,693,407 ",,84.45%
759,錄,539 ,"1,693,946 ",,84.47%
760,均,536 ,"1,694,482 ",,84.50%
761,苦,534 ,"1,695,016 ",,84.53%
762,歐,532 ,"1,695,548 ",,84.55%
763,善,531 ,"1,696,079 ",,84.58%
764,救,531 ,"1,696,610 ",,84.60%
765,訓,530 ,"1,697,140 ",,84.63%
766,樹,529 ,"1,697,669 ",,84.66%
767,皮,529 ,"1,698,198 ",,84.68%
768,介,527 ,"1,698,725 ",,84.71%
769,宜,526 ,"1,699,251 ",,84.74%
770,怕,523 ,"1,699,774 ",,84.76%
771,宣,523 ,"1,700,297 ",,84.79%
772,療,523 ,"1,700,820 ",,84.81%
773,億,523 ,"1,701,343 ",,84.84%
774,～,522 ,"1,701,865 ",,84.87%
775,密,521 ,"1,702,386 ",,84.89%
776,板,519 ,"1,702,905 ",,84.92%
777,毒,518 ,"1,703,423 ",,84.94%
778,臉,516 ,"1,703,939 ",,84.97%
779,執,514 ,"1,704,453 ",,85.00%
780,抗,514 ,"1,704,967 ",,85.02%
781,島,513 ,"1,705,480 ",,85.05%
782,綠,509 ,"1,705,989 ",,85.07%
783,武,509 ,"1,706,498 ",,85.10%
784,彈,508 ,"1,707,006 ",,85.12%
785,症,504 ,"1,707,510 ",,85.15%
786,承,503 ,"1,708,013 ",,85.17%
787,哈,503 ,"1,708,516 ",,85.20%
788,搭,502 ,"1,709,018 ",,85.22%
789,跳,500 ,"1,709,518 ",,85.25%
790,革,496 ,"1,710,014 ",,85.27%
791,韓,496 ,"1,710,510 ",,85.30%
792,監,495 ,"1,711,005 ",,85.32%
793,古,495 ,"1,711,500 ",,85.35%
794,銀,491 ,"1,711,991 ",,85.37%
795,顧,490 ,"1,712,481 ",,85.40%
796,季,489 ,"1,712,970 ",,85.42%
797,遭,489 ,"1,713,459 ",,85.45%
798,恐,489 ,"1,713,948 ",,85.47%
799,微,488 ,"1,714,436 ",,85.49%
800,缺,487 ,"1,714,923 ",,85.52%
801,左,487 ,"1,715,410 ",,85.54%
802,夜,487 ,"1,715,897 ",,85.57%
803,守,487 ,"1,716,384 ",,85.59%
804,繼,486 ,"1,716,870 ",,85.62%
805,蘭,485 ,"1,717,355 ",,85.64%
806,衛,485 ,"1,717,840 ",,85.66%
807,夫,484 ,"1,718,324 ",,85.69%
808,異,483 ,"1,718,807 ",,85.71%
809,降,482 ,"1,719,289 ",,85.74%
810,迷,482 ,"1,719,771 ",,85.76%
811,階,481 ,"1,720,252 ",,85.78%
812,倒,480 ,"1,720,732 ",,85.81%
813,衣,479 ,"1,721,211 ",,85.83%
814,趣,479 ,"1,721,690 ",,85.86%
815,某,479 ,"1,722,169 ",,85.88%
816,蛋,477 ,"1,722,646 ",,85.90%
817,漲,473 ,"1,723,119 ",,85.93%
818,右,470 ,"1,723,589 ",,85.95%
819,驚,470 ,"1,724,059 ",,85.97%
820,坐,470 ,"1,724,529 ",,86.00%
821,塊,468 ,"1,724,997 ",,86.02%
822,靠,468 ,"1,725,465 ",,86.04%
823,追,467 ,"1,725,932 ",,86.07%
824,衝,466 ,"1,726,398 ",,86.09%
825,審,462 ,"1,726,860 ",,86.11%
826,登,462 ,"1,727,322 ",,86.14%
827,材,461 ,"1,727,783 ",,86.16%
828,額,460 ,"1,728,243 ",,86.18%
829,短,460 ,"1,728,703 ",,86.21%
830,席,458 ,"1,729,161 ",,86.23%
831,尼,457 ,"1,729,618 ",,86.25%
832,朝,456 ,"1,730,074 ",,86.27%
833,移,455 ,"1,730,529 ",,86.30%
834,廳,455 ,"1,730,984 ",,86.32%
835,飲,454 ,"1,731,438 ",,86.34%
836,座,452 ,"1,731,890 ",,86.36%
837,答,452 ,"1,732,342 ",,86.39%
838,筆,450 ,"1,732,792 ",,86.41%
839,江,450 ,"1,733,242 ",,86.43%
840,止,446 ,"1,733,688 ",,86.45%
841,畢,446 ,"1,734,134 ",,86.48%
842,享,443 ,"1,734,577 ",,86.50%
843,懷,443 ,"1,735,020 ",,86.52%
844,睡,442 ,"1,735,462 ",,86.54%
845,劃,441 ,"1,735,903 ",,86.56%
846,套,441 ,"1,736,344 ",,86.59%
847,忙,441 ,"1,736,785 ",,86.61%
848,智,441 ,"1,737,226 ",,86.63%
849,冷,437 ,"1,737,663 ",,86.65%
850,激,437 ,"1,738,100 ",,86.67%
851,漸,436 ,"1,738,536 ",,86.70%
852,概,436 ,"1,738,972 ",,86.72%
853,罪,435 ,"1,739,407 ",,86.74%
854,藥,434 ,"1,739,841 ",,86.76%
855,弟,432 ,"1,740,273 ",,86.78%
856,奶,432 ,"1,740,705 ",,86.80%
857,誰,431 ,"1,741,136 ",,86.83%
858,歌,431 ,"1,741,567 ",,86.85%
859,盡,430 ,"1,741,997 ",,86.87%
860,木,430 ,"1,742,427 ",,86.89%
861,逐,430 ,"1,742,857 ",,86.91%
862,呼,430 ,"1,743,287 ",,86.93%
863,禮,430 ,"1,743,717 ",,86.95%
864,典,429 ,"1,744,146 ",,86.98%
865,勝,429 ,"1,744,575 ",,87.00%
866,樓,428 ,"1,745,003 ",,87.02%
867,急,428 ,"1,745,431 ",,87.04%
868,築,426 ,"1,745,857 ",,87.06%
869,佳,426 ,"1,746,283 ",,87.08%
870,野,426 ,"1,746,709 ",,87.10%
871,訪,426 ,"1,747,135 ",,87.12%
872,盤,425 ,"1,747,560 ",,87.15%
873,鐘,424 ,"1,747,984 ",,87.17%
874,幕,423 ,"1,748,407 ",,87.19%
875,兵,423 ,"1,748,830 ",,87.21%
876,危,422 ,"1,749,252 ",,87.23%
877,臨,421 ,"1,749,673 ",,87.25%
878,波,421 ,"1,750,094 ",,87.27%
879,避,420 ,"1,750,514 ",,87.29%
880,域,415 ,"1,750,929 ",,87.31%
881,釋,415 ,"1,751,344 ",,87.33%
882,針,414 ,"1,751,758 ",,87.35%
883,挑,413 ,"1,752,171 ",,87.38%
884,副,413 ,"1,752,584 ",,87.40%
885,鮮,413 ,"1,752,997 ",,87.42%
886,付,412 ,"1,753,409 ",,87.44%
887,誤,412 ,"1,753,821 ",,87.46%
888,競,412 ,"1,754,233 ",,87.48%
889,媒,412 ,"1,754,645 ",,87.50%
890,偏,410 ,"1,755,055 ",,87.52%
891,普,410 ,"1,755,465 ",,87.54%
892,批,410 ,"1,755,875 ",,87.56%
893,互,410 ,"1,756,285 ",,87.58%
894,雜,408 ,"1,756,693 ",,87.60%
895,威,408 ,"1,757,101 ",,87.62%
896,春,407 ,"1,757,508 ",,87.64%
897,敗,407 ,"1,757,915 ",,87.66%
898,銷,406 ,"1,758,321 ",,87.68%
899,拜,405 ,"1,758,726 ",,87.70%
900,良,404 ,"1,759,130 ",,87.72%
901,蔣,401 ,"1,759,531 ",,87.74%
902,街,400 ,"1,759,931 ",,87.76%
903,藏,400 ,"1,760,331 ",,87.78%
904,草,399 ,"1,760,730 ",,87.80%
905,桌,398 ,"1,761,128 ",,87.82%
906,愈,398 ,"1,761,526 ",,87.84%
907,幸,396 ,"1,761,922 ",,87.86%
908,圍,396 ,"1,762,318 ",,87.88%
909,掌,396 ,"1,762,714 ",,87.90%
910,童,396 ,"1,763,110 ",,87.92%
911,湯,396 ,"1,763,506 ",,87.94%
912,含,395 ,"1,763,901 ",,87.96%
913,喔,394 ,"1,764,295 ",,87.98%
914,賴,393 ,"1,764,688 ",,88.00%
915,範,392 ,"1,765,080 ",,88.02%
916,患,392 ,"1,765,472 ",,88.04%
917,困,392 ,"1,765,864 ",,88.06%
918,納,391 ,"1,766,255 ",,88.08%
919,吳,390 ,"1,766,645 ",,88.10%
920,屋,388 ,"1,767,033 ",,88.12%
921,船,388 ,"1,767,421 ",,88.14%
922,軟,388 ,"1,767,809 ",,88.16%
923,乾,388 ,"1,768,197 ",,88.17%
924,省,388 ,"1,768,585 ",,88.19%
925,羅,387 ,"1,768,972 ",,88.21%
926,延,386 ,"1,769,358 ",,88.23%
927,藍,386 ,"1,769,744 ",,88.25%
928,刑,384 ,"1,770,128 ",,88.27%
929,遇,383 ,"1,770,511 ",,88.29%
930,爆,383 ,"1,770,894 ",,88.31%
931,貼,382 ,"1,771,276 ",,88.33%
932,壞,381 ,"1,771,657 ",,88.35%
933,甜,381 ,"1,772,038 ",,88.37%
934,犯,379 ,"1,772,417 ",,88.39%
935,鬆,378 ,"1,772,795 ",,88.40%
936,彩,378 ,"1,773,173 ",,88.42%
937,粉,377 ,"1,773,550 ",,88.44%
938,央,375 ,"1,773,925 ",,88.46%
939,亂,375 ,"1,774,300 ",,88.48%
940,港,374 ,"1,774,674 ",,88.50%
941,擁,373 ,"1,775,047 ",,88.52%
942,織,373 ,"1,775,420 ",,88.53%
943,聞,370 ,"1,775,790 ",,88.55%
944,替,370 ,"1,776,160 ",,88.57%
945,麗,370 ,"1,776,530 ",,88.59%
946,熟,369 ,"1,776,899 ",,88.61%
947,績,368 ,"1,777,267 ",,88.63%
948,姐,368 ,"1,777,635 ",,88.65%
949,怪,367 ,"1,778,002 ",,88.66%
950,河,366 ,"1,778,368 ",,88.68%
951,複,366 ,"1,778,734 ",,88.70%
952,舊,366 ,"1,779,100 ",,88.72%
953,圓,366 ,"1,779,466 ",,88.74%
954,抱,366 ,"1,779,832 ",,88.75%
955,永,366 ,"1,780,198 ",,88.77%
956,略,364 ,"1,780,562 ",,88.79%
957,貨,364 ,"1,780,926 ",,88.81%
958,述,364 ,"1,781,290 ",,88.83%
959,浪,363 ,"1,781,653 ",,88.85%
960,稅,363 ,"1,782,016 ",,88.86%
961,尋,362 ,"1,782,378 ",,88.88%
962,觸,361 ,"1,782,739 ",,88.90%
963,腿,361 ,"1,783,100 ",,88.92%
964,章,360 ,"1,783,460 ",,88.94%
965,訂,359 ,"1,783,819 ",,88.95%
966,堅,359 ,"1,784,178 ",,88.97%
967,毛,359 ,"1,784,537 ",,88.99%
968,雨,358 ,"1,784,895 ",,89.01%
969,輸,357 ,"1,785,252 ",,89.03%
970,靈,356 ,"1,785,608 ",,89.04%
971,攝,356 ,"1,785,964 ",,89.06%
972,硬,354 ,"1,786,318 ",,89.08%
973,露,354 ,"1,786,672 ",,89.10%
974,趕,354 ,"1,787,026 ",,89.11%
975,幣,354 ,"1,787,380 ",,89.13%
976,尤,351 ,"1,787,731 ",,89.15%
977,序,351 ,"1,788,082 ",,89.17%
978,蓋,350 ,"1,788,432 ",,89.18%
979,葉,350 ,"1,788,782 ",,89.20%
980,努,350 ,"1,789,132 ",,89.22%
981,估,346 ,"1,789,478 ",,89.24%
982,洋,346 ,"1,789,824 ",,89.25%
983,岸,345 ,"1,790,169 ",,89.27%
984,烈,345 ,"1,790,514 ",,89.29%
985,幹,345 ,"1,790,859 ",,89.30%
986,週,343 ,"1,791,202 ",,89.32%
987,融,343 ,"1,791,545 ",,89.34%
988,茶,342 ,"1,791,887 ",,89.36%
989,招,341 ,"1,792,228 ",,89.37%
990,固,340 ,"1,792,568 ",,89.39%
991,冰,340 ,"1,792,908 ",,89.41%
992,惡,339 ,"1,793,247 ",,89.42%
993,靜,339 ,"1,793,586 ",,89.44%
994,揮,337 ,"1,793,923 ",,89.46%
995,按,336 ,"1,794,259 ",,89.47%
996,隻,335 ,"1,794,594 ",,89.49%
997,楚,334 ,"1,794,928 ",,89.51%
998,穩,334 ,"1,795,262 ",,89.52%
999,曲,331 ,"1,795,593 ",,89.54%
1000,授,331 ,"1,795,924 ",,89.56%
1001,婚,331 ,"1,796,255 ",,89.57%
1002,蘇,329 ,"1,796,584 ",,89.59%
1003,麻,329 ,"1,796,913 ",,89.61%
1004,貴,329 ,"1,797,242 ",,89.62%
1005,夢,328 ,"1,797,570 ",,89.64%
1006,申,327 ,"1,797,897 ",,89.66%
1007,罰,326 ,"1,798,223 ",,89.67%
1008,附,325 ,"1,798,548 ",,89.69%
1009,潮,324 ,"1,798,872 ",,89.70%
1010,蔡,324 ,"1,799,196 ",,89.72%
1011,索,324 ,"1,799,520 ",,89.74%
1012,編,324 ,"1,799,844 ",,89.75%
1013,慮,323 ,"1,800,167 ",,89.77%
1014,藉,323 ,"1,800,490 ",,89.79%
1015,震,322 ,"1,800,812 ",,89.80%
1016,嘉,322 ,"1,801,134 ",,89.82%
1017,探,320 ,"1,801,454 ",,89.83%
1018,啟,320 ,"1,801,774 ",,89.85%
1019,燈,319 ,"1,802,093 ",,89.87%
1020,零,319 ,"1,802,412 ",,89.88%
1021,榮,319 ,"1,802,731 ",,89.90%
1022,架,318 ,"1,803,049 ",,89.91%
1023,田,317 ,"1,803,366 ",,89.93%
1024,棄,317 ,"1,803,683 ",,89.94%
1025,射,317 ,"1,804,000 ",,89.96%
1026,染,317 ,"1,804,317 ",,89.98%
1027,涉,317 ,"1,804,634 ",,89.99%
1028,弱,315 ,"1,804,949 ",,90.01%
1029,倫,315 ,"1,805,264 ",,90.02%
1030,鍵,313 ,"1,805,577 ",,90.04%
1031,翻,313 ,"1,805,890 ",,90.05%
1032,端,312 ,"1,806,202 ",,90.07%
1033,隔,312 ,"1,806,514 ",,90.09%
1034,豐,311 ,"1,806,825 ",,90.10%
1035,籍,309 ,"1,807,134 ",,90.12%
1036,燒,309 ,"1,807,443 ",,90.13%
1037,妹,309 ,"1,807,752 ",,90.15%
1038,紙,308 ,"1,808,060 ",,90.16%
1039,散,308 ,"1,808,368 ",,90.18%
1040,雞,307 ,"1,808,675 ",,90.19%
1041,詢,306 ,"1,808,981 ",,90.21%
1042,頂,306 ,"1,809,287 ",,90.22%
1043,雲,306 ,"1,809,593 ",,90.24%
1044,鼓,306 ,"1,809,899 ",,90.25%
1045,餘,305 ,"1,810,204 ",,90.27%
1046,距,305 ,"1,810,509 ",,90.28%
1047,陣,305 ,"1,810,814 ",,90.30%
1048,禁,303 ,"1,811,117 ",,90.32%
1049,村,302 ,"1,811,419 ",,90.33%
1050,售,302 ,"1,811,721 ",,90.35%
1051,航,301 ,"1,812,022 ",,90.36%
1052,盟,301 ,"1,812,323 ",,90.38%
1053,京,300 ,"1,812,623 ",,90.39%
1054,巧,299 ,"1,812,922 ",,90.41%
1055,束,299 ,"1,813,221 ",,90.42%
1056,私,298 ,"1,813,519 ",,90.43%
1057,圈,298 ,"1,813,817 ",,90.45%
1058,慣,297 ,"1,814,114 ",,90.46%
1059,累,296 ,"1,814,410 ",,90.48%
1060,敢,296 ,"1,814,706 ",,90.49%
1061,句,295 ,"1,815,001 ",,90.51%
1062,障,294 ,"1,815,295 ",,90.52%
1063,冠,294 ,"1,815,589 ",,90.54%
1064,既,293 ,"1,815,882 ",,90.55%
1065,擴,293 ,"1,816,175 ",,90.57%
1066,博,293 ,"1,816,468 ",,90.58%
1067,憲,293 ,"1,816,761 ",,90.60%
1068,牙,293 ,"1,817,054 ",,90.61%
1069,幅,292 ,"1,817,346 ",,90.63%
1070,洗,292 ,"1,817,638 ",,90.64%
1071,絲,291 ,"1,817,929 ",,90.65%
1072,諾,291 ,"1,818,220 ",,90.67%
1073,搞,291 ,"1,818,511 ",,90.68%
1074,勵,289 ,"1,818,800 ",,90.70%
1075,操,289 ,"1,819,089 ",,90.71%
1076,糖,289 ,"1,819,378 ",,90.73%
1077,忘,289 ,"1,819,667 ",,90.74%
1078,旁,288 ,"1,819,955 ",,90.76%
1079,巨,288 ,"1,820,243 ",,90.77%
1080,唯,287 ,"1,820,530 ",,90.78%
1081,刺,287 ,"1,820,817 ",,90.80%
1082,脫,286 ,"1,821,103 ",,90.81%
1083,暴,286 ,"1,821,389 ",,90.83%
1084,胞,286 ,"1,821,675 ",,90.84%
1085,謂,285 ,"1,821,960 ",,90.86%
1086,雅,284 ,"1,822,244 ",,90.87%
1087,署,284 ,"1,822,528 ",,90.88%
1088,庫,283 ,"1,822,811 ",,90.90%
1089,仁,283 ,"1,823,094 ",,90.91%
1090,頓,283 ,"1,823,377 ",,90.93%
1091,咖,281 ,"1,823,658 ",,90.94%
1092,紛,280 ,"1,823,938 ",,90.95%
1093,骨,280 ,"1,824,218 ",,90.97%
1094,憶,280 ,"1,824,498 ",,90.98%
1095,輪,279 ,"1,824,777 ",,91.00%
1096,損,278 ,"1,825,055 ",,91.01%
1097,違,278 ,"1,825,333 ",,91.02%
1098,植,277 ,"1,825,610 ",,91.04%
1099,牠,277 ,"1,825,887 ",,91.05%
1100,尺,276 ,"1,826,163 ",,91.07%
1101,醒,276 ,"1,826,439 ",,91.08%
1102,迎,276 ,"1,826,715 ",,91.09%
1103,唱,273 ,"1,826,988 ",,91.11%
1104,搶,272 ,"1,827,260 ",,91.12%
1105,培,272 ,"1,827,532 ",,91.13%
1106,籃,271 ,"1,827,803 ",,91.15%
1107,酸,270 ,"1,828,073 ",,91.16%
1108,佛,268 ,"1,828,341 ",,91.17%
1109,菲,268 ,"1,828,609 ",,91.19%
1110,握,267 ,"1,828,876 ",,91.20%
1111,顆,267 ,"1,829,143 ",,91.21%
1112,森,267 ,"1,829,410 ",,91.23%
1113,薪,266 ,"1,829,676 ",,91.24%
1114,桃,264 ,"1,829,940 ",,91.25%
1115,縮,263 ,"1,830,203 ",,91.27%
1116,闆,262 ,"1,830,465 ",,91.28%
1117,豆,261 ,"1,830,726 ",,91.29%
1118,債,260 ,"1,830,986 ",,91.31%
1119,婦,259 ,"1,831,245 ",,91.32%
1120,邀,259 ,"1,831,504 ",,91.33%
1121,耳,258 ,"1,831,762 ",,91.34%
1122,湖,257 ,"1,832,019 ",,91.36%
1123,豪,257 ,"1,832,276 ",,91.37%
1124,玉,257 ,"1,832,533 ",,91.38%
1125,肌,256 ,"1,832,789 ",,91.40%
1126,載,254 ,"1,833,043 ",,91.41%
1127,簽,254 ,"1,833,297 ",,91.42%
1128,乳,254 ,"1,833,551 ",,91.43%
1129,州,253 ,"1,833,804 ",,91.45%
1130,抓,253 ,"1,834,057 ",,91.46%
1131,刀,253 ,"1,834,310 ",,91.47%
1132,侵,252 ,"1,834,562 ",,91.48%
1133,徵,251 ,"1,834,813 ",,91.50%
1134,盛,251 ,"1,835,064 ",,91.51%
1135,顏,251 ,"1,835,315 ",,91.52%
1136,沙,250 ,"1,835,565 ",,91.53%
1137,純,250 ,"1,835,815 ",,91.55%
1138,符,250 ,"1,836,065 ",,91.56%
1139,擺,250 ,"1,836,315 ",,91.57%
1140,焦,249 ,"1,836,564 ",,91.58%
1141,聚,248 ,"1,836,812 ",,91.60%
1142,瑞,248 ,"1,837,060 ",,91.61%
