字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
564,依,746 ,"1,439,972 ",,78.43%
565,念,746 ,"1,440,718 ",,78.47%
566,火,745 ,"1,441,463 ",,78.51%
567,察,741 ,"1,442,204 ",,78.56%
568,列,741 ,"1,442,945 ",,78.60%
569,語,739 ,"1,443,684 ",,78.64%
570,養,735 ,"1,444,419 ",,78.68%
571,朋,734 ,"1,445,153 ",,78.72%
572,企,733 ,"1,445,886 ",,78.76%
573,護,732 ,"1,446,618 ",,78.80%
574,簡,730 ,"1,447,348 ",,78.84%
575,防,729 ,"1,448,077 ",,78.88%
576,假,729 ,"1,448,806 ",,78.91%
577,遠,724 ,"1,449,530 ",,78.95%
578,速,724 ,"1,450,254 ",,78.99%
579,否,720 ,"1,450,974 ",,79.03%
580,稱,719 ,"1,451,693 ",,79.07%
581,穿,719 ,"1,452,412 ",,79.11%
582,模,719 ,"1,453,131 ",,79.15%
583,歐,717 ,"1,453,848 ",,79.19%
584,呢,714 ,"1,454,562 ",,79.23%
585,般,712 ,"1,455,274 ",,79.27%
586,害,711 ,"1,455,985 ",,79.31%
587,致,709 ,"1,456,694 ",,79.34%
588,紅,708 ,"1,457,402 ",,79.38%
589,啊,708 ,"1,458,110 ",,79.42%
590,委,705 ,"1,458,815 ",,79.46%
591,乎,702 ,"1,459,517 ",,79.50%
592,健,700 ,"1,460,217 ",,79.54%
593,群,700 ,"1,460,917 ",,79.57%
594,巴,699 ,"1,461,616 ",,79.61%
595,里,698 ,"1,462,314 ",,79.65%
596,溫,697 ,"1,463,011 ",,79.69%
597,獨,695 ,"1,463,706 ",,79.73%
598,剛,693 ,"1,464,399 ",,79.76%
599,景,693 ,"1,465,092 ",,79.80%
600,賽,689 ,"1,465,781 ",,79.84%
601,擇,687 ,"1,466,468 ",,79.88%
602,號,684 ,"1,467,152 ",,79.91%
603,修,684 ,"1,467,836 ",,79.95%
604,檢,682 ,"1,468,518 ",,79.99%
605,男,676 ,"1,469,194 ",,80.03%
606,留,672 ,"1,469,866 ",,80.06%
607,興,670 ,"1,470,536 ",,80.10%
608,升,670 ,"1,471,206 ",,80.14%
609,古,668 ,"1,471,874 ",,80.17%
610,若,666 ,"1,472,540 ",,80.21%
611,構,665 ,"1,473,205 ",,80.24%
612,拍,665 ,"1,473,870 ",,80.28%
613,款,663 ,"1,474,533 ",,80.32%
614,紀,661 ,"1,475,194 ",,80.35%
615,跑,659 ,"1,475,853 ",,80.39%
616,擔,658 ,"1,476,511 ",,80.42%
617,息,655 ,"1,477,166 ",,80.46%
618,蘭,654 ,"1,477,820 ",,80.50%
619,雙,653 ,"1,478,473 ",,80.53%
620,壓,652 ,"1,479,125 ",,80.57%
621,死,652 ,"1,479,777 ",,80.60%
622,班,650 ,"1,480,427 ",,80.64%
623,絕,650 ,"1,481,077 ",,80.67%
624,星,650 ,"1,481,727 ",,80.71%
625,皮,649 ,"1,482,376 ",,80.74%
626,晚,647 ,"1,483,023 ",,80.78%
627,切,645 ,"1,483,668 ",,80.81%
628,判,644 ,"1,484,312 ",,80.85%
629,園,642 ,"1,484,954 ",,80.88%
630,母,639 ,"1,485,593 ",,80.92%
631,陳,639 ,"1,486,232 ",,80.95%
632,歌,638 ,"1,486,870 ",,80.99%
633,王,637 ,"1,487,507 ",,81.02%
634,訴,635 ,"1,488,142 ",,81.06%
635,練,635 ,"1,488,777 ",,81.09%
636,破,635 ,"1,489,412 ",,81.13%
637,警,634 ,"1,490,046 ",,81.16%
638,策,625 ,"1,490,671 ",,81.20%
639,職,625 ,"1,491,296 ",,81.23%
640,刻,622 ,"1,491,918 ",,81.26%
641,餐,621 ,"1,492,539 ",,81.30%
642,優,620 ,"1,493,159 ",,81.33%
643,獲,618 ,"1,493,777 ",,81.36%
644,差,618 ,"1,494,395 ",,81.40%
645,戶,617 ,"1,495,012 ",,81.43%
646,印,616 ,"1,495,628 ",,81.47%
647,慢,615 ,"1,496,243 ",,81.50%
648,擊,613 ,"1,496,856 ",,81.53%
649,菜,612 ,"1,497,468 ",,81.57%
650,吸,610 ,"1,498,078 ",,81.60%
651,傷,609 ,"1,498,687 ",,81.63%
652,吧,608 ,"1,499,295 ",,81.66%
653,鐵,607 ,"1,499,902 ",,81.70%
654,談,604 ,"1,500,506 ",,81.73%
655,屬,604 ,"1,501,110 ",,81.76%
656,石,599 ,"1,501,709 ",,81.80%
657,波,598 ,"1,502,307 ",,81.83%
658,份,598 ,"1,502,905 ",,81.86%
659,律,598 ,"1,503,503 ",,81.89%
660,限,596 ,"1,504,099 ",,81.93%
661,材,595 ,"1,504,694 ",,81.96%
662,讀,593 ,"1,505,287 ",,81.99%
663,卡,593 ,"1,505,880 ",,82.02%
664,仍,593 ,"1,506,473 ",,82.06%
665,似,592 ,"1,507,065 ",,82.09%
666,換,591 ,"1,507,656 ",,82.12%
667,洲,590 ,"1,508,246 ",,82.15%
668,討,588 ,"1,508,834 ",,82.18%
669,羅,586 ,"1,509,420 ",,82.22%
670,族,584 ,"1,510,004 ",,82.25%
671,測,583 ,"1,510,587 ",,82.28%
672,哪,581 ,"1,511,168 ",,82.31%
673,雄,579 ,"1,511,747 ",,82.34%
674,歲,578 ,"1,512,325 ",,82.37%
675,置,578 ,"1,512,903 ",,82.41%
676,康,577 ,"1,513,480 ",,82.44%
677,土,575 ,"1,514,055 ",,82.47%
678,黃,574 ,"1,514,629 ",,82.50%
679,父,573 ,"1,515,202 ",,82.53%
680,富,573 ,"1,515,775 ",,82.56%
681,購,569 ,"1,516,344 ",,82.59%
682,微,567 ,"1,516,911 ",,82.62%
683,待,566 ,"1,517,477 ",,82.66%
684,願,565 ,"1,518,042 ",,82.69%
685,青,565 ,"1,518,607 ",,82.72%
686,責,564 ,"1,519,171 ",,82.75%
687,療,564 ,"1,519,735 ",,82.78%
688,僅,563 ,"1,520,298 ",,82.81%
689,血,562 ,"1,520,860 ",,82.84%
690,令,562 ,"1,521,422 ",,82.87%
691,負,559 ,"1,521,981 ",,82.90%
692,採,558 ,"1,522,539 ",,82.93%
693,館,558 ,"1,523,097 ",,82.96%
694,旅,554 ,"1,523,651 ",,82.99%
695,積,551 ,"1,524,202 ",,83.02%
696,戲,547 ,"1,524,749 ",,83.05%
697,久,545 ,"1,525,294 ",,83.08%
698,減,543 ,"1,525,837 ",,83.11%
699,險,542 ,"1,526,379 ",,83.14%
700,周,542 ,"1,526,921 ",,83.17%
701,某,541 ,"1,527,462 ",,83.20%
702,嚴,539 ,"1,528,001 ",,83.23%
703,廠,539 ,"1,528,540 ",,83.26%
704,核,539 ,"1,529,079 ",,83.29%
705,初,537 ,"1,529,616 ",,83.32%
706,財,535 ,"1,530,151 ",,83.35%
707,居,533 ,"1,530,684 ",,83.37%
708,善,533 ,"1,531,217 ",,83.40%
709,退,532 ,"1,531,749 ",,83.43%
710,舞,532 ,"1,532,281 ",,83.46%
711,竟,529 ,"1,532,810 ",,83.49%
712,福,528 ,"1,533,338 ",,83.52%
713,圍,527 ,"1,533,865 ",,83.55%
714,掉,527 ,"1,534,392 ",,83.58%
715,充,526 ,"1,534,918 ",,83.61%
716,彩,525 ,"1,535,443 ",,83.63%
717,括,524 ,"1,535,967 ",,83.66%
718,派,524 ,"1,536,491 ",,83.69%
719,臉,522 ,"1,537,013 ",,83.72%
720,勞,519 ,"1,537,532 ",,83.75%
721,愈,519 ,"1,538,051 ",,83.78%
722,短,516 ,"1,538,567 ",,83.80%
723,笑,516 ,"1,539,083 ",,83.83%
724,柯,516 ,"1,539,599 ",,83.86%
725,玩,513 ,"1,540,112 ",,83.89%
726,突,512 ,"1,540,624 ",,83.92%
727,益,512 ,"1,541,136 ",,83.94%
728,勝,509 ,"1,541,645 ",,83.97%
729,室,508 ,"1,542,153 ",,84.00%
730,衣,505 ,"1,542,658 ",,84.03%
731,執,504 ,"1,543,162 ",,84.05%
732,終,501 ,"1,543,663 ",,84.08%
733,飛,500 ,"1,544,163 ",,84.11%
734,廣,497 ,"1,544,660 ",,84.14%
735,錄,497 ,"1,545,157 ",,84.16%
736,粉,497 ,"1,545,654 ",,84.19%
737,稅,497 ,"1,546,151 ",,84.22%
738,米,496 ,"1,546,647 ",,84.24%
739,緊,496 ,"1,547,143 ",,84.27%
740,評,495 ,"1,547,638 ",,84.30%
741,背,494 ,"1,548,132 ",,84.33%
742,咖,492 ,"1,548,624 ",,84.35%
743,顧,489 ,"1,549,113 ",,84.38%
744,審,486 ,"1,549,599 ",,84.41%
745,復,484 ,"1,550,083 ",,84.43%
746,承,484 ,"1,550,567 ",,84.46%
747,曲,484 ,"1,551,051 ",,84.48%
748,控,483 ,"1,551,534 ",,84.51%
749,降,480 ,"1,552,014 ",,84.54%
750,志,480 ,"1,552,494 ",,84.56%
751,補,479 ,"1,552,973 ",,84.59%
752,止,476 ,"1,553,449 ",,84.61%
753,智,475 ,"1,553,924 ",,84.64%
754,版,475 ,"1,554,399 ",,84.67%
755,衝,474 ,"1,554,873 ",,84.69%
756,藥,473 ,"1,555,346 ",,84.72%
757,亮,473 ,"1,555,819 ",,84.74%
758,謝,472 ,"1,556,291 ",,84.77%
759,停,472 ,"1,556,763 ",,84.80%
760,密,471 ,"1,557,234 ",,84.82%
761,送,471 ,"1,557,705 ",,84.85%
762,答,471 ,"1,558,176 ",,84.87%
763,抗,471 ,"1,558,647 ",,84.90%
764,港,471 ,"1,559,118 ",,84.92%
765,庭,469 ,"1,559,587 ",,84.95%
766,城,469 ,"1,560,056 ",,84.97%
767,額,469 ,"1,560,525 ",,85.00%
768,痛,467 ,"1,560,992 ",,85.03%
769,怕,467 ,"1,561,459 ",,85.05%
770,施,467 ,"1,561,926 ",,85.08%
771,階,464 ,"1,562,390 ",,85.10%
772,概,461 ,"1,562,851 ",,85.13%
773,季,461 ,"1,563,312 ",,85.15%
774,享,459 ,"1,563,771 ",,85.18%
775,坐,458 ,"1,564,229 ",,85.20%
776,典,457 ,"1,564,686 ",,85.23%
777,夜,456 ,"1,565,142 ",,85.25%
778,互,455 ,"1,565,597 ",,85.28%
779,陽,454 ,"1,566,051 ",,85.30%
780,腳,454 ,"1,566,505 ",,85.33%
781,奇,454 ,"1,566,959 ",,85.35%
782,爆,453 ,"1,567,412 ",,85.38%
783,夫,451 ,"1,567,863 ",,85.40%
784,追,450 ,"1,568,313 ",,85.42%
785,貿,450 ,"1,568,763 ",,85.45%
786,啡,446 ,"1,569,209 ",,85.47%
787,宣,445 ,"1,569,654 ",,85.50%
788,筆,444 ,"1,570,098 ",,85.52%
789,趣,444 ,"1,570,542 ",,85.55%
790,織,443 ,"1,570,985 ",,85.57%
791,億,443 ,"1,571,428 ",,85.59%
792,賣,442 ,"1,571,870 ",,85.62%
793,均,441 ,"1,572,311 ",,85.64%
794,牌,441 ,"1,572,752 ",,85.67%
795,鐘,441 ,"1,573,193 ",,85.69%
796,農,441 ,"1,573,634 ",,85.71%
797,威,440 ,"1,574,074 ",,85.74%
798,針,439 ,"1,574,513 ",,85.76%
799,異,439 ,"1,574,952 ",,85.79%
800,席,438 ,"1,575,390 ",,85.81%
801,妳,437 ,"1,575,827 ",,85.83%
802,板,437 ,"1,576,264 ",,85.86%
803,叫,436 ,"1,576,700 ",,85.88%
804,登,435 ,"1,577,135 ",,85.90%
805,藍,434 ,"1,577,569 ",,85.93%
806,牛,434 ,"1,578,003 ",,85.95%
807,缺,433 ,"1,578,436 ",,85.98%
808,套,431 ,"1,578,867 ",,86.00%
809,擁,431 ,"1,579,298 ",,86.02%
810,避,431 ,"1,579,729 ",,86.05%
811,島,431 ,"1,580,160 ",,86.07%
812,爸,429 ,"1,580,589 ",,86.09%
813,獎,429 ,"1,581,018 ",,86.12%
814,冷,426 ,"1,581,444 ",,86.14%
815,縣,425 ,"1,581,869 ",,86.16%
816,童,423 ,"1,582,292 ",,86.19%
817,哈,423 ,"1,582,715 ",,86.21%
818,域,422 ,"1,583,137 ",,86.23%
819,鬆,420 ,"1,583,557 ",,86.25%
820,疑,420 ,"1,583,977 ",,86.28%
821,熟,419 ,"1,584,396 ",,86.30%
822,繼,418 ,"1,584,814 ",,86.32%
823,恐,417 ,"1,585,231 ",,86.35%
824,木,416 ,"1,585,647 ",,86.37%
825,衛,414 ,"1,586,061 ",,86.39%
826,普,414 ,"1,586,475 ",,86.41%
827,綠,414 ,"1,586,889 ",,86.44%
828,呼,414 ,"1,587,303 ",,86.46%
829,鮮,413 ,"1,587,716 ",,86.48%
830,銀,413 ,"1,588,129 ",,86.50%
831,急,412 ,"1,588,541 ",,86.53%
832,座,412 ,"1,588,953 ",,86.55%
833,挑,411 ,"1,589,364 ",,86.57%
834,韓,411 ,"1,589,775 ",,86.59%
835,露,410 ,"1,590,185 ",,86.62%
836,遭,410 ,"1,590,595 ",,86.64%
837,休,409 ,"1,591,004 ",,86.66%
838,龍,408 ,"1,591,412 ",,86.68%
839,含,407 ,"1,591,819 ",,86.70%
840,倒,407 ,"1,592,226 ",,86.73%
841,融,407 ,"1,592,633 ",,86.75%
842,競,407 ,"1,593,040 ",,86.77%
843,漸,406 ,"1,593,446 ",,86.79%
844,媒,406 ,"1,593,852 ",,86.82%
845,訪,405 ,"1,594,257 ",,86.84%
846,靜,404 ,"1,594,661 ",,86.86%
847,魚,404 ,"1,595,065 ",,86.88%
848,署,404 ,"1,595,469 ",,86.90%
849,靠,403 ,"1,595,872 ",,86.93%
850,苦,403 ,"1,596,275 ",,86.95%
851,街,402 ,"1,596,677 ",,86.97%
852,彈,400 ,"1,597,077 ",,86.99%
853,唱,400 ,"1,597,477 ",,87.01%
854,午,399 ,"1,597,876 ",,87.03%
855,膚,399 ,"1,598,275 ",,87.06%
856,殺,399 ,"1,598,674 ",,87.08%
857,李,398 ,"1,599,072 ",,87.10%
858,禮,396 ,"1,599,468 ",,87.12%
859,盡,396 ,"1,599,864 ",,87.14%
860,宜,394 ,"1,600,258 ",,87.16%
861,尼,394 ,"1,600,652 ",,87.19%
862,招,392 ,"1,601,044 ",,87.21%
863,盤,389 ,"1,601,433 ",,87.23%
864,移,388 ,"1,601,821 ",,87.25%
865,博,387 ,"1,602,208 ",,87.27%
866,屋,386 ,"1,602,594 ",,87.29%
867,範,383 ,"1,602,977 ",,87.31%
868,佳,383 ,"1,603,360 ",,87.33%
869,遇,383 ,"1,603,743 ",,87.35%
870,永,382 ,"1,604,125 ",,87.37%
871,銷,382 ,"1,604,507 ",,87.40%
872,乾,382 ,"1,604,889 ",,87.42%
873,射,382 ,"1,605,271 ",,87.44%
874,壞,381 ,"1,605,652 ",,87.46%
875,夢,381 ,"1,606,033 ",,87.48%
876,激,378 ,"1,606,411 ",,87.50%
877,畢,377 ,"1,606,788 ",,87.52%
878,頂,377 ,"1,607,165 ",,87.54%
879,釋,376 ,"1,607,541 ",,87.56%
880,喝,376 ,"1,607,917 ",,87.58%
881,酒,376 ,"1,608,293 ",,87.60%
882,攻,374 ,"1,608,667 ",,87.62%
883,良,374 ,"1,609,041 ",,87.64%
884,伊,374 ,"1,609,415 ",,87.66%
885,哲,373 ,"1,609,788 ",,87.68%
886,略,372 ,"1,610,160 ",,87.70%
887,順,371 ,"1,610,531 ",,87.72%
888,楚,371 ,"1,610,902 ",,87.74%
889,飯,371 ,"1,611,273 ",,87.76%
890,迷,370 ,"1,611,643 ",,87.78%
891,編,370 ,"1,612,013 ",,87.80%
892,岸,368 ,"1,612,381 ",,87.82%
893,毒,367 ,"1,612,748 ",,87.84%
894,監,366 ,"1,613,114 ",,87.86%
895,冰,365 ,"1,613,479 ",,87.88%
896,野,364 ,"1,613,843 ",,87.90%
897,靈,364 ,"1,614,207 ",,87.92%
898,章,363 ,"1,614,570 ",,87.94%
899,妝,360 ,"1,614,930 ",,87.96%
900,症,358 ,"1,615,288 ",,87.98%
901,麗,358 ,"1,615,646 ",,88.00%
902,巧,356 ,"1,616,002 ",,88.02%
903,蛋,355 ,"1,616,357 ",,88.04%
904,複,353 ,"1,616,710 ",,88.06%
905,雨,353 ,"1,617,063 ",,88.08%
906,攝,352 ,"1,617,415 ",,88.10%
907,散,349 ,"1,617,764 ",,88.12%
908,驚,349 ,"1,618,113 ",,88.14%
909,尋,349 ,"1,618,462 ",,88.16%
910,述,349 ,"1,618,811 ",,88.17%
911,鄉,348 ,"1,619,159 ",,88.19%
912,副,347 ,"1,619,506 ",,88.21%
913,雜,346 ,"1,619,852 ",,88.23%
914,亂,346 ,"1,620,198 ",,88.25%
915,洋,346 ,"1,620,544 ",,88.27%
916,偏,345 ,"1,620,889 ",,88.29%
917,週,345 ,"1,621,234 ",,88.31%
918,甜,345 ,"1,621,579 ",,88.33%
919,暴,344 ,"1,621,923 ",,88.34%
920,舊,344 ,"1,622,267 ",,88.36%
921,序,342 ,"1,622,609 ",,88.38%
922,附,341 ,"1,622,950 ",,88.40%
923,付,339 ,"1,623,289 ",,88.42%
924,蓋,339 ,"1,623,628 ",,88.44%
925,春,337 ,"1,623,965 ",,88.46%
926,句,337 ,"1,624,302 ",,88.47%
927,觸,337 ,"1,624,639 ",,88.49%
928,豐,336 ,"1,624,975 ",,88.51%
929,築,334 ,"1,625,309 ",,88.53%
930,烈,333 ,"1,625,642 ",,88.55%
931,樓,332 ,"1,625,974 ",,88.57%
932,誤,332 ,"1,626,306 ",,88.58%
933,潮,331 ,"1,626,637 ",,88.60%
934,私,331 ,"1,626,968 ",,88.62%
935,聞,331 ,"1,627,299 ",,88.64%
936,啦,331 ,"1,627,630 ",,88.66%
937,貴,330 ,"1,627,960 ",,88.67%
938,訓,330 ,"1,628,290 ",,88.69%
939,困,330 ,"1,628,620 ",,88.71%
940,跳,329 ,"1,628,949 ",,88.73%
941,翻,329 ,"1,629,278 ",,88.75%
942,薪,329 ,"1,629,607 ",,88.76%
943,軟,328 ,"1,629,935 ",,88.78%
944,漲,328 ,"1,630,263 ",,88.80%
945,幣,328 ,"1,630,591 ",,88.82%
946,揮,327 ,"1,630,918 ",,88.83%
947,樹,327 ,"1,631,245 ",,88.85%
948,納,326 ,"1,631,571 ",,88.87%
949,掌,326 ,"1,631,897 ",,88.89%
950,貨,326 ,"1,632,223 ",,88.91%
951,～,326 ,"1,632,549 ",,88.92%
952,婆,325 ,"1,632,874 ",,88.94%
953,肌,324 ,"1,633,198 ",,88.96%
954,介,323 ,"1,633,521 ",,88.98%
955,忙,322 ,"1,633,843 ",,88.99%
956,臨,322 ,"1,634,165 ",,89.01%
957,誰,322 ,"1,634,487 ",,89.03%
958,湯,322 ,"1,634,809 ",,89.05%
959,逐,322 ,"1,635,131 ",,89.06%
960,批,322 ,"1,635,453 ",,89.08%
961,紙,321 ,"1,635,774 ",,89.10%
962,婚,321 ,"1,636,095 ",,89.12%
963,危,321 ,"1,636,416 ",,89.13%
964,飾,321 ,"1,636,737 ",,89.15%
965,罪,321 ,"1,637,058 ",,89.17%
966,憶,320 ,"1,637,378 ",,89.19%
967,端,320 ,"1,637,698 ",,89.20%
968,絲,319 ,"1,638,017 ",,89.22%
969,夏,318 ,"1,638,335 ",,89.24%
970,索,318 ,"1,638,653 ",,89.26%
971,塊,317 ,"1,638,970 ",,89.27%
972,武,316 ,"1,639,286 ",,89.29%
973,懷,314 ,"1,639,600 ",,89.31%
974,茶,314 ,"1,639,914 ",,89.32%
975,刑,314 ,"1,640,228 ",,89.34%
976,幅,313 ,"1,640,541 ",,89.36%
977,京,312 ,"1,640,853 ",,89.38%
978,省,312 ,"1,641,165 ",,89.39%
979,髮,311 ,"1,641,476 ",,89.41%
980,毛,310 ,"1,641,786 ",,89.43%
981,幕,310 ,"1,642,096 ",,89.44%
982,輸,309 ,"1,642,405 ",,89.46%
983,鞋,308 ,"1,642,713 ",,89.48%
984,按,308 ,"1,643,021 ",,89.49%
985,延,308 ,"1,643,329 ",,89.51%
986,雷,308 ,"1,643,637 ",,89.53%
987,盟,308 ,"1,643,945 ",,89.54%
988,堅,307 ,"1,644,252 ",,89.56%
989,航,307 ,"1,644,559 ",,89.58%
990,豆,306 ,"1,644,865 ",,89.59%
991,圓,306 ,"1,645,171 ",,89.61%
992,陣,306 ,"1,645,477 ",,89.63%
993,喔,306 ,"1,645,783 ",,89.64%
994,距,303 ,"1,646,086 ",,89.66%
995,燈,303 ,"1,646,389 ",,89.68%
996,哥,303 ,"1,646,692 ",,89.69%
997,酸,303 ,"1,646,995 ",,89.71%
998,雅,302 ,"1,647,297 ",,89.73%
999,葉,302 ,"1,647,599 ",,89.74%
1000,幸,302 ,"1,647,901 ",,89.76%
1001,懂,301 ,"1,648,202 ",,89.78%
1002,估,300 ,"1,648,502 ",,89.79%
1003,架,300 ,"1,648,802 ",,89.81%
1004,犯,300 ,"1,649,102 ",,89.82%
1005,草,300 ,"1,649,402 ",,89.84%
1006,圈,300 ,"1,649,702 ",,89.86%
1007,謂,299 ,"1,650,001 ",,89.87%
1008,鼓,299 ,"1,650,300 ",,89.89%
1009,敗,299 ,"1,650,599 ",,89.91%
1010,左,298 ,"1,650,897 ",,89.92%
1011,浪,297 ,"1,651,194 ",,89.94%
1012,旁,297 ,"1,651,491 ",,89.95%
1013,售,295 ,"1,651,786 ",,89.97%
1014,江,295 ,"1,652,081 ",,89.99%
1015,怪,294 ,"1,652,375 ",,90.00%
1016,探,294 ,"1,652,669 ",,90.02%
1017,尤,293 ,"1,652,962 ",,90.04%
1018,糖,293 ,"1,653,255 ",,90.05%
1019,詞,292 ,"1,653,547 ",,90.07%
1020,倫,292 ,"1,653,839 ",,90.08%
1021,棒,292 ,"1,654,131 ",,90.10%
1022,束,292 ,"1,654,423 ",,90.11%
1023,飲,291 ,"1,654,714 ",,90.13%
1024,洗,291 ,"1,655,005 ",,90.15%
1025,慮,290 ,"1,655,295 ",,90.16%
1026,藏,290 ,"1,655,585 ",,90.18%
1027,雲,290 ,"1,655,875 ",,90.19%
1028,貼,288 ,"1,656,163 ",,90.21%
1029,啟,288 ,"1,656,451 ",,90.23%
1030,劃,288 ,"1,656,739 ",,90.24%
1031,耳,288 ,"1,657,027 ",,90.26%
1032,尚,288 ,"1,657,315 ",,90.27%
1033,顏,287 ,"1,657,602 ",,90.29%
1034,握,287 ,"1,657,889 ",,90.30%
1035,鍵,286 ,"1,658,175 ",,90.32%
1036,慣,285 ,"1,658,460 ",,90.33%
1037,硬,284 ,"1,658,744 ",,90.35%
1038,零,284 ,"1,659,028 ",,90.37%
1039,宮,284 ,"1,659,312 ",,90.38%
1040,染,284 ,"1,659,596 ",,90.40%
1041,革,284 ,"1,659,880 ",,90.41%
1042,弱,283 ,"1,660,163 ",,90.43%
1043,抱,282 ,"1,660,445 ",,90.44%
1044,麻,282 ,"1,660,727 ",,90.46%
1045,救,278 ,"1,661,005 ",,90.47%
1046,穩,274 ,"1,661,279 ",,90.49%
1047,拜,274 ,"1,661,553 ",,90.50%
1048,損,273 ,"1,661,826 ",,90.52%
1049,厚,271 ,"1,662,097 ",,90.53%
1050,績,271 ,"1,662,368 ",,90.55%
1051,輪,270 ,"1,662,638 ",,90.56%
1052,聚,270 ,"1,662,908 ",,90.58%
1053,麵,269 ,"1,663,177 ",,90.59%
1054,聖,269 ,"1,663,446 ",,90.61%
1055,呈,269 ,"1,663,715 ",,90.62%
1056,混,268 ,"1,663,983 ",,90.64%
1057,睡,268 ,"1,664,251 ",,90.65%
1058,守,268 ,"1,664,519 ",,90.66%
1059,蘇,267 ,"1,664,786 ",,90.68%
1060,央,267 ,"1,665,053 ",,90.69%
1061,諾,267 ,"1,665,320 ",,90.71%
1062,努,266 ,"1,665,586 ",,90.72%
1063,歸,266 ,"1,665,852 ",,90.74%
1064,雞,266 ,"1,666,118 ",,90.75%
1065,縮,265 ,"1,666,383 ",,90.77%
1066,森,265 ,"1,666,648 ",,90.78%
1067,右,264 ,"1,666,912 ",,90.79%
1068,脫,264 ,"1,667,176 ",,90.81%
1069,醒,263 ,"1,667,439 ",,90.82%
1070,帳,263 ,"1,667,702 ",,90.84%
1071,陪,263 ,"1,667,965 ",,90.85%
1072,緒,262 ,"1,668,227 ",,90.87%
1073,患,261 ,"1,668,488 ",,90.88%
1074,堂,261 ,"1,668,749 ",,90.89%
1075,仔,260 ,"1,669,009 ",,90.91%
1076,授,260 ,"1,669,269 ",,90.92%
1077,瑞,259 ,"1,669,528 ",,90.94%
1078,兵,259 ,"1,669,787 ",,90.95%
1079,藉,258 ,"1,670,045 ",,90.97%
1080,隻,257 ,"1,670,302 ",,90.98%
1081,遺,256 ,"1,670,558 ",,90.99%
1082,訂,256 ,"1,670,814 ",,91.01%
1083,廳,256 ,"1,671,070 ",,91.02%
1084,煮,256 ,"1,671,326 ",,91.04%
1085,奶,255 ,"1,671,581 ",,91.05%
1086,默,254 ,"1,671,835 ",,91.06%
1087,船,254 ,"1,672,089 ",,91.08%
1088,燒,254 ,"1,672,343 ",,91.09%
1089,敢,253 ,"1,672,596 ",,91.10%
1090,盛,253 ,"1,672,849 ",,91.12%
1091,析,252 ,"1,673,101 ",,91.13%
1092,朝,251 ,"1,673,352 ",,91.15%
1093,隔,250 ,"1,673,602 ",,91.16%
1094,焦,249 ,"1,673,851 ",,91.17%
1095,牙,249 ,"1,674,100 ",,91.19%
1096,舒,249 ,"1,674,349 ",,91.20%
1097,梅,249 ,"1,674,598 ",,91.21%
1098,杯,249 ,"1,674,847 ",,91.23%
1099,河,249 ,"1,675,096 ",,91.24%
1100,沙,247 ,"1,675,343 ",,91.25%
1101,州,247 ,"1,675,590 ",,91.27%
1102,賞,247 ,"1,675,837 ",,91.28%
1103,漫,247 ,"1,676,084 ",,91.29%
1104,村,247 ,"1,676,331 ",,91.31%
1105,暖,246 ,"1,676,577 ",,91.32%
1106,跨,246 ,"1,676,823 ",,91.33%
1107,塑,246 ,"1,677,069 ",,91.35%
1108,徵,245 ,"1,677,314 ",,91.36%
1109,宗,245 ,"1,677,559 ",,91.37%
1110,擺,244 ,"1,677,803 ",,91.39%
1111,棄,244 ,"1,678,047 ",,91.40%
1112,障,244 ,"1,678,291 ",,91.41%
1113,既,244 ,"1,678,535 ",,91.43%
1114,豬,244 ,"1,678,779 ",,91.44%
1115,純,243 ,"1,679,022 ",,91.45%
1116,搶,243 ,"1,679,265 ",,91.47%
1117,邀,243 ,"1,679,508 ",,91.48%
1118,惡,242 ,"1,679,750 ",,91.49%
1119,尺,242 ,"1,679,992 ",,91.51%
1120,餘,242 ,"1,680,234 ",,91.52%
1121,忘,241 ,"1,680,475 ",,91.53%
1122,濃,241 ,"1,680,716 ",,91.55%
1123,緩,241 ,"1,680,957 ",,91.56%
1124,弟,240 ,"1,681,197 ",,91.57%
1125,召,240 ,"1,681,437 ",,91.59%
1126,淡,240 ,"1,681,677 ",,91.60%
1127,簽,240 ,"1,681,917 ",,91.61%
1128,沉,239 ,"1,682,156 ",,91.63%
1129,雪,239 ,"1,682,395 ",,91.64%
1130,摩,239 ,"1,682,634 ",,91.65%
1131,播,239 ,"1,682,873 ",,91.66%
1132,吳,238 ,"1,683,111 ",,91.68%
1133,鏡,238 ,"1,683,349 ",,91.69%
1134,累,237 ,"1,683,586 ",,91.70%
1135,桌,237 ,"1,683,823 ",,91.72%
1136,描,237 ,"1,684,060 ",,91.73%
1137,董,237 ,"1,684,297 ",,91.74%
1138,伴,236 ,"1,684,533 ",,91.75%
1139,溝,236 ,"1,684,769 ",,91.77%
1140,固,235 ,"1,685,004 ",,91.78%
1141,秀,235 ,"1,685,239 ",,91.79%
1142,刺,234 ,"1,685,473 ",,91.81%
1143,醬,234 ,"1,685,707 ",,91.82%
1144,秋,233 ,"1,685,940 ",,91.83%
1145,泰,233 ,"1,686,173 ",,91.84%
1146,泡,232 ,"1,686,405 ",,91.86%
1147,勇,231 ,"1,686,636 ",,91.87%
