字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
73,小,"4,322 ","631,992 ",85.86%,34.42%
74,方,"4,310 ","636,302 ",86.44%,34.66%
75,事,"4,305 ","640,607 ",87.03%,34.89%
76,開,"4,289 ","644,896 ",87.61%,35.13%
77,經,"4,288 ","649,184 ",88.19%,35.36%
78,天,"4,247 ","653,431 ",88.77%,35.59%
79,然,"4,246 ","657,677 ",89.35%,35.82%
80,長,"4,079 ","661,756 ",89.90%,36.05%
81,前,"4,063 ","665,819 ",90.45%,36.27%
82,心,"4,047 ","669,866 ",91.00%,36.49%
83,麼,"3,938 ","673,804 ",91.54%,36.70%
84,去,"3,859 ","677,663 ",92.06%,36.91%
85,實,"3,811 ","681,474 ",92.58%,37.12%
86,本,"3,810 ","685,284 ",93.10%,37.33%
87,高,"3,802 ","689,086 ",93.62%,37.53%
88,力,"3,760 ","692,846 ",94.13%,37.74%
89,其,"3,746 ","696,592 ",94.63%,37.94%
90,同,"3,733 ","700,325 ",95.14%,38.15%
91,公,"3,733 ","704,058 ",95.65%,38.35%
92,民,"3,706 ","707,764 ",96.15%,38.55%
93,面,"3,675 ","711,439 ",96.65%,38.75%
94,想,"3,667 ","715,106 ",97.15%,38.95%
95,讓,"3,642 ","718,748 ",97.64%,39.15%
96,定,"3,502 ","722,250 ",98.12%,39.34%
97,或,"3,478 ","725,728 ",98.59%,39.53%
98,著,"3,455 ","729,183 ",99.06%,39.72%
99,間,"3,453 ","732,636 ",99.53%,39.91%
100,點,"3,447 ","736,083 ",100.00%,40.09%
101,外,"3,441 ","739,524 ",,40.28%
102,樣,"3,440 ","742,964 ",,40.47%
103,新,"3,393 ","746,357 ",,40.65%
104,只,"3,358 ","749,715 ",,40.84%
105,果,"3,331 ","753,046 ",,41.02%
106,業,"3,318 ","756,364 ",,41.20%
107,進,"3,299 ","759,663 ",,41.38%
108,理,"3,290 ","762,953 ",,41.56%
109,部,"3,283 ","766,236 ",,41.74%
110,起,"3,279 ","769,515 ",,41.91%
111,主,"3,214 ","772,729 ",,42.09%
112,重,"3,208 ","775,937 ",,42.26%
113,全,"3,201 ","779,138 ",,42.44%
114,體,"3,195 ","782,333 ",,42.61%
115,美,"3,187 ","785,520 ",,42.79%
116,者,"3,165 ","788,685 ",,42.96%
117,種,"3,135 ","791,820 ",,43.13%
118,道,"3,118 ","794,938 ",,43.30%
119,些,"3,096 ","798,034 ",,43.47%
120,意,"3,058 ","801,092 ",,43.63%
121,文,"3,050 ","804,142 ",,43.80%
122,機,"2,953 ","807,095 ",,43.96%
123,表,"2,929 ","810,024 ",,44.12%
124,更,"2,928 ","812,952 ",,44.28%
125,十,"2,923 ","815,875 ",,44.44%
126,日,"2,918 ","818,793 ",,44.60%
127,等,"2,918 ","821,711 ",,44.76%
128,工,"2,888 ","824,599 ",,44.92%
129,政,"2,853 ","827,452 ",,45.07%
130,感,"2,836 ","830,288 ",,45.22%
131,三,"2,831 ","833,119 ",,45.38%
132,常,"2,815 ","835,934 ",,45.53%
133,度,"2,815 ","838,749 ",,45.69%
134,加,"2,803 ","841,552 ",,45.84%
135,及,"2,788 ","844,340 ",,45.99%
136,情,"2,785 ","847,125 ",,46.14%
137,己,"2,779 ","849,904 ",,46.29%
138,二,"2,753 ","852,657 ",,46.44%
139,無,"2,753 ","855,410 ",,46.59%
140,關,"2,752 ","858,162 ",,46.74%
141,比,"2,751 ","860,913 ",,46.89%
142,從,"2,744 ","863,657 ",,47.04%
143,合,"2,738 ","866,395 ",,47.19%
144,電,"2,720 ","869,115 ",,47.34%
145,教,"2,711 ","871,826 ",,47.49%
146,場,"2,703 ","874,529 ",,47.63%
147,灣,"2,703 ","877,232 ",,47.78%
148,將,"2,694 ","879,926 ",,47.93%
149,裡,"2,688 ","882,614 ",,48.08%
150,做,"2,673 ","885,287 ",,48.22%
151,化,"2,657 ","887,944 ",,48.37%
152,選,"2,647 ","890,591 ",,48.51%
153,性,"2,635 ","893,226 ",,48.65%
154,資,"2,621 ","895,847 ",,48.80%
155,市,"2,614 ","898,461 ",,48.94%
156,手,"2,592 ","901,053 ",,49.08%
157,內,"2,590 ","903,643 ",,49.22%
158,此,"2,586 ","906,229 ",,49.36%
159,應,"2,567 ","908,796 ",,49.50%
160,品,"2,567 ","911,363 ",,49.64%
161,被,"2,525 ","913,888 ",,49.78%
162,相,"2,494 ","916,382 ",,49.91%
163,問,"2,488 ","918,870 ",,50.05%
164,兩,"2,457 ","921,327 ",,50.18%
165,身,"2,453 ","923,780 ",,50.32%
166,她,"2,421 ","926,201 ",,50.45%
167,入,"2,405 ","928,606 ",,50.58%
168,色,"2,392 ","930,998 ",,50.71%
169,次,"2,382 ","933,380 ",,50.84%
170,物,"2,380 ","935,760 ",,50.97%
171,已,"2,360 ","938,120 ",,51.10%
172,知,"2,299 ","940,419 ",,51.22%
173,提,"2,292 ","942,711 ",,51.35%
174,真,"2,256 ","944,967 ",,51.47%
175,期,"2,248 ","947,215 ",,51.59%
176,水,"2,232 ","949,447 ",,51.72%
177,明,"2,218 ","951,665 ",,51.84%
178,題,"2,211 ","953,876 ",,51.96%
179,覺,"2,211 ","956,087 ",,52.08%
180,代,"2,207 ","958,294 ",,52.20%
181,第,"2,181 ","960,475 ",,52.32%
182,正,"2,177 ","962,652 ",,52.43%
183,變,"2,175 ","964,827 ",,52.55%
184,再,"2,166 ","966,993 ",,52.67%
185,立,"2,166 ","969,159 ",,52.79%
186,才,"2,157 ","971,316 ",,52.91%
187,金,"2,157 ","973,473 ",,53.02%
188,受,"2,156 ","975,629 ",,53.14%
189,氣,"2,148 ","977,777 ",,53.26%
190,名,"2,141 ","979,918 ",,53.38%
191,式,"2,125 ","982,043 ",,53.49%
192,並,"2,118 ","984,161 ",,53.61%
193,特,"2,094 ","986,255 ",,53.72%
194,跟,"2,074 ","988,329 ",,53.83%
195,影,"2,073 ","990,402 ",,53.95%
196,月,"2,072 ","992,474 ",,54.06%
197,數,"2,070 ","994,544 ",,54.17%
198,接,"2,039 ","996,583 ",,54.28%
199,回,"2,029 ","998,612 ",,54.39%
200,由,"2,028 ","1,000,640 ",,54.50%
201,位,"2,026 ","1,002,666 ",,54.61%
202,什,"2,023 ","1,004,689 ",,54.72%
203,路,"2,004 ","1,006,693 ",,54.83%
204,產,"2,004 ","1,008,697 ",,54.94%
205,把,"1,978 ","1,010,675 ",,55.05%
206,像,"1,959 ","1,012,634 ",,55.16%
207,原,"1,956 ","1,014,590 ",,55.26%
208,頭,"1,948 ","1,016,538 ",,55.37%
209,至,"1,939 ","1,018,477 ",,55.48%
210,認,"1,938 ","1,020,415 ",,55.58%
211,少,"1,929 ","1,022,344 ",,55.69%
212,每,"1,922 ","1,024,266 ",,55.79%
213,活,"1,920 ","1,026,186 ",,55.90%
214,員,"1,899 ","1,028,085 ",,56.00%
215,量,"1,887 ","1,029,972 ",,56.10%
216,造,"1,886 ","1,031,858 ",,56.20%
217,利,"1,884 ","1,033,742 ",,56.31%
218,老,"1,872 ","1,035,614 ",,56.41%
219,打,"1,842 ","1,037,456 ",,56.51%
220,結,"1,839 ","1,039,295 ",,56.61%
221,通,"1,803 ","1,041,098 ",,56.71%
222,太,"1,801 ","1,042,899 ",,56.81%
223,使,"1,801 ","1,044,700 ",,56.90%
224,車,"1,797 ","1,046,497 ",,57.00%
225,保,"1,786 ","1,048,283 ",,57.10%
226,話,"1,785 ","1,050,068 ",,57.20%
227,展,"1,778 ","1,051,846 ",,57.29%
228,師,"1,769 ","1,053,615 ",,57.39%
229,解,"1,756 ","1,055,371 ",,57.48%
230,非,"1,754 ","1,057,125 ",,57.58%
231,運,"1,745 ","1,058,870 ",,57.68%
232,北,"1,743 ","1,060,613 ",,57.77%
233,今,"1,740 ","1,062,353 ",,57.87%
234,任,"1,731 ","1,064,084 ",,57.96%
235,完,"1,721 ","1,065,805 ",,58.05%
236,建,"1,713 ","1,067,518 ",,58.15%
237,程,"1,712 ","1,069,230 ",,58.24%
238,風,"1,711 ","1,070,941 ",,58.33%
239,五,"1,695 ","1,072,636 ",,58.43%
240,直,"1,692 ","1,074,328 ",,58.52%
241,目,"1,685 ","1,076,013 ",,58.61%
242,四,"1,681 ","1,077,694 ",,58.70%
243,海,"1,674 ","1,079,368 ",,58.79%
244,較,"1,670 ","1,081,038 ",,58.88%
245,給,"1,665 ","1,082,703 ",,58.97%
246,議,"1,664 ","1,084,367 ",,59.06%
247,孩,"1,662 ","1,086,029 ",,59.15%
248,總,"1,660 ","1,087,689 ",,59.25%
249,女,"1,660 ","1,089,349 ",,59.34%
250,又,"1,656 ","1,091,005 ",,59.43%
251,反,"1,653 ","1,092,658 ",,59.52%
252,調,"1,652 ","1,094,310 ",,59.61%
253,別,"1,649 ","1,095,959 ",,59.70%
254,計,"1,647 ","1,097,606 ",,59.79%
255,基,"1,645 ","1,099,251 ",,59.88%
256,候,"1,642 ","1,100,893 ",,59.96%
257,處,"1,631 ","1,102,524 ",,60.05%
258,統,"1,623 ","1,104,147 ",,60.14%
259,東,"1,619 ","1,105,766 ",,60.23%
260,各,"1,603 ","1,107,369 ",,60.32%
261,幾,"1,597 ","1,108,966 ",,60.40%
262,平,"1,596 ","1,110,562 ",,60.49%
263,該,"1,596 ","1,112,158 ",,60.58%
264,示,"1,595 ","1,113,753 ",,60.66%
265,光,"1,592 ","1,115,345 ",,60.75%
266,先,"1,592 ","1,116,937 ",,60.84%
267,整,"1,591 ","1,118,528 ",,60.93%
268,帶,"1,588 ","1,120,116 ",,61.01%
269,持,"1,585 ","1,121,701 ",,61.10%
270,世,"1,584 ","1,123,285 ",,61.18%
271,口,"1,569 ","1,124,854 ",,61.27%
272,件,"1,564 ","1,126,418 ",,61.35%
273,連,"1,562 ","1,127,980 ",,61.44%
274,許,"1,559 ","1,129,539 ",,61.52%
275,放,"1,555 ","1,131,094 ",,61.61%
276,單,"1,550 ","1,132,644 ",,61.69%
277,則,"1,549 ","1,134,193 ",,61.78%
278,院,"1,548 ","1,135,741 ",,61.86%
279,近,"1,528 ","1,137,269 ",,61.95%
280,強,"1,519 ","1,138,788 ",,62.03%
281,樂,"1,517 ","1,140,305 ",,62.11%
282,管,"1,515 ","1,141,820 ",,62.19%
283,馬,"1,512 ","1,143,332 ",,62.28%
284,演,"1,509 ","1,144,841 ",,62.36%
285,且,"1,506 ","1,146,347 ",,62.44%
286,線,"1,506 ","1,147,853 ",,62.52%
287,區,"1,505 ","1,149,358 ",,62.60%
288,觀,"1,504 ","1,150,862 ",,62.69%
289,元,"1,501 ","1,152,363 ",,62.77%
290,西,"1,494 ","1,153,857 ",,62.85%
291,吃,"1,482 ","1,155,339 ",,62.93%
292,務,"1,481 ","1,156,820 ",,63.01%
293,安,"1,468 ","1,158,288 ",,63.09%
294,它,"1,463 ","1,159,751 ",,63.17%
295,指,"1,458 ","1,161,209 ",,63.25%
296,花,"1,458 ","1,162,667 ",,63.33%
297,設,"1,451 ","1,164,118 ",,63.41%
298,何,"1,448 ","1,165,566 ",,63.49%
299,團,"1,443 ","1,167,009 ",,63.57%
300,質,"1,441 ","1,168,450 ",,63.64%
301,球,"1,438 ","1,169,888 ",,63.72%
302,論,"1,436 ","1,171,324 ",,63.80%
303,界,"1,431 ","1,172,755 ",,63.88%
304,畫,"1,430 ","1,174,185 ",,63.96%
305,服,"1,416 ","1,175,601 ",,64.03%
306,案,"1,416 ","1,177,017 ",,64.11%
307,創,"1,413 ","1,178,430 ",,64.19%
308,戰,"1,412 ","1,179,842 ",,64.26%
309,司,"1,408 ","1,181,250 ",,64.34%
310,價,"1,407 ","1,182,657 ",,64.42%
311,始,"1,403 ","1,184,060 ",,64.49%
312,百,"1,402 ","1,185,462 ",,64.57%
313,術,"1,400 ","1,186,862 ",,64.65%
314,萬,"1,387 ","1,188,249 ",,64.72%
315,向,"1,376 ","1,189,625 ",,64.80%
316,見,"1,374 ","1,190,999 ",,64.87%
317,書,"1,373 ","1,192,372 ",,64.95%
318,達,"1,368 ","1,193,740 ",,65.02%
319,除,"1,358 ","1,195,098 ",,65.10%
320,必,"1,356 ","1,196,454 ",,65.17%
321,空,"1,355 ","1,197,809 ",,65.24%
322,需,"1,354 ","1,199,163 ",,65.32%
323,食,"1,350 ","1,200,513 ",,65.39%
324,投,"1,344 ","1,201,857 ",,65.46%
325,制,"1,343 ","1,203,200 ",,65.54%
326,包,"1,339 ","1,204,539 ",,65.61%
327,商,"1,339 ","1,205,878 ",,65.68%
328,流,"1,332 ","1,207,210 ",,65.76%
329,卻,"1,331 ","1,208,541 ",,65.83%
330,傳,"1,329 ","1,209,870 ",,65.90%
331,交,"1,323 ","1,211,193 ",,65.97%
332,改,"1,316 ","1,212,509 ",,66.04%
333,容,"1,314 ","1,213,823 ",,66.12%
334,愛,"1,305 ","1,215,128 ",,66.19%
335,導,"1,298 ","1,216,426 ",,66.26%
336,信,"1,279 ","1,217,705 ",,66.33%
337,決,"1,278 ","1,218,983 ",,66.40%
338,難,"1,277 ","1,220,260 ",,66.47%
339,社,"1,276 ","1,221,536 ",,66.54%
340,黨,"1,276 ","1,222,812 ",,66.61%
341,山,"1,271 ","1,224,083 ",,66.67%
342,未,"1,257 ","1,225,340 ",,66.74%
343,求,"1,252 ","1,226,592 ",,66.81%
344,考,"1,251 ","1,227,843 ",,66.88%
345,往,"1,246 ","1,229,089 ",,66.95%
346,格,"1,241 ","1,230,330 ",,67.01%
347,習,"1,232 ","1,231,562 ",,67.08%
348,照,"1,225 ","1,232,787 ",,67.15%
349,眾,"1,225 ","1,234,012 ",,67.22%
350,白,"1,220 ","1,235,232 ",,67.28%
351,油,"1,218 ","1,236,450 ",,67.35%
352,片,"1,217 ","1,237,667 ",,67.41%
353,九,"1,216 ","1,238,883 ",,67.48%
354,邊,"1,215 ","1,240,098 ",,67.55%
355,算,"1,207 ","1,241,305 ",,67.61%
356,走,"1,206 ","1,242,511 ",,67.68%
357,型,"1,200 ","1,243,711 ",,67.74%
358,記,"1,200 ","1,244,911 ",,67.81%
359,組,"1,195 ","1,246,106 ",,67.87%
360,快,"1,193 ","1,247,299 ",,67.94%
361,清,"1,188 ","1,248,487 ",,68.00%
362,科,"1,171 ","1,249,658 ",,68.07%
363,南,"1,170 ","1,250,828 ",,68.13%
364,張,"1,166 ","1,251,994 ",,68.19%
365,例,"1,165 ","1,253,159 ",,68.26%
366,轉,"1,164 ","1,254,323 ",,68.32%
367,友,"1,162 ","1,255,485 ",,68.38%
368,府,"1,158 ","1,256,643 ",,68.45%
369,辦,"1,157 ","1,257,800 ",,68.51%
370,神,"1,155 ","1,258,955 ",,68.57%
371,望,"1,150 ","1,260,105 ",,68.64%
372,收,"1,147 ","1,261,252 ",,68.70%
373,網,"1,141 ","1,262,393 ",,68.76%
374,費,"1,139 ","1,263,532 ",,68.82%
375,類,"1,135 ","1,264,667 ",,68.89%
376,視,"1,134 ","1,265,801 ",,68.95%
377,約,"1,133 ","1,266,934 ",,69.01%
378,克,"1,129 ","1,268,063 ",,69.07%
379,眼,"1,122 ","1,269,185 ",,69.13%
380,專,"1,121 ","1,270,306 ",,69.19%
381,育,"1,120 ","1,271,426 ",,69.25%
382,醫,"1,120 ","1,272,546 ",,69.31%
383,味,"1,110 ","1,273,656 ",,69.37%
384,續,"1,105 ","1,274,761 ",,69.43%
385,研,"1,104 ","1,275,865 ",,69.50%
386,步,"1,104 ","1,276,969 ",,69.56%
387,報,"1,102 ","1,278,071 ",,69.62%
388,軍,"1,102 ","1,279,173 ",,69.68%
389,義,"1,099 ","1,280,272 ",,69.74%
390,配,"1,099 ","1,281,371 ",,69.79%
391,告,"1,098 ","1,282,469 ",,69.85%
392,具,"1,094 ","1,283,563 ",,69.91%
393,圖,"1,091 ","1,284,654 ",,69.97%
394,斯,"1,091 ","1,285,745 ",,70.03%
395,校,"1,090 ","1,286,835 ",,70.09%
396,聽,"1,090 ","1,287,925 ",,70.15%
397,門,"1,083 ","1,289,008 ",,70.21%
398,形,"1,081 ","1,290,089 ",,70.27%
399,確,"1,074 ","1,291,163 ",,70.33%
400,即,"1,071 ","1,292,234 ",,70.39%
401,易,"1,068 ","1,293,302 ",,70.44%
402,推,"1,065 ","1,294,367 ",,70.50%
403,權,"1,065 ","1,295,432 ",,70.56%
404,料,"1,064 ","1,296,496 ",,70.62%
405,局,"1,064 ","1,297,560 ",,70.68%
406,底,"1,063 ","1,298,623 ",,70.73%
407,寫,"1,063 ","1,299,686 ",,70.79%
408,共,"1,057 ","1,300,743 ",,70.85%
409,超,"1,056 ","1,301,799 ",,70.91%
410,滿,"1,055 ","1,302,854 ",,70.97%
411,股,"1,055 ","1,303,909 ",,71.02%
412,便,"1,051 ","1,304,960 ",,71.08%
413,營,"1,046 ","1,306,006 ",,71.14%
414,據,"1,044 ","1,307,050 ",,71.19%
415,輕,"1,042 ","1,308,092 ",,71.25%
416,條,"1,041 ","1,309,133 ",,71.31%
417,舉,"1,040 ","1,310,173 ",,71.36%
418,拉,"1,039 ","1,311,212 ",,71.42%
419,音,"1,039 ","1,312,251 ",,71.48%
420,嗎,"1,035 ","1,313,286 ",,71.53%
421,臺,"1,033 ","1,314,319 ",,71.59%
422,六,"1,030 ","1,315,349 ",,71.65%
423,規,"1,029 ","1,316,378 ",,71.70%
424,效,"1,024 ","1,317,402 ",,71.76%
425,請,"1,023 ","1,318,425 ",,71.81%
426,節,"1,022 ","1,319,447 ",,71.87%
427,客,"1,021 ","1,320,468 ",,71.92%
428,取,"1,017 ","1,321,485 ",,71.98%
429,熱,"1,016 ","1,322,501 ",,72.04%
430,治,"1,016 ","1,323,517 ",,72.09%
431,標,"1,004 ","1,324,521 ",,72.15%
432,藝,"1,004 ","1,325,525 ",,72.20%
433,隊,999 ,"1,326,524 ",,72.25%
434,親,998 ,"1,327,522 ",,72.31%
435,參,997 ,"1,328,519 ",,72.36%
436,領,997 ,"1,329,516 ",,72.42%
437,消,990 ,"1,330,506 ",,72.47%
438,聲,984 ,"1,331,490 ",,72.52%
439,透,980 ,"1,332,470 ",,72.58%
440,住,978 ,"1,333,448 ",,72.63%
441,低,975 ,"1,334,423 ",,72.68%
442,驗,974 ,"1,335,397 ",,72.74%
443,際,971 ,"1,336,368 ",,72.79%
444,系,970 ,"1,337,338 ",,72.84%
445,究,968 ,"1,338,306 ",,72.90%
446,講,968 ,"1,339,274 ",,72.95%
447,英,966 ,"1,340,240 ",,73.00%
448,買,962 ,"1,341,202 ",,73.05%
449,顯,960 ,"1,342,162 ",,73.11%
450,兒,959 ,"1,343,121 ",,73.16%
451,字,957 ,"1,344,078 ",,73.21%
452,技,957 ,"1,345,035 ",,73.26%
453,試,956 ,"1,345,991 ",,73.31%
454,怎,955 ,"1,346,946 ",,73.37%
455,昨,955 ,"1,347,901 ",,73.42%
456,喜,951 ,"1,348,852 ",,73.47%
457,言,949 ,"1,349,801 ",,73.52%
458,課,949 ,"1,350,750 ",,73.57%
459,亞,947 ,"1,351,697 ",,73.63%
460,布,947 ,"1,352,644 ",,73.68%
461,思,940 ,"1,353,584 ",,73.73%
462,找,940 ,"1,354,524 ",,73.78%
463,媽,939 ,"1,355,463 ",,73.83%
464,引,938 ,"1,356,401 ",,73.88%
465,功,936 ,"1,357,337 ",,73.93%
466,準,934 ,"1,358,271 ",,73.98%
467,備,933 ,"1,359,204 ",,74.03%
468,響,932 ,"1,360,136 ",,74.09%
469,落,929 ,"1,361,065 ",,74.14%
470,環,925 ,"1,361,990 ",,74.19%
471,八,925 ,"1,362,915 ",,74.24%
472,須,925 ,"1,363,840 ",,74.29%
473,失,924 ,"1,364,764 ",,74.34%
474,裝,923 ,"1,365,687 ",,74.39%
475,雖,920 ,"1,366,607 ",,74.44%
476,狀,918 ,"1,367,525 ",,74.49%
477,房,914 ,"1,368,439 ",,74.54%
478,早,908 ,"1,369,347 ",,74.59%
479,林,908 ,"1,370,255 ",,74.64%
480,境,905 ,"1,371,160 ",,74.69%
481,根,898 ,"1,372,058 ",,74.73%
482,希,896 ,"1,372,954 ",,74.78%
483,態,890 ,"1,373,844 ",,74.83%
484,象,888 ,"1,374,732 ",,74.88%
485,離,887 ,"1,375,619 ",,74.93%
486,況,886 ,"1,376,505 ",,74.98%
487,另,881 ,"1,377,386 ",,75.02%
488,首,881 ,"1,378,267 ",,75.07%
489,越,880 ,"1,379,147 ",,75.12%
490,查,879 ,"1,380,026 ",,75.17%
491,站,878 ,"1,380,904 ",,75.22%
492,角,878 ,"1,381,782 ",,75.26%
493,阿,875 ,"1,382,657 ",,75.31%
494,爭,875 ,"1,383,532 ",,75.36%
495,德,873 ,"1,384,405 ",,75.41%
496,排,871 ,"1,385,276 ",,75.45%
497,搭,871 ,"1,386,147 ",,75.50%
498,夠,870 ,"1,387,017 ",,75.55%
499,供,862 ,"1,387,879 ",,75.60%
500,助,861 ,"1,388,740 ",,75.64%
501,適,859 ,"1,389,599 ",,75.69%
502,識,855 ,"1,390,454 ",,75.74%
503,精,855 ,"1,391,309 ",,75.78%
504,病,853 ,"1,392,162 ",,75.83%
505,率,852 ,"1,393,014 ",,75.88%
506,七,849 ,"1,393,863 ",,75.92%
507,深,847 ,"1,394,710 ",,75.97%
508,甚,844 ,"1,395,554 ",,76.01%
509,寶,844 ,"1,396,398 ",,76.06%
510,細,843 ,"1,397,241 ",,76.11%
511,證,842 ,"1,398,083 ",,76.15%
512,士,840 ,"1,398,923 ",,76.20%
513,拿,838 ,"1,399,761 ",,76.24%
514,半,836 ,"1,400,597 ",,76.29%
515,段,836 ,"1,401,433 ",,76.33%
516,聯,829 ,"1,402,262 ",,76.38%
517,集,825 ,"1,403,087 ",,76.42%
518,器,825 ,"1,403,912 ",,76.47%
519,製,822 ,"1,404,734 ",,76.51%
520,香,821 ,"1,405,555 ",,76.56%
521,歡,820 ,"1,406,375 ",,76.60%
522,官,820 ,"1,407,195 ",,76.65%
523,幫,819 ,"1,408,014 ",,76.69%
524,店,817 ,"1,408,831 ",,76.74%
525,黑,816 ,"1,409,647 ",,76.78%
526,濟,813 ,"1,410,460 ",,76.83%
527,支,811 ,"1,411,271 ",,76.87%
528,係,808 ,"1,412,079 ",,76.91%
529,增,803 ,"1,412,882 ",,76.96%
530,斷,802 ,"1,413,684 ",,77.00%
531,曾,801 ,"1,414,485 ",,77.05%
532,素,800 ,"1,415,285 ",,77.09%
533,免,798 ,"1,416,083 ",,77.13%
534,陸,798 ,"1,416,881 ",,77.18%
535,華,795 ,"1,417,676 ",,77.22%
536,票,795 ,"1,418,471 ",,77.26%
537,命,793 ,"1,419,264 ",,77.31%
538,史,793 ,"1,420,057 ",,77.35%
539,隨,788 ,"1,420,845 ",,77.39%
540,級,785 ,"1,421,630 ",,77.43%
541,肉,785 ,"1,422,415 ",,77.48%
542,劇,780 ,"1,423,195 ",,77.52%
543,遊,778 ,"1,423,973 ",,77.56%
544,爾,778 ,"1,424,751 ",,77.60%
545,極,775 ,"1,425,526 ",,77.65%
546,錯,773 ,"1,426,299 ",,77.69%
547,預,773 ,"1,427,072 ",,77.73%
548,注,770 ,"1,427,842 ",,77.77%
549,協,770 ,"1,428,612 ",,77.81%
550,歷,770 ,"1,429,382 ",,77.86%
551,訊,770 ,"1,430,152 ",,77.90%
552,足,768 ,"1,430,920 ",,77.94%
553,故,763 ,"1,431,683 ",,77.98%
554,項,762 ,"1,432,445 ",,78.02%
555,腦,762 ,"1,433,207 ",,78.07%
556,存,758 ,"1,433,965 ",,78.11%
557,千,758 ,"1,434,723 ",,78.15%
558,錢,757 ,"1,435,480 ",,78.19%
559,值,755 ,"1,436,235 ",,78.23%
560,勢,748 ,"1,436,983 ",,78.27%
561,源,748 ,"1,437,731 ",,78.31%
562,維,748 ,"1,438,479 ",,78.35%
563,層,747 ,"1,439,226 ",,78.39%
