序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
60042,帷慕,1 ,"1,238,530 ",,99.39%
60043,延誚,1 ,"1,238,531 ",,99.39%
60044,姆祖祖,1 ,"1,238,532 ",,99.39%
60045,輟學,1 ,"1,238,533 ",,99.39%
60046,自顧不暇,1 ,"1,238,534 ",,99.39%
60047,團們,1 ,"1,238,535 ",,99.39%
60048,農耕隊,1 ,"1,238,536 ",,99.39%
60049,醫療團,1 ,"1,238,537 ",,99.39%
60050,講師業,1 ,"1,238,538 ",,99.39%
60051,包案,1 ,"1,238,539 ",,99.39%
60052,青創會,1 ,"1,238,540 ",,99.39%
60053,責訊,1 ,"1,238,541 ",,99.39%
60054,杜逞本,1 ,"1,238,542 ",,99.39%
60055,陳文彬,1 ,"1,238,543 ",,99.39%
60056,樓正浩,1 ,"1,238,544 ",,99.39%
60057,膿制,1 ,"1,238,545 ",,99.39%
60058,推展開來,1 ,"1,238,546 ",,99.39%
60059,調適期,1 ,"1,238,547 ",,99.39%
60060,入神,1 ,"1,238,548 ",,99.39%
60061,銅胎拾絲,1 ,"1,238,549 ",,99.39%
60062,琺瑯,1 ,"1,238,550 ",,99.39%
60063,麒麟,1 ,"1,238,551 ",,99.39%
60064,雍正,1 ,"1,238,552 ",,99.39%
60065,龍袍,1 ,"1,238,553 ",,99.39%
60066,實品,1 ,"1,238,554 ",,99.39%
60067,藏品,1 ,"1,238,555 ",,99.39%
60068,林片吟,1 ,"1,238,556 ",,99.39%
60069,詮釋權,1 ,"1,238,557 ",,99.39%
60070,取信,1 ,"1,238,558 ",,99.39%
60071,頑析竣事長,1 ,"1,238,559 ",,99.39%
60072,郭正雄,1 ,"1,238,560 ",,99.39%
60073,李麗圳,1 ,"1,238,561 ",,99.39%
60074,安知,1 ,"1,238,562 ",,99.39%
60075,低底盤,1 ,"1,238,563 ",,99.39%
60076,部復康,1 ,"1,238,564 ",,99.39%
60077,改裝費,1 ,"1,238,565 ",,99.39%
60078,調杳,1 ,"1,238,566 ",,99.39%
60079,評佔,1 ,"1,238,567 ",,99.40%
60080,原住民語,1 ,"1,238,568 ",,99.40%
60081,舊約,1 ,"1,238,569 ",,99.40%
60082,審訂,1 ,"1,238,570 ",,99.40%
60083,語翻,1 ,"1,238,571 ",,99.40%
60084,繹,1 ,"1,238,572 ",,99.40%
60085,神樣,1 ,"1,238,573 ",,99.40%
60086,對照版,1 ,"1,238,574 ",,99.40%
60087,大本,1 ,"1,238,575 ",,99.40%
60088,新約,1 ,"1,238,576 ",,99.40%
60089,翁修恭,1 ,"1,238,577 ",,99.40%
60090,華沙,1 ,"1,238,578 ",,99.40%
60091,研院,1 ,"1,238,579 ",,99.40%
60092,台彎,1 ,"1,238,580 ",,99.40%
60093,水續,1 ,"1,238,581 ",,99.40%
60094,基余會,1 ,"1,238,582 ",,99.40%
60095,觀察員,1 ,"1,238,583 ",,99.40%
60096,土席,1 ,"1,238,584 ",,99.40%
60097,縱督,1 ,"1,238,585 ",,99.40%
60098,打擊座,1 ,"1,238,586 ",,99.40%
60099,擊打,1 ,"1,238,587 ",,99.40%
60100,泡棉,1 ,"1,238,588 ",,99.40%
60101,硬式,1 ,"1,238,589 ",,99.40%
60102,聚居地,1 ,"1,238,590 ",,99.40%
60103,棒委會,1 ,"1,238,591 ",,99.40%
60104,敘薪,1 ,"1,238,592 ",,99.40%
60105,仁善,1 ,"1,238,593 ",,99.40%
60106,強校,1 ,"1,238,594 ",,99.40%
60107,不址,1 ,"1,238,595 ",,99.40%
60108,內門人,1 ,"1,238,596 ",,99.40%
60109,古禮,1 ,"1,238,597 ",,99.40%
60110,內門,1 ,"1,238,598 ",,99.40%
60111,傢愀,1 ,"1,238,599 ",,99.40%
60112,嫁娶,1 ,"1,238,600 ",,99.40%
60113,主家,1 ,"1,238,601 ",,99.40%
60114,吉位,1 ,"1,238,602 ",,99.40%
60115,土灶,1 ,"1,238,603 ",,99.40%
60116,稻作,1 ,"1,238,604 ",,99.40%
60117,起承,1 ,"1,238,605 ",,99.40%
60118,啜,1 ,"1,238,606 ",,99.40%
60119,半晌,1 ,"1,238,607 ",,99.40%
60120,起肖,1 ,"1,238,608 ",,99.40%
60121,台東池,1 ,"1,238,609 ",,99.40%
60122,懇,1 ,"1,238,610 ",,99.40%
60123,象徹,1 ,"1,238,611 ",,99.40%
60124,曬穀,1 ,"1,238,612 ",,99.40%
60125,整們,1 ,"1,238,613 ",,99.40%
60126,耕田,1 ,"1,238,614 ",,99.40%
60127,抽象性,1 ,"1,238,615 ",,99.40%
60128,切入點,1 ,"1,238,616 ",,99.40%
60129,胎衣,1 ,"1,238,617 ",,99.40%
60130,動來動去,1 ,"1,238,618 ",,99.40%
60131,當主,1 ,"1,238,619 ",,99.40%
60132,圓融,1 ,"1,238,620 ",,99.40%
60133,田中央,1 ,"1,238,621 ",,99.40%
60134,心神,1 ,"1,238,622 ",,99.40%
60135,吹了,1 ,"1,238,623 ",,99.40%
60136,講起,1 ,"1,238,624 ",,99.40%
60137,發語詞,1 ,"1,238,625 ",,99.40%
60138,鄉親場,1 ,"1,238,626 ",,99.40%
60139,黑膠,1 ,"1,238,627 ",,99.40%
60140,蜿,1 ,"1,238,628 ",,99.40%
60141,池上人,1 ,"1,238,629 ",,99.40%
60142,檐,1 ,"1,238,630 ",,99.40%
60143,營運權,1 ,"1,238,631 ",,99.40%
60144,二十多億,1 ,"1,238,632 ",,99.40%
60145,重工,1 ,"1,238,633 ",,99.40%
60146,質押,1 ,"1,238,634 ",,99.40%
60147,一無所有,1 ,"1,238,635 ",,99.40%
60148,情糕,1 ,"1,238,636 ",,99.40%
60149,潰散,1 ,"1,238,637 ",,99.40%
60150,燃眉之急,1 ,"1,238,638 ",,99.40%
60151,緞造廠,1 ,"1,238,639 ",,99.40%
60152,銷們,1 ,"1,238,640 ",,99.40%
60153,年榮,1 ,"1,238,641 ",,99.40%
60154,鋼市,1 ,"1,238,642 ",,99.40%
60155,前車之鑑,1 ,"1,238,643 ",,99.40%
60156,機械系,1 ,"1,238,644 ",,99.40%
60157,鬥檻,1 ,"1,238,645 ",,99.40%
60158,總戲,1 ,"1,238,646 ",,99.40%
60159,威爾許,1 ,"1,238,647 ",,99.40%
60160,大瞻從出,1 ,"1,238,648 ",,99.40%
60161,應允,1 ,"1,238,649 ",,99.40%
60162,莫瑞斯,1 ,"1,238,650 ",,99.40%
60163,登基金會,1 ,"1,238,651 ",,99.40%
60164,歐姬芙,1 ,"1,238,652 ",,99.40%
60165,柯奈爾,1 ,"1,238,653 ",,99.40%
60166,攝體,1 ,"1,238,654 ",,99.40%
60167,鬥牛士,1 ,"1,238,655 ",,99.40%
60168,扭捏,1 ,"1,238,656 ",,99.40%
60169,阿爾梅瑞莎,1 ,"1,238,657 ",,99.40%
60170,奧利維,1 ,"1,238,658 ",,99.40%
60171,權威感,1 ,"1,238,659 ",,99.40%
60172,掛名,1 ,"1,238,660 ",,99.40%
60173,視覺館,1 ,"1,238,661 ",,99.40%
60174,南藝大,1 ,"1,238,662 ",,99.40%
60175,李肇修,1 ,"1,238,663 ",,99.40%
60176,政院長,1 ,"1,238,664 ",,99.40%
60177,龔卓軍,1 ,"1,238,665 ",,99.40%
60178,洪東祿,1 ,"1,238,666 ",,99.40%
60179,張秉正,1 ,"1,238,667 ",,99.40%
60180,陳明德,1 ,"1,238,668 ",,99.40%
60181,蘇婉婷,1 ,"1,238,669 ",,99.40%
60182,拉馬,1 ,"1,238,670 ",,99.40%
60183,陳宜鍾,1 ,"1,238,671 ",,99.40%
60184,焦聖偉,1 ,"1,238,672 ",,99.40%
60185,曾玉冰,1 ,"1,238,673 ",,99.40%
60186,陳冠章,1 ,"1,238,674 ",,99.40%
60187,中青輩,1 ,"1,238,675 ",,99.40%
60188,來者,1 ,"1,238,676 ",,99.40%
60189,徐文瑞,1 ,"1,238,677 ",,99.40%
60190,張乃文,1 ,"1,238,678 ",,99.40%
60191,潘娉玉,1 ,"1,238,679 ",,99.40%
60192,彰師大,1 ,"1,238,680 ",,99.40%
60193,吳介祥,1 ,"1,238,681 ",,99.40%
60194,潘大謙,1 ,"1,238,682 ",,99.40%
60195,雲科大,1 ,"1,238,683 ",,99.40%
60196,台藝大,1 ,"1,238,684 ",,99.40%
60197,高師大,1 ,"1,238,685 ",,99.40%
60198,正修科,1 ,"1,238,686 ",,99.40%
60199,南藝,1 ,"1,238,687 ",,99.40%
60200,產值化,1 ,"1,238,688 ",,99.40%
60201,龔卓鈞,1 ,"1,238,689 ",,99.40%
60202,陳維峯,1 ,"1,238,690 ",,99.40%
60203,語心,1 ,"1,238,691 ",,99.41%
60204,陳傳興,1 ,"1,238,692 ",,99.41%
60205,狂舞,1 ,"1,238,693 ",,99.41%
60206,黃建宏,1 ,"1,238,694 ",,99.41%
60207,教育性,1 ,"1,238,695 ",,99.41%
60208,慣習,1 ,"1,238,696 ",,99.41%
60209,提上,1 ,"1,238,697 ",,99.41%
60210,合做,1 ,"1,238,698 ",,99.41%
60211,枥木,1 ,"1,238,699 ",,99.41%
60212,一騰塔莉,1 ,"1,238,700 ",,99.41%
60213,部斷,1 ,"1,238,701 ",,99.41%
60214,琉球藩,1 ,"1,238,702 ",,99.41%
60215,沖繩縣,1 ,"1,238,703 ",,99.41%
60216,諷諭,1 ,"1,238,704 ",,99.41%
60217,懸命,1 ,"1,238,705 ",,99.41%
60218,反身性,1 ,"1,238,706 ",,99.41%
60219,石川真生,1 ,"1,238,707 ",,99.41%
60220,金武町,1 ,"1,238,708 ",,99.41%
60221,菲律賓性,1 ,"1,238,709 ",,99.41%
60222,舞女,1 ,"1,238,710 ",,99.41%
60223,碧瑤,1 ,"1,238,711 ",,99.41%
60224,北澤樂天,1 ,"1,238,712 ",,99.41%
60225,手塚治蟲,1 ,"1,238,713 ",,99.41%
60226,北澤樂,1 ,"1,238,714 ",,99.41%
60227,天門,1 ,"1,238,715 ",,99.41%
60228,歌子,1 ,"1,238,716 ",,99.41%
60229,權藤薰,1 ,"1,238,717 ",,99.41%
60230,照射過來,1 ,"1,238,718 ",,99.41%
60231,入畫,1 ,"1,238,719 ",,99.41%
60232,喜悅感,1 ,"1,238,720 ",,99.41%
60233,藤島武二,1 ,"1,238,721 ",,99.41%
60234,雷諾瓦,1 ,"1,238,722 ",,99.41%
60235,輪廓線,1 ,"1,238,723 ",,99.41%
60236,學院派,1 ,"1,238,724 ",,99.41%
60237,淺井忠,1 ,"1,238,725 ",,99.41%
60238,文彩,1 ,"1,238,726 ",,99.41%
60239,志賀直哉,1 ,"1,238,727 ",,99.41%
60240,兒島喜九郎,1 ,"1,238,728 ",,99.41%
60241,交遊,1 ,"1,238,729 ",,99.41%
60242,外國語,1 ,"1,238,730 ",,99.41%
60243,藤島武二門,1 ,"1,238,731 ",,99.41%
60244,志賀,1 ,"1,238,732 ",,99.41%
60245,兒島,1 ,"1,238,733 ",,99.41%
60246,拼貼式,1 ,"1,238,734 ",,99.41%
60247,美而茲美學,1 ,"1,238,735 ",,99.41%
60248,凸版,1 ,"1,238,736 ",,99.41%
60249,印刷家,1 ,"1,238,737 ",,99.41%
60250,顛沛流離,1 ,"1,238,738 ",,99.41%
60251,迎春,1 ,"1,238,739 ",,99.41%
60252,改念,1 ,"1,238,740 ",,99.41%
60253,一百五十餘,1 ,"1,238,741 ",,99.41%
60254,德勒斯登,1 ,"1,238,742 ",,99.41%
60255,警醒,1 ,"1,238,743 ",,99.41%
60256,創作觀,1 ,"1,238,744 ",,99.41%
60257,表現派,1 ,"1,238,745 ",,99.41%
60258,安娜花,1 ,"1,238,746 ",,99.41%
60259,目地,1 ,"1,238,747 ",,99.41%
60260,手推車輪,1 ,"1,238,748 ",,99.41%
60261,鐵絲網,1 ,"1,238,749 ",,99.41%
60262,相等權,1 ,"1,238,750 ",,99.41%
60263,抨擊為,1 ,"1,238,751 ",,99.41%
60264,藝術加,1 ,"1,238,752 ",,99.41%
60265,關入,1 ,"1,238,753 ",,99.41%
60266,居留營,1 ,"1,238,754 ",,99.41%
60267,撕油氈,1 ,"1,238,755 ",,99.41%
60268,致敬團,1 ,"1,238,756 ",,99.41%
60269,事工,1 ,"1,238,757 ",,99.41%
60270,楊英,1 ,"1,238,758 ",,99.41%
60271,風子,1 ,"1,238,759 ",,99.41%
60272,撫大,1 ,"1,238,760 ",,99.41%
60273,于斌,1 ,"1,238,761 ",,99.41%
60274,旅義,1 ,"1,238,762 ",,99.41%
60275,雕展,1 ,"1,238,763 ",,99.41%
60276,金手獎,1 ,"1,238,764 ",,99.41%
60277,石雕展,1 ,"1,238,765 ",,99.41%
60278,面堆,1 ,"1,238,766 ",,99.41%
60279,大理,1 ,"1,238,767 ",,99.41%
60280,碎石片,1 ,"1,238,768 ",,99.41%
60281,室界,1 ,"1,238,769 ",,99.41%
60282,中華民國館,1 ,"1,238,770 ",,99.41%
60283,葉公超,1 ,"1,238,771 ",,99.41%
60284,貝聿銘,1 ,"1,238,772 ",,99.41%
60285,日以繼夜,1 ,"1,238,773 ",,99.41%
60286,定稿,1 ,"1,238,774 ",,99.41%
60287,散金,1 ,"1,238,775 ",,99.41%
60288,塗繪,1 ,"1,238,776 ",,99.41%
60289,火鳥,1 ,"1,238,777 ",,99.41%
60290,正果,1 ,"1,238,778 ",,99.41%
60291,時尚界,1 ,"1,238,779 ",,99.41%
60292,獵取,1 ,"1,238,780 ",,99.41%
60293,平實性,1 ,"1,238,781 ",,99.41%
60294,劇情性,1 ,"1,238,782 ",,99.41%
60295,反轉成,1 ,"1,238,783 ",,99.41%
60296,數據面,1 ,"1,238,784 ",,99.41%
60297,藝評,1 ,"1,238,785 ",,99.41%
60298,抽象面,1 ,"1,238,786 ",,99.41%
60299,蘇富比,1 ,"1,238,787 ",,99.41%
60300,菲力普德普利,1 ,"1,238,788 ",,99.41%
60301,攝影史,1 ,"1,238,789 ",,99.41%
60302,評論界,1 ,"1,238,790 ",,99.41%
60303,突顯出來,1 ,"1,238,791 ",,99.41%
60304,廣告家,1 ,"1,238,792 ",,99.41%
60305,月出,1 ,"1,238,793 ",,99.41%
60306,查里,1 ,"1,238,794 ",,99.41%
60307,珍稀性,1 ,"1,238,795 ",,99.41%
60308,直接式,1 ,"1,238,796 ",,99.41%
60309,保囉,1 ,"1,238,797 ",,99.41%
60310,史翠德,1 ,"1,238,798 ",,99.41%
60311,寫實性,1 ,"1,238,799 ",,99.41%
60312,絕倫,1 ,"1,238,800 ",,99.41%
60313,人像照,1 ,"1,238,801 ",,99.41%
60314,鉑鈀印,1 ,"1,238,802 ",,99.41%
60315,大時曼雷,1 ,"1,238,803 ",,99.41%
60316,影中人,1 ,"1,238,804 ",,99.41%
60317,淚珠,1 ,"1,238,805 ",,99.41%
60318,行來,1 ,"1,238,806 ",,99.41%
60319,家專,1 ,"1,238,807 ",,99.41%
60320,樂利,1 ,"1,238,808 ",,99.41%
60321,家政,1 ,"1,238,809 ",,99.41%
60322,三子,1 ,"1,238,810 ",,99.41%
60323,官政能,1 ,"1,238,811 ",,99.41%
60324,桔禾,1 ,"1,238,812 ",,99.41%
60325,謀合,1 ,"1,238,813 ",,99.41%
60326,步跡,1 ,"1,238,814 ",,99.41%
60327,寮路,1 ,"1,238,815 ",,99.41%
60328,工房,1 ,"1,238,816 ",,99.42%
60329,陶藝課,1 ,"1,238,817 ",,99.42%
60330,坯,1 ,"1,238,818 ",,99.42%
60331,木工課,1 ,"1,238,819 ",,99.42%
60332,刨平,1 ,"1,238,820 ",,99.42%
60333,攝影課,1 ,"1,238,821 ",,99.42%
60334,暗房,1 ,"1,238,822 ",,99.42%
60335,訓練出,1 ,"1,238,823 ",,99.42%
60336,類組,1 ,"1,238,824 ",,99.42%
60337,狂躁,1 ,"1,238,825 ",,99.42%
60338,年計,1 ,"1,238,826 ",,99.42%
60339,晦暗,1 ,"1,238,827 ",,99.42%
60340,解離出來,1 ,"1,238,828 ",,99.42%
60341,身限,1 ,"1,238,829 ",,99.42%
60342,泥沼,1 ,"1,238,830 ",,99.42%
60343,繪畫性,1 ,"1,238,831 ",,99.42%
60344,驚鴻一瞥,1 ,"1,238,832 ",,99.42%
60345,靜物畫,1 ,"1,238,833 ",,99.42%
60346,背對,1 ,"1,238,834 ",,99.42%
60347,滲透出,1 ,"1,238,835 ",,99.42%
60348,噴發出來,1 ,"1,238,836 ",,99.42%
60349,邊緣性,1 ,"1,238,837 ",,99.42%
60350,剝離出,1 ,"1,238,838 ",,99.42%
60351,召喚出,1 ,"1,238,839 ",,99.42%
60352,布樣,1 ,"1,238,840 ",,99.42%
60353,彩繪師,1 ,"1,238,841 ",,99.42%
60354,白坏,1 ,"1,238,842 ",,99.42%
60355,鎏金,1 ,"1,238,843 ",,99.42%
60356,紋飾,1 ,"1,238,844 ",,99.42%
60357,陶博館,1 ,"1,238,845 ",,99.42%
60358,創作意,1 ,"1,238,846 ",,99.42%
60359,陶工科,1 ,"1,238,847 ",,99.42%
60360,釉料,1 ,"1,238,848 ",,99.42%
60361,試土性,1 ,"1,238,849 ",,99.42%
60362,手捏壺,1 ,"1,238,850 ",,99.42%
60363,丹陽工坊,1 ,"1,238,851 ",,99.42%
60364,許旭倫,1 ,"1,238,852 ",,99.42%
60365,花器,1 ,"1,238,853 ",,99.42%
60366,創意化,1 ,"1,238,854 ",,99.42%
60367,名陶,1 ,"1,238,855 ",,99.42%
60368,欽州,1 ,"1,238,856 ",,99.42%
60369,坭興陶,1 ,"1,238,857 ",,99.42%
60370,榮昌,1 ,"1,238,858 ",,99.42%
60371,水紫陶,1 ,"1,238,859 ",,99.42%
60372,低調性,1 ,"1,238,860 ",,99.42%
60373,精妙,1 ,"1,238,861 ",,99.42%
60374,聞名遐邇,1 ,"1,238,862 ",,99.42%
60375,入列,1 ,"1,238,863 ",,99.42%
60376,彝族,1 ,"1,238,864 ",,99.42%
60377,傣,1 ,"1,238,865 ",,99.42%
60378,苗族,1 ,"1,238,866 ",,99.42%
60379,連片,1 ,"1,238,867 ",,99.42%
60380,一千兩百,1 ,"1,238,868 ",,99.42%
60381,鋤,1 ,"1,238,869 ",,99.42%
60382,險要,1 ,"1,238,870 ",,99.42%
60383,天水,1 ,"1,238,871 ",,99.42%
60384,稻苗,1 ,"1,238,872 ",,99.42%
60385,奮長,1 ,"1,238,873 ",,99.42%
60386,金浪,1 ,"1,238,874 ",,99.42%
60387,籟,1 ,"1,238,875 ",,99.42%
60388,名邦,1 ,"1,238,876 ",,99.42%
60389,庭廟,1 ,"1,238,877 ",,99.42%
60390,朝陽樓,1 ,"1,238,878 ",,99.42%
60391,水文廟,1 ,"1,238,879 ",,99.42%
60392,翡,1 ,"1,238,880 ",,99.42%
60393,文房四寶,1 ,"1,238,881 ",,99.42%
60394,深度感,1 ,"1,238,882 ",,99.42%
60395,陶藝家,1 ,"1,238,883 ",,99.42%
60396,打磨,1 ,"1,238,884 ",,99.42%
60397,費工費力,1 ,"1,238,885 ",,99.42%
60398,子濤,1 ,"1,238,886 ",,99.42%
60399,礦土,1 ,"1,238,887 ",,99.42%
60400,陶人,1 ,"1,238,888 ",,99.42%
60401,馴養,1 ,"1,238,889 ",,99.42%
60402,搗成,1 ,"1,238,890 ",,99.42%
60403,淘洗,1 ,"1,238,891 ",,99.42%
60404,土田麥僊,1 ,"1,238,892 ",,99.42%
60405,村上華岳,1 ,"1,238,893 ",,99.42%
60406,紫峰,1 ,"1,238,894 ",,99.42%
60407,野長,1 ,"1,238,895 ",,99.42%
60408,瀨晚花,1 ,"1,238,896 ",,99.42%
60409,小野竹喬,1 ,"1,238,897 ",,99.42%
60410,摘除,1 ,"1,238,898 ",,99.42%
60411,土田麥僊君,1 ,"1,238,899 ",,99.42%
60412,鍥而不捨,1 ,"1,238,900 ",,99.42%
60413,居南,1 ,"1,238,901 ",,99.42%
60414,禪寺,1 ,"1,238,902 ",,99.42%
60415,法皇寺,1 ,"1,238,903 ",,99.42%
60416,張掛,1 ,"1,238,904 ",,99.42%
60417,喧騰,1 ,"1,238,905 ",,99.42%
60418,宮內廳,1 ,"1,238,906 ",,99.42%
60419,門庭若市,1 ,"1,238,907 ",,99.42%
60420,大分,1 ,"1,238,908 ",,99.42%
60421,遠颺,1 ,"1,238,909 ",,99.42%
60422,谷口緹,1 ,"1,238,910 ",,99.42%
60423,聘為,1 ,"1,238,911 ",,99.42%
60424,動性,1 ,"1,238,912 ",,99.42%
60425,劉生,1 ,"1,238,913 ",,99.42%
60426,未來派,1 ,"1,238,914 ",,99.42%
60427,美術院,1 ,"1,238,915 ",,99.42%
60428,融會,1 ,"1,238,916 ",,99.42%
60429,朦朧體,1 ,"1,238,917 ",,99.42%
60430,基出,1 ,"1,238,918 ",,99.42%
60431,速水御舟,1 ,"1,238,919 ",,99.42%
60432,表現力,1 ,"1,238,920 ",,99.42%
60433,狩野派,1 ,"1,238,921 ",,99.42%
60434,差意,1 ,"1,238,922 ",,99.42%
60435,匯歸到,1 ,"1,238,923 ",,99.42%
60436,院展,1 ,"1,238,924 ",,99.42%
60437,春陽會,1 ,"1,238,925 ",,99.42%
60438,注到,1 ,"1,238,926 ",,99.42%
60439,熱海箱根,1 ,"1,238,927 ",,99.42%
60440,畫集,1 ,"1,238,928 ",,99.42%
60441,洋一如,1 ,"1,238,929 ",,99.42%
60442,放映室,1 ,"1,238,930 ",,99.42%
60443,缺漏,1 ,"1,238,931 ",,99.42%
60444,留痕,1 ,"1,238,932 ",,99.42%
60445,蒙特婁到,1 ,"1,238,933 ",,99.42%
60446,傳世,1 ,"1,238,934 ",,99.42%
60447,連結到,1 ,"1,238,935 ",,99.42%
60448,街市,1 ,"1,238,936 ",,99.42%
60449,參觀證,1 ,"1,238,937 ",,99.42%
60450,巡場,1 ,"1,238,938 ",,99.42%
60451,相望,1 ,"1,238,939 ",,99.42%
60452,曠世,1 ,"1,238,940 ",,99.43%
60453,觸點,1 ,"1,238,941 ",,99.43%
60454,林布蘭特,1 ,"1,238,942 ",,99.43%
60455,髑,1 ,"1,238,943 ",,99.43%
60456,髏地,1 ,"1,238,944 ",,99.43%
60457,自抒己見,1 ,"1,238,945 ",,99.43%
60458,丁點,1 ,"1,238,946 ",,99.43%
60459,軍帽,1 ,"1,238,947 ",,99.43%
60460,著力點,1 ,"1,238,948 ",,99.43%
60461,虛度,1 ,"1,238,949 ",,99.43%
60462,畫法,1 ,"1,238,950 ",,99.43%
60463,靈感性,1 ,"1,238,951 ",,99.43%
60464,廢寢忘食,1 ,"1,238,952 ",,99.43%
60465,不輟,1 ,"1,238,953 ",,99.43%
60466,形色線,1 ,"1,238,954 ",,99.43%
60467,意趣,1 ,"1,238,955 ",,99.43%
60468,近觀,1 ,"1,238,956 ",,99.43%
60469,遠望,1 ,"1,238,957 ",,99.43%
60470,意態,1 ,"1,238,958 ",,99.43%
60471,不拘,1 ,"1,238,959 ",,99.43%
60472,基處,1 ,"1,238,960 ",,99.43%
60473,色彩感,1 ,"1,238,961 ",,99.43%
60474,圖式,1 ,"1,238,962 ",,99.43%
60475,縈繞,1 ,"1,238,963 ",,99.43%
60476,淺入,1 ,"1,238,964 ",,99.43%
60477,深出,1 ,"1,238,965 ",,99.43%
60478,高談闊論,1 ,"1,238,966 ",,99.43%
60479,唬人,1 ,"1,238,967 ",,99.43%
60480,楊世芝,1 ,"1,238,968 ",,99.43%
60481,塗鴉式,1 ,"1,238,969 ",,99.43%
60482,驟變,1 ,"1,238,970 ",,99.43%
60483,回觀,1 ,"1,238,971 ",,99.43%
60484,錢後後,1 ,"1,238,972 ",,99.43%
60485,陳規,1 ,"1,238,973 ",,99.43%
60486,整體觀,1 ,"1,238,974 ",,99.43%
60487,張瑞芬,1 ,"1,238,975 ",,99.43%
60488,陰柔,1 ,"1,238,976 ",,99.43%
60489,嚮慕,1 ,"1,238,977 ",,99.43%
60490,二體,1 ,"1,238,978 ",,99.43%
60491,龍瑛宗,1 ,"1,238,979 ",,99.43%
60492,因惑,1 ,"1,238,980 ",,99.43%
60493,解魅,1 ,"1,238,981 ",,99.43%
60494,傍身,1 ,"1,238,982 ",,99.43%
60495,葉珊散文集,1 ,"1,238,983 ",,99.43%
60496,魯迅,1 ,"1,238,984 ",,99.43%
60497,王孝廉,1 ,"1,238,985 ",,99.43%
60498,割讓給,1 ,"1,238,986 ",,99.43%
60499,迷離,1 ,"1,238,987 ",,99.43%
60500,許達然,1 ,"1,238,988 ",,99.43%
60501,句法,1 ,"1,238,989 ",,99.43%
60502,融冶,1 ,"1,238,990 ",,99.43%
60503,商禽,1 ,"1,238,991 ",,99.43%
60504,沈臨彬,1 ,"1,238,992 ",,99.43%
60505,表白,1 ,"1,238,993 ",,99.43%
60506,泰瑪手記,1 ,"1,238,994 ",,99.43%
60507,決絕,1 ,"1,238,995 ",,99.43%
60508,無怨無悔,1 ,"1,238,996 ",,99.43%
60509,大氣魄,1 ,"1,238,997 ",,99.43%
60510,樓閣,1 ,"1,238,998 ",,99.43%
60511,並行不悖,1 ,"1,238,999 ",,99.43%
60512,仰德大道,1 ,"1,239,000 ",,99.43%
60513,胡品,1 ,"1,239,001 ",,99.43%
60514,清家,1 ,"1,239,002 ",,99.43%
60515,人造花,1 ,"1,239,003 ",,99.43%
60516,旅返,1 ,"1,239,004 ",,99.43%
60517,發窘,1 ,"1,239,005 ",,99.43%
60518,水潭,1 ,"1,239,006 ",,99.43%
60519,詩選,1 ,"1,239,007 ",,99.43%
