字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
1,的,"61,805 ","61,805 ",9.21%,3.60%
2,是,"24,437 ","86,242 ",12.86%,5.02%
3,一,"22,291 ","108,533 ",16.18%,6.32%
4,不,"17,837 ","126,370 ",18.84%,7.36%
5,有,"16,644 ","143,014 ",21.32%,8.33%
6,在,"14,501 ","157,515 ",23.48%,9.17%
7,人,"13,902 ","171,417 ",25.56%,9.98%
8,我,"12,461 ","183,878 ",27.41%,10.70%
9,這,"11,039 ","194,917 ",29.06%,11.35%
10,了,"10,122 ","205,039 ",30.57%,11.94%
11,以,"10,112 ","215,151 ",32.08%,12.53%
12,大,"9,785 ","224,936 ",33.53%,13.10%
13,個,"9,716 ","234,652 ",34.98%,13.66%
14,會,"9,634 ","244,286 ",36.42%,14.22%
15,為,"9,568 ","253,854 ",37.85%,14.78%
16,來,"9,376 ","263,230 ",39.24%,15.32%
17,就,"9,272 ","272,502 ",40.63%,15.86%
18,到,"8,999 ","281,501 ",41.97%,16.39%
19,他,"8,645 ","290,146 ",43.26%,16.89%
20,要,"8,276 ","298,422 ",44.49%,17.37%
21,時,"8,100 ","306,522 ",45.70%,17.85%
22,上,"8,084 ","314,606 ",46.90%,18.32%
23,中,"7,742 ","322,348 ",48.06%,18.77%
24,年,"7,667 ","330,015 ",49.20%,19.21%
25,國,"7,635 ","337,650 ",50.34%,19.66%
26,也,"7,545 ","345,195 ",51.46%,20.10%
27,可,"7,384 ","352,579 ",52.56%,20.53%
28,出,"6,878 ","359,457 ",53.59%,20.93%
29,能,"6,363 ","365,820 ",54.54%,21.30%
30,們,"6,331 ","372,151 ",55.48%,21.67%
31,成,"6,175 ","378,326 ",56.40%,22.03%
32,生,"6,081 ","384,407 ",57.31%,22.38%
33,多,"5,964 ","390,371 ",58.20%,22.73%
34,後,"5,905 ","396,276 ",59.08%,23.07%
35,自,"5,879 ","402,155 ",59.95%,23.41%
36,對,"5,817 ","407,972 ",60.82%,23.75%
37,都,"5,791 ","413,763 ",61.68%,24.09%
38,家,"5,534 ","419,297 ",62.51%,24.41%
39,過,"5,442 ","424,739 ",63.32%,24.73%
40,下,"5,225 ","429,964 ",64.10%,25.03%
41,好,"5,168 ","435,132 ",64.87%,25.33%
42,說,"5,020 ","440,152 ",65.62%,25.62%
43,與,"5,001 ","445,153 ",66.36%,25.92%
44,得,"4,962 ","450,115 ",67.10%,26.20%
45,地,"4,911 ","455,026 ",67.84%,26.49%
46,台,"4,905 ","459,931 ",68.57%,26.78%
47,你,"4,826 ","464,757 ",69.29%,27.06%
48,子,"4,799 ","469,556 ",70.00%,27.34%
49,用,"4,729 ","474,285 ",70.71%,27.61%
50,學,"4,672 ","478,957 ",71.40%,27.88%
51,現,"4,572 ","483,529 ",72.09%,28.15%
52,發,"4,545 ","488,074 ",72.76%,28.41%
53,和,"4,476 ","492,550 ",73.43%,28.68%
54,因,"4,473 ","497,023 ",74.10%,28.94%
55,而,"4,465 ","501,488 ",74.76%,29.20%
56,動,"4,457 ","505,945 ",75.43%,29.45%
57,天,"4,384 ","510,329 ",76.08%,29.71%
58,之,"4,340 ","514,669 ",76.73%,29.96%
59,還,"4,318 ","518,987 ",77.37%,30.21%
60,所,"4,301 ","523,288 ",78.01%,30.46%
61,分,"4,292 ","527,580 ",78.65%,30.71%
62,最,"4,212 ","531,792 ",79.28%,30.96%
63,但,"4,165 ","535,957 ",79.90%,31.20%
64,很,"4,160 ","540,117 ",80.52%,31.44%
65,當,"4,125 ","544,242 ",81.14%,31.68%
66,小,"4,057 ","548,299 ",81.74%,31.92%
67,於,"4,012 ","552,311 ",82.34%,32.15%
68,開,"4,006 ","556,317 ",82.94%,32.39%
69,方,"3,959 ","560,276 ",83.53%,32.62%
70,行,"3,953 ","564,229 ",84.12%,32.85%
71,心,"3,945 ","568,174 ",84.70%,33.08%
72,法,"3,935 ","572,109 ",85.29%,33.31%
73,作,"3,933 ","576,042 ",85.88%,33.54%
74,那,"3,930 ","579,972 ",86.46%,33.76%
75,如,"3,916 ","583,888 ",87.05%,33.99%
76,沒,"3,910 ","587,798 ",87.63%,34.22%
77,前,"3,874 ","591,672 ",88.21%,34.45%
78,然,"3,791 ","595,463 ",88.77%,34.67%
79,看,"3,785 ","599,248 ",89.34%,34.89%
80,力,"3,742 ","602,990 ",89.90%,35.10%
81,經,"3,728 ","606,718 ",90.45%,35.32%
82,事,"3,550 ","610,268 ",90.98%,35.53%
83,想,"3,546 ","613,814 ",91.51%,35.73%
84,高,"3,545 ","617,359 ",92.04%,35.94%
85,面,"3,517 ","620,876 ",92.56%,36.15%
86,長,"3,517 ","624,393 ",93.09%,36.35%
87,著,"3,501 ","627,894 ",93.61%,36.55%
88,麼,"3,483 ","631,377 ",94.13%,36.76%
89,本,"3,450 ","634,827 ",94.64%,36.96%
90,去,"3,445 ","638,272 ",95.16%,37.16%
91,美,"3,344 ","641,616 ",95.65%,37.35%
92,同,"3,331 ","644,947 ",96.15%,37.55%
93,公,"3,257 ","648,204 ",96.64%,37.74%
94,其,"3,254 ","651,458 ",97.12%,37.93%
95,定,"3,238 ","654,696 ",97.60%,38.11%
96,起,"3,232 ","657,928 ",98.09%,38.30%
97,外,"3,221 ","661,149 ",98.57%,38.49%
98,體,"3,211 ","664,360 ",99.04%,38.68%
99,讓,"3,209 ","667,569 ",99.52%,38.86%
100,民,"3,200 ","670,769 ",100.00%,39.05%
101,全,"3,159 ","673,928 ",,39.23%
102,日,"3,159 ","677,087 ",,39.42%
103,只,"3,118 ","680,205 ",,39.60%
104,實,"3,104 ","683,309 ",,39.78%
105,點,"3,088 ","686,397 ",,39.96%
106,重,"3,061 ","689,458 ",,40.14%
107,間,"3,052 ","692,510 ",,40.32%
108,新,"3,044 ","695,554 ",,40.49%
109,進,"2,991 ","698,545 ",,40.67%
110,樣,"2,990 ","701,535 ",,40.84%
111,或,"2,919 ","704,454 ",,41.01%
112,部,"2,912 ","707,366 ",,41.18%
113,十,"2,896 ","710,262 ",,41.35%
114,場,"2,891 ","713,153 ",,41.52%
115,業,"2,869 ","716,022 ",,41.69%
116,感,"2,860 ","718,882 ",,41.85%
117,加,"2,853 ","721,735 ",,42.02%
118,更,"2,852 ","724,587 ",,42.18%
119,等,"2,852 ","727,439 ",,42.35%
120,手,"2,848 ","730,287 ",,42.52%
121,度,"2,848 ","733,135 ",,42.68%
122,三,"2,818 ","735,953 ",,42.85%
123,種,"2,781 ","738,734 ",,43.01%
124,無,"2,776 ","741,510 ",,43.17%
125,己,"2,763 ","744,273 ",,43.33%
126,文,"2,725 ","746,998 ",,43.49%
127,果,"2,718 ","749,716 ",,43.65%
128,機,"2,702 ","752,418 ",,43.80%
129,從,"2,693 ","755,111 ",,43.96%
130,灣,"2,689 ","757,800 ",,44.12%
131,理,"2,688 ","760,488 ",,44.27%
132,主,"2,687 ","763,175 ",,44.43%
133,意,"2,670 ","765,845 ",,44.59%
134,情,"2,651 ","768,496 ",,44.74%
135,市,"2,616 ","771,112 ",,44.89%
136,比,"2,592 ","773,704 ",,45.04%
137,水,"2,588 ","776,292 ",,45.19%
138,做,"2,574 ","778,866 ",,45.34%
139,將,"2,572 ","781,438 ",,45.49%
140,道,"2,554 ","783,992 ",,45.64%
141,此,"2,549 ","786,541 ",,45.79%
142,二,"2,547 ","789,088 ",,45.94%
143,化,"2,542 ","791,630 ",,46.09%
144,些,"2,540 ","794,170 ",,46.23%
145,兩,"2,536 ","796,706 ",,46.38%
146,及,"2,533 ","799,239 ",,46.53%
147,常,"2,532 ","801,771 ",,46.68%
148,政,"2,517 ","804,288 ",,46.82%
149,者,"2,509 ","806,797 ",,46.97%
150,身,"2,468 ","809,265 ",,47.11%
151,性,"2,462 ","811,727 ",,47.26%
152,物,"2,424 ","814,151 ",,47.40%
153,工,"2,409 ","816,560 ",,47.54%
154,裡,"2,353 ","818,913 ",,47.68%
155,相,"2,352 ","821,265 ",,47.81%
156,品,"2,347 ","823,612 ",,47.95%
157,合,"2,346 ","825,958 ",,48.09%
158,入,"2,305 ","828,263 ",,48.22%
159,代,"2,302 ","830,565 ",,48.35%
160,金,"2,292 ","832,857 ",,48.49%
161,表,"2,282 ","835,139 ",,48.62%
162,關,"2,265 ","837,404 ",,48.75%
163,次,"2,261 ","839,665 ",,48.88%
164,內,"2,244 ","841,909 ",,49.01%
165,被,"2,239 ","844,148 ",,49.14%
166,位,"2,152 ","846,300 ",,49.27%
167,再,"2,151 ","848,451 ",,49.39%
168,正,"2,142 ","850,593 ",,49.52%
169,應,"2,123 ","852,716 ",,49.64%
170,式,"2,121 ","854,837 ",,49.77%
171,氣,"2,118 ","856,955 ",,49.89%
172,名,"2,111 ","859,066 ",,50.01%
173,才,"2,107 ","861,173 ",,50.14%
174,選,"2,103 ","863,276 ",,50.26%
175,變,"2,099 ","865,375 ",,50.38%
176,她,"2,095 ","867,470 ",,50.50%
177,第,"2,079 ","869,549 ",,50.62%
178,回,"2,074 ","871,623 ",,50.74%
179,期,"2,058 ","873,681 ",,50.86%
180,已,"2,050 ","875,731 ",,50.98%
181,像,"2,043 ","877,774 ",,51.10%
182,月,"2,043 ","879,817 ",,51.22%
183,老,"2,040 ","881,857 ",,51.34%
184,明,"2,034 ","883,891 ",,51.46%
185,頭,"2,025 ","885,916 ",,51.58%
186,提,"2,024 ","887,940 ",,51.69%
187,跟,"2,021 ","889,961 ",,51.81%
188,教,"2,010 ","891,971 ",,51.93%
189,資,"2,005 ","893,976 ",,52.05%
190,產,"2,002 ","895,978 ",,52.16%
191,色,"1,972 ","897,950 ",,52.28%
192,利,"1,970 ","899,920 ",,52.39%
193,樂,"1,969 ","901,889 ",,52.51%
194,特,"1,962 ","903,851 ",,52.62%
195,立,"1,958 ","905,809 ",,52.73%
196,受,"1,958 ","907,767 ",,52.85%
197,活,"1,956 ","909,723 ",,52.96%
198,並,"1,931 ","911,654 ",,53.07%
199,原,"1,922 ","913,576 ",,53.19%
200,電,"1,914 ","915,490 ",,53.30%
201,打,"1,906 ","917,396 ",,53.41%
202,由,"1,896 ","919,292 ",,53.52%
203,每,"1,867 ","921,159 ",,53.63%
204,問,"1,865 ","923,024 ",,53.74%
205,把,"1,856 ","924,880 ",,53.84%
206,覺,"1,841 ","926,721 ",,53.95%
207,知,"1,841 ","928,562 ",,54.06%
208,量,"1,835 ","930,397 ",,54.17%
209,運,"1,835 ","932,232 ",,54.27%
210,真,"1,831 ","934,063 ",,54.38%
211,什,"1,799 ","935,862 ",,54.48%
212,太,"1,798 ","937,660 ",,54.59%
213,影,"1,792 ","939,452 ",,54.69%
214,平,"1,782 ","941,234 ",,54.80%
215,世,"1,776 ","943,010 ",,54.90%
216,愛,"1,761 ","944,771 ",,55.00%
217,數,"1,745 ","946,516 ",,55.10%
218,風,"1,742 ","948,258 ",,55.21%
219,保,"1,739 ","949,997 ",,55.31%
220,接,"1,721 ","951,718 ",,55.41%
221,少,"1,715 ","953,433 ",,55.51%
222,五,"1,711 ","955,144 ",,55.61%
223,統,"1,708 ","956,852 ",,55.71%
224,女,"1,706 ","958,558 ",,55.81%
225,路,"1,704 ","960,262 ",,55.90%
226,總,"1,673 ","961,935 ",,56.00%
227,結,"1,662 ","963,597 ",,56.10%
228,別,"1,659 ","965,256 ",,56.20%
229,至,"1,659 ","966,915 ",,56.29%
230,北,"1,637 ","968,552 ",,56.39%
231,車,"1,636 ","970,188 ",,56.48%
232,題,"1,635 ","971,823 ",,56.58%
233,造,"1,634 ","973,457 ",,56.67%
234,四,"1,629 ","975,086 ",,56.77%
235,計,"1,627 ","976,713 ",,56.86%
236,元,"1,624 ","978,337 ",,56.96%
237,畫,"1,604 ","979,941 ",,57.05%
238,光,"1,603 ","981,544 ",,57.14%
239,先,"1,603 ","983,147 ",,57.24%
240,海,"1,601 ","984,748 ",,57.33%
241,又,"1,590 ","986,338 ",,57.42%
242,直,"1,587 ","987,925 ",,57.51%
243,認,"1,584 ","989,509 ",,57.61%
244,師,"1,581 ","991,090 ",,57.70%
245,通,"1,580 ","992,670 ",,57.79%
246,今,"1,579 ","994,249 ",,57.88%
247,解,"1,577 ","995,826 ",,57.97%
248,戰,"1,575 ","997,401 ",,58.07%
249,給,"1,568 ","998,969 ",,58.16%
250,使,"1,561 ","1,000,530 ",,58.25%
251,空,"1,557 ","1,002,087 ",,58.34%
252,球,"1,545 ","1,003,632 ",,58.43%
253,候,"1,536 ","1,005,168 ",,58.52%
254,展,"1,525 ","1,006,693 ",,58.61%
255,安,"1,523 ","1,008,216 ",,58.70%
256,各,"1,522 ","1,009,738 ",,58.78%
257,口,"1,516 ","1,011,254 ",,58.87%
258,許,"1,508 ","1,012,762 ",,58.96%
259,它,"1,507 ","1,014,269 ",,59.05%
260,完,"1,498 ","1,015,767 ",,59.14%
261,放,"1,489 ","1,017,256 ",,59.22%
262,區,"1,487 ","1,018,743 ",,59.31%
263,則,"1,482 ","1,020,225 ",,59.40%
264,花,"1,481 ","1,021,706 ",,59.48%
265,近,"1,475 ","1,023,181 ",,59.57%
266,始,"1,465 ","1,024,646 ",,59.65%
267,單,"1,465 ","1,026,111 ",,59.74%
268,吃,"1,465 ","1,027,576 ",,59.82%
269,界,"1,463 ","1,029,039 ",,59.91%
270,持,"1,454 ","1,030,493 ",,59.99%
271,建,"1,451 ","1,031,944 ",,60.08%
272,整,"1,449 ","1,033,393 ",,60.16%
273,西,"1,449 ","1,034,842 ",,60.25%
274,目,"1,449 ","1,036,291 ",,60.33%
275,程,"1,439 ","1,037,730 ",,60.41%
276,卻,"1,432 ","1,039,162 ",,60.50%
277,處,"1,430 ","1,040,592 ",,60.58%
278,較,"1,430 ","1,042,022 ",,60.66%
279,話,"1,423 ","1,043,445 ",,60.75%
280,任,"1,422 ","1,044,867 ",,60.83%
281,員,"1,419 ","1,046,286 ",,60.91%
282,包,"1,417 ","1,047,703 ",,60.99%
283,南,"1,417 ","1,049,120 ",,61.08%
284,強,"1,415 ","1,050,535 ",,61.16%
285,非,"1,414 ","1,051,949 ",,61.24%
286,帶,"1,413 ","1,053,362 ",,61.32%
287,演,"1,409 ","1,054,771 ",,61.41%
288,向,"1,408 ","1,056,179 ",,61.49%
289,幾,"1,400 ","1,057,579 ",,61.57%
290,傳,"1,398 ","1,058,977 ",,61.65%
291,馬,"1,390 ","1,060,367 ",,61.73%
292,軍,"1,390 ","1,061,757 ",,61.81%
293,創,"1,382 ","1,063,139 ",,61.89%
294,萬,"1,377 ","1,064,516 ",,61.97%
295,調,"1,364 ","1,065,880 ",,62.05%
296,價,"1,359 ","1,067,239 ",,62.13%
297,清,"1,353 ","1,068,592 ",,62.21%
298,社,"1,350 ","1,069,942 ",,62.29%
299,見,"1,348 ","1,071,290 ",,62.37%
300,東,"1,347 ","1,072,637 ",,62.45%
301,書,"1,347 ","1,073,984 ",,62.52%
302,投,"1,341 ","1,075,325 ",,62.60%
303,白,"1,340 ","1,076,665 ",,62.68%
304,觀,"1,335 ","1,078,000 ",,62.76%
305,指,"1,329 ","1,079,329 ",,62.84%
306,友,"1,328 ","1,080,657 ",,62.91%
307,設,"1,324 ","1,081,981 ",,62.99%
308,管,"1,318 ","1,083,299 ",,63.07%
309,反,"1,315 ","1,084,614 ",,63.14%
310,基,"1,313 ","1,085,927 ",,63.22%
311,百,"1,310 ","1,087,237 ",,63.30%
312,孩,"1,304 ","1,088,541 ",,63.37%
313,形,"1,300 ","1,089,841 ",,63.45%
314,質,"1,295 ","1,091,136 ",,63.52%
315,交,"1,288 ","1,092,424 ",,63.60%
316,該,"1,283 ","1,093,707 ",,63.67%
317,連,"1,274 ","1,094,981 ",,63.75%
318,食,"1,271 ","1,096,252 ",,63.82%
319,流,"1,270 ","1,097,522 ",,63.90%
320,且,"1,268 ","1,098,790 ",,63.97%
321,邊,"1,255 ","1,100,045 ",,64.04%
322,術,"1,246 ","1,101,291 ",,64.11%
323,走,"1,237 ","1,102,528 ",,64.19%
324,型,"1,228 ","1,103,756 ",,64.26%
325,達,"1,228 ","1,104,984 ",,64.33%
326,收,"1,226 ","1,106,210 ",,64.40%
327,難,"1,223 ","1,107,433 ",,64.47%
328,何,"1,219 ","1,108,652 ",,64.54%
329,信,"1,217 ","1,109,869 ",,64.61%
330,眼,"1,211 ","1,111,080 ",,64.68%
331,議,"1,209 ","1,112,289 ",,64.75%
332,音,"1,202 ","1,113,491 ",,64.82%
333,望,"1,198 ","1,114,689 ",,64.89%
334,除,"1,194 ","1,115,883 ",,64.96%
335,線,"1,194 ","1,117,077 ",,65.03%
336,神,"1,185 ","1,118,262 ",,65.10%
337,味,"1,173 ","1,119,435 ",,65.17%
338,隊,"1,173 ","1,120,608 ",,65.24%
339,需,"1,168 ","1,121,776 ",,65.31%
340,務,"1,168 ","1,122,944 ",,65.38%
341,斯,"1,168 ","1,124,112 ",,65.44%
342,山,"1,162 ","1,125,274 ",,65.51%
343,導,"1,155 ","1,126,429 ",,65.58%
344,求,"1,153 ","1,127,582 ",,65.65%
345,容,"1,149 ","1,128,731 ",,65.71%
346,九,"1,149 ","1,129,880 ",,65.78%
347,團,"1,149 ","1,131,029 ",,65.85%
348,推,"1,148 ","1,132,177 ",,65.91%
349,滿,"1,146 ","1,133,323 ",,65.98%
350,商,"1,143 ","1,134,466 ",,66.05%
351,未,"1,141 ","1,135,607 ",,66.11%
352,往,"1,138 ","1,136,745 ",,66.18%
353,改,"1,138 ","1,137,883 ",,66.24%
354,易,"1,133 ","1,139,016 ",,66.31%
355,快,"1,127 ","1,140,143 ",,66.38%
356,德,"1,123 ","1,141,266 ",,66.44%
357,治,"1,123 ","1,142,389 ",,66.51%
358,英,"1,119 ","1,143,508 ",,66.57%
359,習,"1,113 ","1,144,621 ",,66.64%
360,股,"1,110 ","1,145,731 ",,66.70%
361,片,"1,106 ","1,146,837 ",,66.77%
362,張,"1,105 ","1,147,942 ",,66.83%
363,約,"1,104 ","1,149,046 ",,66.89%
364,八,"1,095 ","1,150,141 ",,66.96%
365,王,"1,088 ","1,151,229 ",,67.02%
366,義,"1,085 ","1,152,314 ",,67.09%
367,熱,"1,082 ","1,153,396 ",,67.15%
368,費,"1,078 ","1,154,474 ",,67.21%
369,案,"1,075 ","1,155,549 ",,67.27%
370,件,"1,071 ","1,156,620 ",,67.34%
371,門,"1,069 ","1,157,689 ",,67.40%
372,參,"1,066 ","1,158,755 ",,67.46%
373,記,"1,065 ","1,159,820 ",,67.52%
374,親,"1,065 ","1,160,885 ",,67.58%
375,制,"1,060 ","1,161,945 ",,67.65%
376,料,"1,055 ","1,163,000 ",,67.71%
377,辦,"1,053 ","1,164,053 ",,67.77%
378,藝,"1,049 ","1,165,102 ",,67.83%
379,論,"1,046 ","1,166,148 ",,67.89%
380,專,"1,046 ","1,167,194 ",,67.95%
381,黨,"1,046 ","1,168,240 ",,68.01%
382,客,"1,045 ","1,169,285 ",,68.07%
383,類,"1,044 ","1,170,329 ",,68.13%
384,院,"1,043 ","1,171,372 ",,68.19%
385,續,"1,042 ","1,172,414 ",,68.26%
386,取,"1,040 ","1,173,454 ",,68.32%
387,眾,"1,034 ","1,174,488 ",,68.38%
388,拉,"1,033 ","1,175,521 ",,68.44%
389,考,"1,033 ","1,176,554 ",,68.50%
390,權,"1,030 ","1,177,584 ",,68.56%
391,決,"1,027 ","1,178,611 ",,68.62%
392,低,"1,025 ","1,179,636 ",,68.68%
393,格,"1,020 ","1,180,656 ",,68.74%
394,府,"1,018 ","1,181,674 ",,68.79%
395,視,"1,014 ","1,182,688 ",,68.85%
396,必,"1,012 ","1,183,700 ",,68.91%
397,轉,"1,009 ","1,184,709 ",,68.97%
398,司,"1,008 ","1,185,717 ",,69.03%
399,照,"1,006 ","1,186,723 ",,69.09%
400,首,"1,004 ","1,187,727 ",,69.15%
401,服,"1,001 ","1,188,728 ",,69.21%
402,失,"1,001 ","1,189,729 ",,69.26%
403,節,998 ,"1,190,727 ",,69.32%
404,輕,997 ,"1,191,724 ",,69.38%
405,林,994 ,"1,192,718 ",,69.44%
406,網,993 ,"1,193,711 ",,69.50%
407,共,993 ,"1,194,704 ",,69.55%
408,示,988 ,"1,195,692 ",,69.61%
409,即,982 ,"1,196,674 ",,69.67%
410,告,982 ,"1,197,656 ",,69.72%
411,超,967 ,"1,198,623 ",,69.78%
412,六,967 ,"1,199,590 ",,69.84%
413,局,967 ,"1,200,557 ",,69.89%
414,星,963 ,"1,201,520 ",,69.95%
415,店,962 ,"1,202,482 ",,70.01%
416,裝,961 ,"1,203,443 ",,70.06%
417,狀,956 ,"1,204,399 ",,70.12%
418,喜,953 ,"1,205,352 ",,70.17%
419,賽,952 ,"1,206,304 ",,70.23%
420,具,951 ,"1,207,255 ",,70.28%
421,請,947 ,"1,208,202 ",,70.34%
422,思,943 ,"1,209,145 ",,70.39%
423,聽,939 ,"1,210,084 ",,70.45%
424,助,937 ,"1,211,021 ",,70.50%
425,越,937 ,"1,211,958 ",,70.56%
426,營,937 ,"1,212,895 ",,70.61%
427,臺,935 ,"1,213,830 ",,70.67%
428,系,931 ,"1,214,761 ",,70.72%
429,嗎,931 ,"1,215,692 ",,70.77%
430,圖,930 ,"1,216,622 ",,70.83%
431,透,926 ,"1,217,548 ",,70.88%
432,步,925 ,"1,218,473 ",,70.94%
433,維,923 ,"1,219,396 ",,70.99%
434,便,920 ,"1,220,316 ",,71.04%
435,標,914 ,"1,221,230 ",,71.10%
436,住,914 ,"1,222,144 ",,71.15%
437,深,912 ,"1,223,056 ",,71.20%
438,例,910 ,"1,223,966 ",,71.26%
439,科,910 ,"1,224,876 ",,71.31%
440,精,909 ,"1,225,785 ",,71.36%
441,早,908 ,"1,226,693 ",,71.42%
442,病,908 ,"1,227,601 ",,71.47%
443,克,907 ,"1,228,508 ",,71.52%
444,角,906 ,"1,229,414 ",,71.57%
445,率,906 ,"1,230,320 ",,71.63%
446,另,905 ,"1,231,225 ",,71.68%
447,組,905 ,"1,232,130 ",,71.73%
448,昨,905 ,"1,233,035 ",,71.78%
449,報,901 ,"1,233,936 ",,71.84%
450,效,899 ,"1,234,835 ",,71.89%
451,歡,897 ,"1,235,732 ",,71.94%
452,士,897 ,"1,236,629 ",,71.99%
453,找,894 ,"1,237,523 ",,72.05%
454,引,894 ,"1,238,417 ",,72.10%
455,講,893 ,"1,239,310 ",,72.15%
456,條,884 ,"1,240,194 ",,72.20%
457,響,884 ,"1,241,078 ",,72.25%
458,希,882 ,"1,241,960 ",,72.30%
459,規,882 ,"1,242,842 ",,72.36%
460,算,880 ,"1,243,722 ",,72.41%
461,房,877 ,"1,244,599 ",,72.46%
462,華,877 ,"1,245,476 ",,72.51%
463,媽,875 ,"1,246,351 ",,72.56%
464,際,865 ,"1,247,216 ",,72.61%
465,離,864 ,"1,248,080 ",,72.66%
466,七,861 ,"1,248,941 ",,72.71%
467,阿,861 ,"1,249,802 ",,72.76%
468,功,857 ,"1,250,659 ",,72.81%
469,聲,851 ,"1,251,510 ",,72.86%
470,言,848 ,"1,252,358 ",,72.91%
471,消,847 ,"1,253,205 ",,72.96%
472,象,845 ,"1,254,050 ",,73.01%
473,排,844 ,"1,254,894 ",,73.06%
474,育,842 ,"1,255,736 ",,73.11%
475,舉,840 ,"1,256,576 ",,73.15%
476,怎,839 ,"1,257,415 ",,73.20%
477,勢,837 ,"1,258,252 ",,73.25%
478,準,836 ,"1,259,088 ",,73.30%
479,確,834 ,"1,259,922 ",,73.35%
480,曾,834 ,"1,260,756 ",,73.40%
481,兒,834 ,"1,261,590 ",,73.45%
482,製,833 ,"1,262,423 ",,73.50%
483,史,832 ,"1,263,255 ",,73.54%
484,肉,830 ,"1,264,085 ",,73.59%
485,支,830 ,"1,264,915 ",,73.64%
486,配,826 ,"1,265,741 ",,73.69%
487,買,824 ,"1,266,565 ",,73.74%
488,底,819 ,"1,267,384 ",,73.78%
489,領,819 ,"1,268,203 ",,73.83%
490,稱,819 ,"1,269,022 ",,73.88%
491,段,817 ,"1,269,839 ",,73.93%
492,態,816 ,"1,270,655 ",,73.97%
493,紅,816 ,"1,271,471 ",,74.02%
494,境,816 ,"1,272,287 ",,74.07%
495,亞,816 ,"1,273,103 ",,74.12%
496,醫,811 ,"1,273,914 ",,74.16%
497,千,808 ,"1,274,722 ",,74.21%
498,增,807 ,"1,275,529 ",,74.26%
499,環,806 ,"1,276,335 ",,74.31%
500,雖,805 ,"1,277,140 ",,74.35%
501,字,805 ,"1,277,945 ",,74.40%
502,錢,804 ,"1,278,749 ",,74.45%
503,技,802 ,"1,279,551 ",,74.49%
504,命,801 ,"1,280,352 ",,74.54%
505,男,799 ,"1,281,151 ",,74.59%
506,驗,799 ,"1,281,950 ",,74.63%
507,布,799 ,"1,282,749 ",,74.68%
508,幫,798 ,"1,283,547 ",,74.73%
509,景,797 ,"1,284,344 ",,74.77%
510,級,792 ,"1,285,136 ",,74.82%
511,票,791 ,"1,285,927 ",,74.86%
512,校,789 ,"1,286,716 ",,74.91%
513,備,788 ,"1,287,504 ",,74.96%
514,落,784 ,"1,288,288 ",,75.00%
515,根,783 ,"1,289,071 ",,75.05%
516,預,783 ,"1,289,854 ",,75.09%
517,細,778 ,"1,290,632 ",,75.14%
518,研,778 ,"1,291,410 ",,75.18%
519,呢,777 ,"1,292,187 ",,75.23%
520,素,776 ,"1,292,963 ",,75.27%
521,火,776 ,"1,293,739 ",,75.32%
522,隨,775 ,"1,294,514 ",,75.36%
523,歲,774 ,"1,295,288 ",,75.41%
524,聯,772 ,"1,296,060 ",,75.45%
525,劇,772 ,"1,296,832 ",,75.50%
526,香,768 ,"1,297,600 ",,75.54%
527,半,763 ,"1,298,363 ",,75.59%
528,歷,762 ,"1,299,125 ",,75.63%
529,黑,756 ,"1,299,881 ",,75.68%
530,故,754 ,"1,300,635 ",,75.72%
531,拿,746 ,"1,301,381 ",,75.76%
532,陳,746 ,"1,302,127 ",,75.81%
533,遠,745 ,"1,302,872 ",,75.85%
534,養,742 ,"1,303,614 ",,75.89%
535,存,741 ,"1,304,355 ",,75.94%
536,夠,739 ,"1,305,094 ",,75.98%
537,黃,738 ,"1,305,832 ",,76.02%
538,足,736 ,"1,306,568 ",,76.07%
539,遊,736 ,"1,307,304 ",,76.11%
540,試,733 ,"1,308,037 ",,76.15%
541,園,733 ,"1,308,770 ",,76.19%
542,升,730 ,"1,309,500 ",,76.24%
543,器,726 ,"1,310,226 ",,76.28%
544,若,725 ,"1,310,951 ",,76.32%
545,站,725 ,"1,311,676 ",,76.36%
546,據,725 ,"1,312,401 ",,76.40%
547,周,724 ,"1,313,125 ",,76.45%
548,油,724 ,"1,313,849 ",,76.49%
549,速,723 ,"1,314,572 ",,76.53%
550,究,722 ,"1,315,294 ",,76.57%
551,溫,721 ,"1,316,015 ",,76.62%
552,寫,721 ,"1,316,736 ",,76.66%
553,餐,719 ,"1,317,455 ",,76.70%
554,紀,719 ,"1,318,174 ",,76.74%
555,甚,717 ,"1,318,891 ",,76.78%
556,防,717 ,"1,319,608 ",,76.82%
557,雙,716 ,"1,320,324 ",,76.87%
558,念,711 ,"1,321,035 ",,76.91%
559,須,710 ,"1,321,745 ",,76.95%
560,爭,709 ,"1,322,454 ",,76.99%
561,朋,706 ,"1,323,160 ",,77.03%
562,極,700 ,"1,323,860 ",,77.07%
563,值,694 ,"1,324,554 ",,77.11%
564,曲,694 ,"1,325,248 ",,77.15%
565,獲,693 ,"1,325,941 ",,77.19%
566,剛,692 ,"1,326,633 ",,77.23%
567,留,691 ,"1,327,324 ",,77.27%
568,集,688 ,"1,328,012 ",,77.31%
569,列,680 ,"1,328,692 ",,77.35%
570,錯,678 ,"1,329,370 ",,77.39%
571,致,678 ,"1,330,048 ",,77.43%
572,號,677 ,"1,330,725 ",,77.47%
