字頻序位,字,字頻,累積字頻,前100名高頻字累積百分比,"總字數累積
百分比"
1271,乳,182 ,"1,588,012 ",,92.45%
1272,床,182 ,"1,588,194 ",,92.46%
1273,毫,182 ,"1,588,376 ",,92.47%
1274,闆,182 ,"1,588,558 ",,92.48%
1275,占,181 ,"1,588,739 ",,92.49%
1276,剩,181 ,"1,588,920 ",,92.50%
1277,廢,181 ,"1,589,101 ",,92.51%
1278,援,181 ,"1,589,282 ",,92.52%
1279,嘛,180 ,"1,589,462 ",,92.53%
1280,戀,180 ,"1,589,642 ",,92.55%
1281,趨,180 ,"1,589,822 ",,92.56%
1282,刑,179 ,"1,590,001 ",,92.57%
1283,姓,179 ,"1,590,180 ",,92.58%
1284,惠,179 ,"1,590,359 ",,92.59%
1285,漲,179 ,"1,590,538 ",,92.60%
1286,壽,179 ,"1,590,717 ",,92.61%
1287,末,178 ,"1,590,895 ",,92.62%
1288,佛,178 ,"1,591,073 ",,92.63%
1289,頻,178 ,"1,591,251 ",,92.64%
1290,劉,178 ,"1,591,429 ",,92.65%
1291,播,178 ,"1,591,607 ",,92.66%
1292,堡,177 ,"1,591,784 ",,92.67%
1293,抽,177 ,"1,591,961 ",,92.68%
1294,豪,177 ,"1,592,138 ",,92.69%
1295,廚,177 ,"1,592,315 ",,92.70%
1296,柔,176 ,"1,592,491 ",,92.71%
1297,申,176 ,"1,592,667 ",,92.72%
1298,儀,176 ,"1,592,843 ",,92.73%
1299,閒,175 ,"1,593,018 ",,92.74%
1300,姿,175 ,"1,593,193 ",,92.75%
1301,輩,175 ,"1,593,368 ",,92.76%
1302,俗,175 ,"1,593,543 ",,92.77%
1303,廷,175 ,"1,593,718 ",,92.78%
1304,氛,174 ,"1,593,892 ",,92.79%
1305,肥,174 ,"1,594,066 ",,92.80%
1306,挺,174 ,"1,594,240 ",,92.81%
1307,粒,174 ,"1,594,414 ",,92.82%
1308,窗,173 ,"1,594,587 ",,92.83%
1309,脈,173 ,"1,594,760 ",,92.84%
1310,嘗,172 ,"1,594,932 ",,92.85%
1311,誠,172 ,"1,595,104 ",,92.86%
1312,松,172 ,"1,595,276 ",,92.87%
1313,丹,171 ,"1,595,447 ",,92.88%
1314,州,171 ,"1,595,618 ",,92.89%
1315,抓,171 ,"1,595,789 ",,92.90%
1316,敏,171 ,"1,595,960 ",,92.91%
1317,壘,170 ,"1,596,130 ",,92.92%
1318,搞,170 ,"1,596,300 ",,92.93%
1319,宿,170 ,"1,596,470 ",,92.94%
1320,沿,169 ,"1,596,639 ",,92.95%
1321,坦,169 ,"1,596,808 ",,92.96%
1322,儘,169 ,"1,596,977 ",,92.97%
1323,黎,169 ,"1,597,146 ",,92.98%
1324,橋,169 ,"1,597,315 ",,92.99%
1325,鋼,169 ,"1,597,484 ",,93.00%
1326,屆,169 ,"1,597,653 ",,93.01%
1327,尾,168 ,"1,597,821 ",,93.02%
1328,嘴,168 ,"1,597,989 ",,93.03%
1329,忽,168 ,"1,598,157 ",,93.04%
1330,刀,168 ,"1,598,325 ",,93.05%
1331,甘,168 ,"1,598,493 ",,93.06%
1332,游,168 ,"1,598,661 ",,93.07%
1333,予,167 ,"1,598,828 ",,93.08%
1334,褲,167 ,"1,598,995 ",,93.09%
1335,逃,167 ,"1,599,162 ",,93.10%
1336,箱,167 ,"1,599,329 ",,93.11%
1337,紋,167 ,"1,599,496 ",,93.12%
1338,婆,166 ,"1,599,662 ",,93.13%
1339,胸,166 ,"1,599,828 ",,93.14%
1340,耐,166 ,"1,599,994 ",,93.15%
1341,劑,166 ,"1,600,160 ",,93.16%
1342,閱,165 ,"1,600,325 ",,93.17%
1343,幹,165 ,"1,600,490 ",,93.18%
1344,貿,165 ,"1,600,655 ",,93.19%
1345,潔,164 ,"1,600,819 ",,93.20%
1346,炒,164 ,"1,600,983 ",,93.21%
1347,飽,163 ,"1,601,146 ",,93.22%
1348,諾,163 ,"1,601,309 ",,93.22%
1349,耶,163 ,"1,601,472 ",,93.23%
1350,綱,163 ,"1,601,635 ",,93.24%
1351,傑,163 ,"1,601,798 ",,93.25%
1352,碰,162 ,"1,601,960 ",,93.26%
1353,掛,162 ,"1,602,122 ",,93.27%
1354,伍,162 ,"1,602,284 ",,93.28%
1355,婦,162 ,"1,602,446 ",,93.29%
1356,腰,161 ,"1,602,607 ",,93.30%
1357,敵,161 ,"1,602,768 ",,93.31%
1358,側,160 ,"1,602,928 ",,93.32%
1359,浮,160 ,"1,603,088 ",,93.33%
1360,彎,160 ,"1,603,248 ",,93.34%
1361,肪,159 ,"1,603,407 ",,93.35%
1362,腹,158 ,"1,603,565 ",,93.36%
1363,循,158 ,"1,603,723 ",,93.37%
1364,惜,158 ,"1,603,881 ",,93.37%
1365,籍,158 ,"1,604,039 ",,93.38%
1366,涼,158 ,"1,604,197 ",,93.39%
1367,獻,157 ,"1,604,354 ",,93.40%
1368,塞,157 ,"1,604,511 ",,93.41%
1369,肩,157 ,"1,604,668 ",,93.42%
1370,姊,156 ,"1,604,824 ",,93.43%
1371,凡,156 ,"1,604,980 ",,93.44%
1372,罰,156 ,"1,605,136 ",,93.45%
1373,祭,156 ,"1,605,292 ",,93.46%
1374,捐,156 ,"1,605,448 ",,93.47%
1375,簽,156 ,"1,605,604 ",,93.47%
1376,役,156 ,"1,605,760 ",,93.48%
1377,霧,155 ,"1,605,915 ",,93.49%
1378,貌,155 ,"1,606,070 ",,93.50%
1379,憂,155 ,"1,606,225 ",,93.51%
1380,偵,155 ,"1,606,380 ",,93.52%
1381,侵,155 ,"1,606,535 ",,93.53%
1382,遍,155 ,"1,606,690 ",,93.54%
1383,淚,154 ,"1,606,844 ",,93.55%
1384,迪,154 ,"1,606,998 ",,93.56%
1385,灰,153 ,"1,607,151 ",,93.56%
1386,絡,153 ,"1,607,304 ",,93.57%
1387,虛,153 ,"1,607,457 ",,93.58%
1388,殊,153 ,"1,607,610 ",,93.59%
1389,涉,153 ,"1,607,763 ",,93.60%
1390,耀,152 ,"1,607,915 ",,93.61%
1391,秒,152 ,"1,608,067 ",,93.62%
1392,冒,152 ,"1,608,219 ",,93.63%
1393,寧,152 ,"1,608,371 ",,93.64%
1394,併,152 ,"1,608,523 ",,93.64%
1395,蔬,151 ,"1,608,674 ",,93.65%
1396,腸,151 ,"1,608,825 ",,93.66%
1397,脆,151 ,"1,608,976 ",,93.67%
1398,幼,151 ,"1,609,127 ",,93.68%
1399,曼,151 ,"1,609,278 ",,93.69%
1400,賓,151 ,"1,609,429 ",,93.70%
1401,狗,151 ,"1,609,580 ",,93.71%
1402,胡,150 ,"1,609,730 ",,93.71%
1403,映,150 ,"1,609,880 ",,93.72%
1404,乘,150 ,"1,610,030 ",,93.73%
1405,薩,149 ,"1,610,179 ",,93.74%
1406,吹,149 ,"1,610,328 ",,93.75%
1407,芬,149 ,"1,610,477 ",,93.76%
1408,邦,149 ,"1,610,626 ",,93.77%
1409,鬧,148 ,"1,610,774 ",,93.78%
1410,辣,148 ,"1,610,922 ",,93.78%
1411,鼻,147 ,"1,611,069 ",,93.79%
1412,堆,147 ,"1,611,216 ",,93.80%
1413,繞,147 ,"1,611,363 ",,93.81%
1414,振,147 ,"1,611,510 ",,93.82%
1415,捷,147 ,"1,611,657 ",,93.83%
1416,借,147 ,"1,611,804 ",,93.84%
1417,踏,147 ,"1,611,951 ",,93.84%
1418,烏,147 ,"1,612,098 ",,93.85%
1419,陰,146 ,"1,612,244 ",,93.86%
1420,狂,146 ,"1,612,390 ",,93.87%
1421,疼,146 ,"1,612,536 ",,93.88%
1422,癌,146 ,"1,612,682 ",,93.89%
1423,幻,146 ,"1,612,828 ",,93.90%
1424,覽,146 ,"1,612,974 ",,93.90%
1425,契,146 ,"1,613,120 ",,93.91%
1426,紫,146 ,"1,613,266 ",,93.92%
1427,乏,145 ,"1,613,411 ",,93.93%
1428,爺,145 ,"1,613,556 ",,93.94%
1429,裁,145 ,"1,613,701 ",,93.95%
1430,寒,144 ,"1,613,845 ",,93.95%
1431,壁,144 ,"1,613,989 ",,93.96%
1432,暫,144 ,"1,614,133 ",,93.97%
1433,臟,144 ,"1,614,277 ",,93.98%
1434,煩,144 ,"1,614,421 ",,93.99%
1435,鄭,144 ,"1,614,565 ",,94.00%
1436,姐,144 ,"1,614,709 ",,94.00%
1437,磨,143 ,"1,614,852 ",,94.01%
1438,串,143 ,"1,614,995 ",,94.02%
1439,誌,143 ,"1,615,138 ",,94.03%
1440,旋,143 ,"1,615,281 ",,94.04%
1441,扮,143 ,"1,615,424 ",,94.05%
1442,柏,143 ,"1,615,567 ",,94.05%
1443,彷,142 ,"1,615,709 ",,94.06%
1444,阻,142 ,"1,615,851 ",,94.07%
1445,聊,142 ,"1,615,993 ",,94.08%
1446,廟,142 ,"1,616,135 ",,94.09%
1447,紐,142 ,"1,616,277 ",,94.10%
1448,澤,141 ,"1,616,418 ",,94.10%
1449,贏,141 ,"1,616,559 ",,94.11%
1450,氏,141 ,"1,616,700 ",,94.12%
1451,彰,141 ,"1,616,841 ",,94.13%
1452,蕾,141 ,"1,616,982 ",,94.14%
1453,徑,140 ,"1,617,122 ",,94.15%
1454,添,140 ,"1,617,262 ",,94.15%
1455,乃,140 ,"1,617,402 ",,94.16%
1456,鬥,140 ,"1,617,542 ",,94.17%
1457,魯,140 ,"1,617,682 ",,94.18%
1458,蟲,140 ,"1,617,822 ",,94.19%
1459,兼,139 ,"1,617,961 ",,94.19%
1460,稍,139 ,"1,618,100 ",,94.20%
1461,殘,139 ,"1,618,239 ",,94.21%
1462,瓜,139 ,"1,618,378 ",,94.22%
1463,擠,139 ,"1,618,517 ",,94.23%
1464,您,139 ,"1,618,656 ",,94.23%
1465,濕,139 ,"1,618,795 ",,94.24%
1466,匯,139 ,"1,618,934 ",,94.25%
1467,殖,139 ,"1,619,073 ",,94.26%
1468,后,139 ,"1,619,212 ",,94.27%
1469,楊,139 ,"1,619,351 ",,94.27%
1470,池,138 ,"1,619,489 ",,94.28%
1471,瓶,138 ,"1,619,627 ",,94.29%
1472,仙,138 ,"1,619,765 ",,94.30%
1473,掃,137 ,"1,619,902 ",,94.31%
1474,篇,137 ,"1,620,039 ",,94.31%
1475,彿,137 ,"1,620,176 ",,94.32%
1476,途,137 ,"1,620,313 ",,94.33%
1477,鹽,137 ,"1,620,450 ",,94.34%
1478,莊,137 ,"1,620,587 ",,94.35%
1479,牠,137 ,"1,620,724 ",,94.35%
1480,迫,136 ,"1,620,860 ",,94.36%
1481,捲,136 ,"1,620,996 ",,94.37%
1482,閃,136 ,"1,621,132 ",,94.38%
1483,兄,136 ,"1,621,268 ",,94.39%
1484,仰,136 ,"1,621,404 ",,94.39%
1485,玻,136 ,"1,621,540 ",,94.40%
1486,棋,136 ,"1,621,676 ",,94.41%
1487,燃,135 ,"1,621,811 ",,94.42%
1488,纖,135 ,"1,621,946 ",,94.43%
1489,繁,135 ,"1,622,081 ",,94.43%
1490,溪,135 ,"1,622,216 ",,94.44%
1491,錦,135 ,"1,622,351 ",,94.45%
1492,潤,134 ,"1,622,485 ",,94.46%
1493,漂,134 ,"1,622,619 ",,94.47%
1494,妻,134 ,"1,622,753 ",,94.47%
1495,谷,134 ,"1,622,887 ",,94.48%
1496,紹,134 ,"1,623,021 ",,94.49%
1497,薦,133 ,"1,623,154 ",,94.50%
1498,膜,133 ,"1,623,287 ",,94.50%
1499,滋,133 ,"1,623,420 ",,94.51%
1500,埃,133 ,"1,623,553 ",,94.52%
1501,忠,133 ,"1,623,686 ",,94.53%
1502,悲,132 ,"1,623,818 ",,94.53%
1503,忍,132 ,"1,623,950 ",,94.54%
1504,坡,132 ,"1,624,082 ",,94.55%
1505,擾,131 ,"1,624,213 ",,94.56%
1506,孫,131 ,"1,624,344 ",,94.57%
1507,艾,130 ,"1,624,474 ",,94.57%
1508,哭,130 ,"1,624,604 ",,94.58%
1509,莉,130 ,"1,624,734 ",,94.59%
1510,騎,130 ,"1,624,864 ",,94.60%
1511,偉,130 ,"1,624,994 ",,94.60%
1512,督,130 ,"1,625,124 ",,94.61%
1513,逆,129 ,"1,625,253 ",,94.62%
1514,徒,129 ,"1,625,382 ",,94.63%
1515,俊,129 ,"1,625,511 ",,94.63%
1516,蜜,128 ,"1,625,639 ",,94.64%
1517,拒,128 ,"1,625,767 ",,94.65%
1518,淺,128 ,"1,625,895 ",,94.66%
1519,偷,128 ,"1,626,023 ",,94.66%
1520,澳,128 ,"1,626,151 ",,94.67%
1521,擦,127 ,"1,626,278 ",,94.68%
1522,肝,127 ,"1,626,405 ",,94.69%
1523,插,127 ,"1,626,532 ",,94.69%
1524,傾,127 ,"1,626,659 ",,94.70%
1525,晨,127 ,"1,626,786 ",,94.71%
1526,妙,127 ,"1,626,913 ",,94.72%
1527,魔,127 ,"1,627,040 ",,94.72%
1528,菲,127 ,"1,627,167 ",,94.73%
1529,唇,126 ,"1,627,293 ",,94.74%
1530,肚,126 ,"1,627,419 ",,94.74%
1531,輔,126 ,"1,627,545 ",,94.75%
1532,墨,126 ,"1,627,671 ",,94.76%
1533,娘,126 ,"1,627,797 ",,94.77%
1534,丟,126 ,"1,627,923 ",,94.77%
1535,撐,125 ,"1,628,048 ",,94.78%
1536,炮,125 ,"1,628,173 ",,94.79%
1537,蒙,125 ,"1,628,298 ",,94.80%
1538,胃,125 ,"1,628,423 ",,94.80%
1539,秘,125 ,"1,628,548 ",,94.81%
1540,剪,125 ,"1,628,673 ",,94.82%
1541,洛,125 ,"1,628,798 ",,94.82%
1542,屏,125 ,"1,628,923 ",,94.83%
1543,噴,125 ,"1,629,048 ",,94.84%
1544,駕,125 ,"1,629,173 ",,94.85%
1545,爽,124 ,"1,629,297 ",,94.85%
1546,峰,124 ,"1,629,421 ",,94.86%
1547,攤,124 ,"1,629,545 ",,94.87%
1548,瑪,124 ,"1,629,669 ",,94.88%
1549,撞,124 ,"1,629,793 ",,94.88%
1550,裂,124 ,"1,629,917 ",,94.89%
1551,煙,124 ,"1,630,041 ",,94.90%
1552,鄰,124 ,"1,630,165 ",,94.90%
1553,憲,124 ,"1,630,289 ",,94.91%
1554,滾,123 ,"1,630,412 ",,94.92%
1555,瓦,123 ,"1,630,535 ",,94.93%
1556,租,123 ,"1,630,658 ",,94.93%
1557,襲,123 ,"1,630,781 ",,94.94%
1558,獅,123 ,"1,630,904 ",,94.95%
1559,舍,123 ,"1,631,027 ",,94.95%
1560,曉,123 ,"1,631,150 ",,94.96%
1561,擬,123 ,"1,631,273 ",,94.97%
1562,菌,123 ,"1,631,396 ",,94.98%
1563,敘,123 ,"1,631,519 ",,94.98%
1564,颱,123 ,"1,631,642 ",,94.99%
1565,斤,122 ,"1,631,764 ",,95.00%
1566,瘦,122 ,"1,631,886 ",,95.00%
1567,君,122 ,"1,632,008 ",,95.01%
1568,敬,122 ,"1,632,130 ",,95.02%
1569,苗,122 ,"1,632,252 ",,95.03%
1570,薄,121 ,"1,632,373 ",,95.03%
1571,尖,121 ,"1,632,494 ",,95.04%
1572,壯,121 ,"1,632,615 ",,95.05%
1573,泥,121 ,"1,632,736 ",,95.05%
1574,牽,121 ,"1,632,857 ",,95.06%
1575,唐,121 ,"1,632,978 ",,95.07%
1576,璃,121 ,"1,633,099 ",,95.08%
1577,怒,121 ,"1,633,220 ",,95.08%
1578,扁,121 ,"1,633,341 ",,95.09%
1579,慘,121 ,"1,633,462 ",,95.10%
1580,扣,121 ,"1,633,583 ",,95.10%
1581,姆,121 ,"1,633,704 ",,95.11%
1582,稻,121 ,"1,633,825 ",,95.12%
1583,滅,120 ,"1,633,945 ",,95.12%
1584,割,120 ,"1,634,065 ",,95.13%
1585,喊,119 ,"1,634,184 ",,95.14%
1586,獄,119 ,"1,634,303 ",,95.15%
1587,巡,119 ,"1,634,422 ",,95.15%
1588,磁,119 ,"1,634,541 ",,95.16%
1589,川,119 ,"1,634,660 ",,95.17%
1590,蘋,118 ,"1,634,778 ",,95.17%
1591,迴,118 ,"1,634,896 ",,95.18%
1592,耗,118 ,"1,635,014 ",,95.19%
1593,橫,118 ,"1,635,132 ",,95.19%
1594,臣,118 ,"1,635,250 ",,95.20%
1595,蝦,118 ,"1,635,368 ",,95.21%
1596,櫻,118 ,"1,635,486 ",,95.21%
1597,丁,117 ,"1,635,603 ",,95.22%
1598,駐,117 ,"1,635,720 ",,95.23%
1599,砲,117 ,"1,635,837 ",,95.23%
1600,緻,116 ,"1,635,953 ",,95.24%
1601,碗,116 ,"1,636,069 ",,95.25%
1602,衰,116 ,"1,636,185 ",,95.25%
1603,扶,116 ,"1,636,301 ",,95.26%
1604,凱,116 ,"1,636,417 ",,95.27%
1605,怨,115 ,"1,636,532 ",,95.28%
1606,邏,115 ,"1,636,647 ",,95.28%
1607,櫃,115 ,"1,636,762 ",,95.29%
1608,珠,114 ,"1,636,876 ",,95.30%
1609,厲,114 ,"1,636,990 ",,95.30%
1610,奮,114 ,"1,637,104 ",,95.31%
1611,券,114 ,"1,637,218 ",,95.32%
1612,跡,114 ,"1,637,332 ",,95.32%
1613,漁,114 ,"1,637,446 ",,95.33%
1614,葛,114 ,"1,637,560 ",,95.34%
1615,諸,113 ,"1,637,673 ",,95.34%
1616,孤,113 ,"1,637,786 ",,95.35%
1617,嚇,113 ,"1,637,899 ",,95.35%
1618,霸,113 ,"1,638,012 ",,95.36%
1619,刊,113 ,"1,638,125 ",,95.37%
1620,腐,113 ,"1,638,238 ",,95.37%
1621,奈,112 ,"1,638,350 ",,95.38%
1622,礙,112 ,"1,638,462 ",,95.39%
1623,悉,112 ,"1,638,574 ",,95.39%
1624,慈,112 ,"1,638,686 ",,95.40%
1625,臘,112 ,"1,638,798 ",,95.41%
1626,羊,112 ,"1,638,910 ",,95.41%
1627,郭,112 ,"1,639,022 ",,95.42%
1628,塵,111 ,"1,639,133 ",,95.43%
1629,泉,111 ,"1,639,244 ",,95.43%
1630,祕,111 ,"1,639,355 ",,95.44%
1631,銘,111 ,"1,639,466 ",,95.45%
1632,詢,111 ,"1,639,577 ",,95.45%
1633,膩,111 ,"1,639,688 ",,95.46%
1634,糕,110 ,"1,639,798 ",,95.47%
1635,頁,110 ,"1,639,908 ",,95.47%
1636,返,110 ,"1,640,018 ",,95.48%
1637,晶,110 ,"1,640,128 ",,95.48%
1638,窮,109 ,"1,640,237 ",,95.49%
1639,槍,109 ,"1,640,346 ",,95.50%
1640,滴,109 ,"1,640,455 ",,95.50%
1641,黏,109 ,"1,640,564 ",,95.51%
1642,盒,109 ,"1,640,673 ",,95.52%
1643,眉,108 ,"1,640,781 ",,95.52%
1644,涵,108 ,"1,640,889 ",,95.53%
1645,仿,108 ,"1,640,997 ",,95.54%
1646,蕭,108 ,"1,641,105 ",,95.54%
1647,償,108 ,"1,641,213 ",,95.55%
1648,軌,108 ,"1,641,321 ",,95.55%
1649,番,108 ,"1,641,429 ",,95.56%
1650,恆,107 ,"1,641,536 ",,95.57%
1651,躍,107 ,"1,641,643 ",,95.57%
1652,賠,107 ,"1,641,750 ",,95.58%
1653,吐,107 ,"1,641,857 ",,95.59%
1654,尿,106 ,"1,641,963 ",,95.59%
1655,敲,106 ,"1,642,069 ",,95.60%
1656,截,106 ,"1,642,175 ",,95.60%
1657,貧,106 ,"1,642,281 ",,95.61%
1658,輛,106 ,"1,642,387 ",,95.62%
1659,弄,105 ,"1,642,492 ",,95.62%
1660,汗,105 ,"1,642,597 ",,95.63%
1661,募,105 ,"1,642,702 ",,95.63%
1662,蹈,105 ,"1,642,807 ",,95.64%
1663,夥,105 ,"1,642,912 ",,95.65%
1664,疲,104 ,"1,643,016 ",,95.65%
1665,嫌,104 ,"1,643,120 ",,95.66%
1666,孔,104 ,"1,643,224 ",,95.66%
1667,閉,104 ,"1,643,328 ",,95.67%
1668,診,104 ,"1,643,432 ",,95.68%
1669,凌,104 ,"1,643,536 ",,95.68%
1670,茲,104 ,"1,643,640 ",,95.69%
1671,恰,104 ,"1,643,744 ",,95.70%
1672,帕,104 ,"1,643,848 ",,95.70%
1673,繳,104 ,"1,643,952 ",,95.71%
1674,遲,104 ,"1,644,056 ",,95.71%
1675,嫩,103 ,"1,644,159 ",,95.72%
1676,悠,103 ,"1,644,262 ",,95.73%
1677,嚐,103 ,"1,644,365 ",,95.73%
1678,贈,103 ,"1,644,468 ",,95.74%
1679,萊,103 ,"1,644,571 ",,95.74%
1680,胎,103 ,"1,644,674 ",,95.75%
1681,抬,102 ,"1,644,776 ",,95.76%
1682,鬼,102 ,"1,644,878 ",,95.76%
1683,亭,102 ,"1,644,980 ",,95.77%
1684,殼,102 ,"1,645,082 ",,95.77%
1685,轟,102 ,"1,645,184 ",,95.78%
1686,誕,102 ,"1,645,286 ",,95.78%
1687,粗,101 ,"1,645,387 ",,95.79%
1688,采,101 ,"1,645,488 ",,95.80%
1689,杜,101 ,"1,645,589 ",,95.80%
1690,暑,101 ,"1,645,690 ",,95.81%
1691,帥,101 ,"1,645,791 ",,95.81%
1692,銅,101 ,"1,645,892 ",,95.82%
1693,賢,101 ,"1,645,993 ",,95.83%
1694,碳,100 ,"1,646,093 ",,95.83%
1695,儲,100 ,"1,646,193 ",,95.84%
1696,欲,100 ,"1,646,293 ",,95.84%
1697,梯,100 ,"1,646,393 ",,95.85%
1698,孕,100 ,"1,646,493 ",,95.86%
1699,脅,100 ,"1,646,593 ",,95.86%
1700,摸,100 ,"1,646,693 ",,95.87%
1701,蒸,100 ,"1,646,793 ",,95.87%
1702,螢,100 ,"1,646,893 ",,95.88%
1703,淋,99 ,"1,646,992 ",,95.88%
1704,蹤,99 ,"1,647,091 ",,95.89%
1705,輝,99 ,"1,647,190 ",,95.90%
1706,疏,99 ,"1,647,289 ",,95.90%
1707,鑑,99 ,"1,647,388 ",,95.91%
1708,娜,99 ,"1,647,487 ",,95.91%
1709,壇,99 ,"1,647,586 ",,95.92%
1710,汙,99 ,"1,647,685 ",,95.92%
1711,夾,98 ,"1,647,783 ",,95.93%
1712,肢,98 ,"1,647,881 ",,95.94%
1713,酥,98 ,"1,647,979 ",,95.94%
1714,拼,98 ,"1,648,077 ",,95.95%
1715,瓷,98 ,"1,648,175 ",,95.95%
1716,膽,97 ,"1,648,272 ",,95.96%
1717,拖,97 ,"1,648,369 ",,95.96%
1718,暢,97 ,"1,648,466 ",,95.97%
1719,渡,97 ,"1,648,563 ",,95.98%
1720,託,97 ,"1,648,660 ",,95.98%
1721,毀,97 ,"1,648,757 ",,95.99%
1722,綜,97 ,"1,648,854 ",,95.99%
1723,瑜,96 ,"1,648,950 ",,96.00%
1724,譽,96 ,"1,649,046 ",,96.00%
1725,填,96 ,"1,649,142 ",,96.01%
1726,塗,95 ,"1,649,237 ",,96.01%
1727,椅,95 ,"1,649,332 ",,96.02%
1728,凝,95 ,"1,649,427 ",,96.03%
1729,憑,95 ,"1,649,522 ",,96.03%
1730,遞,95 ,"1,649,617 ",,96.04%
1731,拔,95 ,"1,649,712 ",,96.04%
1732,敦,95 ,"1,649,807 ",,96.05%
1733,籌,95 ,"1,649,902 ",,96.05%
1734,桶,95 ,"1,649,997 ",,96.06%
1735,騙,95 ,"1,650,092 ",,96.06%
1736,瞬,94 ,"1,650,186 ",,96.07%
1737,喪,94 ,"1,650,280 ",,96.08%
1738,辨,94 ,"1,650,374 ",,96.08%
1739,遷,94 ,"1,650,468 ",,96.09%
1740,拆,94 ,"1,650,562 ",,96.09%
1741,漿,93 ,"1,650,655 ",,96.10%
1742,傅,93 ,"1,650,748 ",,96.10%
1743,枝,93 ,"1,650,841 ",,96.11%
1744,綁,93 ,"1,650,934 ",,96.11%
1745,津,93 ,"1,651,027 ",,96.12%
1746,鋪,93 ,"1,651,120 ",,96.12%
1747,箭,92 ,"1,651,212 ",,96.13%
1748,籃,92 ,"1,651,304 ",,96.14%
1749,酬,92 ,"1,651,396 ",,96.14%
1750,徹,92 ,"1,651,488 ",,96.15%
1751,碎,92 ,"1,651,580 ",,96.15%
1752,鴨,92 ,"1,651,672 ",,96.16%
1753,磚,92 ,"1,651,764 ",,96.16%
1754,抹,91 ,"1,651,855 ",,96.17%
1755,邁,91 ,"1,651,946 ",,96.17%
1756,疊,91 ,"1,652,037 ",,96.18%
1757,躺,91 ,"1,652,128 ",,96.18%
1758,涯,91 ,"1,652,219 ",,96.19%
1759,喬,91 ,"1,652,310 ",,96.19%
1760,灑,91 ,"1,652,401 ",,96.20%
1761,措,90 ,"1,652,491 ",,96.20%
1762,喘,90 ,"1,652,581 ",,96.21%
1763,堪,90 ,"1,652,671 ",,96.21%
1764,爛,90 ,"1,652,761 ",,96.22%
1765,詳,90 ,"1,652,851 ",,96.23%
1766,佔,90 ,"1,652,941 ",,96.23%
1767,陶,90 ,"1,653,031 ",,96.24%
1768,朵,90 ,"1,653,121 ",,96.24%
1769,爐,90 ,"1,653,211 ",,96.25%
1770,朗,89 ,"1,653,300 ",,96.25%
1771,貓,89 ,"1,653,389 ",,96.26%
1772,胖,89 ,"1,653,478 ",,96.26%
1773,瘋,89 ,"1,653,567 ",,96.27%
1774,眠,89 ,"1,653,656 ",,96.27%
1775,傲,89 ,"1,653,745 ",,96.28%
1776,屈,89 ,"1,653,834 ",,96.28%
1777,捕,89 ,"1,653,923 ",,96.29%
1778,貸,89 ,"1,654,012 ",,96.29%
1779,菸,89 ,"1,654,101 ",,96.30%
1780,猶,89 ,"1,654,190 ",,96.30%
1781,汽,88 ,"1,654,278 ",,96.31%
1782,罵,88 ,"1,654,366 ",,96.31%
1783,聰,88 ,"1,654,454 ",,96.32%
1784,寄,88 ,"1,654,542 ",,96.32%
1785,干,88 ,"1,654,630 ",,96.33%
1786,厭,87 ,"1,654,717 ",,96.33%
1787,奉,87 ,"1,654,804 ",,96.34%
1788,勸,87 ,"1,654,891 ",,96.34%
1789,搬,87 ,"1,654,978 ",,96.35%
1790,崇,87 ,"1,655,065 ",,96.35%
1791,勤,87 ,"1,655,152 ",,96.36%
1792,斑,87 ,"1,655,239 ",,96.36%
1793,囉,86 ,"1,655,325 ",,96.37%
1794,沖,86 ,"1,655,411 ",,96.37%
1795,腫,86 ,"1,655,497 ",,96.38%
1796,逼,86 ,"1,655,583 ",,96.38%
1797,蠻,86 ,"1,655,669 ",,96.39%
1798,沾,85 ,"1,655,754 ",,96.39%
1799,慰,85 ,"1,655,839 ",,96.40%
1800,莎,85 ,"1,655,924 ",,96.40%
1801,荒,85 ,"1,656,009 ",,96.41%
1802,勁,85 ,"1,656,094 ",,96.41%
1803,懸,85 ,"1,656,179 ",,96.42%
1804,井,85 ,"1,656,264 ",,96.42%
1805,趙,85 ,"1,656,349 ",,96.43%
1806,妨,84 ,"1,656,433 ",,96.43%
1807,哩,84 ,"1,656,517 ",,96.44%
1808,爬,84 ,"1,656,601 ",,96.44%
1809,膝,84 ,"1,656,685 ",,96.45%
1810,咬,84 ,"1,656,769 ",,96.45%
1811,扭,84 ,"1,656,853 ",,96.46%
1812,喚,84 ,"1,656,937 ",,96.46%
1813,蔣,84 ,"1,657,021 ",,96.47%
1814,嘆,84 ,"1,657,105 ",,96.47%
1815,托,84 ,"1,657,189 ",,96.48%
1816,郵,84 ,"1,657,273 ",,96.48%
1817,宏,84 ,"1,657,357 ",,96.49%
1818,綿,83 ,"1,657,440 ",,96.49%
1819,伏,83 ,"1,657,523 ",,96.50%
1820,祝,83 ,"1,657,606 ",,96.50%
1821,騰,83 ,"1,657,689 ",,96.51%
1822,販,83 ,"1,657,772 ",,96.51%
1823,縱,83 ,"1,657,855 ",,96.52%
1824,灘,83 ,"1,657,938 ",,96.52%
1825,鬱,83 ,"1,658,021 ",,96.53%
1826,礦,83 ,"1,658,104 ",,96.53%
1827,袖,83 ,"1,658,187 ",,96.54%
1828,佈,83 ,"1,658,270 ",,96.54%
