序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
41,大,"2,544 ","276,388 ",73.59%,25.94%
42,而,"2,543 ","278,931 ",74.27%,26.17%
43,好,"2,414 ","281,345 ",74.91%,26.40%
44,種,"2,330 ","283,675 ",75.53%,26.62%
45,更,"2,247 ","285,922 ",76.13%,26.83%
46,因為,"2,236 ","288,158 ",76.72%,27.04%
47,將,"2,226 ","290,384 ",77.32%,27.25%
48,時,"2,202 ","292,586 ",77.90%,27.46%
49,後,"2,192 ","294,778 ",78.49%,27.66%
50,沒有,"2,190 ","296,968 ",79.07%,27.87%
51,被,"2,105 ","299,073 ",79.63%,28.06%
52,兩,"2,044 ","301,117 ",80.17%,28.26%
53,等,"2,030 ","303,147 ",80.71%,28.45%
54,從,"2,013 ","305,160 ",81.25%,28.64%
55,她,"1,991 ","307,151 ",81.78%,28.82%
56,台灣,"1,958 ","309,109 ",82.30%,29.01%
57,跟,"1,928 ","311,037 ",82.81%,29.19%
58,或,"1,895 ","312,932 ",83.32%,29.37%
59,之,"1,867 ","314,799 ",83.82%,29.54%
60,做,"1,839 ","316,638 ",84.31%,29.71%
61,才,"1,824 ","318,462 ",84.79%,29.88%
62,每,"1,793 ","320,255 ",85.27%,30.05%
63,只,"1,790 ","322,045 ",85.75%,30.22%
64,把,"1,785 ","323,830 ",86.22%,30.39%
65,次,"1,782 ","325,612 ",86.70%,30.56%
66,多,"1,752 ","327,364 ",87.16%,30.72%
67,看,"1,707 ","329,071 ",87.62%,30.88%
68,得,"1,686 ","330,757 ",88.06%,31.04%
69,地,"1,664 ","332,421 ",88.51%,31.19%
70,並,"1,658 ","334,079 ",88.95%,31.35%
71,想,"1,654 ","335,733 ",89.39%,31.50%
72,去,"1,651 ","337,384 ",89.83%,31.66%
73,所以,"1,640 ","339,024 ",90.27%,31.81%
74,再,"1,622 ","340,646 ",90.70%,31.97%
75,用,"1,621 ","342,267 ",91.13%,32.12%
76,他們,"1,589 ","343,856 ",91.55%,32.27%
77,又,"1,579 ","345,435 ",91.97%,32.42%
78,及,"1,570 ","347,005 ",92.39%,32.56%
79,可,"1,537 ","348,542 ",92.80%,32.71%
80,下,"1,483 ","350,025 ",93.20%,32.85%
81,前,"1,459 ","351,484 ",93.58%,32.98%
82,卻,"1,405 ","352,889 ",93.96%,33.11%
83,裡,"1,367 ","354,256 ",94.32%,33.24%
84,天,"1,353 ","355,609 ",94.68%,33.37%
85,什麼,"1,349 ","356,958 ",95.04%,33.50%
86,小,"1,346 ","358,304 ",95.40%,33.62%
87,過,"1,337 ","359,641 ",95.76%,33.75%
88,它,"1,337 ","360,978 ",96.11%,33.87%
89,各,"1,308 ","362,286 ",96.46%,34.00%
90,沒,"1,286 ","363,572 ",96.80%,34.12%
91,新,"1,260 ","364,832 ",97.14%,34.24%
92,所,"1,249 ","366,081 ",97.47%,34.35%
93,開始,"1,243 ","367,324 ",97.80%,34.47%
94,如果,"1,233 ","368,557 ",98.13%,34.59%
95,可能,"1,219 ","369,776 ",98.45%,34.70%
96,全,"1,207 ","370,983 ",98.78%,34.81%
97,三,"1,175 ","372,158 ",99.09%,34.92%
98,者,"1,166 ","373,324 ",99.40%,35.03%
99,這樣,"1,130 ","374,454 ",99.70%,35.14%
100,月,"1,129 ","375,583 ",100.00%,35.24%
101,當,"1,112 ","376,695 ",,35.35%
102,時候,"1,070 ","377,765 ",,35.45%
103,則,"1,065 ","378,830 ",,35.55%
104,其實,"1,056 ","379,886 ",,35.65%
105,於,"1,051 ","380,937 ",,35.75%
106,這些,"1,046 ","381,983 ",,35.84%
107,現在,"1,045 ","383,028 ",,35.94%
108,時間,"1,028 ","384,056 ",,36.04%
109,像,"1,016 ","385,072 ",,36.13%
110,內,"1,006 ","386,078 ",,36.23%
111,家,959 ,"387,037 ",,36.32%
112,問題,947 ,"387,984 ",,36.41%
113,世界,939 ,"388,923 ",,36.50%
114,知道,935 ,"389,858 ",,36.58%
115,高,933 ,"390,791 ",,36.67%
116,嗎,928 ,"391,719 ",,36.76%
117,給,925 ,"392,644 ",,36.85%
118,第一,925 ,"393,569 ",,36.93%
119,吃,913 ,"394,482 ",,37.02%
120,覺得,913 ,"395,395 ",,37.10%
121,已經,910 ,"396,305 ",,37.19%
122,已,872 ,"397,177 ",,37.27%
123,由,866 ,"398,043 ",,37.35%
124,中國,865 ,"398,908 ",,37.43%
125,位,861 ,"399,769 ",,37.51%
126,美國,861 ,"400,630 ",,37.59%
127,因此,845 ,"401,475 ",,37.67%
128,事,839 ,"402,314 ",,37.75%
129,很多,832 ,"403,146 ",,37.83%
130,生活,828 ,"403,974 ",,37.91%
131,不同,820 ,"404,794 ",,37.99%
132,大家,807 ,"405,601 ",,38.06%
133,孩子,806 ,"406,407 ",,38.14%
134,比,800 ,"407,207 ",,38.21%
135,元,800 ,"408,007 ",,38.29%
136,幾,788 ,"408,795 ",,38.36%
137,比較,784 ,"409,579 ",,38.43%
138,發現,779 ,"410,358 ",,38.51%
139,呢,775 ,"411,133 ",,38.58%
140,此,771 ,"411,904 ",,38.65%
141,但是,768 ,"412,672 ",,38.72%
142,日本,765 ,"413,437 ",,38.80%
143,不會,763 ,"414,200 ",,38.87%
144,先,753 ,"414,953 ",,38.94%
145,國家,753 ,"415,706 ",,39.01%
146,之後,750 ,"416,456 ",,39.08%
147,成為,750 ,"417,206 ",,39.15%
148,太,749 ,"417,955 ",,39.22%
149,工作,746 ,"418,701 ",,39.29%
150,一樣,741 ,"419,442 ",,39.36%
151,許多,741 ,"420,183 ",,39.43%
152,看到,740 ,"420,923 ",,39.50%
153,還是,727 ,"421,650 ",,39.57%
154,運動,722 ,"422,372 ",,39.64%
155,二,717 ,"423,089 ",,39.70%
156,重要,709 ,"423,798 ",,39.77%
157,社會,707 ,"424,505 ",,39.84%
158,公司,700 ,"425,205 ",,39.90%
159,歲,698 ,"425,903 ",,39.97%
160,認為,679 ,"426,582 ",,40.03%
161,需要,675 ,"427,257 ",,40.09%
162,希望,675 ,"427,932 ",,40.16%
163,如,672 ,"428,604 ",,40.22%
164,政府,667 ,"429,271 ",,40.28%
165,真的,666 ,"429,937 ",,40.34%
166,非常,665 ,"430,602 ",,40.41%
167,應該,659 ,"431,261 ",,40.47%
168,點,657 ,"431,918 ",,40.53%
169,除了,655 ,"432,573 ",,40.59%
170,使用,650 ,"433,223 ",,40.65%
171,其,648 ,"433,871 ",,40.71%
172,名,646 ,"434,517 ",,40.77%
173,因,640 ,"435,157 ",,40.83%
174,不過,638 ,"435,795 ",,40.89%
175,無法,637 ,"436,432 ",,40.95%
176,向,636 ,"437,068 ",,41.01%
177,以及,636 ,"437,704 ",,41.07%
178,然後,628 ,"438,332 ",,41.13%
179,方式,625 ,"438,957 ",,41.19%
180,外,622 ,"439,579 ",,41.25%
181,雖然,614 ,"440,193 ",,41.31%
182,甚至,612 ,"440,805 ",,41.36%
183,愛,611 ,"441,416 ",,41.42%
184,最後,610 ,"442,026 ",,41.48%
185,喜歡,610 ,"442,636 ",,41.54%
186,學生,609 ,"443,245 ",,41.59%
187,其他,605 ,"443,850 ",,41.65%
188,該,605 ,"444,455 ",,41.71%
189,一些,593 ,"445,048 ",,41.76%
190,一定,591 ,"445,639 ",,41.82%
191,四,588 ,"446,227 ",,41.87%
192,水,588 ,"446,815 ",,41.93%
193,出現,587 ,"447,402 ",,41.98%
194,無,579 ,"447,981 ",,42.04%
195,透過,579 ,"448,560 ",,42.09%
196,文化,579 ,"449,139 ",,42.15%
197,啊,575 ,"449,714 ",,42.20%
198,而且,573 ,"450,287 ",,42.25%
199,市場,572 ,"450,859 ",,42.31%
200,今年,571 ,"451,430 ",,42.36%
201,怎麼,570 ,"452,000 ",,42.42%
202,地方,569 ,"452,569 ",,42.47%
203,影響,562 ,"453,131 ",,42.52%
204,妳,559 ,"453,690 ",,42.57%
205,場,555 ,"454,245 ",,42.63%
206,活動,547 ,"454,792 ",,42.68%
207,特別,539 ,"455,331 ",,42.73%
208,心,536 ,"455,867 ",,42.78%
209,必須,536 ,"456,403 ",,42.83%
210,整,535 ,"456,938 ",,42.88%
211,本,533 ,"457,471 ",,42.93%
212,分,532 ,"458,003 ",,42.98%
213,只要,529 ,"458,532 ",,43.03%
214,講,527 ,"459,059 ",,43.08%
215,日,515 ,"459,574 ",,43.13%
216,大學,515 ,"460,089 ",,43.17%
217,們,513 ,"460,602 ",,43.22%
218,表示,511 ,"461,113 ",,43.27%
219,設計,509 ,"461,622 ",,43.32%
220,關係,506 ,"462,128 ",,43.37%
221,當時,505 ,"462,633 ",,43.41%
222,一直,504 ,"463,137 ",,43.46%
223,或是,502 ,"463,639 ",,43.51%
224,老師,502 ,"464,141 ",,43.55%
225,快,499 ,"464,640 ",,43.60%
226,另,498 ,"465,138 ",,43.65%
227,若,496 ,"465,634 ",,43.69%
228,未來,495 ,"466,129 ",,43.74%
229,發展,494 ,"466,623 ",,43.79%
230,曾,492 ,"467,115 ",,43.83%
231,包括,492 ,"467,607 ",,43.88%
232,故事,492 ,"468,099 ",,43.93%
233,手,490 ,"468,589 ",,43.97%
234,五,484 ,"469,073 ",,44.02%
235,所有,483 ,"469,556 ",,44.06%
236,且,480 ,"470,036 ",,44.11%
237,連,479 ,"470,515 ",,44.15%
238,造成,479 ,"470,994 ",,44.20%
239,今天,479 ,"471,473 ",,44.24%
240,件,479 ,"471,952 ",,44.29%
241,音樂,479 ,"472,431 ",,44.33%
242,至,474 ,"472,905 ",,44.38%
243,一起,473 ,"473,378 ",,44.42%
244,約,472 ,"473,850 ",,44.47%
245,經濟,472 ,"474,322 ",,44.51%
246,吧,467 ,"474,789 ",,44.55%
247,台,467 ,"475,256 ",,44.60%
248,起,467 ,"475,723 ",,44.64%
249,機會,467 ,"476,190 ",,44.69%
250,不能,466 ,"476,656 ",,44.73%
251,感覺,461 ,"477,117 ",,44.77%
252,容易,461 ,"477,578 ",,44.82%
253,較,460 ,"478,038 ",,44.86%
254,進行,459 ,"478,497 ",,44.90%
255,研究,458 ,"478,955 ",,44.94%
256,傳統,458 ,"479,413 ",,44.99%
257,其中,457 ,"479,870 ",,45.03%
258,書,457 ,"480,327 ",,45.07%
259,總統,456 ,"480,783 ",,45.12%
260,正,455 ,"481,238 ",,45.16%
261,臺灣,453 ,"481,691 ",,45.20%
262,民眾,451 ,"482,142 ",,45.24%
263,帶,449 ,"482,591 ",,45.29%
264,受,449 ,"483,040 ",,45.33%
265,選擇,446 ,"483,486 ",,45.37%
266,間,446 ,"483,932 ",,45.41%
267,過去,446 ,"484,378 ",,45.45%
268,仍,445 ,"484,823 ",,45.50%
269,同時,441 ,"485,264 ",,45.54%
270,國,440 ,"485,704 ",,45.58%
271,朋友,439 ,"486,143 ",,45.62%
272,這麼,438 ,"486,581 ",,45.66%
273,藝術,437 ,"487,018 ",,45.70%
274,身體,436 ,"487,454 ",,45.74%
275,投資,436 ,"487,890 ",,45.78%
276,結果,435 ,"488,325 ",,45.82%
277,政治,434 ,"488,759 ",,45.86%
278,當然,433 ,"489,192 ",,45.91%
279,買,433 ,"489,625 ",,45.95%
280,如何,432 ,"490,057 ",,45.99%
281,發生,431 ,"490,488 ",,46.03%
282,目前,431 ,"490,919 ",,46.07%
283,國際,431 ,"491,350 ",,46.11%
284,企業,429 ,"491,779 ",,46.15%
285,邊,427 ,"492,206 ",,46.19%
286,不要,425 ,"492,631 ",,46.23%
287,為什麼,425 ,"493,056 ",,46.27%
288,昨天,423 ,"493,479 ",,46.31%
289,請,422 ,"493,901 ",,46.35%
290,增加,422 ,"494,323 ",,46.39%
291,段,420 ,"494,743 ",,46.43%
292,變成,418 ,"495,161 ",,46.47%
293,應,418 ,"495,579 ",,46.50%
294,對於,416 ,"495,995 ",,46.54%
295,錢,414 ,"496,409 ",,46.58%
296,條,412 ,"496,821 ",,46.62%
297,作品,412 ,"497,233 ",,46.66%
298,後來,410 ,"497,643 ",,46.70%
299,美,410 ,"498,053 ",,46.74%
300,喔,407 ,"498,460 ",,46.78%
301,話,407 ,"498,867 ",,46.81%
302,完全,406 ,"499,273 ",,46.85%
303,能夠,406 ,"499,679 ",,46.89%
304,決定,406 ,"500,085 ",,46.93%
305,台北,405 ,"500,490 ",,46.97%
306,未,405 ,"500,895 ",,47.00%
307,走,404 ,"501,299 ",,47.04%
308,產品,403 ,"501,702 ",,47.08%
309,長,403 ,"502,105 ",,47.12%
310,些,403 ,"502,508 ",,47.15%
311,想要,402 ,"502,910 ",,47.19%
312,事情,402 ,"503,312 ",,47.23%
313,首,398 ,"503,710 ",,47.27%
314,可是,396 ,"504,106 ",,47.30%
315,問,395 ,"504,501 ",,47.34%
316,部分,393 ,"504,894 ",,47.38%
317,過程,393 ,"505,287 ",,47.42%
318,能力,388 ,"505,675 ",,47.45%
319,歷史,388 ,"506,063 ",,47.49%
320,人生,387 ,"506,450 ",,47.52%
321,學習,387 ,"506,837 ",,47.56%
322,改變,386 ,"507,223 ",,47.60%
323,是否,386 ,"507,609 ",,47.63%
324,張,385 ,"507,994 ",,47.67%
325,產生,384 ,"508,378 ",,47.71%
326,項,383 ,"508,761 ",,47.74%
327,主要,377 ,"509,138 ",,47.78%
328,花,376 ,"509,514 ",,47.81%
329,非,376 ,"509,890 ",,47.85%
330,家庭,375 ,"510,265 ",,47.88%
331,環境,375 ,"510,640 ",,47.92%
332,身,371 ,"511,011 ",,47.95%
333,空間,370 ,"511,381 ",,47.99%
334,變,369 ,"511,750 ",,48.02%
335,例如,369 ,"512,119 ",,48.06%
336,電影,366 ,"512,485 ",,48.09%
337,常,363 ,"512,848 ",,48.13%
338,加上,363 ,"513,211 ",,48.16%
339,找,363 ,"513,574 ",,48.19%
340,半,362 ,"513,936 ",,48.23%
341,別人,360 ,"514,296 ",,48.26%
342,一般,359 ,"514,655 ",,48.29%
343,之間,359 ,"515,014 ",,48.33%
344,進入,359 ,"515,373 ",,48.36%
345,代表,358 ,"515,731 ",,48.40%
346,一點,355 ,"516,086 ",,48.43%
347,難,353 ,"516,439 ",,48.46%
348,第二,353 ,"516,792 ",,48.50%
349,便,353 ,"517,145 ",,48.53%
350,東西,352 ,"517,497 ",,48.56%
351,提供,352 ,"517,849 ",,48.59%
352,相當,352 ,"518,201 ",,48.63%
353,聽,352 ,"518,553 ",,48.66%
354,面對,349 ,"518,902 ",,48.69%
355,學校,348 ,"519,250 ",,48.73%
356,往,347 ,"519,597 ",,48.76%
357,自然,347 ,"519,944 ",,48.79%
358,只是,346 ,"520,290 ",,48.82%
359,～,345 ,"520,635 ",,48.86%
360,時代,343 ,"520,978 ",,48.89%
361,昨,343 ,"521,321 ",,48.92%
362,成長,342 ,"521,663 ",,48.95%
363,網路,341 ,"522,004 ",,48.98%
364,像是,340 ,"522,344 ",,49.02%
365,教育,340 ,"522,684 ",,49.05%
366,直接,339 ,"523,023 ",,49.08%
367,另外,339 ,"523,362 ",,49.11%
368,真,338 ,"523,700 ",,49.14%
369,任何,335 ,"524,035 ",,49.17%
370,十,335 ,"524,370 ",,49.21%
371,這裡,334 ,"524,704 ",,49.24%
372,那麼,334 ,"525,038 ",,49.27%
373,老,334 ,"525,372 ",,49.30%
374,而是,333 ,"525,705 ",,49.33%
375,越,333 ,"526,038 ",,49.36%
376,靠,333 ,"526,371 ",,49.39%
377,使,330 ,"526,701 ",,49.43%
378,去年,330 ,"527,031 ",,49.46%
379,圖,327 ,"527,358 ",,49.49%
380,開,327 ,"527,685 ",,49.52%
381,幫,327 ,"528,012 ",,49.55%
382,之前,326 ,"528,338 ",,49.58%
383,處,326 ,"528,664 ",,49.61%
384,裡面,325 ,"528,989 ",,49.64%
385,了解,325 ,"529,314 ",,49.67%
386,由於,323 ,"529,637 ",,49.70%
387,系統,323 ,"529,960 ",,49.73%
388,同,323 ,"530,283 ",,49.76%
389,某,322 ,"530,605 ",,49.79%
390,一下,320 ,"530,925 ",,49.82%
391,成,320 ,"531,245 ",,49.85%
392,不斷,319 ,"531,564 ",,49.88%
393,利用,318 ,"531,882 ",,49.91%
394,回,316 ,"532,198 ",,49.94%
395,計畫,315 ,"532,513 ",,49.97%
396,獲得,315 ,"532,828 ",,50.00%
397,第,315 ,"533,143 ",,50.03%
398,近,314 ,"533,457 ",,50.06%
399,全球,313 ,"533,770 ",,50.09%
400,寫,313 ,"534,083 ",,50.12%
401,要求,312 ,"534,395 ",,50.15%
402,大陸,311 ,"534,706 ",,50.18%
403,完成,310 ,"535,016 ",,50.21%
404,超過,310 ,"535,326 ",,50.23%
405,簡單,308 ,"535,634 ",,50.26%
406,如此,307 ,"535,941 ",,50.29%
407,見,306 ,"536,247 ",,50.32%
408,更多,306 ,"536,553 ",,50.35%
409,創作,306 ,"536,859 ",,50.38%
410,令,306 ,"537,165 ",,50.41%
411,分鐘,305 ,"537,470 ",,50.44%
412,經過,305 ,"537,775 ",,50.46%
413,你們,305 ,"538,080 ",,50.49%
414,健康,304 ,"538,384 ",,50.52%
415,拿,304 ,"538,688 ",,50.55%
416,擁有,302 ,"538,990 ",,50.58%
417,頭,301 ,"539,291 ",,50.61%
418,喝,299 ,"539,590 ",,50.63%
419,表現,299 ,"539,889 ",,50.66%
420,行動,298 ,"540,187 ",,50.69%
421,安全,298 ,"540,485 ",,50.72%
422,幫助,296 ,"540,781 ",,50.75%
423,六,296 ,"541,077 ",,50.77%
424,媽媽,296 ,"541,373 ",,50.80%
425,服務,296 ,"541,669 ",,50.83%
426,起來,295 ,"541,964 ",,50.86%
427,打,295 ,"542,259 ",,50.89%
428,放,295 ,"542,554 ",,50.91%
429,臉,294 ,"542,848 ",,50.94%
430,告訴,294 ,"543,142 ",,50.97%
431,原本,293 ,"543,435 ",,51.00%
432,加入,292 ,"543,727 ",,51.02%
433,路,292 ,"544,019 ",,51.05%
434,狀況,291 ,"544,310 ",,51.08%
435,中心,289 ,"544,599 ",,51.10%
436,建議,288 ,"544,887 ",,51.13%
437,支持,288 ,"545,175 ",,51.16%
438,持續,287 ,"545,462 ",,51.19%
439,低,286 ,"545,748 ",,51.21%
440,自由,285 ,"546,033 ",,51.24%
441,通常,284 ,"546,317 ",,51.27%
442,個人,284 ,"546,601 ",,51.29%
443,對方,284 ,"546,885 ",,51.32%
444,誰,284 ,"547,169 ",,51.35%
445,成功,283 ,"547,452 ",,51.37%
446,思考,283 ,"547,735 ",,51.40%
447,賣,283 ,"548,018 ",,51.43%
448,努力,282 ,"548,300 ",,51.45%
449,國民黨,282 ,"548,582 ",,51.48%
450,小時,280 ,"548,862 ",,51.50%
451,那些,280 ,"549,142 ",,51.53%
452,以前,278 ,"549,420 ",,51.56%
453,久,277 ,"549,697 ",,51.58%
454,穿,277 ,"549,974 ",,51.61%
455,叫,276 ,"550,250 ",,51.63%
456,原因,276 ,"550,526 ",,51.66%
457,以上,275 ,"550,801 ",,51.69%
458,接受,275 ,"551,076 ",,51.71%
459,價值,274 ,"551,350 ",,51.74%
460,繼續,273 ,"551,623 ",,51.76%
461,參加,272 ,"551,895 ",,51.79%
462,產業,272 ,"552,167 ",,51.81%
463,英國,271 ,"552,438 ",,51.84%
464,方法,270 ,"552,708 ",,51.87%
465,生命,270 ,"552,978 ",,51.89%
466,壓力,269 ,"553,247 ",,51.92%
467,塊,269 ,"553,516 ",,51.94%
468,技術,269 ,"553,785 ",,51.97%
469,合作,269 ,"554,054 ",,51.99%
470,即,268 ,"554,322 ",,52.02%
471,指,268 ,"554,590 ",,52.04%
472,相信,268 ,"554,858 ",,52.07%
473,幾乎,267 ,"555,125 ",,52.09%
474,不僅,267 ,"555,392 ",,52.12%
475,準備,265 ,"555,657 ",,52.14%
476,來自,265 ,"555,922 ",,52.17%
477,處理,263 ,"556,185 ",,52.19%
478,受到,263 ,"556,448 ",,52.22%
479,片,263 ,"556,711 ",,52.24%
480,八,262 ,"556,973 ",,52.27%
481,站,262 ,"557,235 ",,52.29%
482,情況,261 ,"557,496 ",,52.31%
483,效果,261 ,"557,757 ",,52.34%
484,於是,261 ,"558,018 ",,52.36%
485,地區,260 ,"558,278 ",,52.39%
486,形成,259 ,"558,537 ",,52.41%
487,出,258 ,"558,795 ",,52.44%
488,根本,258 ,"559,053 ",,52.46%
489,行為,258 ,"559,311 ",,52.49%
490,提出,257 ,"559,568 ",,52.51%
491,政策,257 ,"559,825 ",,52.53%
492,哪,256 ,"560,081 ",,52.56%
493,啦,256 ,"560,337 ",,52.58%
494,畫,255 ,"560,592 ",,52.61%
495,真正,255 ,"560,847 ",,52.63%
496,坐,255 ,"561,102 ",,52.65%
497,找到,255 ,"561,357 ",,52.68%
498,分享,254 ,"561,611 ",,52.70%
499,口,253 ,"561,864 ",,52.72%
500,演出,253 ,"562,117 ",,52.75%
501,少,252 ,"562,369 ",,52.77%
502,經驗,252 ,"562,621 ",,52.80%
503,原來,252 ,"562,873 ",,52.82%
504,相關,252 ,"563,125 ",,52.84%
505,習慣,251 ,"563,376 ",,52.87%
506,車,251 ,"563,627 ",,52.89%
507,總是,251 ,"563,878 ",,52.91%
508,人民,251 ,"564,129 ",,52.94%
509,維持,250 ,"564,379 ",,52.96%
510,目標,250 ,"564,629 ",,52.98%
511,或者,250 ,"564,879 ",,53.01%
512,訓練,249 ,"565,128 ",,53.03%
513,以後,249 ,"565,377 ",,53.05%
514,清楚,248 ,"565,625 ",,53.08%
515,功能,248 ,"565,873 ",,53.10%
516,剛,247 ,"566,120 ",,53.12%
517,解決,247 ,"566,367 ",,53.15%
518,人員,247 ,"566,614 ",,53.17%
519,台南,247 ,"566,861 ",,53.19%
520,不少,245 ,"567,106 ",,53.22%
521,夠,245 ,"567,351 ",,53.24%
522,搭配,244 ,"567,595 ",,53.26%
523,精神,244 ,"567,839 ",,53.29%
524,即使,244 ,"568,083 ",,53.31%
525,參與,244 ,"568,327 ",,53.33%
526,光,243 ,"568,570 ",,53.35%
527,好像,242 ,"568,812 ",,53.38%
528,食物,241 ,"569,053 ",,53.40%
529,然而,239 ,"569,292 ",,53.42%
530,討論,237 ,"569,529 ",,53.44%
531,品牌,237 ,"569,766 ",,53.47%
532,具有,236 ,"570,002 ",,53.49%
533,內容,236 ,"570,238 ",,53.51%
534,願意,235 ,"570,473 ",,53.53%
535,組織,235 ,"570,708 ",,53.55%
536,曾經,235 ,"570,943 ",,53.58%
537,角色,235 ,"571,178 ",,53.60%
538,或許,233 ,"571,411 ",,53.62%
539,基本,232 ,"571,643 ",,53.64%
540,根據,232 ,"571,875 ",,53.66%
541,資料,232 ,"572,107 ",,53.69%
542,強,231 ,"572,338 ",,53.71%
543,早,230 ,"572,568 ",,53.73%
544,份,230 ,"572,798 ",,53.75%
545,道,229 ,"573,027 ",,53.77%
546,底,229 ,"573,256 ",,53.79%
547,美元,229 ,"573,485 ",,53.82%
548,導致,228 ,"573,713 ",,53.84%
549,父親,228 ,"573,941 ",,53.86%
550,玩,228 ,"574,169 ",,53.88%
551,媒體,228 ,"574,397 ",,53.90%
552,座,228 ,"574,625 ",,53.92%
553,別,227 ,"574,852 ",,53.94%
554,法國,226 ,"575,078 ",,53.96%
555,建築,226 ,"575,304 ",,53.99%
556,季,226 ,"575,530 ",,54.01%
557,充滿,225 ,"575,755 ",,54.03%
558,選,225 ,"575,980 ",,54.05%
559,屬於,224 ,"576,204 ",,54.07%
560,極,223 ,"576,427 ",,54.09%
561,重,223 ,"576,650 ",,54.11%
562,動作,223 ,"576,873 ",,54.13%
563,得到,223 ,"577,096 ",,54.15%
564,所謂,223 ,"577,319 ",,54.18%
565,法律,223 ,"577,542 ",,54.20%
566,眼,222 ,"577,764 ",,54.22%
567,具,222 ,"577,986 ",,54.24%
568,尤其,222 ,"578,208 ",,54.26%
569,結合,222 ,"578,430 ",,54.28%
570,嚴重,222 ,"578,652 ",,54.30%
571,銀行,222 ,"578,874 ",,54.32%
572,力量,221 ,"579,095 ",,54.34%
573,手機,221 ,"579,316 ",,54.36%
574,隨著,221 ,"579,537 ",,54.38%
575,度,221 ,"579,758 ",,54.40%
576,實際,221 ,"579,979 ",,54.42%
577,長期,220 ,"580,199 ",,54.45%
578,指出,220 ,"580,419 ",,54.47%
579,倍,220 ,"580,639 ",,54.49%
580,適合,219 ,"580,858 ",,54.51%
581,照片,219 ,"581,077 ",,54.53%
582,類,219 ,"581,296 ",,54.55%
583,一切,219 ,"581,515 ",,54.57%
584,句,219 ,"581,734 ",,54.59%
585,價格,218 ,"581,952 ",,54.61%
586,舉辦,218 ,"582,170 ",,54.63%
587,需求,218 ,"582,388 ",,54.65%
588,股票,218 ,"582,606 ",,54.67%
589,七,217 ,"582,823 ",,54.69%
590,部,217 ,"583,040 ",,54.71%
591,推出,217 ,"583,257 ",,54.73%
592,愛情,216 ,"583,473 ",,54.75%
593,存在,215 ,"583,688 ",,54.77%
594,同樣,215 ,"583,903 ",,54.79%
595,肌肉,214 ,"584,117 ",,54.81%
596,期間,214 ,"584,331 ",,54.83%
597,滿,214 ,"584,545 ",,54.85%
598,成立,214 ,"584,759 ",,54.87%
599,局,214 ,"584,973 ",,54.89%
600,字,213 ,"585,186 ",,54.91%
601,風格,213 ,"585,399 ",,54.93%
602,現場,212 ,"585,611 ",,54.95%
603,減少,211 ,"585,822 ",,54.97%
604,中央,211 ,"586,033 ",,54.99%
605,認識,211 ,"586,244 ",,55.01%
606,第三,210 ,"586,454 ",,55.03%
607,遠,210 ,"586,664 ",,55.05%
608,歐洲,209 ,"586,873 ",,55.07%
609,終於,209 ,"587,082 ",,55.09%
