序號,詞彙,詞頻,累積詞頻,前100名高頻詞累積百分比,"總詞數累積
百分比"
60041,可可豆到,1 ,"1,061,373 ",,99.60%
60042,迦納,1 ,"1,061,374 ",,99.60%
60043,去殼,1 ,"1,061,375 ",,99.60%
60044,依山傍海,1 ,"1,061,376 ",,99.60%
60045,食欲之秋,1 ,"1,061,377 ",,99.60%
60046,秋色,1 ,"1,061,378 ",,99.60%
60047,香美市,1 ,"1,061,379 ",,99.60%
60048,別府峽,1 ,"1,061,380 ",,99.60%
60049,川蟹藻屑蟹,1 ,"1,061,381 ",,99.60%
60050,晚秋,1 ,"1,061,382 ",,99.60%
60051,宿毛灣,1 ,"1,061,383 ",,99.60%
60052,薩摩薯切成,1 ,"1,061,384 ",,99.60%
60053,油香,1 ,"1,061,385 ",,99.60%
60054,砂糖蜜,1 ,"1,061,386 ",,99.60%
60055,薩摩薯,1 ,"1,061,387 ",,99.60%
60056,高知人,1 ,"1,061,388 ",,99.60%
60057,香川縣,1 ,"1,061,389 ",,99.60%
60058,高松,1 ,"1,061,390 ",,99.60%
60059,高知龍馬機場,1 ,"1,061,391 ",,99.60%
60060,南風號,1 ,"1,061,392 ",,99.60%
60061,站滿,1 ,"1,061,393 ",,99.60%
60062,羅定,1 ,"1,061,394 ",,99.60%
60063,穴子,1 ,"1,061,395 ",,99.60%
60064,烏賊,1 ,"1,061,396 ",,99.60%
60065,天丼,1 ,"1,061,397 ",,99.60%
60066,級料亭,1 ,"1,061,398 ",,99.60%
60067,戸,1 ,"1,061,399 ",,99.60%
60068,炸成,1 ,"1,061,400 ",,99.60%
60069,秘傳醬汁,1 ,"1,061,401 ",,99.60%
60070,秋田縣,1 ,"1,061,402 ",,99.60%
60071,窩客,1 ,"1,061,403 ",,99.60%
60072,涵天,1 ,"1,061,404 ",,99.60%
60073,秋田達人,1 ,"1,061,405 ",,99.60%
60074,名犬,1 ,"1,061,406 ",,99.60%
60075,大館,1 ,"1,061,407 ",,99.60%
60076,薩摩雞,1 ,"1,061,408 ",,99.60%
60077,名古屋,1 ,"1,061,409 ",,99.60%
60078,雞群,1 ,"1,061,410 ",,99.60%
60079,出比,1 ,"1,061,411 ",,99.60%
60080,秋田杉,1 ,"1,061,412 ",,99.60%
60081,木香,1 ,"1,061,413 ",,99.60%
60082,杉木,1 ,"1,061,414 ",,99.60%
60083,水份,1 ,"1,061,415 ",,99.60%
60084,搗碎,1 ,"1,061,416 ",,99.60%
60085,捲於,1 ,"1,061,417 ",,99.60%
60086,杉木棒,1 ,"1,061,418 ",,99.60%
60087,秋田鄉土,1 ,"1,061,419 ",,99.60%
60088,雞熬,1 ,"1,061,420 ",,99.60%
60089,鍋品,1 ,"1,061,421 ",,99.60%
60090,四國,1 ,"1,061,422 ",,99.60%
60091,名川,1 ,"1,061,423 ",,99.60%
60092,僅只,1 ,"1,061,424 ",,99.60%
60093,仁淀藍,1 ,"1,061,425 ",,99.60%
60094,老舖,1 ,"1,061,426 ",,99.60%
60095,東南端室,1 ,"1,061,427 ",,99.60%
60096,岬,1 ,"1,061,428 ",,99.60%
60097,廚魔,1 ,"1,061,429 ",,99.60%
60098,奧利佛,1 ,"1,061,430 ",,99.60%
60099,拉姆,1 ,"1,061,431 ",,99.60%
60100,投向,1 ,"1,061,432 ",,99.60%
60101,破浪,1 ,"1,061,433 ",,99.60%
60102,丘壑,1 ,"1,061,434 ",,99.60%
60103,醃肉,1 ,"1,061,435 ",,99.60%
60104,燒臘舖,1 ,"1,061,436 ",,99.60%
60105,茶樓,1 ,"1,061,437 ",,99.60%
60106,方桌,1 ,"1,061,438 ",,99.60%
60107,圓桌,1 ,"1,061,439 ",,99.60%
60108,正體字,1 ,"1,061,440 ",,99.60%
60109,價目表,1 ,"1,061,441 ",,99.60%
60110,寧波,1 ,"1,061,442 ",,99.60%
60111,食材燦然,1 ,"1,061,443 ",,99.60%
60112,宴飲,1 ,"1,061,444 ",,99.60%
60113,杭揚菜色,1 ,"1,061,445 ",,99.61%
60114,黏乎乎,1 ,"1,061,446 ",,99.61%
60115,油乎乎,1 ,"1,061,447 ",,99.61%
60116,稠乎乎,1 ,"1,061,448 ",,99.61%
60117,輕油,1 ,"1,061,449 ",,99.61%
60118,輕醬,1 ,"1,061,450 ",,99.61%
60119,天香樓,1 ,"1,061,451 ",,99.61%
60120,胡公滿,1 ,"1,061,452 ",,99.61%
60121,虞舜,1 ,"1,061,453 ",,99.61%
60122,滅商,1 ,"1,061,454 ",,99.61%
60123,陳國開,1 ,"1,061,455 ",,99.61%
60124,山祖,1 ,"1,061,456 ",,99.61%
60125,諡號胡,1 ,"1,061,457 ",,99.61%
60126,遷入,1 ,"1,061,458 ",,99.61%
60127,唐太宗,1 ,"1,061,459 ",,99.61%
60128,婺源人,1 ,"1,061,460 ",,99.61%
60129,胡三公,1 ,"1,061,461 ",,99.61%
60130,唐昭宗,1 ,"1,061,462 ",,99.61%
60131,改姓,1 ,"1,061,463 ",,99.61%
60132,名昌翼,1 ,"1,061,464 ",,99.61%
60133,勤懇,1 ,"1,061,465 ",,99.61%
60134,清水秀,1 ,"1,061,466 ",,99.61%
60135,雲氣,1 ,"1,061,467 ",,99.61%
60136,輩出,1 ,"1,061,468 ",,99.61%
60137,黃山,1 ,"1,061,469 ",,99.61%
60138,毛峰,1 ,"1,061,470 ",,99.61%
60139,太平猴魁,1 ,"1,061,471 ",,99.61%
60140,祁門,1 ,"1,061,472 ",,99.61%
60141,屯溪,1 ,"1,061,473 ",,99.61%
60142,獨佔,1 ,"1,061,474 ",,99.61%
60143,大陸性,1 ,"1,061,475 ",,99.61%
60144,瀾滄江,1 ,"1,061,476 ",,99.61%
60145,玉樹,1 ,"1,061,477 ",,99.61%
60146,果洛,1 ,"1,061,478 ",,99.61%
60147,黃南,1 ,"1,061,479 ",,99.61%
60148,三江源,1 ,"1,061,480 ",,99.61%
60149,懸圃,1 ,"1,061,481 ",,99.61%
60150,聖人仙人,1 ,"1,061,482 ",,99.61%
60151,興許,1 ,"1,061,483 ",,99.61%
60152,粉黃粉紅,1 ,"1,061,484 ",,99.61%
60153,質素,1 ,"1,061,485 ",,99.61%
60154,溫雅,1 ,"1,061,486 ",,99.61%
60155,雞油黃,1 ,"1,061,487 ",,99.61%
60156,朱智勳,1 ,"1,061,488 ",,99.61%
60157,尹恩惠,1 ,"1,061,489 ",,99.61%
60158,譚公廟,1 ,"1,061,490 ",,99.61%
60159,燙金,1 ,"1,061,491 ",,99.61%
60160,群樓,1 ,"1,061,492 ",,99.61%
60161,牆垛,1 ,"1,061,493 ",,99.61%
60162,結綵,1 ,"1,061,494 ",,99.61%
60163,倒三角形,1 ,"1,061,495 ",,99.61%
60164,嶺南,1 ,"1,061,496 ",,99.61%
60165,入鄉,1 ,"1,061,497 ",,99.61%
60166,安之若素,1 ,"1,061,498 ",,99.61%
60167,港劇,1 ,"1,061,499 ",,99.61%
60168,廉政公署,1 ,"1,061,500 ",,99.61%
60169,肅貪,1 ,"1,061,501 ",,99.61%
60170,翰林雞現,1 ,"1,061,502 ",,99.61%
60171,北安,1 ,"1,061,503 ",,99.61%
60172,陸市,1 ,"1,061,504 ",,99.61%
60173,太白,1 ,"1,061,505 ",,99.61%
60174,太白菜色,1 ,"1,061,506 ",,99.61%
60175,菇蕈,1 ,"1,061,507 ",,99.61%
60176,意形,1 ,"1,061,508 ",,99.61%
60177,舉箸,1 ,"1,061,509 ",,99.61%
60178,丰姿,1 ,"1,061,510 ",,99.61%
60179,魚膾,1 ,"1,061,511 ",,99.61%
60180,杭菊,1 ,"1,061,512 ",,99.61%
60181,金線蓮,1 ,"1,061,513 ",,99.61%
60182,茶入,1 ,"1,061,514 ",,99.61%
60183,膳,1 ,"1,061,515 ",,99.61%
60184,漫揚開來,1 ,"1,061,516 ",,99.61%
60185,命宮人,1 ,"1,061,517 ",,99.61%
60186,搗製,1 ,"1,061,518 ",,99.61%
60187,蒸熟成,1 ,"1,061,519 ",,99.61%
60188,糕,1 ,"1,061,520 ",,99.61%
60189,百花糕,1 ,"1,061,521 ",,99.61%
60190,甜糯,1 ,"1,061,522 ",,99.61%
60191,賞賜,1 ,"1,061,523 ",,99.61%
60192,破風,1 ,"1,061,524 ",,99.61%
60193,破風手仇銘,1 ,"1,061,525 ",,99.61%
60194,破風手知,1 ,"1,061,526 ",,99.61%
60195,內蒙,1 ,"1,061,527 ",,99.61%
60196,騰格,1 ,"1,061,528 ",,99.61%
60197,騎行,1 ,"1,061,529 ",,99.61%
60198,單車手,1 ,"1,061,530 ",,99.61%
60199,參差不齊,1 ,"1,061,531 ",,99.61%
60200,風評,1 ,"1,061,532 ",,99.61%
60201,吉娜,1 ,"1,061,533 ",,99.61%
60202,招牌菜,1 ,"1,061,534 ",,99.61%
60203,卡布沙龍蘇爾瑪,1 ,"1,061,535 ",,99.61%
60204,蘇爾瑪,1 ,"1,061,536 ",,99.61%
60205,沙威瑪,1 ,"1,061,537 ",,99.61%
60206,諸葛亮,1 ,"1,061,538 ",,99.61%
60207,沾染書,1 ,"1,061,539 ",,99.61%
60208,草堂,1 ,"1,061,540 ",,99.61%
60209,飯館,1 ,"1,061,541 ",,99.61%
60210,清茶,1 ,"1,061,542 ",,99.61%
60211,巴適,1 ,"1,061,543 ",,99.61%
60212,蓉城,1 ,"1,061,544 ",,99.61%
60213,神髓,1 ,"1,061,545 ",,99.61%
60214,行住,1 ,"1,061,546 ",,99.61%
60215,淵,1 ,"1,061,547 ",,99.61%
60216,震旦,1 ,"1,061,548 ",,99.61%
60217,表裡,1 ,"1,061,549 ",,99.61%
60218,成都博舍,1 ,"1,061,550 ",,99.61%
60219,無疑為,1 ,"1,061,551 ",,99.61%
60220,瑜舍,1 ,"1,061,552 ",,99.62%
60221,奕居,1 ,"1,061,553 ",,99.62%
60222,寄寓,1 ,"1,061,554 ",,99.62%
60223,汎,1 ,"1,061,555 ",,99.62%
60224,廣土,1 ,"1,061,556 ",,99.62%
60225,眾民,1 ,"1,061,557 ",,99.62%
60226,神州,1 ,"1,061,558 ",,99.62%
60227,寓古,1 ,"1,061,559 ",,99.62%
60228,四合院,1 ,"1,061,560 ",,99.62%
60229,連通,1 ,"1,061,561 ",,99.62%
60230,收束,1 ,"1,061,562 ",,99.62%
60231,東西向,1 ,"1,061,563 ",,99.62%
60232,昆,1 ,"1,061,564 ",,99.62%
60233,春城,1 ,"1,061,565 ",,99.62%
60234,黃浦江,1 ,"1,061,566 ",,99.62%
60235,滇池池畔賞,1 ,"1,061,567 ",,99.62%
60236,繁花,1 ,"1,061,568 ",,99.62%
60237,熘,1 ,"1,061,569 ",,99.62%
60238,湖南省,1 ,"1,061,570 ",,99.62%
60239,橘子洲,1 ,"1,061,571 ",,99.62%
60240,開福寺,1 ,"1,061,572 ",,99.62%
60241,天心閣,1 ,"1,061,573 ",,99.62%
60242,剁椒,1 ,"1,061,574 ",,99.62%
60243,東安子,1 ,"1,061,575 ",,99.62%
60244,花菇,1 ,"1,061,576 ",,99.62%
60245,滇,1 ,"1,061,577 ",,99.62%
60246,宜良,1 ,"1,061,578 ",,99.62%
60247,陽宗,1 ,"1,061,579 ",,99.62%
60248,滇味,1 ,"1,061,580 ",,99.62%
60249,吉林,1 ,"1,061,581 ",,99.62%
60250,黑龍江,1 ,"1,061,582 ",,99.62%
60251,神山,1 ,"1,061,583 ",,99.62%
60252,金朝,1 ,"1,061,584 ",,99.62%
60253,天池,1 ,"1,061,585 ",,99.62%
60254,祭台,1 ,"1,061,586 ",,99.62%
60255,滿族,1 ,"1,061,587 ",,99.62%
60256,列祖,1 ,"1,061,588 ",,99.62%
60257,龍興,1 ,"1,061,589 ",,99.62%
60258,諭令,1 ,"1,061,590 ",,99.62%
60259,主峰,1 ,"1,061,591 ",,99.62%
60260,錐體,1 ,"1,061,592 ",,99.62%
60261,頂部,1 ,"1,061,593 ",,99.62%
60262,淞,1 ,"1,061,594 ",,99.62%
60263,地才,1 ,"1,061,595 ",,99.62%
60264,搏取,1 ,"1,061,596 ",,99.62%
60265,奈美惠,1 ,"1,061,597 ",,99.62%
60266,標緻,1 ,"1,061,598 ",,99.62%
60267,雪花秀,1 ,"1,061,599 ",,99.62%
60268,優秀美,1 ,"1,061,600 ",,99.62%
60269,搜查隊,1 ,"1,061,601 ",,99.62%
60270,挑選出,1 ,"1,061,602 ",,99.62%
60271,溺愛,1 ,"1,061,603 ",,99.62%
60272,美妝品,1 ,"1,061,604 ",,99.62%
60273,黛珂,1 ,"1,061,605 ",,99.62%
60274,多重層,1 ,"1,061,606 ",,99.62%
60275,微脂囊體,1 ,"1,061,607 ",,99.62%
60276,廣受,1 ,"1,061,608 ",,99.62%
60277,活膚,1 ,"1,061,609 ",,99.62%
60278,光澤肌,1 ,"1,061,610 ",,99.62%
60279,魔顏,1 ,"1,061,611 ",,99.62%
60280,絲緞,1 ,"1,061,612 ",,99.62%
60281,美頰,1 ,"1,061,613 ",,99.62%
60282,擴延,1 ,"1,061,614 ",,99.62%
60283,水潤,1 ,"1,061,615 ",,99.62%
60284,棕色系,1 ,"1,061,616 ",,99.62%
60285,修影,1 ,"1,061,617 ",,99.62%
60286,立體粉,1 ,"1,061,618 ",,99.62%
60287,貼合感,1 ,"1,061,619 ",,99.62%
60288,特搜隊,1 ,"1,061,620 ",,99.62%
60289,美容品,1 ,"1,061,621 ",,99.62%
60290,救兵,1 ,"1,061,622 ",,99.62%
60291,閉鎖型,1 ,"1,061,623 ",,99.62%
60292,法令紋,1 ,"1,061,624 ",,99.62%
60293,穿心蓮,1 ,"1,061,625 ",,99.62%
60294,萃取液,1 ,"1,061,626 ",,99.62%
60295,起泡網,1 ,"1,061,627 ",,99.62%
60296,滋潤感,1 ,"1,061,628 ",,99.62%
60297,清純,1 ,"1,061,629 ",,99.62%
60298,楚楚可人,1 ,"1,061,630 ",,99.62%
60299,修飾霜,1 ,"1,061,631 ",,99.62%
60300,遮瑕霜,1 ,"1,061,632 ",,99.62%
60301,輕潤粉,1 ,"1,061,633 ",,99.62%
60302,羽柔,1 ,"1,061,634 ",,99.62%
60303,蜜粉餅,1 ,"1,061,635 ",,99.62%
60304,遮瑕盤,1 ,"1,061,636 ",,99.62%
60305,滑順感,1 ,"1,061,637 ",,99.62%
60306,均溫,1 ,"1,061,638 ",,99.62%
60307,賁張,1 ,"1,061,639 ",,99.62%
60308,沈船,1 ,"1,061,640 ",,99.62%
60309,潛點,1 ,"1,061,641 ",,99.62%
60310,皮提灣,1 ,"1,061,642 ",,99.62%
60311,炸出,1 ,"1,061,643 ",,99.62%
60312,杜夢灣,1 ,"1,061,644 ",,99.62%
60313,索道,1 ,"1,061,645 ",,99.62%
60314,蛋形,1 ,"1,061,646 ",,99.62%
60315,聖普羅帕斯,1 ,"1,061,647 ",,99.62%
60316,查莫洛語,1 ,"1,061,648 ",,99.62%
60317,阿囉哈,1 ,"1,061,649 ",,99.62%
60318,番石榴,1 ,"1,061,650 ",,99.62%
60319,追落,1 ,"1,061,651 ",,99.62%
60320,羽松,1 ,"1,061,652 ",,99.62%
60321,轉色期,1 ,"1,061,653 ",,99.62%
60322,生態區,1 ,"1,061,654 ",,99.62%
60323,美學館,1 ,"1,061,655 ",,99.62%
60324,景區,1 ,"1,061,656 ",,99.62%
60325,轉盤,1 ,"1,061,657 ",,99.62%
60326,狀似,1 ,"1,061,658 ",,99.63%
60327,北門口,1 ,"1,061,659 ",,99.63%
60328,肉圓,1 ,"1,061,660 ",,99.63%
60329,燒肉圓,1 ,"1,061,661 ",,99.63%
60330,阿璋肉圓,1 ,"1,061,662 ",,99.63%
60331,魚市場,1 ,"1,061,663 ",,99.63%
60332,爌肉飯,1 ,"1,061,664 ",,99.63%
60333,大鞍里,1 ,"1,061,665 ",,99.63%
60334,大片,1 ,"1,061,666 ",,99.63%
60335,孟宗,1 ,"1,061,667 ",,99.63%
60336,聲名大噪,1 ,"1,061,668 ",,99.63%
60337,加走寮溪,1 ,"1,061,669 ",,99.63%
60338,切穿,1 ,"1,061,670 ",,99.63%
60339,山塊,1 ,"1,061,671 ",,99.63%
60340,下切,1 ,"1,061,672 ",,99.63%
60341,製茶所,1 ,"1,061,673 ",,99.63%
60342,遊山茶,1 ,"1,061,674 ",,99.63%
60343,封館,1 ,"1,061,675 ",,99.63%
60344,文物區,1 ,"1,061,676 ",,99.63%
60345,手繪版,1 ,"1,061,677 ",,99.63%
60346,起不了,1 ,"1,061,678 ",,99.63%
60347,侶,1 ,"1,061,679 ",,99.63%
60348,環礁,1 ,"1,061,680 ",,99.63%
60349,淡綠,1 ,"1,061,681 ",,99.63%
60350,蒂芬妮藍,1 ,"1,061,682 ",,99.63%
60351,睡床,1 ,"1,061,683 ",,99.63%
60352,直望,1 ,"1,061,684 ",,99.63%
60353,海天一色,1 ,"1,061,685 ",,99.63%
60354,游池,1 ,"1,061,686 ",,99.63%
60355,聞風,1 ,"1,061,687 ",,99.63%
60356,提供出來,1 ,"1,061,688 ",,99.63%
60357,鵝黃色,1 ,"1,061,689 ",,99.63%
60358,吉安鄉,1 ,"1,061,690 ",,99.63%
60359,依傍,1 ,"1,061,691 ",,99.63%
60360,維多利亞風,1 ,"1,061,692 ",,99.63%
60361,壁紙,1 ,"1,061,693 ",,99.63%
60362,床罩,1 ,"1,061,694 ",,99.63%
60363,面湖,1 ,"1,061,695 ",,99.63%
60364,一朵朵,1 ,"1,061,696 ",,99.63%
60365,彩繪出,1 ,"1,061,697 ",,99.63%
60366,蘑菇色,1 ,"1,061,698 ",,99.63%
60367,工而,1 ,"1,061,699 ",,99.63%
60368,原始味,1 ,"1,061,700 ",,99.63%
60369,椰漿飯,1 ,"1,061,701 ",,99.63%
60370,沙爹,1 ,"1,061,702 ",,99.63%
60371,檳城亞,1 ,"1,061,703 ",,99.63%
60372,參叻沙,1 ,"1,061,704 ",,99.63%
60373,南薑花,1 ,"1,061,705 ",,99.63%
60374,黃薑,1 ,"1,061,706 ",,99.63%
60375,蔥頭,1 ,"1,061,707 ",,99.63%
60376,熬出,1 ,"1,061,708 ",,99.63%
60377,亞參,1 ,"1,061,709 ",,99.63%
60378,馬來版,1 ,"1,061,710 ",,99.63%
60379,點菜率,1 ,"1,061,711 ",,99.63%
60380,快餐,1 ,"1,061,712 ",,99.63%
60381,乾蝦醬,1 ,"1,061,713 ",,99.63%
60382,入青,1 ,"1,061,714 ",,99.63%
60383,梠,1 ,"1,061,715 ",,99.63%
60384,奶水,1 ,"1,061,716 ",,99.63%
60385,疊出,1 ,"1,061,717 ",,99.63%
60386,馬來西亞人,1 ,"1,061,718 ",,99.63%
60387,越南人,1 ,"1,061,719 ",,99.63%
60388,酸籽,1 ,"1,061,720 ",,99.63%
60389,磨翁草,1 ,"1,061,721 ",,99.63%
60390,白芋,1 ,"1,061,722 ",,99.63%
60391,必備款,1 ,"1,061,723 ",,99.63%
60392,斯開灣,1 ,"1,061,724 ",,99.63%
60393,吞吐量,1 ,"1,061,725 ",,99.63%
60394,賽區,1 ,"1,061,726 ",,99.63%
60395,聖尼古拉塔,1 ,"1,061,727 ",,99.63%
60396,鎖鍊塔,1 ,"1,061,728 ",,99.63%
60397,燈籠塔,1 ,"1,061,729 ",,99.63%
60398,艾克斯島,1 ,"1,061,730 ",,99.63%
60399,燃盡,1 ,"1,061,731 ",,99.63%
60400,芭蕾舞伶,1 ,"1,061,732 ",,99.63%
60401,東正,1 ,"1,061,733 ",,99.63%
60402,洋蔥頭,1 ,"1,061,734 ",,99.63%
60403,博得,1 ,"1,061,735 ",,99.63%
60404,芬蘭灣,1 ,"1,061,736 ",,99.63%
60405,渡船,1 ,"1,061,737 ",,99.63%
60406,淙淙,1 ,"1,061,738 ",,99.63%
60407,漫向,1 ,"1,061,739 ",,99.63%
60408,無邊,1 ,"1,061,740 ",,99.63%
60409,南郊,1 ,"1,061,741 ",,99.63%
60410,沙皇村,1 ,"1,061,742 ",,99.63%
60411,宮殿群,1 ,"1,061,743 ",,99.63%
60412,綠草如茵,1 ,"1,061,744 ",,99.63%
60413,偷盜,1 ,"1,061,745 ",,99.63%
60414,涅夫斯基,1 ,"1,061,746 ",,99.63%
60415,沙俄,1 ,"1,061,747 ",,99.63%
60416,火山島國,1 ,"1,061,748 ",,99.63%
60417,熔巖,1 ,"1,061,749 ",,99.63%
60418,深烙,1 ,"1,061,750 ",,99.63%
60419,舊港灣區,1 ,"1,061,751 ",,99.63%
60420,港灣區,1 ,"1,061,752 ",,99.63%
60421,遊訪,1 ,"1,061,753 ",,99.63%
60422,蓋席爾,1 ,"1,061,754 ",,99.63%
60423,泉區,1 ,"1,061,755 ",,99.63%
60424,辛格韋德利,1 ,"1,061,756 ",,99.63%
60425,憾,1 ,"1,061,757 ",,99.63%
60426,外侮,1 ,"1,061,758 ",,99.63%
60427,壕溝,1 ,"1,061,759 ",,99.63%
60428,荏苒,1 ,"1,061,760 ",,99.63%
60429,孤零零,1 ,"1,061,761 ",,99.63%
60430,迎曦門,1 ,"1,061,762 ",,99.63%
60431,東門城,1 ,"1,061,763 ",,99.63%
60432,聚合,1 ,"1,061,764 ",,99.63%
60433,藝改所,1 ,"1,061,765 ",,99.64%
60434,蘊釀,1 ,"1,061,766 ",,99.64%
60435,張登堯,1 ,"1,061,767 ",,99.64%
60436,芳醇,1 ,"1,061,768 ",,99.64%
60437,非主流,1 ,"1,061,769 ",,99.64%
60438,林蔭大道,1 ,"1,061,770 ",,99.64%
60439,拐入巷,1 ,"1,061,771 ",,99.64%
60440,老房,1 ,"1,061,772 ",,99.64%
60441,飯鋪,1 ,"1,061,773 ",,99.64%
60442,食材到,1 ,"1,061,774 ",,99.64%
60443,豬選,1 ,"1,061,775 ",,99.64%
60444,綿羊,1 ,"1,061,776 ",,99.64%
60445,脂肪厚,1 ,"1,061,777 ",,99.64%
60446,橡樹,1 ,"1,061,778 ",,99.64%
60447,延齡堂,1 ,"1,061,779 ",,99.64%
60448,陳冠翰,1 ,"1,061,780 ",,99.64%
60449,名豐板,1 ,"1,061,781 ",,99.64%
60450,蔬菜盆,1 ,"1,061,782 ",,99.64%
60451,海鮮盤,1 ,"1,061,783 ",,99.64%
60452,蔬菜盤,1 ,"1,061,784 ",,99.64%
60453,牛味,1 ,"1,061,785 ",,99.64%
60454,噌,1 ,"1,061,786 ",,99.64%
60455,歧,1 ,"1,061,787 ",,99.64%
60456,尊寵,1 ,"1,061,788 ",,99.64%
60457,美容師,1 ,"1,061,789 ",,99.64%
60458,磨練出,1 ,"1,061,790 ",,99.64%
60459,乾裂,1 ,"1,061,791 ",,99.64%
60460,柔嫩感,1 ,"1,061,792 ",,99.64%
60461,粉色調,1 ,"1,061,793 ",,99.64%
60462,飽滿度,1 ,"1,061,794 ",,99.64%
60463,滋潤度,1 ,"1,061,795 ",,99.64%
60464,肌質,1 ,"1,061,796 ",,99.64%
60465,沐浴品,1 ,"1,061,797 ",,99.64%
60466,柔嫩,1 ,"1,061,798 ",,99.64%
60467,搓出,1 ,"1,061,799 ",,99.64%
60468,異位性,1 ,"1,061,800 ",,99.64%
60469,皮膚炎,1 ,"1,061,801 ",,99.64%
60470,理膚寶水,1 ,"1,061,802 ",,99.64%
60471,舒特,1 ,"1,061,803 ",,99.64%
60472,身體乳,1 ,"1,061,804 ",,99.64%
60473,油類,1 ,"1,061,805 ",,99.64%
60474,粉彩色,1 ,"1,061,806 ",,99.64%
60475,黑嘛嘛,1 ,"1,061,807 ",,99.64%
60476,超長版,1 ,"1,061,808 ",,99.64%
60477,細身褲,1 ,"1,061,809 ",,99.64%
60478,西裝式,1 ,"1,061,810 ",,99.64%
60479,長大衣,1 ,"1,061,811 ",,99.64%
60480,色長,1 ,"1,061,812 ",,99.64%
60481,駝,1 ,"1,061,813 ",,99.64%
60482,定番,1 ,"1,061,814 ",,99.64%
60483,圖案褲,1 ,"1,061,815 ",,99.64%
60484,流行感,1 ,"1,061,816 ",,99.64%
60485,壯壯,1 ,"1,061,817 ",,99.64%
60486,搭法,1 ,"1,061,818 ",,99.64%
60487,主角級,1 ,"1,061,819 ",,99.64%
60488,實用度,1 ,"1,061,820 ",,99.64%
60489,舖棉,1 ,"1,061,821 ",,99.64%
60490,紗裙,1 ,"1,061,822 ",,99.64%
60491,端裝,1 ,"1,061,823 ",,99.64%
60492,細格紋,1 ,"1,061,824 ",,99.64%
60493,速報,1 ,"1,061,825 ",,99.64%
60494,使用感,1 ,"1,061,826 ",,99.64%
60495,多合一,1 ,"1,061,827 ",,99.64%
60496,狠準,1 ,"1,061,828 ",,99.64%
60497,精品級,1 ,"1,061,829 ",,99.64%
60498,兩年生,1 ,"1,061,830 ",,99.64%
60499,羰基化,1 ,"1,061,831 ",,99.64%
60500,潤澤度,1 ,"1,061,832 ",,99.64%
60501,頰膜,1 ,"1,061,833 ",,99.64%
60502,白光感,1 ,"1,061,834 ",,99.64%
60503,白晶透,1 ,"1,061,835 ",,99.64%
60504,歐舒丹,1 ,"1,061,836 ",,99.64%
60505,瓶身,1 ,"1,061,837 ",,99.64%
60506,藥罐,1 ,"1,061,838 ",,99.64%
60507,晶透,1 ,"1,061,839 ",,99.64%
60508,捧花,1 ,"1,061,840 ",,99.64%
60509,花材,1 ,"1,061,841 ",,99.64%
60510,聖潔,1 ,"1,061,842 ",,99.64%
60511,收禮人,1 ,"1,061,843 ",,99.64%
60512,特別感,1 ,"1,061,844 ",,99.64%
60513,曲高和寡,1 ,"1,061,845 ",,99.64%
60514,有行無市,1 ,"1,061,846 ",,99.64%
